,Unnamed: 0,Date,Price,1-Day,1-Day-Vol-Mean,1-Day-Vol-No-Mean,1-Day,90%-Spot-Vol-Mean-B-S-Call,90%-Spot-Vol-Mean-B-S-Put,90%-Spot-Vol-No-Mean-B-S-Call,90%-Spot-Vol-No-Mean-B-S-Put,95%-Spot-Vol-Mean-B-S-Call,95%-Spot-Vol-Mean-B-S-Put,95%-Spot-Vol-No-Mean-B-S-Call,95%-Spot-Vol-No-Mean-B-S-Put,100%-Spot-Vol-Mean-B-S-Call,100%-Spot-Vol-Mean-B-S-Put,100%-Spot-Vol-No-Mean-B-S-Call,100%-Spot-Vol-No-Mean-B-S-Put,105%-Spot-Vol-Mean-B-S-Call,105%-Spot-Vol-Mean-B-S-Put,105%-Spot-Vol-No-Mean-B-S-Call,105%-Spot-Vol-No-Mean-B-S-Put,110%-Spot-Vol-Mean-B-S-Call,110%-Spot-Vol-Mean-B-S-Put,110%-Spot-Vol-No-Mean-B-S-Call,110%-Spot-Vol-No-Mean-B-S-Put
0,0,1/1/18,13412.44,1.42875,,,,,,,,,,,,,,,,,,,,,,,
1,1,1/2/18,14740.7563,1.4375,0.0,0.17037236790168112,,,,,,,,,,,,,,,,,,,,,
2,2,1/3/18,15134.6513,1.43875,0.0,0.013285870497348024,,,,,,,,,,,,,,,,,,,,,
3,3,1/4/18,15155.2263,1.4375,0.0,3.526072260772099e-05,,,,,,,,,,,,,,,,,,,,,
4,4,1/5/18,16937.1738,1.4375,0.0,0.2360943946009634,15243.45642,13316.53554527568,0.0,13316.535545284247,8.565520045114488e-09,13115.388975568774,0.0,13115.388975609707,4.0935026370341126e-08,12914.242405861867,0.0,12914.242406034213,1.7234606976761785e-07,12713.09583615496,0.0,12713.095836803672,6.48714253803981e-07,12511.949266448053,0.0,12511.949268658347,2.210297016335288e-06
5,5,1/6/18,17135.8363,1.4375,0.0,0.0025979276667666908,15422.25267,13472.730213524483,0.0,13472.730213524483,0.0,13269.224319831399,0.0,13269.224319831399,0.0,13065.718426138314,0.0,13065.718426138314,0.0,12862.21253244523,0.0,12862.21253244523,0.0,12658.706638752144,0.0,12658.706638752144,0.0
6,6,1/7/18,16178.495,1.4375,0.0,0.06314180460804437,14560.6455,12720.038554281404,0.0,12720.038554281404,7.020872419453469e-131,12527.902085074815,0.0,12527.902085074815,6.554532705923405e-122,12335.765615868226,0.0,12335.765615868226,1.0793752942800152e-113,12143.629146661639,0.0,12143.629146661639,3.8359945521055028e-106,11951.492677455048,0.0,11951.492677455048,3.4893760675552175e-99
7,7,1/8/18,14970.3575,1.43625,0.0,0.11507762404892212,13473.321750000001,11766.160337786907,0.0,11766.160337786907,1.8678431969668293e-39,11588.149384330625,0.0,11588.149384330625,9.979112494637858e-37,11410.138430874342,0.0,11410.138430874342,3.157087454003988e-34,11232.12747741806,0.0,11232.12747741806,6.285990369472003e-32,11054.116523961777,0.0,11054.116523961777,8.293284994052574e-30
8,8,1/9/18,14439.4738,1.4375,0.0,0.024906602804772474,12995.52642,11352.765720144933,0.0,11352.765720144933,0.0,11181.281937930762,0.0,11181.281937930762,0.0,11009.798155716591,0.0,11009.798155716591,0.0,10838.31437350242,0.0,10838.31437350242,0.0,10666.83059128825,0.0,10666.83059128825,0.0
9,9,1/10/18,14890.7225,1.4375,0.0,0.018091598919715356,13401.65025,11707.55155538915,0.0,11707.55155538915,0.0,11530.70872513299,0.0,11530.70872513299,0.0,11353.865894876832,0.0,11353.865894876832,0.0,11177.023064620673,0.0,11177.023064620673,0.0,11000.180234364514,0.0,11000.180234364514,0.0
10,10,1/11/18,13287.26,1.4375,0.0,0.2479951052252606,11958.534,10446.859209139115,0.0,10446.859209196271,5.7158143028333627e-08,10289.0591652024,0.0,10289.059165440322,2.3792157593497604e-07,10131.259121265683,0.0,10131.259122148334,8.826518506237911e-07,9973.459077328967,0.0,9973.459080286568,2.957599979337106e-06,9815.65903339225,0.0,9815.659042445142,9.052891425013457e-06
11,11,1/12/18,13812.715,1.43875,0.0,0.02873747246780017,12431.443500000001,10863.6769597876,0.0,10863.6769597876,0.0,10699.841513109131,0.0,10699.841513109131,0.0,10536.006066430666,0.0,10536.006066430666,0.0,10372.170619752198,0.0,10372.170619752198,0.0,10208.335173073732,0.0,10208.335173073732,0.0
12,12,1/13/18,14188.785,1.4375,0.0,0.013785846502663807,12769.906500000001,11155.666348347584,0.0,11155.666348347584,0.0,10987.159756589117,0.0,10987.159756589117,0.0,10818.65316483065,0.0,10818.65316483065,0.0,10650.146573072181,0.0,10650.146573072181,0.0,10481.639981313714,0.0,10481.639981313714,0.0
13,13,1/14/18,13619.0288,1.4375,0.0,0.03209019948668696,12257.12592,10707.706211725428,0.0,10707.706211725428,0.0,10545.966067932397,0.0,10545.966067932397,0.0,10384.225924139366,0.0,10384.225924139366,0.0,10222.485780346333,0.0,10222.485780346333,0.0,10060.745636553302,0.0,10060.745636553302,0.0
14,14,1/15/18,13585.9013,1.4375,0.0,0.00011331540345861284,12227.311169999999,10681.660335566554,0.0,10681.660335566554,0.0,10520.313615320252,0.0,10520.313615320252,0.0,10358.96689507395,0.0,10358.96689507395,0.0,10197.620174827647,0.0,10197.620174827647,0.0,10036.273454581344,0.0,10036.273454581344,0.0
15,15,1/16/18,11348.02,1.4375,0.0,0.6189275856716812,10213.218,8922.168095039524,0.0,8928.563393814638,6.395298775116036,8787.39854476394,0.0,8795.98179900093,8.58325423699025,8652.62899448836,0.0,8663.90862728745,11.279632799091061,8517.859444212778,0.0,8532.408046939689,14.548602726911888,8383.089893937195,0.0,8401.544538681082,18.45464474388713
16,16,1/17/18,11141.2488,1.4375,0.0,0.006460413636716092,10027.12392,8759.598113349937,0.0,8759.598113349937,0.0,8627.284186313824,0.0,8627.284186313824,0.0,8494.97025927771,0.0,8494.97025927771,0.0,8362.656332241595,0.0,8362.656332241595,0.0,8230.34240520548,0.0,8230.34240520548,0.0
17,17,1/18/18,11250.6475,1.4375,0.0,0.00182413051567038,10125.58275,8845.610791401157,0.0,8845.610791401157,0.0,8711.997640923444,0.0,8711.997640923444,0.0,8578.384490445731,0.0,8578.384490445731,0.0,8444.771339968018,0.0,8444.771339968018,0.0,8311.158189490303,0.0,8311.158189490303,0.0
18,18,1/19/18,11514.925,1.43813,0.0,0.01029932280609467,10363.432499999999,9054.944300086157,0.0,9054.944300086157,0.0,8918.2787056465,0.0,8918.2787056465,0.0,8781.613111206843,0.0,8781.613111206843,0.0,8644.947516767184,0.0,8644.947516767184,0.0,8508.281922327526,0.0,8508.281922327526,0.0
19,19,1/20/18,12759.6413,1.43813,0.0,0.20128265088705494,11483.677169999999,10033.746746989575,0.0,10033.746746989576,1.3005045639715912e-12,9882.308160711218,0.0,9882.308160711229,1.0820722775168075e-11,9730.869574432862,0.0,9730.869574432936,7.570782416692497e-11,9579.430988154505,0.0,9579.43098815496,4.544644125206502e-10,9427.992401876149,0.0,9427.992401878528,2.380805606170745e-09
20,20,1/21/18,11522.8588,1.43938,0.0,0.19859038853732985,10370.57292,9064.258341976283,0.0,9064.258341976281,4.809715562375507e-13,8927.669427641631,0.0,8927.669427641635,4.2365488344517376e-12,8791.08051330698,0.0,8791.080513307012,3.123104983527011e-11,8654.49159897233,0.0,8654.491598972527,1.9670517421694115e-10,8517.902684637678,0.0,8517.902684638757,1.0771895998861514e-09
21,21,1/22/18,10772.15,1.43938,0.0,0.08670867792937231,9694.935,8473.726198790166,0.0,8473.726198790166,6.46518879431984e-70,8346.035987611842,0.0,8346.035987611842,3.917438402907244e-65,8218.345776433518,0.0,8218.345776433518,9.440557502960252e-61,8090.655565255193,0.0,8090.655565255193,1.0071803154619672e-56,7962.9653540768695,0.0,7962.9653540768695,5.20831382341741e-53
22,22,1/23/18,10839.8263,1.43938,0.0,0.0007493651833902236,9755.84367,8526.962594156661,0.0,8526.962594156661,0.0,8398.470166054254,0.0,8398.470166054254,0.0,8269.977737951845,0.0,8269.977737951845,0.0,8141.485309849438,0.0,8141.485309849438,0.0,8012.99288174703,0.0,8012.99288174703,0.0
23,23,1/24/18,11399.52,1.44375,0.0,0.04842243834882177,10259.568000000001,8977.841890352816,0.0,8977.841890352816,5.664456136788069e-224,8843.30421759464,0.0,8843.30421759464,1.092330457442477e-208,8708.766544836462,0.0,8708.766544836462,1.0961892308599485e-194,8574.228872078285,0.0,8574.228872078285,8.070828788940678e-182,8439.691199320108,0.0,8439.691199320108,5.82936689400476e-170
24,24,1/25/18,11137.2375,1.44375,0.0,0.01035145519006195,10023.51375,8771.277858217562,0.0,8771.277858217562,0.0,8639.835655896317,0.0,8639.835655896317,0.0,8508.393453575069,0.0,8508.393453575069,0.0,8376.951251253822,0.0,8376.951251253822,0.0,8245.509048932576,0.0,8245.509048932576,0.0
