Datetime,Price,Timestamp,VIX,7-Day-LIBOR,7-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls,100-Calls-P,100-Calls-ROI
2015-08-11,0.99,1439265600000,13.71,0.1506,,,,,,,,,,
2015-08-12,1.29,1439352000000,13.61,0.15075,,,,,,,,,,
2015-08-13,1.88,1439438400000,13.49,0.1518,,,,,,,,,,
2015-08-14,1.79,1439524800000,13.49,0.1518,,,,,,,,,,
2015-08-15,1.79,1439611200000,12.83,0.153,,,,,,,,,,
2015-08-16,1.3,1439697600000,13.02,0.1535,,,,,,,,,,
2015-08-17,1.37,1439784000000,13.02,0.1535,,,,,,,,,,
2015-08-18,1.36,1439870400000,13.79,0.1535,,,,,,,,,,
2015-08-19,1.24,1439956800000,15.25,0.155,395.91963903858834,0.2678872730861393,-0.2678872730861393,-100.0,0.267850413360016,-0.20785041336001592,-77.59943722044795,,,
2015-08-20,1.52,1440043200000,15.25,0.1541,303.1280006865248,0.25271732147444803,-0.25271732147444803,-100.0,0.2526724009327498,0.12732759906725033,50.392365211719074,,,
2015-08-21,1.44,1440129600000,19.14,0.1541,303.33748335808605,0.23957943089218006,-0.23957943089218006,-100.0,0.23953687458951856,-0.09953687458951864,-41.55388382690124,,,
2015-08-22,1.4,1440216000000,28.03,0.15275,302.2616728361834,0.23211029570527894,-0.23211029570527894,-100.0,0.2320692839772245,-0.01206928397722451,-5.200724443312801,,,
2015-08-23,1.35,1440302400000,28.03,0.153,187.23143502909818,0.13927250292793225,-0.13927250292793225,-100.0,0.13923289118032126,-0.1092328911803212,-78.45336705595888,,,
2015-08-24,1.24,1440388800000,40.74,0.153,192.44938635159863,0.1314682255351476,-0.061468225535147525,-46.75519524580046,0.13143184141141573,-0.13143184141141573,-100.0,,,
2015-08-25,1.27,1440475200000,36.02,0.1525,194.4433019167408,0.13603535672570966,-0.046035356725709575,-33.840729229336624,0.1359982141181746,-0.1359982141181746,-100.0,,,
