Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Straddles,100-Straddles-P,100-Straddles-ROI,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,100-Bear-Spreads,100-Bear-Spreads-P,100-Bear-Spreads-ROI
2017-09-21,1505966400000,151.89,9.59,1.23722,16.571354049614115,2.9549137003696444,17.65508629963037,597.4822986343665,2.8005363056728783,-2.8005363056728783,-100.0,5.755450006042522,14.854549993957493,258.0953700989848,8.222432766860619,19.98206723313937,243.01891909258703,0.4812742418986673,-0.4812742418986673,-100.0,2.319262063774211,-2.319262063774211,-100.0
2017-09-22,1506052800000,150.55,10.21,1.23556,16.138040268001713,2.8542065856380385,20.84579341436195,730.3533500081952,2.7013963344833485,-2.7013963344833485,-100.0,5.5556029201213875,18.1443970798786,326.59636300072634,8.110728081730969,23.116771918269023,285.01475681743614,0.4380583431340277,-0.4380583431340277,-100.0,2.263337991349321,-2.263337991349321,-100.0
2017-09-25,1506312000000,153.14,10.17,1.23722,16.336147683009273,2.9380768755046485,18.731923124495367,637.5572838364869,2.782429010445284,-2.782429010445284,-100.0,5.720505885949932,15.949494114050086,278.81265104933203,8.268406467667019,21.058593532332974,254.68744932510296,0.4635409958606509,-0.4635409958606509,-100.0,2.318888014584633,-2.318888014584633,-100.0
2017-09-26,1506398400000,154.23,9.87,1.23833,16.12309480308638,2.9215155382331366,19.08848446176688,653.3761060641539,2.7646192576287376,-2.7646192576287376,-100.0,5.686134795861875,16.323865204138144,287.081924544208,8.307918736792075,21.413581263207945,257.74904571919706,0.44736727021789946,-0.44736727021789946,-100.0,2.317251987410838,-2.317251987410838,-100.0
2017-09-27,1506484800000,153.28,9.55,1.2366700000000002,16.163715648021974,2.9105297615988093,19.689470238401185,676.4909432702514,2.7548088244077182,-2.7548088244077182,-100.0,5.665338586006527,16.934661413993467,298.91702246750685,8.26023483548741,22.00376516451257,266.38183541684015,0.4482999451558953,-0.4482999451558953,-100.0,2.306508879251823,-2.306508879251823,-100.0
2017-09-28,1506571200000,154.12,9.51,1.23444,15.37683933606178,2.7877754453937205,17.762224554606266,637.1468901469461,2.63148332769525,-2.63148332769525,-100.0,5.41925877308897,15.130741226911011,279.2031504759924,8.236109099578782,20.019890900421192,243.07462004655886,0.3816315877652308,-0.3816315877652308,-100.0,2.249851739930019,-2.249851739930019,-100.0
2017-09-29,1506657600000,153.81,9.45,1.235,15.374776561171446,2.7818409384036613,17.378159061596335,624.6999539653285,2.6257924668145023,-2.6257924668145023,-100.0,5.407633405218164,14.752366594781833,272.8063366970541,8.219427015694206,19.631072984305774,238.8374876596887,0.380680967684512,-0.380680967684512,-100.0,2.2451114991299903,-2.2451114991299903,-100.0
2017-10-02,1506916800000,154.48,9.51,1.235,15.442454764873785,2.8059042033843578,14.054095796615655,500.87582390247763,2.6491759809599813,-2.6491759809599813,-100.0,5.4550801843443395,11.404919815655674,209.06970072386682,8.261008169232156,16.322991830767847,197.59079638199944,0.3881163579290217,-0.3881163579290217,-100.0,2.2610596230309596,-2.2610596230309596,-100.0
2017-10-03,1507003200000,153.48,9.63,1.23222,14.679492259132733,2.6537707969377777,12.946229203062243,487.8427789619615,2.4984074638916667,-2.4984074638916667,-100.0,5.152178260829444,10.447821739170578,202.78455461454845,8.144628059527975,15.129371940472026,185.75890550057673,0.32303289313417594,-0.32303289313417594,-100.0,2.1753745707574907,-2.1753745707574907,-100.0
2017-10-04,1507089600000,155.39,9.19,1.23333,15.194611090791225,2.7783231873305283,12.93167681266948,465.448975541773,2.620884793727541,-2.620884793727541,-100.0,5.399207981058068,10.310792018941939,190.96860234158558,8.288387913460554,15.191112086539448,183.2818666929029,0.3693214395377744,-0.3693214395377744,-100.0,2.2515633541897664,-2.2515633541897664,-100.0
