Datetime,Timestamp,Price,VIX,2-Month-LIBOR,2-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Puts,100-Puts-P,100-Puts-ROI
2016-09-02,1472788800000,11.83,12.02,0.66522,38.028129008155204,0.7330262452679248,0.3769737547320746,51.42704741687507,0.720097064816084,-0.720097064816084,-100.0,,,
2016-09-06,1473134400000,11.93,11.94,0.66189,37.56334038152885,0.7302543419029242,0.04974565809707698,6.81210028377892,0.7172811032843329,-0.7172811032843329,-100.0,,,
2016-09-07,1473220800000,11.78,12.51,0.66189,37.698009161105425,0.7236296599324303,0.5563703400675708,76.88606076753716,0.7108195383123963,-0.7108195383123963,-100.0,,,
2016-09-08,1473307200000,11.27,17.5,0.65967,38.88399160678295,0.7138236758548464,1.2161763241451533,170.37489302784888,0.7016092351614249,-0.7016092351614249,-100.0,,,
2016-09-09,1473393600000,11.33,15.16,0.66467,38.872796901958935,0.7174634215556424,1.2225365784443571,170.3970602143853,0.7050909308057456,-0.7050909308057456,-100.0,,,
2016-09-12,1473652800000,11.23,17.85,0.66967,38.94661036515,0.7125102976620985,2.1774897023379003,305.6081728899524,0.7001548078694215,-0.7001548078694215,-100.0,,,
2016-09-13,1473739200000,11.28,18.14,0.6702199999999999,38.83888336913717,0.7137291782624695,1.9462708217375304,272.6903818722403,0.7013084902532336,-0.7013084902532336,-100.0,,,
2016-09-14,1473825600000,11.38,16.3,0.66722,38.764777258262356,0.7186710640064078,1.7913289359935918,249.25574796449857,0.7061963224052636,-0.7061963224052636,-100.0,,,
2016-09-15,1473912000000,11.37,15.37,0.6694399999999999,36.2445579172458,0.6718707792968601,1.8081292207031403,269.1185978642233,0.6593655525306188,-0.6593655525306188,-100.0,,,
2016-09-16,1473998400000,11.55,15.53,0.66989,35.5971815905853,0.6704560816051971,1.8495439183948024,275.8635455981918,0.6577443484756866,-0.6577443484756866,-100.0,,,
2016-09-19,1474257600000,11.66,15.92,0.66878,34.40167371860721,0.6543539412685284,1.5156460587314715,231.6248077902985,0.6415423961247528,-0.6415423961247528,-100.0,,,
2016-09-20,1474344000000,11.9,13.3,0.67067,34.23780788016283,0.6646955508173109,1.5653044491826895,235.4919402210513,0.6515833723739357,-0.6515833723739357,-100.0,,,
2016-09-21,1474430400000,11.68,12.02,0.67478,34.13023718749824,0.650418360943477,2.049581639056524,315.11743242971545,0.6374697677382928,-0.6374697677382928,-100.0,,,
2016-09-22,1474516800000,11.83,12.29,0.6772199999999999,33.17618095387896,0.6405913786530499,1.8894086213469492,294.94755694648063,0.6274290966375569,-0.6274290966375569,-100.0,,,
2016-09-23,1474603200000,11.55,14.5,0.66056,33.050156139866395,0.6229311796627197,2.3070688203372796,370.35693438662366,0.6103963951222395,-0.6103963951222395,-100.0,,,
2016-09-26,1474862400000,11.78,13.1,0.6570600000000001,32.950856432339656,0.6334168695256412,1.96658313047436,310.47217481705405,0.6207001765402502,-0.6207001765402502,-100.0,,,
2016-09-27,1474948800000,11.83,12.39,0.6501100000000001,31.86578505486597,0.6153349443455829,1.6046650556544175,260.77912044488244,0.6026992841528411,-0.6026992841528411,-100.0,,,
2016-09-28,1475035200000,11.64,14.02,0.65122,32.14756840849138,0.6107533684840014,1.8192466315159983,297.86927512683104,0.5982994315797221,-0.5982994315797221,-100.0,,,
2016-09-29,1475121600000,11.66,13.29,0.6443800000000001,32.137563349064195,0.6115520798951302,1.7284479201048697,282.6329885757672,0.5992077080627638,-0.5992077080627638,-100.0,,,
2016-09-30,1475208000000,11.67,13.57,0.649,31.878117696224535,0.6072345943343738,1.6727654056656256,275.47267913799345,0.5947911016735663,-0.5947911016735663,-100.0,,,
2016-10-03,1475467200000,11.63,13.63,0.649,31.842421104121605,0.6044835216003488,1.4955164783996509,247.40401102089996,0.5920826801568886,-0.5920826801568886,-100.0,,,
2016-10-04,1475553600000,11.69,12.99,0.649,31.722495892698603,0.6053404926380486,1.3346595073619527,220.4807911569838,0.5928756743685684,-0.5928756743685684,-100.0,,,
2016-10-05,1475640000000,11.52,12.84,0.6501100000000001,31.787605780543803,0.5977574708339253,1.6922425291660756,283.09851599265596,0.5854529226158034,-0.5854529226158034,-100.0,,,
2016-10-06,1475726400000,11.48,13.48,0.65122,31.802779860917273,0.5959729358725623,2.1740270641274373,364.78620643141295,0.5836901871044233,-0.5836901871044233,-100.0,,,
2016-10-07,1475812800000,11.47,13.38,0.65589,31.38908078732031,0.5878407765607729,2.502159223439227,425.65254456800085,0.5754807697073394,-0.5754807697073394,-100.0,,,
2016-10-10,1476072000000,11.18,15.36,0.65589,31.92067378012941,0.5825659424055587,3.2374340575944416,555.7197601058306,0.5705184379050001,-0.5705184379050001,-100.0,,,
2016-10-11,1476158400000,11.27,15.91,0.65278,31.91668137641302,0.5871555836838054,3.2028444163161955,545.4847923307818,0.5750686497001309,-0.5750686497001309,-100.0,,,
2016-10-12,1476244800000,11.19,16.69,0.65389,31.674465224374682,0.5786249850551064,3.1413750149448942,542.9034514722382,0.56660345406919,-0.56660345406919,-100.0,,,
2016-10-13,1476331200000,11.12,16.12,0.654,31.571167786598878,0.5731532338071146,3.2068467661928866,559.5094953738146,0.5612048959548597,-0.5612048959548597,-100.0,,,
2016-10-14,1476417600000,10.93,16.21,0.65789,31.377983318406788,0.5599870973491115,3.2500129026508886,580.3728189517092,0.5481730959635902,-0.5481730959635902,-100.0,,,
2016-10-17,1476676800000,11.34,15.28,0.65789,32.11827775157883,0.5945357756445988,2.8154642243554013,473.5567378267288,0.5822786140973149,-0.5822786140973149,-100.0,,,
