Datetime,Timestamp,Price,VIX,1-Year-LIBOR,1-Year-VM,110-Calls,110-Calls-P,110-Calls-ROI,110-Puts,110-Puts-P,110-Puts-ROI,110-Calls.1,110-Calls-P.1,110-Calls-ROI.1,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls.1,100-Calls-P.1,100-Calls-ROI.1,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,105-Calls.1,105-Calls-P.1,105-Calls-ROI.1,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,95-Puts,95-Puts-P,95-Puts-ROI
2017-05-23,1495512000000,21.92,10.02,1.7195599999999998,47.95092583139577,3.48775347767139,,,5.26867764740008,,,,,,4.307436095960227,,,3.933730795713581,,,,,,3.877228229434943,,,4.580837664175961,,,,,,4.781529025136425,,,3.330508989902108,,,,,
2017-05-24,1495598400000,22.33,9.99,1.72567,47.90798932618878,3.549682958682052,,,5.3624430423455305,,,,,,4.3848838902629765,,,4.002847602684325,,,,,,3.9465168321435016,,,4.661878730185919,,,,,,4.867997511722606,,,3.3885630385228875,,,,,
2017-05-25,1495684800000,22.33,9.81,1.7228900000000005,47.901407866117715,3.5488677140401186,,,5.36229897576326,,,,,,4.384063546900702,,,4.002637421194462,,,,,,3.945695826285737,,,4.661698394294189,,,,,,4.867185031601727,,,3.3883302121808008,,,,,
2017-05-26,1495771200000,22.74,10.38,1.72122,47.89827749338589,3.613604035283658,,,5.460742218414513,,,,,,4.4641291678374335,,,4.076072970683663,,,,,,4.0177138611519405,,,4.7472548541404835,,,,,,4.956123540371858,,,3.450470153075779,,,,,
2017-05-30,1496116800000,22.99,10.41,1.72122,47.90403452329252,3.6538579074525184,,,5.521303238594927,,,,,,4.513715467352172,,,4.121393041117998,,,,,,4.062404099703446,,,4.7999655521575635,,,,,,5.011101152370007,,,3.4888948474475434,,,,,
2017-05-31,1496203200000,23.23,9.89,1.7215,47.90945776743975,3.6925269980740736,,,5.579396863973494,,,,,,4.561346287360916,,,4.164864347269477,,,,,,4.105333429377248,,,4.850527392281236,,,,,,5.063908816636356,,,3.5257509735494903,,,,,
2017-06-01,1496289600000,23.200001,9.75,1.7237200000000001,47.90307100443228,3.6873604756794425,,,5.571236787608571,,,,,,4.5550989852459915,,,4.158622814272473,,,,,,4.099651565600169,,,4.843351636077973,,,,,,5.057041899121043,,,3.5203894866962053,,,,,
2017-06-02,1496376000000,23.389999,10.07,1.7265,47.88737046047987,3.716339203710792,,,5.614940617090364,,,,,,4.591260817672847,,,4.1908985571088175,,,,,,4.132037850782987,,,4.8811574271907565,,,,,,5.097375503263361,,,3.5475314057275344,,,,,
2017-06-05,1496635200000,24.209999,10.45,1.7306700000000002,47.96440062418978,3.854418651971635,,,5.818489217733692,,,,,,4.759798479408138,,,4.344408175555465,,,,,,4.284621860320236,,,5.0589619912749315,,,,,,5.283427397110437,,,3.678306658450396,,,,,
2017-06-06,1496721600000,24.290001,10.39,1.72567,47.96182011252839,3.8664550268875586,,,5.83832892948254,,,,,,4.774786051978165,,,4.3592167816099705,,,,,,4.2980578364826725,,,5.076210152596069,,,,,,5.300130840778593,,,3.6908399839288126,,,,,
2017-06-07,1496808000000,24.780001000000002,10.16,1.7228900000000005,47.96650244042841,3.944658248195724,,,5.95705540354416,,,,,,4.871269133248505,,,4.447993729019808,,,,,,4.384947961204936,,,5.179508836764808,,,,,,5.407183309478334,,,3.7660716254610764,,,,,
2017-06-08,1496894400000,23.030001000000002,10.7,1.724,48.36473310657527,3.7026504132332185,,,5.57265273957165,,,,,,4.562572893928248,,,4.168938554235909,,,,,,4.111406711017185,,,4.849590704340233,,,,,,5.059429245221381,,,3.5339765725136623,,,,,
2017-06-09,1496980800000,23.6,11.46,1.7284400000000002,48.40175965342148,3.7981558352128233,,,5.713308346987264,,,,,,4.679282971031757,,,4.27487616355398,,,,,,4.217007489279002,,,4.972380341427334,,,,,,5.188340467882727,,,3.624154000778839,,,,,
2017-06-12,1497240000000,23.48,10.42,1.7284400000000002,48.36934691304723,3.7758168865419752,,,5.681231334697231,,,,,,4.652568653142931,,,4.250218151465887,,,,,,4.192576014344406,,,4.9441079875835126,,,,,,5.159138349032119,,,3.602905372438928,,,,,
2017-06-13,1497326400000,23.469998999999998,10.64,1.73567,47.961113868184796,3.7367341513116745,,,5.6395024956188,,,,,,4.614498384404803,,,4.2106515155930975,,,,,,4.153815717011211,,,4.903276454758919,,,,,,5.1221543972538255,,,3.564999921882704,,,,,
2017-06-14,1497412800000,23.99,10.9,1.73567,47.756368681302604,3.7999869153353436,,,5.74491297093202,,,,,,4.697871785010166,,,4.285077290098055,,,,,,4.226545317964339,,,4.992611098306616,,,,,,5.217429329820547,,,3.625774559654042,,,,,
2017-06-15,1497499200000,23.559998999999998,10.38,1.73622,47.785474338756636,3.734651285020286,,,5.6445760572836345,,,,,,4.616353769534765,,,4.2108309261378105,,,,,,4.153533830595213,,,4.90573479502841,,,,,,5.1265097314034165,,,3.5632630801763088,,,,,
2017-06-16,1497585600000,24.200001,10.37,1.7295599999999998,47.74717149626279,3.8318158040183534,,,5.7953656816284775,,,,,,4.7375304956893824,,,4.3225757480622224,,,,,,4.262088098110489,,,5.036385663101969,,,,,,5.2616377693209335,,,3.6574307090751312,,,,,
2017-06-19,1497844800000,23.85,10.86,1.73233,47.758063636151505,3.777675800816541,,,5.712112911018496,,,,,,4.6702827548808585,,,4.260680127791725,,,,,,4.201726432081402,,,4.964143673637817,,,,,,5.186787825110908,,,3.605165329376233,,,,,
2017-06-20,1497931200000,24.16,10.75,1.7284400000000002,47.627487796727856,3.8138780834791017,,,5.774474892143109,,,,,,4.718479465196891,,,4.3044765639823535,,,,,,4.243571405180205,,,5.01686835890494,,,,,,5.242100916180707,,,3.6407981600268986,,,,,
2017-06-21,1498017600000,24.280001000000002,10.48,1.73594,47.60201013249819,3.8310373168773815,,,5.79940356894183,,,,,,4.740291010342731,,,4.3224420576740465,,,,,,4.262932348381485,,,5.038190998079367,,,,,,5.26663049011132,,,3.6556739350760665,,,,,
2017-06-22,1498104000000,24.17,10.02,1.7353900000000002,47.4737387815761,3.801296369772695,,,5.760888613969637,,,,,,4.706847979926211,,,4.291022747377976,,,,,,4.231379056637399,,,5.003262562461755,,,,,,5.23121473015722,,,3.6276807592363967,,,,,
2017-06-23,1498190400000,23.93,9.9,1.73817,47.09896675124377,3.7281115383183145,,,5.66752650850834,,,,,,4.625917637147955,,,4.213567610047973,,,,,,4.15435927524174,,,4.917891746786765,,,,,,5.146293051912743,,,3.5580605261677647,,,,,
2017-06-26,1498449600000,23.32,11.06,1.73344,46.939110407972485,3.6178313886448414,,,5.509001161971352,,,,,,4.49320959260462,,,4.092454841083258,,,,,,4.033363403085933,,,4.778570913988508,,,,,,5.0008001896996594,,,3.454083175754368,,,,,
2017-06-27,1498536000000,24.299999,10.03,1.7345599999999999,46.533773789986036,3.7307615511409136,,,5.701111558319532,,,,,,4.64426499696591,,,4.22640145803738,,,,,,4.164214225584498,,,4.94045745970954,,,,,,5.174521902487777,,,3.562551590505672,,,,,
2017-06-28,1498622400000,23.4,11.44,1.73678,46.654222241364536,3.603998748373764,,,5.500811311969224,,,,,,4.48331207265227,,,4.080414403193597,,,,,,4.021280180008985,,,4.768237627077378,,,,,,4.993558835743469,,,3.44080604975773,,,,,
2017-06-29,1498708800000,23.459999,11.18,1.7395599999999998,46.453608819317246,3.5947468175405253,,,5.495717877265818,,,,,,4.476975164477807,,,4.072403491500799,,,,,,4.013327065029331,,,4.76152675840347,,,,,,4.989180340143221,,,3.4318373008150638,,,,,
2017-06-30,1498795200000,22.83,11.22,1.7384400000000002,46.490482518124075,3.501468983384198,,,5.3516674436843585,,,,,,4.359881834154306,,,3.9664258889726365,,,,,,3.9087647505314265,,,4.63713600809067,,,,,,4.8582129709845665,,,3.3429298230619797,,,,,
2017-07-03,1499054400000,23.76,11.07,1.7484400000000002,46.59235699990232,3.654625305939645,,,5.577624788948842,,,,,,4.547782657895175,,,4.135964006085353,,,,,,4.078453845381205,,,4.8340442609808925,,,,,,5.066133086195537,,,3.4869053669762065,,,,,
2017-07-05,1499227200000,23.219998999999998,12.54,1.75122,46.571974334580425,3.5699218835836444,,,5.4485190012830005,,,,,,4.442871489319176,,,4.039778050864042,,,,,,3.98415362188317,,,4.721905461505283,,,,,,4.949518096475896,,,3.4055793799435268,,,,,
2017-07-06,1499313600000,23.59,11.19,1.75122,46.35761922928528,3.606676466160789,,,5.515208245448456,,,,,,4.494215869450336,,,4.084699305166398,,,,,,4.027739160097848,,,4.777246767599712,,,,,,5.009621589889328,,,3.4410808538195887,,,,,
2017-07-07,1499400000000,23.940001000000002,11.11,1.7573299999999998,46.263068108799324,3.6517212165873096,,,5.5869885448261645,,,,,,4.552795729762387,,,4.135765937252254,,,,,,4.079165733001049,,,4.8382845008654085,,,,,,5.07618548275792,,,3.4830071298732914,,,,,
2017-07-10,1499659200000,25.440001000000002,10.89,1.75761,46.51348615800576,3.90591489906223,,,5.962362583465338,,,,,,4.862594814385734,,,4.419365345661287,,,,,,4.359853633307035,,,5.166462741146372,,,,,,5.4179144876891545,,,3.7248464424009313,,,,,
2017-07-11,1499745600000,26.209999,10.3,1.7509400000000002,46.56588816864286,4.028952339348116,,,6.149532556194098,,,,,,5.014328527694655,,,4.559401543009182,,,,,,4.496529702195193,,,5.329356318275448,,,,,,5.586235314008132,,,3.8435547285569336,,,,,
2017-07-12,1499832000000,25.98,9.9,1.75233,46.476107208483064,3.9844463489874333,,,6.086027631357354,,,,,,4.96150493035092,,,4.510215187050847,,,,,,4.4480349895196225,,,5.273180759054547,,,,,,5.528716442513691,,,3.8009911863786185,,,,,
2017-07-13,1499918400000,26.33,9.51,1.74594,46.47942254107919,4.037845145805903,,,6.169557369432441,,,,,,5.027982607774568,,,4.572266447435059,,,,,,4.5076385384848185,,,5.345636570128335,,,,,,5.60279020302044,,,3.853359850697904,,,,,
2017-07-14,1500004800000,26.190001000000002,9.82,1.7378900000000002,46.288897972942856,3.995724254545337,,,6.118381047999523,,,,,,4.981175310047887,,,4.529954122278964,,,,,,4.463199682400393,,,5.298917485243021,,,,,,5.5535616579525175,,,3.81540147957204,,,,,
2017-07-17,1500264000000,26.59,9.89,1.73983,46.21428597404358,4.049043861569897,,,6.203562271414246,,,,,,5.049833378175872,,,4.591213750761648,,,,,,4.523759704626934,,,5.371709095841997,,,,,,5.6312418054891475,,,3.866053159445629,,,,,
2017-07-18,1500350400000,26.360001,9.79,1.73289,46.139572122136094,4.005496751684122,,,6.143356624824794,,,,,,4.997813148519739,,,4.544958396829442,,,,,,4.476154355348934,,,5.318656916074122,,,,,,5.574423547304393,,,3.8262114831986143,,,,,
2017-07-19,1500436800000,26.389999,9.58,1.73344,46.08783409693138,4.004672401075121,,,6.1448082684386165,,,,,,4.9983064655163165,,,4.54479370857404,,,,,,4.475929862310137,,,5.319241417520743,,,,,,5.575761859782577,,,3.8254247906874177,,,,,
2017-07-20,1500523200000,26.85,9.36,1.73344,46.04961663450921,4.070391307849309,,,6.247831634342308,,,,,,5.081482035542411,,,4.620064150536045,,,,,,4.549908981075727,,,5.407920201819042,,,,,,5.66914276601789,,,3.8882957752618488,,,,,
2017-07-21,1500609600000,26.75,9.43,1.7378900000000002,45.972236611239175,4.047432637903103,,,6.2154764354157255,,,,,,5.05508536983206,,,4.594216094843533,,,,,,4.525282974517838,,,5.378870235779891,,,,,,5.640863794361374,,,3.86553798312228,,,,,
2017-07-24,1500868800000,26.889999,9.43,1.73567,45.57043570599618,4.025363201112132,,,6.205399036463051,,,,,,5.039696495041478,,,4.5770018908150405,,,,,,4.5061767684374585,,,5.364847383999697,,,,,,5.630006406566134,,,3.845946582551018,,,,,
2017-07-25,1500955200000,27.309998999999998,9.6,1.73567,45.28302400015952,4.056970533464723,,,6.271056762452598,,,,,,5.088181810740657,,,4.618260291638727,,,,,,4.5456338969080905,,,5.417716251851061,,,,,,5.688790623782086,,,3.87686523063525,,,,,
2017-07-26,1501041600000,25.92,10.11,1.739,45.502639737050345,3.873479482342475,,,5.973942106996175,,,,,,4.851493524588637,,,4.4046413651829095,,,,,,4.337044781799515,,,5.163850014423499,,,,,,5.420768294179293,,,3.70025874274385,,,,,
2017-07-27,1501128000000,26.200001,10.29,1.73622,45.49760225068695,3.9145254013089,,,6.038465684295522,,,,,,4.903089381828417,,,4.452125911816253,,,,,,4.3830876070664,,,5.219576013553633,,,,,,5.478516778986214,,,3.74010143247466,,,,,
2017-07-28,1501214400000,26.35,10.26,1.7295599999999998,45.49729552356654,3.936249936647341,,,6.0742473390039216,,,,,,4.930396356220342,,,4.4785758129081445,,,,,,4.407455323630956,,,5.250543753153153,,,,,,5.509082906619486,,,3.7623533904728976,,,,,
2017-07-31,1501473600000,26.809998999999998,10.09,1.729,45.40563116899721,3.9951211635077213,,,6.170604476789577,,,,,,5.006939840479609,,,4.547379307099477,,,,,,4.474655505238352,,,5.332616895189215,,,,,,5.59606305498388,,,3.818980598272761,,,,,
2017-08-01,1501560000000,26.459999,10.28,1.72733,45.05619640392947,3.905967348366456,,,6.0535278373957455,,,,,,4.905770619743134,,,4.452643882497032,,,,,,4.379627214395939,,,5.226844090287543,,,,,,5.488467252795324,,,3.734996902411533,,,,,
2017-08-02,1501646400000,25.219998999999998,10.44,1.72567,45.233991903721396,3.740628666756885,,,5.788000251944211,,,,,,4.6929714844486705,,,4.261491198255331,,,,,,4.191890608860726,,,4.999836258357718,,,,,,5.2477339759467885,,,3.576827754063114,,,,,
2017-08-03,1501732800000,25.209999,10.03,1.72567,45.14496784137745,3.7302046918120433,,,5.77676447221492,,,,,,4.682464167029941,,,4.251154967396195,,,,,,4.181383547419642,,,4.9890088378042075,,,,,,5.2373159556731155,,,3.5670722660210568,,,,,
2017-08-04,1501819200000,25.68,9.93,1.72567,45.16371130741605,3.801666075319538,,,5.886380761771762,,,,,,4.771615866738497,,,4.332265581695065,,,,,,4.261235935992033,,,5.083918136696432,,,,,,5.336745638500831,,,3.6353628677095733,,,,,
2017-08-07,1502078400000,26.02,10.96,1.7228900000000005,45.16611698658181,3.851979158355878,,,5.965077296736361,,,,,,4.834730053869162,,,4.390273816033233,,,,,,4.317614393693091,,,5.151935343965366,,,,,,5.4073182489012925,,,3.6840848229571614,,,,,
2017-08-08,1502164800000,25.59,11.11,1.73233,45.14986093045313,3.7875663817892224,,,5.863132237137983,,,,,,4.75424036477745,,,4.314754778730872,,,,,,4.2455798523128125,,,5.063619986963905,,,,,,5.317474226970951,,,3.620462920226704,,,,,
2017-08-09,1502251200000,24.65,16.04,1.7278900000000001,44.36725296465495,3.571162061772556,,,5.571669207601142,,,,,,4.504787848614184,,,4.082521617549263,,,,,,4.0131320945818265,,,4.80225255196366,,,,,,5.049984372114769,,,3.416331452603094,,,,,
2017-08-10,1502337600000,24.82,15.51,1.7284400000000002,44.33417461041908,3.592569848145393,,,5.606726006714954,,,,,,4.5327468211087885,,,4.107434237990207,,,,,,4.0376247350432966,,,4.832046522768792,,,,,,5.081820797325184,,,3.4367738433625337,,,,,
2017-08-11,1502424000000,25.200001,12.33,1.7245599999999999,44.31079721666418,3.6448601413800015,,,5.690910708853308,,,,,,4.599461781482113,,,4.168598570094207,,,,,,4.096729773552512,,,4.904323451595209,,,,,,5.157003166568776,,,3.487683065750268,,,,,
2017-08-14,1502683200000,24.83,12.04,1.7178900000000001,44.3056901231628,3.590220335678426,,,5.608020293038979,,,,,,4.530744831816957,,,4.107835702144731,,,,,,4.035421206741265,,,4.832866620585435,,,,,,5.080081729944299,,,3.4368180567556887,,,,,
2017-08-15,1502769600000,24.99,11.74,1.7278900000000001,43.94694024164831,3.578556807642773,,,5.6066571554827895,,,,,,4.526411280596447,,,4.098320687723732,,,,,,4.027047485759752,,,4.827052363243404,,,,,,5.080596912581957,,,3.424410849352883,,,,,
2017-08-16,1502856000000,24.540001,15.55,1.73622,43.82117316371696,3.5025790473845686,,,5.491949073302964,,,,,,4.433857668158192,,,4.01146669172037,,,,,,3.9431658970425065,,,4.7266554217827945,,,,,,4.978542775846405,,,3.3502712982304756,,,,,
2017-08-17,1502942400000,24.83,14.26,1.73289,43.49717968775814,3.5115927584771462,,,5.525365847866745,,,,,,4.4548624453179135,,,4.028292526581186,,,,,,3.957682262968449,,,4.7512838482948885,,,,,,5.007099912223944,,,3.3603584894240552,,,,,
2017-08-18,1503028800000,24.459999,13.19,1.72622,43.488760837049455,3.457834449045152,,,5.4433634198109,,,,,,4.386995433043973,,,3.9683854973764734,,,,,,3.8972446275065695,,,4.680704145055693,,,,,,4.930996204252077,,,3.310316815367953,,,,,
2017-08-21,1503288000000,25.34,11.35,1.72733,43.43081806786949,3.5764892263092065,,,5.633147761783914,,,,,,4.539278544642199,,,4.105331758710115,,,,,,4.031771924426933,,,4.843127799198248,,,,,,5.103064746223925,,,3.4238152995884437,,,,,
2017-08-22,1503374400000,25.48,12.25,1.72733,43.3746384111179,3.5905420990136028,,,5.658563388827949,,,,,,4.5588319866683165,,,4.122487704681364,,,,,,4.048395445131892,,,4.864233949045593,,,,,,5.125935508489837,,,3.43740844060223,,,,,
2017-08-23,1503460800000,25.66,12.23,1.7278900000000001,43.370396025149965,3.6155267228689802,,,5.698001909966817,,,,,,4.5906777185736125,,,4.1511097068443705,,,,,,4.076622245958488,,,4.898075833642782,,,,,,5.161806119822451,,,3.4612165086796693,,,,,
2017-08-24,1503547200000,24.99,11.28,1.72344,43.433562877643226,3.527000287519222,,,5.556302967576414,,,,,,4.476435631858863,,,4.04943806827449,,,,,,3.975968016078468,,,4.777120574314878,,,,,,5.032403113639655,,,3.377255428234502,,,,,
2017-08-25,1503633600000,24.91,11.32,1.7278900000000001,43.433320773184604,3.516099678737888,,,5.537707508457567,,,,,,4.46255007080709,,,4.035829916006797,,,,,,3.963657600260616,,,4.76110143772031,,,,,,5.016763591952868,,,3.365879444892592,,,,,
2017-08-28,1503892800000,25.040001,11.7,1.7278900000000001,42.54362483931431,3.4456231530555685,,,5.477781405877278,,,,,,4.399809236971782,,,3.9708621031733298,,,,,,3.896354097927759,,,4.6979596574393865,,,,,,4.9600866584590175,,,3.300586831350488,,,,,
2017-08-29,1503979200000,25.76,11.22,1.714,42.53955149080427,3.5429416488459737,,,5.637401199337263,,,,,,4.524397727730988,,,4.086633682723068,,,,,,4.0065456379608015,,,4.834893390702487,,,,,,5.100716661047106,,,3.3968408182895864,,,,,
2017-08-30,1504065600000,26.110001,10.59,1.7117799999999999,42.429171366060025,3.579369804335609,,,5.7029135447186015,,,,,,4.574488529599805,,,4.131346384493433,,,,,,4.049362154253979,,,4.889562951892295,,,,,,5.159037431607269,,,3.4325523437562198,,,,,
2017-08-31,1504152000000,25.93,10.13,1.71344,42.40024041227375,3.551863178830219,,,5.660301876265264,,,,,,4.5402360453175525,,,4.0997257702585,,,,,,4.018653411859718,,,4.852617623047712,,,,,,5.120872874489512,,,3.405888113183416,,,,,
2017-09-01,1504238400000,25.77,12.23,1.7117799999999999,42.28919227686568,3.5183741558846813,,,5.6142653888903675,,,,,,4.500979740710977,,,4.063608134352508,,,,,,3.982375471621735,,,4.811635284945343,,,,,,5.0784347978916555,,,3.3744317718511088,,,,,
2017-09-05,1504584000000,26.049999,11.63,1.7128900000000002,42.251478287432796,3.5527924978332788,,,5.6711435652432955,,,,,,4.546210072593904,,,4.103802042966643,,,,,,4.0218777181284215,,,4.8598492370198,,,,,,5.130087505574265,,,3.40729992742837,,,,,
2017-09-06,1504670400000,26.299999,11.55,1.7145599999999999,41.62575033732082,3.5214181144195926,,,5.659623925378499,,,,,,4.526402942512521,,,4.079317407020621,,,,,,3.9955873994876008,,,4.841147537221102,,,,,,5.118274307843015,,,3.3785430991257126,,,,,
2017-09-07,1504756800000,26.530001000000002,12.12,1.7078900000000001,41.609700511387686,3.549853521842352,,,5.708672114835771,,,,,,4.56358660728128,,,4.1143306918207525,,,,,,4.028137213965564,,,4.882918552732008,,,,,,5.160652939855911,,,3.4073597701684104,,,,,
2017-09-08,1504843200000,27.57,10.73,1.709,41.270786987194036,3.651855170423936,,,5.894970393230048,,,,,,4.706469918664151,,,4.239301939396983,,,,,,4.149206788879032,,,5.037180410648505,,,,,,5.328311229659548,,,3.5060016493557367,,,,,
2017-09-11,1505102400000,27.27,10.58,1.69511,41.28389571052304,3.612126377467112,,,5.834929648279273,,,,,,4.655022332573598,,,4.1966616696755645,,,,,,4.103952984966943,,,4.986174288924005,,,,,,5.269951464312597,,,3.471008834559459,,,,,
2017-09-12,1505188800000,27.49,10.5,1.699,41.28631911928805,3.6419329821861934,,,5.881512156166494,,,,,,4.693291013093161,,,4.230181171257067,,,,,,4.137753841155545,,,5.025988507227648,,,,,,5.313197719914403,,,3.49874337017012,,,,,
2017-09-13,1505275200000,28.639999,10.44,1.7095599999999995,41.231429719067705,3.7891484384956367,,,6.119146124565103,,,,,,4.884836777979928,,,4.399380219861259,,,,,,4.305843581667986,,,5.228114145643382,,,,,,5.530980707653977,,,3.63779702744124,,,,,
2017-09-14,1505361600000,28.5,10.17,1.71233,41.22199827335329,3.769849469556956,,,6.087603919468603,,,,,,4.86025588207097,,,4.376396291081562,,,,,,4.28404884862797,,,5.2009962780890895,,,,,,5.5033001518877365,,,3.6186335404477976,,,,,
2017-09-15,1505448000000,28.690001000000002,10.15,1.7195599999999998,41.19170869027187,3.7922919730777234,,,6.1232553038459825,,,,,,4.890182012644309,,,4.401057676979084,,,,,,4.310003446542783,,,5.230922944094299,,,,,,5.537691811245178,,,3.63852364236322,,,,,
2017-09-18,1505707200000,28.559998999999998,10.18,1.73206,41.1800066596008,3.7751114598739584,,,6.091652769100782,,,,,,4.868256191560635,,,4.377839290857746,,,,,,4.290583905631598,,,5.2036461098935725,,,,,,5.512969303612142,,,3.6190732979443982,,,,,
2017-09-19,1505793600000,28.469998999999998,9.78,1.73983,41.17885060358157,3.76391209551888,,,6.0707619252951215,,,,,,4.853733362423567,,,4.36268784403833,,,,,,4.277820682009134,,,5.1857228377046365,,,,,,5.496474401223444,,,3.6064812087574665,,,,,
2017-09-20,1505880000000,28.4,9.67,1.7473299999999998,41.091208572006714,3.745526956078628,,,6.044402447288762,,,,,,4.833081413997567,,,4.341150042370416,,,,,,4.258310862727114,,,5.161782922518606,,,,,,5.474660545098081,,,3.5873257420522933,,,,,
2017-09-21,1505966400000,28.75,9.59,1.76761,41.08267633493356,3.7928920759288167,,,6.1137969606850895,,,,,,4.894189443901803,,,4.3904666118620534,,,,,,4.312160773025056,,,5.220751799383319,,,,,,5.5438562648999135,,,3.627819574462147,,,,,
2017-09-22,1506052800000,27.450001,10.21,1.7753900000000002,41.171563575524814,3.6319202369228196,,,5.845572016088813,,,,,,4.683238283082233,,,4.2001943550513126,,,,,,4.1276858626570965,,,4.992989788224628,,,,,,5.303222692097412,,,3.4718309104680323,,,,,
2017-09-25,1506312000000,27.610001,10.17,1.77483,41.1632892378395,3.652120706832799,,,5.8788424590386,,,,,,4.709586124392904,,,4.2238785354890815,,,,,,4.150779468036516,,,5.021286549687508,,,,,,5.333214071072566,,,3.491291811613942,,,,,
2017-09-26,1506398400000,28.07,9.87,1.77567,41.0995564493361,3.7059195956534254,,,5.9694850505326205,,,,,,4.781232039614976,,,4.287200634959693,,,,,,4.2129518456445085,,,5.09771887075647,,,,,,5.415519205659379,,,3.542689371236868,,,,,
2017-09-27,1506484800000,28.49,9.55,1.7853900000000005,41.00943076947379,3.7521652624966606,,,6.046607133996687,,,,,,4.844025143956845,,,4.339881390775048,,,,,,4.266943321473876,,,5.162092380632996,,,,,,5.4882503678550565,,,3.5848138023323504,,,,,
2017-09-28,1506571200000,28.809998999999998,9.51,1.78678,40.93467323599098,3.7858683690788855,,,6.105648649976495,,,,,,4.890273473122552,,,4.380073819393108,,,,,,4.306509776111959,,,5.211300089696039,,,,,,5.5420627893766765,,,3.616873168333704,,,,,
2017-09-29,1506657600000,29.389999,9.45,1.78233,40.9589679758733,3.864443157231456,,,6.232338216088612,,,,,,4.99092589953338,,,4.471739680312608,,,,,,4.395507290102042,,,5.319861709920237,,,,,,5.655698800304643,,,3.6929719420449096,,,,,
2017-10-02,1506916800000,29.940001000000002,9.51,1.79067,40.958895333309954,3.9376891368564655,,,6.347198725464708,,,,,,5.08538661555084,,,4.554031605194694,,,,,,4.47875929200657,,,5.417836581132621,,,,,,5.762662649634264,,,3.7608753397959305,,,,,
2017-10-03,1507003200000,30.15,9.63,1.79872,40.822855818650005,3.9498567174124624,,,6.3736442973880925,,,,,,5.1062293015758335,,,4.568763465190047,,,,,,4.494921609210156,,,5.438082481005077,,,,,,5.788923637683704,,,3.770831093117208,,,,,
2017-10-04,1507089600000,30.76,9.19,1.7978900000000002,40.75626376646782,4.021504218758084,,,6.494606120685877,,,,,,5.2015056830610655,,,4.65341650299542,,,,,,4.577656256245451,,,5.540162617176523,,,,,,5.898309834235091,,,3.839625113172732,,,,,
2017-10-05,1507176000000,30.76,9.65,1.8001099999999999,40.606610435593744,4.003397194724943,,,6.4757613299797585,,,,,,5.183988479138669,,,4.635228602097582,,,,,,4.559715428234579,,,5.521517557341441,,,,,,5.881494021016085,,,3.8221721378270574,,,,,
2017-10-06,1507262400000,31.07,10.33,1.80456,40.52266520765609,4.033857549080297,,,6.529644517205982,,,,,,5.226734467080661,,,4.671086256285829,,,,,,4.5959031887840975,,,5.5659725674495295,,,,,,5.931693075402214,,,3.8503272751471274,,,,,
2017-10-09,1507521600000,31.32,10.08,1.8090000000000002,40.17708198171575,4.023658930880641,,,6.53802558765641,,,,,,5.227500505615426,,,4.666015648138856,,,,,,4.590602591619824,,,5.567043491269425,,,,,,5.939786094901741,,,3.8403754802989973,,,,,
2017-10-10,1507608000000,32.0,9.85,1.8067799999999998,40.05395664281762,4.095033810915048,,,6.664758243153192,,,,,,5.325439740757581,,,4.7524619518831575,,,,,,4.674386586729632,,,5.672759908411488,,,,,,6.053763572859587,,,3.9094346734288887,,,,,
2017-10-11,1507694400000,32.810001,9.91,1.8095599999999998,40.09391109963265,4.2042611296958405,,,6.83804644097313,,,,,,5.465707250191533,,,4.877330169534522,,,,,,4.798264672186068,,,5.820968787496204,,,,,,6.21229332464933,,,4.012835048025165,,,,,
2017-10-12,1507780800000,32.810001,9.61,1.80844,40.025678987300736,4.1951924760218136,,,6.829374759928825,,,,,,5.456882983772532,,,4.868866787324363,,,,,,4.789253469191332,,,5.812336512920753,,,,,,6.203796227039487,,,4.004680790413726,,,,,
2017-10-13,1507867200000,33.220001,9.91,1.8128900000000001,34.339809492812684,3.4949277519108533,,,6.1604303371774805,,,,,,4.792664015278417,,,4.1958480927935256,,,,,,4.100217639068402,,,5.1345609704592725,,,,,,5.579088273555096,,,3.3511130971944527,,,,,
2017-10-16,1508126400000,32.689999,10.31,1.8095599999999998,34.21493010395258,3.422499465620497,,,6.046651753572856,,,,,,4.69983457833885,,,4.1136094764773565,,,,,,4.018124254146006,,,5.037087847191435,,,,,,5.474370716772004,,,3.282956920003586,,,,,
2017-10-17,1508212800000,32.52,10.07,1.82122,34.20797357054573,3.405216681048413,,,6.011626515495991,,,,,,4.676200661676024,,,4.089300511173821,,,,,,3.9978820981310896,,,5.00763694010378,,,,,,5.44687439284188,,,3.263319249864793,,,,,
2017-10-18,1508299200000,32.119999,10.05,1.8345599999999997,34.10299101101227,3.3515006262333955,,,5.9212233014310405,,,,,,4.607471581081624,,,4.02358319489767,,,,,,3.937055081429517,,,4.9299722259363605,,,,,,5.369386303127719,,,3.2086923862529613,,,,,
