DATE,USD1WKD156N
2018-02-26,1.47375
2018-02-27,1.475
2018-02-28,1.47875
2018-03-01,1.4775
2018-03-02,1.47781
2018-03-05,1.47813
2018-03-06,1.47875
2018-03-07,1.48219
2018-03-08,1.48
2018-03-09,1.4825
2018-03-12,1.48344
2018-03-13,1.48875
2018-03-14,1.51563
2018-03-15,1.58906
2018-03-16,1.63
2018-03-19,1.67734
2018-03-20,1.71088
2018-03-21,1.73125
2018-03-22,1.74163
2018-03-23,1.73688
2018-03-26,1.73625
2018-03-27,1.73125
2018-03-28,1.73875
2018-03-29,1.745
2018-03-30,.
2018-04-02,.
2018-04-03,1.74063
2018-04-04,1.74375
2018-04-05,1.74375
2018-04-06,1.74375
2018-04-09,1.73938
2018-04-10,1.73938
2018-04-11,1.73938
2018-04-12,1.74
2018-04-13,1.73875
2018-04-16,1.7425
2018-04-17,1.74188
2018-04-18,1.7425
2018-04-19,1.7425
2018-04-20,1.7425
2018-04-23,1.74375
2018-04-24,1.7425
2018-04-25,1.7475
2018-04-26,1.74938
2018-04-27,1.75188
2018-04-30,1.75
2018-05-01,1.75048
2018-05-02,1.75128
2018-05-03,1.75375
2018-05-04,1.755
2018-05-07,.
2018-05-08,1.755
2018-05-09,1.75375
2018-05-10,1.755
2018-05-11,1.75094
2018-05-14,1.755
2018-05-15,1.75438
2018-05-16,1.75063
2018-05-17,1.75128
2018-05-18,1.75125
2018-05-21,1.75125
2018-05-22,1.75159
2018-05-23,1.75031
2018-05-24,1.75
2018-05-25,1.75469
2018-05-28,.
2018-05-29,1.75438
2018-05-30,1.75
2018-05-31,1.75156
2018-06-01,1.75406
2018-06-04,1.75188
2018-06-05,1.75188
2018-06-06,1.77261
2018-06-07,1.82625
2018-06-08,1.85999
2018-06-11,1.90688
2018-06-12,1.94094
2018-06-13,1.955
2018-06-14,1.966
2018-06-15,1.97188
2018-06-18,1.97188
2018-06-19,1.97438
2018-06-20,1.97256
2018-06-21,1.98244
2018-06-22,1.98538
2018-06-25,1.9875
2018-06-26,1.98688
2018-06-27,1.98106
2018-06-28,1.97969
2018-06-29,1.97906
2018-07-02,1.97688
2018-07-03,1.97306
2018-07-04,1.97263
2018-07-05,1.97269
2018-07-06,1.96875
2018-07-09,1.96
2018-07-10,1.96163
2018-07-11,1.95675
2018-07-12,1.96388
2018-07-13,1.96463
2018-07-16,1.9565
2018-07-17,1.94913
2018-07-18,1.95213
2018-07-19,1.95413
2018-07-20,1.95263
2018-07-23,1.94938
2018-07-24,1.95
2018-07-25,1.94338
2018-07-26,1.95275
2018-07-27,1.95325
2018-07-30,1.95538
2018-07-31,1.95363
2018-08-01,1.94525
2018-08-02,1.949
2018-08-03,1.95025
2018-08-06,1.9505
2018-08-07,1.95
2018-08-08,1.95138
2018-08-09,1.95425
2018-08-10,1.95188
2018-08-13,1.95288
2018-08-14,1.95163
2018-08-15,1.952
2018-08-16,1.96006
2018-08-17,1.96269
2018-08-20,1.95719
