DATE,USD12MD156N
2018-02-12,2.31906
2018-02-13,2.32688
2018-02-14,2.33844
2018-02-15,2.38125
2018-02-16,2.39063
2018-02-19,2.39813
2018-02-20,2.40844
2018-02-21,2.42563
2018-02-22,2.44969
2018-02-23,2.45969
2018-02-26,2.46938
2018-02-27,2.48125
2018-02-28,2.50219
2018-03-01,2.5075
2018-03-02,2.49669
2018-03-05,2.49794
2018-03-06,2.512
2018-03-07,2.51856
2018-03-08,2.53263
2018-03-09,2.5445
2018-03-12,2.56263
2018-03-13,2.57763
2018-03-14,2.59013
2018-03-15,2.60138
2018-03-16,2.6145
2018-03-19,2.63325
2018-03-20,2.65138
2018-03-21,2.67638
2018-03-22,2.677
2018-03-23,2.66638
2018-03-26,2.672
2018-03-27,2.67138
2018-03-28,2.6595
2018-03-29,2.66263
2018-03-30,.
2018-04-02,.
2018-04-03,2.67
2018-04-04,2.68094
2018-04-05,2.70031
2018-04-06,2.70825
2018-04-09,2.70356
2018-04-10,2.70419
2018-04-11,2.7095
2018-04-12,2.71719
2018-04-13,2.73094
2018-04-16,2.74406
2018-04-17,2.74606
2018-04-18,2.7475
2018-04-19,2.75844
2018-04-20,2.76031
2018-04-23,2.76875
2018-04-24,2.76875
2018-04-25,2.77188
2018-04-26,2.76993
2018-04-27,2.78031
2018-04-30,2.77004
2018-05-01,2.76598
2018-05-02,2.77685
2018-05-03,2.77273
2018-05-04,2.77666
2018-05-07,.
2018-05-08,2.77094
2018-05-09,2.77094
2018-05-10,2.76813
2018-05-11,2.76579
2018-05-14,2.75748
2018-05-15,2.75386
2018-05-16,2.76148
2018-05-17,2.76648
2018-05-18,2.76482
2018-05-21,2.76523
2018-05-22,2.76402
2018-05-23,2.75409
2018-05-24,2.73742
2018-05-25,2.73137
2018-05-28,.
2018-05-29,2.7075
2018-05-30,2.7
2018-05-31,2.71813
2018-06-01,2.72413
2018-06-04,2.74011
2018-06-05,2.73888
2018-06-06,2.74088
2018-06-07,2.75375
2018-06-08,2.74025
2018-06-11,2.75794
2018-06-12,2.76469
2018-06-13,2.76688
2018-06-14,2.77188
2018-06-15,2.77219
2018-06-18,2.77188
2018-06-19,2.7625
2018-06-20,2.7725
2018-06-21,2.77031
2018-06-22,2.77688
2018-06-25,2.76594
2018-06-26,2.77094
2018-06-27,2.76281
2018-06-28,2.76313
2018-06-29,2.76406
2018-07-02,2.77156
2018-07-03,2.77313
2018-07-04,2.77344
2018-07-05,2.784
2018-07-06,2.77375
2018-07-09,2.77594
2018-07-10,2.78094
2018-07-11,2.77844
2018-07-12,2.78531
2018-07-13,2.78688
2018-07-16,2.78775
2018-07-17,2.79575
2018-07-18,2.80088
2018-07-19,2.80744
2018-07-20,2.80163
2018-07-23,2.79919
2018-07-24,2.808
2018-07-25,2.80775
2018-07-26,2.81663
2018-07-27,2.82138
2018-07-30,2.82125
2018-07-31,2.82781
2018-08-01,2.83213
2018-08-02,2.82775
2018-08-03,2.82738
2018-08-06,2.82688
2018-08-07,2.82431
2018-08-08,2.82775
2018-08-09,2.8275
2018-08-10,2.8155
2018-08-13,2.803
2018-08-14,2.8135
2018-08-15,2.81488
2018-08-16,2.81663
2018-08-17,2.813
2018-08-20,2.813
