Datetime,Timestamp,Price,VIX,6-Month-LIBOR,6-Month-VM,107-Calls,107-Calls-P,107-Calls-ROI,107-Puts,107-Puts-P,107-Puts-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,109-Calls,109-Calls-P,109-Calls-ROI,109-Puts,109-Puts-P,109-Puts-ROI,107-Butterfly-Spreads,107-Butterfly-Spreads-P,107-Butterfly-Spreads-ROI
2014-04-16,1397620800000,529.1625,14.18,0.3209,151.49676225742414,204.07337962365452,-204.07337962365452,-100.0,240.21943397565326,-62.39255897565323,-25.973152106409863,207.02361470916097,-207.02361470916097,-100.0,232.60315402654305,-65.35952902654296,-28.099158543260593,201.18523202382,-201.18523202382,-100.0,247.89780141043545,-59.487676410435476,-23.996855184666963,0.062087485671952436,-0.062087485671952436,-100.0
2014-04-17,1397707200000,494.4,14.18,0.3209,151.63359388993896,190.83679713941208,-190.83679713941208,-100.0,224.60829317631595,-94.30709317631602,-41.98736023619822,193.59178638259914,-193.59178638259914,-100.0,217.49091800759842,-97.0777180075984,-44.63529737099497,188.1397496826936,-188.1397496826936,-100.0,231.78361013150226,-91.59441013150227,-39.517207484833044,0.057941786468575174,-0.057941786468575174,-100.0
2014-04-18,1397793600000,478.2312,13.36,0.3198,151.72460869955685,184.70408953675587,-184.70408953675587,-100.0,217.37389795729956,-97.50981395729963,-44.85810618184443,187.36805494290755,-187.36805494290755,-100.0,210.4883118041888,-100.18885180418877,-47.59829700063897,182.0961281071194,-182.0961281071194,-100.0,224.31548808692563,-94.88678008692564,-42.30059230246089,0.056003976515171416,-0.056003976515171416,-100.0
2014-04-19,1397880000000,501.5515,13.25,0.3198,151.59934282518185,193.553361971706,-193.553361971706,-100.0,227.81626957379544,-71.23626457379552,-31.269173491018076,196.34856450313168,-196.34856450313168,-100.0,220.5962495332195,-74.04727453321945,-33.56687826284585,190.8169564889266,-190.8169564889266,-100.0,235.09508666301758,-68.48405166301771,-29.130362797067686,0.058797048646283656,-0.058797048646283656,-100.0
2014-04-20,1397966400000,497.3177,13.25,0.3198,151.4550833462431,191.73952063180698,-191.73952063180698,-100.0,225.71320110925282,-74.0048621092528,-32.78712177469493,194.5126493241462,-194.5126493241462,-100.0,218.55564979266785,-76.79366479266781,-35.13689299064925,189.02476370177857,-189.02476370177857,-100.0,232.92912418814842,-71.2744311881485,-30.599192538317613,0.05837176231079866,-0.05837176231079866,-100.0
2014-04-21,1398052800000,493.0921,13.19,0.3198,151.01516743288636,189.56588145273807,-189.56588145273807,-100.0,223.25089497900657,-84.60414797900654,-37.89644291771475,192.32004863965446,-192.32004863965446,-100.0,216.15876097851609,-87.3738559785161,-40.421149521300286,186.8698056209481,-186.8698056209481,-100.0,230.40112033462339,-81.89253133462337,-35.54346055943073,0.05809135512646435,-0.05809135512646435,-100.0
2014-04-22,1398139200000,484.42900000000003,13.27,0.3221,150.42317329255624,185.5165378156556,-185.5165378156556,-100.0,218.60387179284686,-86.8537417928469,-39.731108639809975,188.22840557587543,-188.22840557587543,-100.0,211.6425370488201,-89.58098704882008,-42.32655131522839,182.86202729892688,-182.86202729892688,-100.0,225.6225637803646,-84.18385378036464,-37.31180621735802,0.0573572434911398,-0.0573572434911398,-100.0
2014-04-23,1398225600000,486.9317,13.32,0.3228,150.3478945646994,186.38331886062744,-186.38331886062744,-100.0,219.63979583157933,-77.9941768315793,-35.510038850785286,189.10997597160755,-189.10997597160755,-100.0,212.64330944777507,-80.7363244477751,-37.96795895316134,183.7143520336613,-183.7143520336613,-100.0,226.69397249939723,-75.3097194993973,-33.22087423369739,0.05769028401397236,-0.05769028401397236,-100.0
2014-04-24,1398312000000,500.2568,13.32,0.3228,150.35609266917092,191.4940908894857,-191.4940908894857,-100.0,225.6606459705413,-72.76286997054135,-32.244377240699784,194.2952771505415,-194.2952771505415,-100.0,218.4726106412969,-75.5799706412969,-34.594712087452095,188.75216951295792,-188.75216951295792,-100.0,232.90794618431354,-70.00503418431359,-30.056953973100835,0.05926488452797685,-0.05926488452797685,-100.0
2014-04-25,1398398400000,459.6104,14.06,0.3235,150.745808806548,176.38561048556716,-176.38561048556716,-100.0,207.77440146780285,-95.0875734678028,-45.76481645287655,178.9553982240755,-178.9553982240755,-100.0,201.16663423468069,-97.67201423468063,-48.55279038010679,173.8700927313853,-173.8700927313853,-100.0,214.43643868525157,-92.55740268525156,-43.16309450610989,0.05426998432653818,-0.05426998432653818,-100.0
2014-04-26,1398484800000,456.1395,13.97,0.32299999999999995,150.7534568697349,175.06200748466406,-175.06200748466406,-100.0,206.21495716820417,-74.00709216820414,-35.8883240985466,177.61231375533788,-177.61231375533788,-100.0,199.65699335133513,-76.5719183513351,-38.35173367385735,172.5655579319135,-172.5655579319135,-100.0,212.82677770299634,-71.49612270299633,-33.59357477223589,0.05385671792322455,-0.05385671792322455,-100.0
2014-04-27,1398571200000,429.6537,13.97,0.32299999999999995,150.87254264011025,165.0255342945941,-165.0255342945941,-100.0,194.36958386155067,-89.80962486155067,-46.20559610063373,167.42667120879412,-167.42667120879412,-100.0,188.19132358758333,-92.22443858758331,-49.00568040516625,162.6750757941795,-162.6750757941795,-100.0,200.5985225493034,-87.44548954930346,-43.592289932150905,0.05067841378541971,-0.05067841378541971,-100.0
