Datetime,Timestamp,Price,VIX,10-Day-LIBOR,10-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,97-Calls,97-Calls-P,97-Calls-ROI,97-Puts,97-Puts-P,97-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,100-Strangles,100-Strangles-P,100-Strangles-ROI
2016-12-20,1482210000000,117.06,11.27,0.7084,11.309740510727966,0.8855360791474496,-0.03553607914745527,-4.0129453767335646,0.8628190223369785,-0.8628190223369785,-100.0,3.5797256042753247,0.7820743957246634,21.84732804074757,0.045890059169174435,-0.045890059169174435,-100.0,0.055629771843048736,-0.055629771843048736,-100.0,3.5440312033282737,-0.8822312033282742,-24.893437803249373,0.10151983101222317,-0.10151983101222317,-100.0
2016-12-21,1482296400000,116.29,11.43,0.71073913,12.42411171160445,0.9653046189343756,1.7346953810656132,179.70445256758305,0.9426624800742259,-0.9426624800742259,-100.0,3.5811690255962527,2.60753097440373,72.812284362076,0.07050615090191759,-0.07050615090191759,-100.0,0.08365573479701105,-0.08365573479701105,-100.0,3.54903433177104,-2.760334331771034,-77.77705352299513,0.15416188569892864,-0.15416188569892864,-100.0
2016-12-22,1482382800000,116.52,11.44,0.71393913,10.269823718161767,0.8015419855713546,1.7884580144286488,223.1271781918949,0.7787529301841758,-0.7787529301841758,-100.0,3.5453155754220376,2.540284424577948,71.65185638729919,0.027610191696485487,-0.027610191696485487,-100.0,0.034374798270487616,-0.034374798270487616,-100.0,3.5065020712216888,-2.6009020712216966,-74.17369271125297,0.0619849899669731,-0.0619849899669731,-100.0
2016-12-23,1482469200000,117.26,11.99,0.7172665220000001,9.402647709574966,0.7395536434421714,1.7504463565578234,236.68957243054908,0.7165129834552957,-0.7165129834552957,-100.0,3.5566913375814693,2.45110866241852,68.91541687970205,0.01654189739421863,-0.01654189739421863,-100.0,0.021193742517595204,-0.021193742517595204,-100.0,3.5152618627311227,-2.487461862731124,-70.76177991469837,0.037735639911813834,-0.037735639911813834,-100.0
2016-12-27,1482814800000,116.76,12.95,0.7179186959999999,6.6934745989647215,0.5275804270952023,1.9624195729047929,371.9659547852545,0.5046171548230021,-0.5046171548230021,-100.0,3.5261570104500635,2.466642989549925,69.95272706915263,0.0010826363460407218,-0.0010826363460407218,-100.0,0.0016358947893583276,-0.0016358947893583276,-100.0,3.480783724348996,-2.467983724348997,-70.90310458201706,0.0027185311353990493,-0.0027185311353990493,-100.0
2016-12-28,1482901200000,116.73,13.37,0.7179186959999999,6.7092513332002905,0.5286606255891471,1.7813393744108552,336.9532906721973,0.5057032534382913,-0.5057032534382913,-100.0,3.525277292187724,2.2866227078122705,64.86362683808153,0.0011086412013958102,-0.0011086412013958102,-100.0,0.0016726068512687984,-0.0016726068512687984,-100.0,3.4799265135358866,-2.288026513535897,-65.74927673432612,0.002781248052664609,-0.002781248052664609,-100.0
2016-12-29,1482987600000,115.82,14.04,0.7179186959999999,7.666354833516448,0.5977199289638051,3.5822800710362017,599.3241813513511,0.5749415271603979,-0.5749415271603979,-100.0,3.5004482488141946,4.154151751185792,118.67485121635626,0.003753199064924885,-0.003753199064924885,-100.0,0.005242599462021325,0.7001574005379902,13355.157219430972,3.4563808456045138,-3.4563808456045138,-100.0,0.00899579852694621,0.6964042014730512,7741.438399126292
2016-12-30,1483074000000,116.15,12.85,0.72246087,7.778383276482905,0.6080860466224891,3.2319139533775,531.489576405941,0.5850982313134452,-0.5850982313134452,-100.0,3.5110377917582984,3.8134622082416736,108.61353350263781,0.0042396109085355285,-0.0042396109085355285,-100.0,0.005882482600307437,0.3496175173996847,5943.36679179319,3.4667050328319817,-3.4667050328319817,-100.0,0.010122093508842966,0.3453779064911492,3412.1193030810928
2017-01-03,1483419600000,116.02,11.85,0.729562174,7.129818108566745,0.5578437051446129,3.202156294855392,574.0239184065506,0.5346559394768491,-0.5346559394768491,-100.0,3.5050790063612003,3.7355209936387865,106.57451620518023,0.0019868736634917053,-0.0019868736634917053,-100.0,0.002892057753067667,0.276507942246942,9560.941234788415,3.4596086591152613,-3.4596086591152613,-100.0,0.0048789314165593725,0.27452106858343606,5626.663815189036
2017-01-04,1483506000000,116.61,11.67,0.729635217,7.524895441489066,0.5910955313760979,2.7989044686239017,473.5113564651594,0.5677875151579315,-0.5677875151579315,-100.0,3.5241360974755622,3.3641639025244245,95.46066921008726,0.003227321743946132,-0.003227321743946132,-100.0,0.004558757657265654,-0.004558757657265654,-100.0,3.478851500952544,-3.370551500952544,-96.88690362407402,0.0077860794012117865,-0.0077860794012117865,-100.0
2017-01-05,1483592400000,117.91,11.32,0.729635217,9.463811894567595,0.7486149252243948,1.421385074775607,189.8686530127024,0.7250470649012257,-0.7250470649012257,-100.0,3.5774669781391992,2.12983302186079,59.53466614438496,0.017306153625745502,-0.017306153625745502,-100.0,0.022148186313072138,-0.022148186313072138,-100.0,3.5351732901802118,-2.1678732901802107,-61.32297096162152,0.03945433993881764,-0.03945433993881764,-100.0
2017-01-06,1483678800000,118.99,11.56,0.7298517390000001,9.346726312850231,0.746277603057635,0.23372239694236896,31.318425741944534,0.7224868150411154,-0.7224868150411154,-100.0,3.608938702243577,0.94076129775641,26.06753329369559,0.016161637867568857,-0.016161637867568857,-100.0,0.02077419981520689,-0.02077419981520689,-100.0,3.5659696881581766,-0.9762696881581832,-27.377397272897927,0.03693583768277575,-0.03693583768277575,-100.0
2017-01-09,1483938000000,119.11,11.49,0.724490435,9.36858962910417,0.7486616347822306,2.021338365217765,269.9935820546927,0.7250217739594831,-0.7250217739594831,-100.0,3.6126515029184816,2.7306484970815035,75.58571577899356,0.016420837920434472,-0.016420837920434472,-100.0,0.021079468513656163,-0.021079468513656163,-100.0,3.5700304118662274,-2.76673041186622,-77.49879112149962,0.037500306434090636,-0.037500306434090636,-100.0
2017-01-10,1484024400000,119.75,11.26,0.724786087,9.260633533633603,0.7441543820333009,1.4458456179666968,194.29377194771325,0.7203778019878584,-0.7203778019878584,-100.0,3.630907972034123,2.1515920279658616,59.257685530390546,0.01534468939006306,-0.01534468939006306,-100.0,0.01977989624921106,-0.01977989624921106,-100.0,3.5877900188023943,-2.185290018802391,-60.90908351241364,0.03512458563927412,-0.03512458563927412,-100.0
2017-01-11,1484110800000,119.25,11.54,0.7240082609999999,9.243564889945556,0.7396907263812054,1.9603092736187973,265.01741926781125,0.7160388297354743,-0.7160388297354743,-100.0,3.615545084860756,2.661954915139233,73.62527233543686,0.015102745114415228,-0.015102745114415228,-100.0,0.019479514897251082,-0.019479514897251082,-100.0,3.5726180613521588,-2.695118061352161,-75.43818049030736,0.03458226001166631,-0.03458226001166631,-100.0
2017-01-12,1484197200000,119.04,11.23,0.724295217,9.381392249709847,0.7492246090939076,1.8407753909060816,245.69072726165072,0.7256050067469886,-0.7256050067469886,-100.0,3.6106631197856136,2.5505368802143664,70.63901548272405,0.0165521055091169,-0.0165521055091169,-100.0,0.021237401308774828,-0.021237401308774828,-100.0,3.5681092108914636,-2.5869092108914487,-72.50084170616319,0.03778950681789173,-0.03778950681789173,-100.0
2017-01-13,1484283600000,120.0,11.87,0.725486957,8.029951775278318,0.6482218374064672,0.7017781625935271,108.26203655855507,0.6243725816827848,-0.6243725816827848,-100.0,3.628774276803554,1.3212257231964344,36.409697115695245,0.005640498751591672,-0.005640498751591672,-100.0,0.00771008348865343,-0.00771008348865343,-100.0,3.583145350093261,-1.333145350093261,-37.20600812519543,0.013350582240245101,-0.013350582240245101,-100.0
2017-01-17,1484629200000,119.99,12.48,0.7238373909999999,8.233453275521548,0.6642609475369454,8.09573905246306,1218.7588450716175,0.6404678962735488,-0.6404678962735488,-100.0,3.629606625774997,8.730093374224992,240.52450511385467,0.006827366049518614,-0.006827366049518614,-100.0,0.009224606803788449,5.151075393196218,55840.595732283415,3.5844177640024952,-3.5844177640024952,-100.0,0.01605197285330706,5.144248027146699,32047.450329987758
2017-01-18,1484715600000,119.78,12.78,0.7238373909999999,8.332909710756368,0.670963093463719,8.079036906536281,1204.0955732497587,0.6472116835101431,-0.6472116835101431,-100.0,3.623890196805022,8.719509803194967,240.61186541696168,0.0074513291500519765,-0.0074513291500519765,-100.0,0.010014487118174207,5.146585512881823,51391.403794826816,3.5789505348659816,-3.5789505348659816,-100.0,0.017465816268226183,5.139134183731771,29423.95651488036
2017-01-19,1484802000000,120.0,11.54,0.7269821740000001,8.2864180289852,0.6685642821932447,8.411435717806768,1258.134175252798,0.6446658784302671,-0.6446658784302671,-100.0,3.630342600972355,9.049657399027653,249.278329725789,0.0071611493222814016,-0.0071611493222814016,-100.0,0.009651561623044149,5.470348438376974,56678.37653666249,3.5850362057471727,-3.5850362057471727,-100.0,0.01681271094532555,5.463187289054678,32494.38657942081
2017-01-20,1484888400000,120.08,11.77,0.725745217,6.93219834562518,0.5616358103678252,9.648364189632169,1717.9040245516544,0.5377621604290184,-0.5377621604290184,-100.0,3.627133768293661,10.185266231706322,280.8075710011063,0.001576327853038073,-0.001576327853038073,-100.0,0.002332221794087319,6.605267778205904,283217.82237657113,3.5801423623571225,-3.5801423623571225,-100.0,0.003908549647125392,6.603691450352866,168955.03566673794
2017-01-23,1485147600000,119.97,11.07,0.7311134779999999,5.695704521989566,0.4632842913858681,11.096715708614132,2395.2281385193164,0.4392560996064033,-0.4392560996064033,-100.0,3.6225772111686743,11.53652278883132,318.461750194402,0.00016986514259297036,-0.00016986514259297036,-100.0,0.00029143980050290447,7.960608560199508,2731476.121814107,3.5746424022676564,-3.5746424022676564,-100.0,0.00046130494309587483,7.960438695056899,1725634.813629658
2017-01-24,1485234000000,121.88,10.81,0.730833478,9.43922293086111,0.7718621459976163,9.38813785400238,1216.297223886838,0.7474607576893106,-0.7474607576893106,-100.0,3.6976716028573686,10.118728397142618,273.6513537146833,0.01760225619832934,-0.01760225619832934,-100.0,0.02254995295656625,6.481050047043425,28740.8583934816,3.653816522999037,-3.653816522999037,-100.0,0.04015220915489559,6.4634477908450965,16097.365317835907
2017-01-25,1485320400000,121.94,10.63,0.7302017390000001,9.312801839243386,0.7620541334817119,9.717945866518276,1275.2303858150376,0.7376618337263992,-0.7376618337263992,-100.0,3.698047737884892,10.440152262115092,282.3152377174656,0.016187207122254854,-0.016187207122254854,-100.0,0.020834643652944074,6.800965356347053,32642.58064421481,3.6539105749049696,-3.6539105749049696,-100.0,0.03702185077519893,6.784778149224783,18326.415365949048
2017-01-26,1485406800000,121.95,10.58,0.728457826,8.774342324672308,0.7187358560323673,9.451264143967633,1314.9843665990707,0.6943998100887327,-0.6943998100887327,-100.0,3.6930497366851114,10.135450263314883,274.44662233042334,0.010943772119785587,-0.010943772119785587,-100.0,0.014402706521549737,6.49709729347845,45110.25260257375,3.647836579199576,-3.647836579199576,-100.0,0.025346478641335324,6.486153521358663,25589.959114797784
2017-01-27,1485493200000,121.63,11.88,0.72946913,8.894701701202143,0.7265315153219518,10.93346848467804,1504.8856455776786,0.7022256345570881,-0.7022256345570881,-100.0,3.684448206784367,11.624451793215613,315.50048041958905,0.01197150244246803,-0.01197150244246803,-100.0,0.015672879187606625,7.995427120812392,51014.41174340704,3.639537821999781,-3.639537821999781,-100.0,0.027644381630074655,7.983455618369924,28879.125332594263
2017-01-30,1485752400000,121.35,11.99,0.73031,8.48565251958019,0.6921026020538719,12.977897397946146,1875.140674147613,0.6678247245152421,-0.6678247245152421,-100.0,3.6726613739141953,13.637838626085813,371.3339520749519,0.008611832701751476,-0.008611832701751476,-100.0,0.011492476152736408,10.018007523847276,87170.13975671332,3.626986262287957,-3.626986262287957,-100.0,0.020104308854487885,10.009395691145524,49787.31556300742
2017-01-31,1485838800000,128.75,11.81,0.728866522,30.2914260398406,2.5876637180216733,4.1723362819783185,161.23950932728468,2.5619562671324734,-2.5619562671324734,-100.0,4.9396582327919685,5.682841767208004,115.04524198622492,1.0522220054294775,-1.0522220054294775,-100.0,1.130930255621024,1.7665697443789554,156.20501225417166,4.96695158120518,-4.96695158120518,-100.0,2.1831522610505014,0.7143477389494781,32.7209307245361
2017-02-01,1485925200000,128.53,11.93,0.7277039129999999,30.288059650092503,2.582936363426008,4.23206363657399,163.8469958648373,2.557313771426585,-2.557313771426585,-100.0,4.930955705034094,5.739944294965893,116.40632441913624,1.0502017907946597,-1.0502017907946597,-100.0,1.12874220073315,1.8303577992668565,162.15906502636184,4.958250930973748,-4.958250930973748,-100.0,2.1789439915278095,0.780156008472197,35.80431674726872
2017-02-02,1486011600000,129.08,10.97,0.7296173909999999,30.19517818392536,2.5861089085500955,4.053891091449891,156.756394831133,2.560309018004276,-2.560309018004276,-100.0,4.94564242704962,5.566757572950351,112.55883649217371,1.0482165332201632,-1.0482165332201632,-100.0,1.1268288777912758,1.6407711222087116,145.6096089252546,4.97265499052908,-4.97265499052908,-100.0,2.175045411011439,0.5925545889885484,27.24332034580367
2017-02-03,1486098000000,130.29,11.37,0.7290573909999999,29.97513882545157,2.5914181923324837,3.818581807667513,147.35490469913253,2.5653964385019137,-2.5653964385019137,-100.0,4.9765695106112116,5.342130489388764,107.34564197281055,1.0426284093955829,-1.0426284093955829,-100.0,1.121245051505177,1.3800549484948093,123.08236693149296,5.0031426450596825,-5.0031426450596825,-100.0,2.16387346090076,0.3374265390992264,15.593635450326433
2017-02-06,1486357200000,131.53,11.29,0.729130435,29.54487206347981,2.578727711562337,3.001272288437677,116.38577717921748,2.5524556710350765,-2.5524556710350765,-100.0,4.993622575732758,4.532277424267235,90.76131316556648,1.02223869642134,-1.02223869642134,-100.0,1.1001753272521384,0.5339246727478795,48.530871354972184,5.019015125509056,-5.019015125509056,-100.0,2.1224140236734783,-0.48831402367346044,-23.00748196283992
2017-02-07,1486443600000,132.04,11.45,0.727878696,29.40558511999401,2.5765647381357724,1.9134352618642367,74.26303843809757,2.5502361023344378,-2.5502361023344378,-100.0,5.003139251065562,3.4480607489344384,68.91794483233849,1.0164004743383117,-1.0164004743383117,-100.0,1.0941489012358332,-0.5653489012358149,-51.67019777630427,5.028230406360464,-5.028230406360464,-100.0,2.110549375574145,-1.5817493755741268,-74.94491215794629
2017-02-08,1486530000000,132.42,10.88,0.72869913,29.25910979186699,2.5711916622514512,1.6688083377485583,64.90408172400788,2.5447574958960932,-2.5447574958960932,-100.0,5.007228726064981,3.205371273935029,64.01487627776147,1.0089875847002858,-1.0089875847002858,-100.0,1.0864834653398605,-0.8190834653398511,-75.38848877775011,5.031856273993824,-5.031856273993824,-100.0,2.095471050040146,-1.828071050040137,-87.23914606241465
2017-02-09,1486616400000,132.12,10.85,0.72914087,29.46574549827805,2.5833947557589743,2.2266052442410285,86.18912147581858,2.5570044899197057,-2.5570044899197057,-100.0,5.010441868830554,3.763158131169433,75.10631257054702,1.0212433109664616,-1.0212433109664616,-100.0,1.0992649038780868,-0.2528649038780699,-23.00309079149076,5.035682930063615,-5.035682930063615,-100.0,2.1205082148445484,-1.27410821484456,-60.08504027125229
2017-02-10,1486702800000,133.29,11.07,0.727849565,28.86281248943779,2.5532025368321736,1.146797463167843,44.91603962569711,2.5266257159462384,-2.5266257159462384,-100.0,5.012076920160453,2.686623079839549,53.602989791177066,0.9875974039011268,-0.9875974039011268,-100.0,1.0642412075615155,-1.0642412075615155,-100.0,5.035567082048999,-4.736867082049031,-94.06819539620895,2.0518386114626423,-2.0518386114626423,-100.0
