,Unnamed: 0,Date,Price,2-Month,2-Month-Vol-Mean,2-Month-Vol-No-Mean,2-Month,90%-Spot-Vol-Mean-B-S-Call,90%-Spot-Vol-Mean-B-S-Put,90%-Spot-Vol-No-Mean-B-S-Call,90%-Spot-Vol-No-Mean-B-S-Put,95%-Spot-Vol-Mean-B-S-Call,95%-Spot-Vol-Mean-B-S-Put,95%-Spot-Vol-No-Mean-B-S-Call,95%-Spot-Vol-No-Mean-B-S-Put,100%-Spot-Vol-Mean-B-S-Call,100%-Spot-Vol-Mean-B-S-Put,100%-Spot-Vol-No-Mean-B-S-Call,100%-Spot-Vol-No-Mean-B-S-Put,105%-Spot-Vol-Mean-B-S-Call,105%-Spot-Vol-Mean-B-S-Put,105%-Spot-Vol-No-Mean-B-S-Call,105%-Spot-Vol-No-Mean-B-S-Put,110%-Spot-Vol-Mean-B-S-Call,110%-Spot-Vol-Mean-B-S-Put,110%-Spot-Vol-No-Mean-B-S-Call,110%-Spot-Vol-No-Mean-B-S-Put
0,0,1/1/18,13412.44,1.62186,,,,,,,,,,,,,,,,,,,,,,,
1,1,1/2/18,14740.7563,1.62205,,,,,,,,,,,,,,,,,,,,,,,
2,2,1/3/18,15134.6513,1.62041,,,,,,,,,,,,,,,,,,,,,,,
3,3,1/4/18,15155.2263,1.62068,,,,,,,,,,,,,,,,,,,,,,,
4,4,1/5/18,16937.1738,1.62194,,,,,,,,,,,,,,,,,,,,,,,
5,5,1/6/18,17135.8363,1.62372,,,,,,,,,,,,,,,,,,,,,,,
6,6,1/7/18,16178.495,1.625,,,,,,,,,,,,,,,,,,,,,,,
7,7,1/8/18,14970.3575,1.6271,,,,,,,,,,,,,,,,,,,,,,,
8,8,1/9/18,14439.4738,1.63063,,,,,,,,,,,,,,,,,,,,,,,
9,9,1/10/18,14890.7225,1.63065,,,,,,,,,,,,,,,,,,,,,,,
10,10,1/11/18,13287.26,1.63255,,,,,,,,,,,,,,,,,,,,,,,
11,11,1/12/18,13812.715,1.6328,,,,,,,,,,,,,,,,,,,,,,,
12,12,1/13/18,14188.785,1.63478,,,,,,,,,,,,,,,,,,,,,,,
13,13,1/14/18,13619.0288,1.6348200000000002,,,,,,,,,,,,,,,,,,,,,,,
14,14,1/15/18,13585.9013,1.63475,,,,,,,,,,,,,,,,,,,,,,,
15,15,1/16/18,11348.02,1.6393400000000002,,,,,,,,,,,,,,,,,,,,,,,
16,16,1/17/18,11141.2488,1.6393400000000002,,,,,,,,,,,,,,,,,,,,,,,
17,17,1/18/18,11250.6475,1.6395400000000002,,,,,,,,,,,,,,,,,,,,,,,
18,18,1/19/18,11514.925,1.65006,,,,,,,,,,,,,,,,,,,,,,,
19,19,1/20/18,12759.6413,1.6514,,,,,,,,,,,,,,,,,,,,,,,
20,20,1/21/18,11522.8588,1.65363,,,,,,,,,,,,,,,,,,,,,,,
21,21,1/22/18,10772.15,1.6576099999999998,,,,,,,,,,,,,,,,,,,,,,,
22,22,1/23/18,10839.8263,1.65894,,,,,,,,,,,,,,,,,,,,,,,
23,23,1/24/18,11399.52,1.66724,,,,,,,,,,,,,,,,,,,,,,,
24,24,1/25/18,11137.2375,1.6689900000000002,,,,,,,,,,,,,,,,,,,,,,,
25,25,1/26/18,11090.0638,1.67333,,,,,,,,,,,,,,,,,,,,,,,
26,26,1/27/18,11407.1538,1.67149,,,,,,,,,,,,,,,,,,,,,,,
27,27,1/28/18,11694.4675,1.67244,,,,,,,,,,,,,,,,,,,,,,,
28,28,1/29/18,11158.3938,1.68324,,,,,,,,,,,,,,,,,,,,,,,
29,29,1/30/18,10034.9975,1.6888599999999998,,,,,,,,,,,,,,,,,,,,,,,
30,30,1/31/18,10166.5063,1.6987900000000002,,,,,,,,,,,,,,,,,,,,,,,
31,31,2/1/18,9052.5763,1.6994900000000002,,,,,,,,,,,,,,,,,,,,,,,
32,32,2/2/18,8827.63,1.70593,,,,,,,,,,,,,,,,,,,,,,,
33,33,2/3/18,9224.3913,1.72266,,,,,,,,,,,,,,,,,,,,,,,
34,34,2/4/18,8186.6488,1.73006,,,,,,,,,,,,,,,,,,,,,,,
35,35,2/5/18,6914.26,1.73311,,,,,,,,,,,,,,,,,,,,,,,
36,36,2/6/18,7700.3863,1.74219,,,,,,,,,,,,,,,,,,,,,,,
37,37,2/7/18,7581.8038,1.74914,,,,,,,,,,,,,,,,,,,,,,,
38,38,2/8/18,8237.2363,1.7639900000000002,,,,,,,,,,,,,,,,,,,,,,,
39,39,2/9/18,8689.8388,1.77781,,,,,,,,,,,,,,,,,,,,,,,
40,40,2/10/18,8556.6125,1.78893,,,,,,,,,,,,,,,,,,,,,,,
41,41,2/11/18,8070.7963,1.80214,,,,,,,,,,,,,,,,,,,,,,,
42,42,2/12/18,8891.2125,1.81399,,,,,,,,,,,,,,,,,,,,,,,
43,43,2/13/18,8516.2438,1.82349,,,,,,,,,,,,,,,,,,,,,,,
44,44,2/14/18,9477.84,1.82686,,,,,,,,,,,,,,,,,,,,,,,
45,45,2/15/18,10016.4888,1.83064,,,,,,,,,,,,,,,,,,,,,,,
46,46,2/16/18,10178.7125,1.84193,,,,,,,,,,,,,,,,,,,,,,,
47,47,2/17/18,11092.1475,1.84861,,,,,,,,,,,,,,,,,,,,,,,
48,48,2/18/18,10396.63,1.86058,,,,,,,,,,,,,,,,,,,,,,,
49,49,2/19/18,11159.7238,1.87145,,,,,,,,,,,,,,,,,,,,,,,
50,50,2/20/18,11228.2413,1.88038,,,,,,,,,,,,,,,,,,,,,,,
51,51,2/21/18,10456.1725,1.89038,,,,,,,,,,,,,,,,,,,,,,,
52,52,2/22/18,9830.4263,1.90075,,,,,,,,,,,,,,,,,,,,,,,
53,53,2/23/18,10149.4625,1.91613,,,,,,,,,,,,,,,,,,,,,,,
54,54,2/24/18,9682.3825,1.9345,,,,,,,,,,,,,,,,,,,,,,,
55,55,2/25/18,9586.46,1.94675,,,,,,,,,,,,,,,,,,,,,,,
56,56,2/26/18,10313.0825,1.961,,,,,,,,,,,,,,,,,,,,,,,
57,57,2/27/18,10564.4188,1.97525,,,,,,,,,,,,,,,,,,,,,,,
58,58,2/28/18,10309.6413,1.9915,,,,,,,,,,,,,,,,,,,,,,,
59,59,3/1/18,10907.59,1.99338,,,,,,,,,,,,,,,,,,,,,,,
60,60,3/2/18,11019.5213,1.99688,1.3053839360280741,0.0,,,,,,,,,,,,,,,,,,,,,
61,61,3/3/18,11438.6513,1.99438,1.3058215693612774,0.0,,,,,,,,,,,,,,,,,,,,,
62,62,3/4/18,11479.7313,2.0034400000000003,1.2868456474550485,0.09284856219103996,,,,,,,,,,,,,,,,,,,,,
63,63,3/5/18,11432.9825,1.99944,1.2847193705391915,0.09327572326544856,10289.68425,11432.9825,3.1563601793053946e-61,11432.9825,0.0,11432.9825,3.466138105631921e-61,11432.9825,0.0,11432.9825,3.787978756675324e-61,11432.9825,0.0,11432.9825,4.121704950643129e-61,11432.9825,0.0,11432.9825,4.467150287313069e-61,11432.9825,0.0
64,64,3/6/18,10709.5275,1.99944,1.2846331701878972,0.0938262918898298,9638.57475,10709.5275,2.9320268831391963e-61,10709.5275,0.0,10709.5275,3.2198160039600404e-61,10709.5275,0.0,10709.5275,3.518814149395881e-61,10709.5275,0.0,10709.5275,3.8288567693046695e-61,10709.5275,0.0,10709.5275,4.1497893250270493e-61,10709.5275,0.0
65,65,3/7/18,9906.8,1.99944,1.2596799103246332,0.1877188820522741,8916.119999999999,9906.8,2.2067948364363082e-62,9906.8,0.0,9906.8,2.4297320921166305e-62,9906.8,0.0,9906.8,2.661940607847219e-62,9906.8,0.0,9906.8,2.903307043172481e-62,9906.8,0.0,9906.8,3.153724647657869e-62,9906.8,0.0
66,66,3/8/18,9299.2838,1.99788,1.2705163893840627,0.26980023440090584,8369.35542,9299.2838,7.423313592188078e-62,9299.2838,0.0,9299.2838,8.163408434331884e-62,9299.2838,0.0,9299.2838,8.9333801645927e-62,9299.2838,0.0,9299.2838,9.732829669056295e-62,9299.2838,0.0,9299.2838,1.0561381543969766e-61,9299.2838,0.0
