Date,1 Month Treasury Bill,3 Month Treasury Bill,6 Month Treasury Bill,1 Year Treasury Bill,2 Year Treasury Bill,,
12/13/16,0.47,0.54,0.66,0.88,1.17,,
12/14/16,0.49,0.55,0.66,0.92,1.27,,
12/15/16,0.48,0.51,0.65,0.91,1.29,,
12/16/16,0.46,0.51,0.65,0.91,1.28,,
12/19/16,0.45,0.52,0.65,0.9,1.24,,
12/20/16,0.48,0.52,0.66,0.9,1.25,,
12/21/16,0.46,0.52,0.65,0.88,1.21,,
12/22/16,0.42,0.51,0.65,0.87,1.22,,
12/23/16,0.42,0.52,0.65,0.87,1.22,,
12/26/16,.,.,.,.,.,,
12/27/16,0.5,0.51,0.66,0.89,1.28,,
12/28/16,0.48,0.53,0.62,0.9,1.26,,
12/29/16,0.39,0.47,0.62,0.85,1.22,,
12/30/16,0.44,0.51,0.62,0.85,1.2,,
1/2/17,.,.,.,.,.,,
1/3/17,0.52,0.53,0.65,0.89,1.22,,
1/4/17,0.49,0.53,0.63,0.87,1.24,,
1/5/17,0.51,0.52,0.62,0.83,1.17,,
1/6/17,0.5,0.53,0.61,0.85,1.22,,
1/9/17,0.5,0.5,0.6,0.82,1.21,,
1/10/17,0.51,0.52,0.6,0.82,1.19,,
1/11/17,0.51,0.52,0.6,0.82,1.2,,
1/12/17,0.52,0.52,0.59,0.81,1.18,,
1/13/17,0.52,0.53,0.61,0.82,1.21,,
1/16/17,.,.,.,.,.,,
1/17/17,0.52,0.55,0.62,0.8,1.17,,
1/18/17,0.48,0.53,0.63,0.82,1.23,,
1/19/17,0.47,0.52,0.62,0.83,1.25,,
1/20/17,0.46,0.5,0.62,0.82,1.2,,
1/23/17,0.46,0.51,0.59,0.79,1.16,,
1/24/17,0.5,0.51,0.62,0.81,1.21,,
1/25/17,0.48,0.5,0.61,0.82,1.23,,
1/26/17,0.49,0.51,0.62,0.82,1.21,,
1/27/17,0.49,0.52,0.63,0.82,1.22,,
1/30/17,0.49,0.51,0.63,0.81,1.22,,
1/31/17,0.5,0.52,0.64,0.84,1.19,,
2/1/17,0.5,0.51,0.65,0.83,1.22,,
2/2/17,0.5,0.52,0.64,0.84,1.21,,
2/3/17,0.49,0.51,0.63,0.82,1.21,,
2/6/17,0.48,0.53,0.62,0.79,1.16,,
2/7/17,0.51,0.53,0.63,0.8,1.16,,
2/8/17,0.52,0.54,0.63,0.79,1.15,,
2/9/17,0.51,0.54,0.64,0.8,1.2,,
2/10/17,0.51,0.55,0.64,0.81,1.2,,
2/13/17,0.5,0.52,0.63,0.82,1.2,,
2/14/17,0.51,0.54,0.66,0.84,1.25,,
2/15/17,0.53,0.54,0.67,0.86,1.27,,
2/16/17,0.51,0.53,0.66,0.82,1.22,,
2/17/17,0.5,0.53,0.66,0.82,1.21,,
2/20/17,.,.,.,.,.,,
2/21/17,0.49,0.53,0.69,0.83,1.22,,
2/22/17,0.47,0.52,0.68,0.82,1.22,,
2/23/17,0.39,0.51,0.66,0.81,1.18,,
2/24/17,0.4,0.52,0.65,0.8,1.12,,
2/27/17,0.44,0.5,0.68,0.81,1.2,,
2/28/17,0.4,0.53,0.69,0.88,1.22,,
3/1/17,0.46,0.63,0.79,0.92,1.29,,
3/2/17,0.52,0.67,0.84,0.98,1.32,,
3/3/17,0.56,0.71,0.84,0.98,1.32,,
3/6/17,0.56,0.74,0.83,0.97,1.31,,
3/7/17,0.55,0.76,0.87,1.02,1.32,,
3/8/17,0.54,0.73,0.86,1.03,1.36,,
3/9/17,0.5,0.73,0.88,1.04,1.37,,
3/10/17,0.6,0.75,0.89,1.03,1.36,,
3/13/17,0.69,0.79,0.93,1.06,1.4,,
3/14/17,0.77,0.78,0.93,1.06,1.4,,
3/15/17,0.71,0.73,0.89,1.02,1.33,,
3/16/17,0.68,0.73,0.89,1.01,1.35,,
3/17/17,0.71,0.73,0.87,1,1.33,,
3/20/17,0.7,0.76,0.89,1.01,1.3,,
3/21/17,0.76,0.77,0.91,1,1.27,,
3/22/17,0.74,0.77,0.9,0.99,1.27,,
3/23/17,0.73,0.76,0.9,0.99,1.26,,
3/24/17,0.73,0.78,0.89,1,1.26,,
3/27/17,0.73,0.78,0.91,1,1.27,,
3/28/17,0.75,0.78,0.92,1.03,1.3,,
3/29/17,0.76,0.78,0.92,1.04,1.26,,
3/30/17,0.75,0.78,0.91,1.03,1.28,,
3/31/17,0.74,0.76,0.91,1.03,1.27,,
4/3/17,0.73,0.79,0.92,1.02,1.24,,
4/4/17,0.77,0.79,0.92,1.03,1.25,,
4/5/17,0.77,0.8,0.93,1.03,1.24,,
4/6/17,0.78,0.79,0.94,1.05,1.24,,
4/7/17,0.77,0.82,0.95,1.08,1.29,,
4/10/17,0.77,0.82,0.97,1.07,1.29,,
4/11/17,0.74,0.82,0.94,1.05,1.24,,
4/12/17,0.77,0.81,0.95,1.04,1.24,,
4/13/17,0.76,0.81,0.94,1.03,1.21,,
4/14/17,.,.,.,.,.,,
4/17/17,0.76,0.83,0.94,1.04,1.21,,
4/18/17,0.76,0.82,0.94,1.02,1.18,,
4/19/17,0.75,0.81,0.94,1.02,1.19,,
4/20/17,0.73,0.79,0.93,1.01,1.21,,
4/21/17,0.72,0.79,0.92,0.99,1.2,,
4/24/17,0.74,0.81,0.96,1.03,1.25,,
4/25/17,0.73,0.82,0.98,1.09,1.29,,
4/26/17,0.74,0.83,0.99,1.07,1.28,,
4/27/17,0.7,0.81,0.98,1.06,1.25,,
4/28/17,0.68,0.8,0.99,1.07,1.28,,
5/1/17,0.67,0.83,0.98,1.09,1.28,,
5/2/17,0.72,0.82,0.99,1.08,1.27,,
5/3/17,0.73,0.85,1,1.1,1.3,,
5/4/17,0.71,0.86,1,1.11,1.32,,
5/5/17,0.71,0.9,1.01,1.1,1.32,,
5/8/17,0.73,0.91,1.02,1.12,1.33,,
5/9/17,0.74,0.91,1.04,1.14,1.37,,
5/10/17,0.71,0.9,1.04,1.13,1.35,,
5/11/17,0.68,0.89,1.04,1.13,1.35,,
5/12/17,0.69,0.88,1.03,1.11,1.29,,
5/15/17,0.73,0.9,1.02,1.11,1.31,,
5/16/17,0.72,0.9,1.04,1.11,1.29,,
5/17/17,0.72,0.9,1,1.08,1.26,,
5/18/17,0.73,0.93,1.02,1.09,1.27,,
5/19/17,0.71,0.92,1.03,1.1,1.28,,
5/22/17,0.7,0.93,1.05,1.12,1.29,,
5/23/17,0.76,0.92,1.08,1.14,1.31,,
5/24/17,0.76,0.93,1.07,1.18,1.29,,
5/25/17,0.72,0.94,1.08,1.16,1.3,,
5/26/17,0.75,0.94,1.08,1.17,1.3,,
5/29/17,.,.,.,.,.,,
5/30/17,0.77,0.93,1.07,1.16,1.28,,
5/31/17,0.86,0.98,1.08,1.17,1.28,,
6/1/17,0.82,0.98,1.07,1.16,1.28,,
6/2/17,0.82,0.98,1.06,1.16,1.28,,
6/5/17,0.83,0.96,1.06,1.16,1.32,,
6/6/17,0.83,0.97,1.08,1.16,1.3,,
6/7/17,0.84,1,1.09,1.17,1.32,,
6/8/17,0.8,1.01,1.11,1.19,1.33,,
6/9/17,0.8,1.01,1.13,1.2,1.35,,
6/12/17,0.82,0.98,1.09,1.19,1.35,,
6/13/17,0.89,1,1.12,1.22,1.38,,
6/14/17,0.9,1.01,1.12,1.2,1.35,,
6/15/17,0.86,1.02,1.13,1.21,1.35,,
6/16/17,0.85,1.03,1.13,1.21,1.32,,
6/19/17,0.85,1.02,1.13,1.22,1.36,,
6/20/17,0.88,1.01,1.14,1.22,1.36,,
6/21/17,0.85,0.99,1.12,1.22,1.36,,
6/22/17,0.8,0.96,1.1,1.22,1.34,,
6/23/17,0.76,0.97,1.1,1.21,1.34,,
6/26/17,0.81,0.99,1.1,1.2,1.36,,
6/27/17,0.89,1,1.13,1.22,1.38,,
6/28/17,0.89,1.02,1.12,1.21,1.34,,
6/29/17,0.88,1.04,1.14,1.23,1.38,,
6/30/17,0.84,1.03,1.14,1.24,1.38,,
7/3/17,0.96,1.06,1.13,1.24,1.41,,
7/4/17,.,.,.,.,.,,
7/5/17,0.97,1.05,1.15,1.24,1.41,,
7/6/17,0.95,1.04,1.14,1.23,1.4,,
7/7/17,0.94,1.05,1.14,1.22,1.4,,
7/10/17,0.95,1.04,1.13,1.23,1.4,,
7/11/17,0.97,1.05,1.14,1.2,1.37,,
7/12/17,0.94,1.05,1.13,1.21,1.35,,
7/13/17,0.95,1.05,1.14,1.23,1.37,,
7/14/17,0.93,1.04,1.12,1.22,1.35,,
7/17/17,0.95,1.07,1.1,1.22,1.36,,
7/18/17,0.95,1.07,1.11,1.19,1.36,,
7/19/17,0.99,1.11,1.12,1.23,1.37,,
7/20/17,1,1.15,1.12,1.22,1.37,,
7/21/17,1,1.16,1.1,1.22,1.36,,
7/24/17,1,1.17,1.12,1.23,1.37,,
7/25/17,0.96,1.18,1.15,1.24,1.4,,
7/26/17,1.02,1.13,1.14,1.23,1.36,,
7/27/17,1.01,1.11,1.13,1.22,1.36,,
7/28/17,1,1.08,1.13,1.22,1.34,,
7/31/17,1,1.07,1.13,1.23,1.34,,
8/1/17,1,1.08,1.15,1.22,1.34,,
8/2/17,1.02,1.08,1.15,1.24,1.36,,
8/3/17,1,1.08,1.13,1.22,1.34,,
8/4/17,1,1.08,1.14,1.23,1.36,,
8/7/17,0.99,1.02,1.14,1.22,1.36,,
8/8/17,1,1.06,1.16,1.24,1.36,,
8/9/17,1.01,1.06,1.15,1.21,1.33,,
8/10/17,1.02,1.05,1.14,1.22,1.33,,
8/11/17,0.99,1.03,1.14,1.21,1.3,,
8/14/17,0.95,1.02,1.13,1.23,1.33,,
8/15/17,0.97,1.04,1.16,1.23,1.35,,
8/16/17,0.97,1.02,1.13,1.24,1.33,,
8/17/17,0.95,1,1.11,1.24,1.32,,
8/18/17,0.97,1.02,1.13,1.24,1.33,,
8/21/17,0.95,1,1.11,1.23,1.32,,
8/22/17,0.93,1,1.13,1.24,1.33,,
8/23/17,0.98,1,1.11,1.22,1.32,,
8/24/17,0.98,1.02,1.11,1.23,1.33,,
8/25/17,0.99,1.03,1.11,1.23,1.35,,
8/28/17,0.99,0.98,1.12,1.24,1.33,,
8/29/17,0.96,1.03,1.13,1.23,1.33,,
8/30/17,0.96,1.03,1.11,1.23,1.33,,
8/31/17,0.95,1.01,1.08,1.23,1.33,,
9/1/17,0.96,1.02,1.1,1.24,1.35,,
9/4/17,.,.,.,.,.,,
9/5/17,1.3,1.03,1.13,1.23,1.3,,
9/6/17,1.04,1.07,1.17,1.24,1.3,,
9/7/17,0.98,1.05,1.15,1.21,1.27,,
9/8/17,0.96,1.04,1.14,1.22,1.27,,
9/11/17,0.97,1.05,1.16,1.24,1.32,,
9/12/17,0.99,1.03,1.16,1.27,1.33,,
9/13/17,0.99,1.04,1.16,1.27,1.35,,
9/14/17,0.99,1.05,1.17,1.28,1.37,,
9/15/17,0.98,1.05,1.17,1.3,1.39,,
9/18/17,0.96,1.05,1.18,1.3,1.4,,
9/19/17,0.97,1.04,1.19,1.31,1.4,,
9/20/17,0.98,1.04,1.2,1.32,1.45,,
9/21/17,0.99,1.04,1.19,1.31,1.45,,
9/22/17,0.97,1.03,1.19,1.3,1.46,,
9/25/17,0.97,1.05,1.19,1.3,1.44,,
9/26/17,0.96,1.06,1.19,1.31,1.45,,
9/27/17,0.99,1.07,1.2,1.33,1.47,,
9/28/17,0.97,1.06,1.18,1.31,1.45,,
9/29/17,0.96,1.06,1.2,1.31,1.47,,
10/2/17,0.95,1.01,1.22,1.31,1.49,,
10/3/17,1.01,1.07,1.21,1.32,1.47,,
10/4/17,1,1.08,1.21,1.33,1.47,,
10/5/17,1.02,1.07,1.21,1.35,1.49,,
10/6/17,1.03,1.07,1.22,1.35,1.54,,
10/9/17,.,.,.,.,.,,
10/10/17,1.03,1.08,1.26,1.42,1.51,,
10/11/17,1.04,1.1,1.25,1.4,1.51,,
10/12/17,0.99,1.09,1.27,1.41,1.51,,
10/13/17,0.97,1.09,1.26,1.39,1.51,,
10/16/17,0.97,1.1,1.24,1.42,1.54,,
10/17/17,0.99,1.09,1.25,1.41,1.54,,
10/18/17,0.99,1.09,1.24,1.42,1.59,,
10/19/17,0.99,1.1,1.25,1.41,1.58,,
10/20/17,0.99,1.11,1.27,1.43,1.6,,
10/23/17,1,1.09,1.25,1.42,1.58,,
10/24/17,1,1.12,1.27,1.43,1.6,,
10/25/17,1.01,1.12,1.27,1.43,1.61,,
10/26/17,0.99,1.11,1.29,1.43,1.63,,
10/27/17,0.98,1.1,1.28,1.42,1.59,,
10/30/17,0.97,1.12,1.24,1.42,1.58,,
10/31/17,0.99,1.15,1.28,1.43,1.6,,
11/1/17,1.06,1.18,1.3,1.46,1.61,,
11/2/17,1.02,1.17,1.29,1.46,1.61,,
11/3/17,1.02,1.18,1.31,1.49,1.63,,
11/6/17,1.03,1.19,1.3,1.5,1.61,,
11/7/17,1.05,1.22,1.33,1.49,1.63,,
11/8/17,1.05,1.23,1.35,1.53,1.65,,
11/9/17,1.07,1.24,1.36,1.53,1.63,,
11/10/17,1.06,1.23,1.37,1.54,1.67,,
11/13/17,1.07,1.24,1.37,1.55,1.7,,
11/14/17,1.06,1.26,1.4,1.55,1.68,,
11/15/17,1.08,1.25,1.39,1.55,1.68,,
11/16/17,1.08,1.27,1.42,1.59,1.72,,
11/17/17,1.08,1.29,1.42,1.6,1.73,,
11/20/17,1.09,1.3,1.46,1.62,1.77,,
11/21/17,1.15,1.3,1.45,1.62,1.77,,
11/22/17,1.16,1.29,1.45,1.61,1.74,,
11/23/17,.,.,.,.,.,,
11/24/17,1.14,1.29,1.45,1.61,1.75,,
11/27/17,1.15,1.27,1.41,1.62,1.74,,
11/28/17,1.16,1.3,1.46,1.61,1.75,,
11/29/17,1.17,1.29,1.45,1.61,1.78,,
11/30/17,1.14,1.27,1.44,1.62,1.78,,
12/1/17,1.14,1.27,1.45,1.62,1.78,,
12/4/17,1.16,1.29,1.45,1.66,1.8,,
12/5/17,1.21,1.3,1.48,1.64,1.83,,
12/6/17,1.18,1.3,1.48,1.68,1.78,,
12/7/17,1.16,1.29,1.47,1.67,1.8,,
12/8/17,1.14,1.28,1.45,1.65,1.8,,
12/11/17,1.18,1.33,1.47,1.69,1.82,,
12/12/17,1.26,1.34,1.49,1.7,1.83,,
12/13/17,1.22,1.3,1.47,1.68,1.79,,
12/14/17,1.21,1.32,1.48,1.7,1.82,,
12/15/17,1.24,1.31,1.48,1.71,1.84,,
12/18/17,1.26,1.38,1.51,1.7,1.84,,
12/19/17,1.25,1.37,1.51,1.71,1.87,,
12/20/17,1.22,1.38,1.51,1.72,1.87,,
12/21/17,1.21,1.35,1.54,1.73,1.89,,
12/22/17,1.15,1.33,1.54,1.73,1.91,,
12/25/17,.,.,.,.,.,,
12/26/17,1.24,1.47,1.52,1.75,1.92,,
12/27/17,1.18,1.44,1.53,1.75,1.89,,
12/28/17,1.19,1.39,1.54,1.76,1.91,,
12/29/17,1.28,1.39,1.53,1.76,1.89,,
1/1/18,.,.,.,.,.,,
1/2/18,1.29,1.44,1.61,1.83,1.92,,
1/3/18,1.29,1.41,1.59,1.81,1.94,,
1/4/18,1.28,1.41,1.6,1.82,1.96,,
1/5/18,1.27,1.39,1.58,1.8,1.96,,
1/8/18,1.3,1.45,1.6,1.79,1.96,,
1/9/18,1.27,1.44,1.6,1.78,1.98,,
1/10/18,1.31,1.42,1.59,1.78,1.98,,
1/11/18,1.32,1.43,1.58,1.77,1.98,,
1/12/18,1.31,1.43,1.59,1.78,1.99,,
1/15/18,.,.,.,.,.,,
1/16/18,1.33,1.45,1.63,1.79,2.03,,
1/17/18,1.31,1.44,1.63,1.79,2.05,,
1/18/18,1.29,1.45,1.63,1.79,2.05,,
1/19/18,1.28,1.44,1.62,1.79,2.06,,
1/22/18,1.27,1.44,1.65,1.79,2.08,,
1/23/18,1.26,1.44,1.63,1.78,2.06,,
1/24/18,1.25,1.43,1.63,1.79,2.08,,
1/25/18,1.23,1.42,1.64,1.8,2.08,,
1/26/18,1.24,1.41,1.64,1.8,2.13,,
1/29/18,1.28,1.44,1.66,1.8,2.11,,
1/30/18,1.49,1.44,1.66,1.88,2.13,,
1/31/18,1.43,1.46,1.66,1.9,2.14,,
2/1/18,1.41,1.48,1.64,1.89,2.16,,
2/2/18,1.4,1.48,1.65,1.88,2.15,,
2/5/18,1.4,1.51,1.67,1.85,2.08,,
2/6/18,1.48,1.52,1.69,1.87,2.1,,
2/7/18,1.36,1.55,1.73,1.91,2.15,,
2/8/18,1.32,1.55,1.73,1.91,2.13,,
2/9/18,1.31,1.55,1.73,1.89,2.05,,
2/12/18,1.35,1.62,1.82,1.93,2.09,,
2/13/18,1.34,1.59,1.8,1.95,2.1,,
2/14/18,1.32,1.58,1.81,1.98,2.17,,
2/15/18,1.3,1.58,1.82,1.99,2.19,,
2/16/18,1.35,1.62,1.83,2,2.21,,
2/19/18,.,.,.,.,.,,
2/20/18,1.39,1.66,1.87,2.01,2.25,,
2/21/18,1.4,1.64,1.85,2.03,2.26,,
2/22/18,1.34,1.63,1.84,2.02,2.25,,
2/23/18,1.38,1.64,1.85,2.02,2.25,,
2/26/18,1.39,1.66,1.87,2.03,2.22,,
2/27/18,1.49,1.66,1.87,2.08,2.27,,
2/28/18,1.5,1.65,1.86,2.07,2.25,,
3/1/18,1.5,1.63,1.85,2.05,2.22,,
3/2/18,1.5,1.65,1.86,2.06,2.25,,
3/5/18,1.53,1.7,1.86,2.06,2.24,,
3/6/18,1.56,1.68,1.87,2.06,2.25,,
3/7/18,1.57,1.68,1.87,2.05,2.25,,
3/8/18,1.57,1.67,1.89,2.05,2.25,,
3/9/18,1.57,1.67,1.89,2.03,2.27,,
3/12/18,1.6,1.71,1.89,2.05,2.27,,
3/13/18,1.64,1.73,1.9,2.03,2.26,,
3/14/18,1.71,1.76,1.94,2.05,2.26,,
3/15/18,1.7,1.77,1.95,2.07,2.29,,
3/16/18,1.71,1.78,1.96,2.08,2.31,,
3/19/18,1.7,1.8,1.99,2.08,2.31,,
3/20/18,1.76,1.81,1.97,2.08,2.34,,
3/21/18,1.71,1.74,1.95,2.06,2.31,,
3/22/18,1.67,1.72,1.95,2.05,2.29,,
3/23/18,1.69,1.74,1.92,2.04,2.28,,
3/26/18,1.71,1.79,1.94,2.06,2.33,,
3/27/18,1.69,1.77,1.93,2.1,2.26,,
3/28/18,1.65,1.73,1.95,2.12,2.28,,
3/29/18,1.63,1.73,1.93,2.09,2.27,,
3/30/18,.,.,.,.,.,,
4/2/18,1.68,1.77,1.92,2.08,2.25,,
4/3/18,1.7,1.75,1.92,2.09,2.28,,
4/4/18,1.67,1.71,1.9,2.07,2.28,,
4/5/18,1.67,1.72,1.93,2.07,2.3,,
4/6/18,1.68,1.73,1.91,2.06,2.27,,
4/9/18,1.67,1.76,1.93,2.08,2.29,,
4/10/18,1.63,1.74,1.93,2.09,2.32,,
4/11/18,1.64,1.73,1.95,2.09,2.32,,
4/12/18,1.65,1.75,1.95,2.11,2.34,,
4/13/18,1.64,1.76,1.97,2.12,2.37,,
4/16/18,1.64,1.79,1.98,2.12,2.39,,
4/17/18,1.68,1.8,2.02,2.16,2.41,,
4/18/18,1.67,1.81,2.01,2.17,2.42,,
4/19/18,1.67,1.82,2.01,2.21,2.44,,
4/20/18,1.65,1.81,2.01,2.22,2.46,,
4/23/18,1.69,1.87,2.04,2.25,2.49,,
4/24/18,1.7,1.87,2.05,2.25,2.48,,
4/25/18,1.65,1.85,2.03,2.26,2.49,,
4/26/18,1.62,1.82,2.02,2.25,2.49,,
4/27/18,1.62,1.82,2.02,2.24,2.49,,
4/30/18,1.65,1.87,2.04,2.24,2.49,,
5/1/18,1.68,1.85,2.05,2.26,2.5,,
5/2/18,1.69,1.84,2.03,2.24,2.49,,
5/3/18,1.68,1.84,2.02,2.24,2.49,,
5/4/18,1.67,1.84,2.03,2.24,2.51,,
5/7/18,1.69,1.86,2.05,2.25,2.49,,
5/8/18,1.69,1.87,2.05,2.26,2.51,,
5/9/18,1.68,1.88,2.05,2.27,2.54,,
5/10/18,1.69,1.9,2.05,2.27,2.54,,
5/11/18,1.68,1.92,2.06,2.28,2.54,,
5/14/18,1.7,1.93,2.09,2.28,2.55,,
5/15/18,1.69,1.92,2.09,2.31,2.58,,
5/16/18,1.69,1.92,2.09,2.32,2.58,,
5/17/18,1.7,1.92,2.1,2.32,2.57,,
5/18/18,1.68,1.91,2.09,2.32,2.55,,
5/21/18,1.71,1.93,2.14,2.35,2.58,,
5/22/18,1.73,1.93,2.13,2.34,2.59,,
5/23/18,1.76,1.92,2.11,2.29,2.53,,
5/24/18,1.74,1.91,2.09,2.28,2.5,,
5/25/18,1.7,1.9,2.07,2.27,2.48,,
5/28/18,.,.,.,.,.,,
5/29/18,1.77,1.93,2.06,2.17,2.32,,
5/30/18,1.77,1.94,2.08,2.23,2.42,,
5/31/18,1.76,1.93,2.08,2.23,2.4,,
6/1/18,1.74,1.92,2.1,2.28,2.47,,
6/4/18,1.77,1.94,2.13,2.3,2.52,,
6/5/18,1.82,1.94,2.13,2.32,2.49,,
6/6/18,1.81,1.95,2.13,2.32,2.52,,
6/7/18,1.78,1.94,2.12,2.31,2.5,,
6/8/18,1.78,1.93,2.12,2.3,2.5,,
6/11/18,1.82,1.94,2.11,2.32,2.52,,
6/12/18,1.81,1.92,2.1,2.31,2.54,,
6/13/18,1.82,1.94,2.09,2.35,2.59,,
6/14/18,1.81,1.94,2.07,2.35,2.59,,
6/15/18,1.82,1.94,2.07,2.35,2.55,,
6/18/18,1.84,1.94,2.13,2.35,2.56,,
6/19/18,1.85,1.94,2.13,2.34,2.54,,
6/20/18,1.85,1.94,2.14,2.36,2.56,,
6/21/18,1.85,1.94,2.12,2.34,2.56,,
6/22/18,1.83,1.93,2.11,2.33,2.56,,
6/25/18,1.8,1.93,2.13,2.34,2.54,,
6/26/18,1.79,1.93,2.14,2.33,2.53,,
6/27/18,1.79,1.93,2.1,2.33,2.52,,
6/28/18,1.76,1.93,2.11,2.33,2.52,,
6/29/18,1.77,1.93,2.11,2.33,2.52,,
