Date,1 Month Treasury Bill,3 Month Treasury Bill,6 Month Treasury Bill,1 Year Treasury Bill,2 Year Treasury Bill,,
7/19/10,0.15,0.17,0.2,0.28,0.61,,
7/20/10,0.16,0.16,0.19,0.27,0.61,,
7/21/10,0.16,0.16,0.19,0.27,0.58,,
7/22/10,0.15,0.16,0.2,0.27,0.6,,
7/23/10,0.15,0.16,0.2,0.27,0.6,,
7/26/10,0.15,0.16,0.2,0.29,0.62,,
7/27/10,0.16,0.15,0.21,0.3,0.65,,
7/28/10,0.15,0.15,0.2,0.3,0.61,,
7/29/10,0.15,0.15,0.2,0.3,0.59,,
7/30/10,0.14,0.15,0.2,0.29,0.55,,
8/2/10,0.14,0.16,0.2,0.28,0.56,,
8/3/10,0.15,0.16,0.2,0.27,0.53,,
8/4/10,0.15,0.16,0.2,0.28,0.56,,
8/5/10,0.15,0.15,0.19,0.27,0.53,,
8/6/10,0.14,0.15,0.19,0.25,0.5,,
8/9/10,0.14,0.15,0.19,0.26,0.54,,
8/10/10,0.15,0.15,0.19,0.25,0.52,,
8/11/10,0.15,0.15,0.19,0.25,0.54,,
8/12/10,0.15,0.16,0.18,0.25,0.55,,
8/13/10,0.14,0.15,0.19,0.26,0.54,,
8/16/10,0.15,0.16,0.19,0.25,0.51,,
8/17/10,0.16,0.17,0.19,0.26,0.52,,
8/18/10,0.16,0.16,0.19,0.25,0.51,,
8/19/10,0.16,0.16,0.19,0.25,0.49,,
8/20/10,0.15,0.15,0.19,0.26,0.49,,
8/23/10,0.15,0.16,0.19,0.25,0.49,,
8/24/10,0.17,0.16,0.2,0.27,0.5,,
8/25/10,0.17,0.16,0.19,0.26,0.53,,
8/26/10,0.17,0.16,0.19,0.25,0.51,,
8/27/10,0.17,0.15,0.19,0.27,0.56,,
8/30/10,0.16,0.14,0.19,0.26,0.5,,
8/31/10,0.16,0.14,0.19,0.25,0.47,,
9/1/10,0.16,0.13,0.19,0.25,0.5,,
9/2/10,0.15,0.14,0.18,0.25,0.5,,
9/3/10,0.15,0.14,0.19,0.25,0.52,,
9/6/10,.,.,.,.,.,,
9/7/10,0.13,0.14,0.18,0.25,0.49,,
9/8/10,0.1,0.14,0.19,0.24,0.52,,
9/9/10,0.1,0.14,0.19,0.26,0.57,,
9/10/10,0.1,0.14,0.19,0.27,0.58,,
9/13/10,0.1,0.15,0.19,0.26,0.53,,
9/14/10,0.11,0.15,0.2,0.26,0.5,,
9/15/10,0.11,0.15,0.2,0.26,0.5,,
9/16/10,0.12,0.16,0.2,0.25,0.48,,
9/17/10,0.12,0.16,0.2,0.26,0.48,,
9/20/10,0.12,0.17,0.2,0.26,0.47,,
9/21/10,0.12,0.17,0.2,0.26,0.43,,
9/22/10,0.12,0.16,0.19,0.25,0.44,,
9/23/10,0.13,0.16,0.2,0.25,0.45,,
9/24/10,0.09,0.15,0.19,0.25,0.45,,
9/27/10,0.08,0.16,0.19,0.26,0.44,,
9/28/10,0.08,0.16,0.2,0.26,0.37,,
9/29/10,0.12,0.16,0.2,0.27,0.44,,
9/30/10,0.14,0.16,0.19,0.27,0.42,,
10/1/10,0.15,0.16,0.19,0.26,0.42,,
10/4/10,0.15,0.13,0.19,0.26,0.41,,
10/5/10,0.14,0.12,0.18,0.25,0.41,,
10/6/10,0.14,0.13,0.17,0.24,0.38,,
10/7/10,0.15,0.13,0.17,0.23,0.36,,
10/8/10,0.14,0.12,0.16,0.21,0.35,,
10/11/10,.,.,.,.,.,,
10/12/10,0.14,0.13,0.17,0.21,0.37,,
10/13/10,0.14,0.13,0.18,0.22,0.37,,
10/14/10,0.15,0.14,0.17,0.22,0.38,,
10/15/10,0.14,0.14,0.17,0.22,0.37,,
10/18/10,0.14,0.15,0.18,0.23,0.38,,
10/19/10,0.14,0.14,0.18,0.22,0.37,,
10/20/10,0.14,0.14,0.17,0.22,0.35,,
10/21/10,0.13,0.13,0.18,0.22,0.37,,
10/22/10,0.13,0.13,0.18,0.21,0.35,,
10/25/10,0.13,0.14,0.18,0.23,0.37,,
10/26/10,0.14,0.14,0.18,0.23,0.4,,
10/27/10,0.14,0.14,0.18,0.23,0.4,,
10/28/10,0.14,0.13,0.18,0.23,0.37,,
10/29/10,0.14,0.12,0.17,0.22,0.34,,
11/1/10,0.14,0.13,0.16,0.22,0.34,,
11/2/10,0.13,0.13,0.16,0.22,0.34,,
11/3/10,0.13,0.13,0.16,0.22,0.34,,
11/4/10,0.13,0.13,0.17,0.21,0.33,,
11/5/10,0.13,0.13,0.16,0.22,0.38,,
11/8/10,0.12,0.13,0.16,0.22,0.41,,
11/9/10,0.11,0.13,0.16,0.24,0.46,,
11/10/10,0.12,0.13,0.16,0.24,0.44,,
11/11/10,.,.,.,.,.,,
11/12/10,0.11,0.13,0.17,0.27,0.51,,
11/15/10,0.12,0.14,0.19,0.29,0.53,,
11/16/10,0.13,0.15,0.19,0.27,0.51,,
11/17/10,0.13,0.14,0.19,0.26,0.5,,
11/18/10,0.13,0.15,0.19,0.26,0.52,,
11/19/10,0.12,0.14,0.19,0.27,0.52,,
11/22/10,0.12,0.15,0.2,0.26,0.49,,
11/23/10,0.15,0.15,0.2,0.26,0.45,,
11/24/10,0.16,0.16,0.2,0.28,0.53,,
11/25/10,.,.,.,.,.,,
11/26/10,0.16,0.16,0.21,0.28,0.51,,
11/29/10,0.16,0.18,0.21,0.28,0.52,,
11/30/10,0.18,0.17,0.21,0.27,0.45,,
12/1/10,0.17,0.16,0.2,0.28,0.53,,
12/2/10,0.16,0.16,0.19,0.29,0.55,,
12/3/10,0.14,0.14,0.19,0.26,0.49,,
12/6/10,0.14,0.15,0.19,0.26,0.42,,
12/7/10,0.08,0.14,0.19,0.28,0.54,,
12/8/10,0.08,0.15,0.18,0.3,0.63,,
12/9/10,0.09,0.14,0.18,0.3,0.64,,
12/10/10,0.09,0.13,0.18,0.29,0.64,,
12/13/10,0.1,0.15,0.19,0.29,0.61,,
12/14/10,0.09,0.15,0.2,0.3,0.66,,
12/15/10,0.08,0.14,0.2,0.3,0.68,,
12/16/10,0.08,0.13,0.19,0.31,0.66,,
12/17/10,0.05,0.11,0.18,0.3,0.61,,
12/20/10,0.04,0.14,0.19,0.3,0.62,,
12/21/10,0.09,0.14,0.19,0.3,0.63,,
12/22/10,0.07,0.14,0.2,0.3,0.65,,
12/23/10,0.07,0.14,0.19,0.3,0.67,,
12/24/10,.,.,.,.,.,,
12/27/10,0.06,0.17,0.22,0.32,0.71,,
12/28/10,0.08,0.15,0.21,0.31,0.75,,
12/29/10,0.05,0.13,0.2,0.3,0.64,,
12/30/10,0.05,0.12,0.2,0.29,0.66,,
12/31/10,0.07,0.12,0.19,0.29,0.61,,
1/3/11,0.11,0.15,0.19,0.29,0.61,,
1/4/11,0.12,0.14,0.19,0.28,0.63,,
1/5/11,0.13,0.14,0.19,0.31,0.71,,
1/6/11,0.13,0.15,0.18,0.3,0.68,,
1/7/11,0.13,0.14,0.18,0.29,0.6,,
1/10/11,0.14,0.15,0.18,0.29,0.59,,
1/11/11,0.15,0.15,0.19,0.28,0.6,,
1/12/11,0.15,0.15,0.18,0.26,0.61,,
1/13/11,0.15,0.15,0.18,0.26,0.59,,
1/14/11,0.14,0.15,0.18,0.27,0.59,,
1/17/11,.,.,.,.,.,,
1/18/11,0.15,0.16,0.19,0.26,0.6,,
1/19/11,0.16,0.16,0.19,0.27,0.6,,
1/20/11,0.15,0.16,0.19,0.27,0.65,,
1/21/11,0.15,0.16,0.19,0.27,0.63,,
1/24/11,0.15,0.16,0.18,0.28,0.65,,
1/25/11,0.15,0.16,0.18,0.27,0.62,,
1/26/11,0.15,0.16,0.18,0.27,0.62,,
1/27/11,0.13,0.15,0.17,0.25,0.59,,
1/28/11,0.13,0.15,0.15,0.24,0.54,,
1/31/11,0.15,0.15,0.17,0.26,0.58,,
2/1/11,0.16,0.15,0.18,0.27,0.61,,
2/2/11,0.15,0.16,0.18,0.28,0.67,,
2/3/11,0.14,0.14,0.18,0.29,0.71,,
2/4/11,0.13,0.15,0.18,0.31,0.77,,
2/7/11,0.13,0.16,0.18,0.31,0.78,,
2/8/11,0.14,0.15,0.18,0.31,0.86,,
2/9/11,0.11,0.14,0.18,0.3,0.81,,
2/10/11,0.08,0.12,0.16,0.3,0.85,,
2/11/11,0.08,0.12,0.16,0.3,0.85,,
2/14/11,0.09,0.13,0.17,0.3,0.87,,
2/15/11,0.11,0.13,0.17,0.3,0.84,,
2/16/11,0.1,0.12,0.16,0.29,0.86,,
2/17/11,0.08,0.09,0.15,0.27,0.8,,
2/18/11,0.08,0.1,0.15,0.28,0.78,,
2/21/11,.,.,.,.,.,,
2/22/11,0.1,0.12,0.16,0.28,0.74,,
2/23/11,0.12,0.12,0.16,0.27,0.74,,
2/24/11,0.13,0.13,0.16,0.26,0.73,,
2/25/11,0.12,0.13,0.16,0.27,0.72,,
2/28/11,0.13,0.15,0.18,0.25,0.69,,
3/1/11,0.07,0.14,0.16,0.25,0.66,,
3/2/11,0.12,0.13,0.17,0.26,0.69,,
3/3/11,0.12,0.13,0.16,0.29,0.79,,
3/4/11,0.11,0.12,0.16,0.26,0.68,,
3/7/11,0.1,0.11,0.16,0.25,0.7,,
3/8/11,0.07,0.11,0.16,0.26,0.73,,
3/9/11,0.07,0.1,0.15,0.26,0.7,,
3/10/11,0.04,0.08,0.14,0.25,0.65,,
3/11/11,0.04,0.08,0.13,0.24,0.64,,
3/14/11,0.05,0.09,0.14,0.22,0.61,,
3/15/11,0.07,0.1,0.14,0.23,0.63,,
3/16/11,0.06,0.1,0.14,0.21,0.58,,
3/17/11,0.06,0.08,0.14,0.24,0.6,,
3/18/11,0.06,0.07,0.14,0.23,0.61,,
3/21/11,0.06,0.1,0.16,0.25,0.67,,
3/22/11,0.07,0.1,0.16,0.25,0.68,,
3/23/11,0.06,0.09,0.15,0.24,0.69,,
3/24/11,0.04,0.09,0.17,0.26,0.72,,
3/25/11,0.04,0.09,0.18,0.3,0.79,,
3/28/11,0.04,0.11,0.18,0.3,0.81,,
3/29/11,0.06,0.1,0.17,0.31,0.81,,
3/30/11,0.03,0.1,0.17,0.3,0.8,,
3/31/11,0.05,0.09,0.17,0.3,0.8,,
4/1/11,0.03,0.07,0.15,0.27,0.8,,
4/4/11,0.02,0.06,0.13,0.24,0.77,,
4/5/11,0.05,0.07,0.15,0.3,0.84,,
4/6/11,0.03,0.06,0.14,0.29,0.85,,
4/7/11,0.03,0.04,0.12,0.27,0.81,,
4/8/11,0.02,0.04,0.12,0.27,0.83,,
4/11/11,0.02,0.05,0.12,0.26,0.85,,
4/12/11,0.02,0.05,0.11,0.24,0.77,,
4/13/11,0.03,0.06,0.11,0.23,0.75,,
4/14/11,0.04,0.07,0.13,0.25,0.77,,
4/15/11,0.04,0.07,0.12,0.24,0.71,,
4/18/11,0.03,0.07,0.11,0.24,0.69,,
4/19/11,0.04,0.06,0.11,0.24,0.68,,
4/20/11,0.04,0.06,0.11,0.24,0.69,,
4/21/11,0.03,0.06,0.11,0.23,0.68,,
4/22/11,.,.,.,.,.,,
4/25/11,0.03,0.07,0.12,0.23,0.67,,
4/26/11,0.02,0.07,0.11,0.22,0.65,,
4/27/11,0.03,0.06,0.11,0.22,0.65,,
4/28/11,0.02,0.04,0.1,0.23,0.62,,
4/29/11,0.02,0.04,0.11,0.22,0.61,,
5/2/11,0.02,0.05,0.1,0.22,0.61,,
5/3/11,0.02,0.03,0.09,0.2,0.61,,
5/4/11,0.02,0.03,0.07,0.19,0.6,,
5/5/11,0.01,0.02,0.07,0.2,0.58,,
5/6/11,0.02,0.02,0.07,0.18,0.57,,
5/9/11,0.01,0.03,0.07,0.17,0.57,,
5/10/11,0.02,0.03,0.07,0.19,0.59,,
5/11/11,0.01,0.03,0.07,0.18,0.56,,
5/12/11,0.01,0.02,0.07,0.18,0.57,,
5/13/11,0.01,0.03,0.08,0.19,0.57,,
5/16/11,0.02,0.04,0.07,0.18,0.54,,
5/17/11,0.03,0.04,0.07,0.19,0.55,,
5/18/11,0.03,0.05,0.08,0.19,0.58,,
5/19/11,0.02,0.05,0.1,0.19,0.55,,
5/20/11,0.03,0.05,0.1,0.18,0.55,,
5/23/11,0.03,0.06,0.1,0.2,0.55,,
5/24/11,0.04,0.06,0.11,0.2,0.56,,
5/25/11,0.04,0.06,0.1,0.18,0.54,,
5/26/11,0.04,0.05,0.1,0.18,0.48,,
5/27/11,0.04,0.05,0.11,0.18,0.48,,
5/30/11,.,.,.,.,.,,
5/31/11,0.04,0.06,0.12,0.18,0.45,,
6/1/11,0.04,0.05,0.11,0.18,0.44,,
6/2/11,0.04,0.04,0.11,0.19,0.45,,
6/3/11,0.04,0.04,0.1,0.18,0.42,,
6/6/11,0.03,0.05,0.1,0.18,0.43,,
6/7/11,0.01,0.05,0.11,0.18,0.39,,
6/8/11,0.01,0.04,0.11,0.18,0.39,,
6/9/11,0.02,0.05,0.1,0.19,0.43,,
6/10/11,0.02,0.05,0.1,0.19,0.41,,
6/13/11,0.02,0.05,0.11,0.18,0.4,,
6/14/11,0.03,0.05,0.11,0.19,0.45,,
6/15/11,0.02,0.05,0.11,0.19,0.38,,
6/16/11,0.02,0.05,0.11,0.18,0.38,,
6/17/11,0.02,0.04,0.1,0.17,0.38,,
6/20/11,0.02,0.03,0.1,0.18,0.38,,
6/21/11,0.01,0.03,0.1,0.18,0.4,,
6/22/11,0.01,0.02,0.09,0.16,0.39,,
6/23/11,0.01,0.01,0.07,0.15,0.35,,
6/24/11,0.01,0.02,0.07,0.16,0.35,,
6/27/11,0.01,0.02,0.1,0.18,0.41,,
6/28/11,0.01,0.03,0.11,0.21,0.48,,
6/29/11,0.01,0.02,0.11,0.19,0.47,,
6/30/11,0.01,0.03,0.1,0.19,0.45,,
7/1/11,0.01,0.02,0.1,0.2,0.5,,
7/4/11,.,.,.,.,.,,
7/5/11,0.01,0.02,0.08,0.19,0.44,,
7/6/11,0.01,0.01,0.06,0.19,0.43,,
7/7/11,0.03,0.03,0.07,0.2,0.49,,
7/8/11,0.03,0.03,0.07,0.17,0.4,,
7/11/11,0.02,0.03,0.07,0.17,0.37,,
7/12/11,0.01,0.03,0.07,0.18,0.37,,
7/13/11,0.01,0.01,0.05,0.16,0.37,,
7/14/11,0.01,0.01,0.05,0.15,0.38,,
7/15/11,0.02,0.02,0.05,0.15,0.37,,
7/18/11,0.01,0.02,0.06,0.15,0.37,,
7/19/11,0.02,0.03,0.07,0.17,0.39,,
7/20/11,0.01,0.02,0.08,0.19,0.4,,
7/21/11,0.04,0.05,0.09,0.2,0.4,,
7/22/11,0.05,0.05,0.09,0.2,0.4,,
7/25/11,0.05,0.05,0.1,0.2,0.42,,
7/26/11,0.07,0.07,0.11,0.21,0.41,,
7/27/11,0.08,0.08,0.12,0.21,0.44,,
7/28/11,0.1,0.07,0.13,0.21,0.42,,
7/29/11,0.16,0.1,0.16,0.2,0.36,,
8/1/11,0.13,0.1,0.16,0.22,0.38,,
8/2/11,0.05,0.06,0.13,0.17,0.33,,
8/3/11,0.01,0.02,0.08,0.16,0.33,,
8/4/11,0.01,0.02,0.05,0.12,0.27,,
8/5/11,0.01,0.01,0.05,0.11,0.28,,
8/8/11,0.02,0.05,0.07,0.12,0.27,,
8/9/11,0.02,0.03,0.06,0.11,0.19,,
8/10/11,0.02,0.02,0.06,0.09,0.19,,
8/11/11,0.01,0.03,0.08,0.1,0.19,,
8/12/11,0.01,0.02,0.07,0.11,0.2,,
8/15/11,0,0.02,0.08,0.12,0.19,,
8/16/11,0.02,0.03,0.07,0.12,0.2,,
8/17/11,0.01,0.01,0.06,0.12,0.19,,
8/18/11,0.01,0.01,0.05,0.1,0.2,,
8/19/11,0,0.02,0.04,0.1,0.2,,
8/22/11,0.01,0.01,0.04,0.09,0.22,,
8/23/11,0.01,0.01,0.04,0.1,0.22,,
8/24/11,0.02,0.02,0.04,0.11,0.23,,
8/25/11,0.01,0.01,0.03,0.1,0.22,,
8/26/11,0,0.01,0.02,0.09,0.2,,
8/29/11,0,0.02,0.05,0.09,0.2,,
8/30/11,0.01,0.01,0.05,0.09,0.2,,
8/31/11,0.01,0.02,0.05,0.1,0.2,,
9/1/11,0.02,0.02,0.05,0.1,0.19,,
9/2/11,0.02,0.02,0.05,0.1,0.2,,
9/5/11,.,.,.,.,.,,
9/6/11,0.02,0.02,0.07,0.13,0.21,,
9/7/11,0,0.02,0.06,0.11,0.21,,
9/8/11,0.01,0.02,0.07,0.12,0.19,,
9/9/11,0,0.01,0.05,0.11,0.17,,
9/12/11,0.01,0.01,0.05,0.11,0.21,,
9/13/11,0,0.01,0.05,0.1,0.21,,
9/14/11,0,0.01,0.03,0.09,0.19,,
9/15/11,0,0.01,0.03,0.1,0.21,,
9/16/11,0.01,0.01,0.02,0.09,0.18,,
9/19/11,0,0.01,0.04,0.08,0.16,,
9/20/11,0,0.01,0.03,0.09,0.18,,
9/21/11,0.01,0.01,0.04,0.11,0.21,,
9/22/11,0,0,0.03,0.1,0.2,,
9/23/11,0,0.01,0.02,0.1,0.23,,
9/26/11,0,0.02,0.03,0.1,0.25,,
9/27/11,0,0.01,0.04,0.1,0.25,,
9/28/11,0,0.02,0.04,0.12,0.27,,
9/29/11,0,0.02,0.05,0.11,0.27,,
9/30/11,0.02,0.02,0.06,0.13,0.25,,
10/3/11,0.01,0.02,0.06,0.12,0.24,,
10/4/11,0.01,0.01,0.04,0.11,0.25,,
10/5/11,0,0,0.03,0.1,0.25,,
10/6/11,0.01,0.01,0.03,0.09,0.29,,
10/7/11,0.01,0.01,0.04,0.11,0.3,,
10/10/11,.,.,.,.,.,,
10/11/11,0.01,0.02,0.05,0.12,0.32,,
10/12/11,0.01,0.02,0.06,0.09,0.29,,
10/13/11,0.02,0.02,0.05,0.11,0.29,,
10/14/11,0.02,0.02,0.06,0.11,0.28,,
10/17/11,0.02,0.04,0.06,0.12,0.28,,
10/18/11,0.02,0.04,0.07,0.12,0.28,,
10/19/11,0.01,0.03,0.06,0.11,0.28,,
10/20/11,0.02,0.03,0.06,0.12,0.28,,
10/21/11,0.01,0.02,0.05,0.12,0.3,,
10/24/11,0.01,0.02,0.06,0.11,0.3,,
10/25/11,0.01,0.01,0.06,0.11,0.26,,
10/26/11,0.01,0.02,0.06,0.13,0.28,,
10/27/11,0.02,0.02,0.07,0.14,0.31,,
10/28/11,0.02,0.01,0.06,0.13,0.28,,
10/31/11,0.02,0.01,0.06,0.12,0.25,,
11/1/11,0.01,0.01,0.05,0.13,0.23,,
11/2/11,0.01,0.01,0.04,0.11,0.23,,
11/3/11,0.01,0.01,0.04,0.11,0.24,,
11/4/11,0.01,0.01,0.03,0.11,0.22,,
11/7/11,0.01,0.01,0.04,0.09,0.25,,
11/8/11,0.01,0.01,0.03,0.1,0.25,,
11/9/11,0.01,0.01,0.04,0.1,0.24,,
11/10/11,0.01,0.01,0.03,0.1,0.24,,
11/11/11,.,.,.,.,.,,
11/14/11,0.01,0.01,0.04,0.09,0.24,,
11/15/11,0.01,0.01,0.05,0.11,0.26,,
11/16/11,0.01,0.01,0.04,0.11,0.26,,
11/17/11,0.01,0.02,0.04,0.1,0.27,,
11/18/11,0.02,0.01,0.04,0.12,0.29,,
11/21/11,0.02,0.02,0.05,0.11,0.27,,
11/22/11,0.02,0.02,0.06,0.11,0.26,,
11/23/11,0.02,0.02,0.06,0.12,0.26,,
11/24/11,.,.,.,.,.,,
11/25/11,0.02,0.02,0.07,0.13,0.28,,
11/28/11,0.02,0.03,0.07,0.13,0.26,,
11/29/11,0.02,0.02,0.05,0.14,0.27,,
11/30/11,0.02,0.01,0.06,0.12,0.25,,
12/1/11,0.02,0.01,0.05,0.12,0.27,,
12/2/11,0.02,0.02,0.06,0.12,0.25,,
12/5/11,0.01,0.01,0.05,0.11,0.27,,
12/6/11,0,0.01,0.04,0.11,0.25,,
12/7/11,0,0.02,0.05,0.11,0.24,,
12/8/11,0,0.01,0.04,0.1,0.22,,
12/9/11,0,0.01,0.05,0.11,0.22,,
12/12/11,0,0.01,0.05,0.1,0.24,,
12/13/11,0,0.01,0.06,0.11,0.24,,
12/14/11,0,0.01,0.05,0.12,0.25,,
12/15/11,0,0,0.05,0.12,0.26,,
12/16/11,0,0,0.04,0.11,0.24,,
12/19/11,0,0.01,0.04,0.11,0.24,,
12/20/11,0,0.01,0.04,0.12,0.26,,
12/21/11,0,0.01,0.04,0.13,0.28,,
12/22/11,0,0.01,0.03,0.12,0.28,,
12/23/11,0,0.01,0.04,0.12,0.28,,
12/26/11,.,.,.,.,.,,
12/27/11,0.01,0.02,0.06,0.12,0.3,,
12/28/11,0,0.01,0.05,0.12,0.28,,
12/29/11,0,0.02,0.07,0.12,0.28,,
12/30/11,0.01,0.02,0.06,0.12,0.25,,
1/2/12,.,.,.,.,.,,
1/3/12,0.01,0.02,0.06,0.12,0.27,,
1/4/12,0.01,0.02,0.06,0.12,0.25,,
1/5/12,0.01,0.02,0.07,0.11,0.27,,
1/6/12,0.02,0.02,0.05,0.12,0.25,,
1/9/12,0.01,0.01,0.05,0.11,0.26,,
1/10/12,0.01,0.02,0.05,0.11,0.24,,
1/11/12,0.01,0.02,0.05,0.11,0.24,,
1/12/12,0.02,0.03,0.06,0.11,0.22,,
1/13/12,0.02,0.03,0.06,0.1,0.24,,
1/16/12,.,.,.,.,.,,
1/17/12,0.02,0.03,0.06,0.11,0.21,,
1/18/12,0.02,0.03,0.07,0.11,0.24,,
1/19/12,0.04,0.05,0.07,0.11,0.26,,
1/20/12,0.03,0.05,0.07,0.11,0.26,,
1/23/12,0.03,0.04,0.07,0.12,0.26,,
1/24/12,0.02,0.04,0.07,0.12,0.24,,
1/25/12,0.03,0.04,0.07,0.12,0.22,,
1/26/12,0.04,0.05,0.08,0.12,0.22,,
1/27/12,0.05,0.06,0.08,0.12,0.22,,
1/30/12,0.05,0.05,0.08,0.12,0.22,,
1/31/12,0.04,0.06,0.08,0.13,0.22,,
2/1/12,0.05,0.06,0.09,0.13,0.23,,
2/2/12,0.07,0.08,0.1,0.14,0.23,,
2/3/12,0.06,0.08,0.1,0.14,0.23,,
2/6/12,0.04,0.08,0.1,0.14,0.24,,
2/7/12,0.06,0.08,0.11,0.14,0.25,,
2/8/12,0.06,0.09,0.11,0.15,0.27,,
2/9/12,0.06,0.09,0.12,0.15,0.27,,
2/10/12,0.05,0.09,0.12,0.15,0.27,,
2/13/12,0.06,0.11,0.14,0.15,0.29,,
2/14/12,0.09,0.12,0.15,0.18,0.29,,
2/15/12,0.09,0.11,0.13,0.18,0.29,,
2/16/12,0.04,0.1,0.13,0.17,0.29,,
2/17/12,0.03,0.09,0.13,0.18,0.29,,
2/20/12,.,.,.,.,.,,
2/21/12,0.03,0.08,0.13,0.17,0.31,,
2/22/12,0.07,0.09,0.13,0.17,0.29,,
2/23/12,0.07,0.09,0.14,0.17,0.31,,
2/24/12,0.08,0.1,0.14,0.18,0.31,,
2/27/12,0.08,0.12,0.14,0.17,0.3,,
2/28/12,0.1,0.1,0.14,0.18,0.3,,
2/29/12,0.08,0.08,0.13,0.18,0.3,,
3/1/12,0.07,0.08,0.13,0.18,0.3,,
3/2/12,0.06,0.07,0.12,0.17,0.28,,
3/5/12,0.07,0.08,0.14,0.17,0.31,,
3/6/12,0.06,0.08,0.13,0.17,0.3,,
3/7/12,0.06,0.08,0.14,0.18,0.3,,
3/8/12,0.07,0.08,0.14,0.18,0.32,,
3/9/12,0.06,0.09,0.13,0.18,0.33,,
3/12/12,0.05,0.09,0.15,0.18,0.33,,
3/13/12,0.06,0.08,0.15,0.2,0.35,,
3/14/12,0.08,0.09,0.15,0.21,0.4,,
3/15/12,0.08,0.08,0.15,0.21,0.37,,
3/16/12,0.07,0.09,0.15,0.21,0.37,,
3/19/12,0.07,0.1,0.15,0.21,0.39,,
3/20/12,0.08,0.1,0.15,0.22,0.41,,
3/21/12,0.09,0.09,0.15,0.21,0.39,,
3/22/12,0.06,0.08,0.14,0.19,0.37,,
3/23/12,0.06,0.08,0.14,0.19,0.37,,
3/26/12,0.06,0.09,0.15,0.19,0.36,,
3/27/12,0.07,0.09,0.14,0.18,0.33,,
3/28/12,0.05,0.09,0.14,0.18,0.34,,
3/29/12,0.02,0.07,0.14,0.18,0.33,,
3/30/12,0.05,0.07,0.15,0.19,0.33,,
4/2/12,0.05,0.08,0.14,0.18,0.33,,
4/3/12,0.07,0.08,0.15,0.2,0.36,,
4/4/12,0.08,0.08,0.14,0.19,0.35,,
4/5/12,0.07,0.08,0.14,0.19,0.35,,
4/6/12,0.06,0.07,0.14,0.19,0.32,,
4/9/12,0.07,0.09,0.15,0.19,0.32,,
4/10/12,0.08,0.09,0.15,0.19,0.28,,
4/11/12,0.08,0.09,0.14,0.18,0.3,,
4/12/12,0.08,0.09,0.14,0.18,0.29,,
4/13/12,0.07,0.09,0.13,0.17,0.27,,
4/16/12,0.07,0.08,0.14,0.18,0.27,,
4/17/12,0.07,0.08,0.13,0.18,0.27,,
4/18/12,0.05,0.07,0.13,0.18,0.27,,
4/19/12,0.04,0.07,0.12,0.17,0.27,,
4/20/12,0.04,0.08,0.13,0.18,0.29,,
4/23/12,0.04,0.08,0.13,0.17,0.27,,
4/24/12,0.07,0.09,0.14,0.18,0.27,,
4/25/12,0.08,0.09,0.14,0.18,0.26,,
4/26/12,0.09,0.09,0.15,0.18,0.26,,
4/27/12,0.07,0.09,0.14,0.19,0.26,,
4/30/12,0.07,0.1,0.15,0.2,0.27,,
5/1/12,0.07,0.09,0.15,0.19,0.27,,
5/2/12,0.06,0.08,0.15,0.18,0.27,,
5/3/12,0.05,0.09,0.15,0.19,0.28,,
5/4/12,0.05,0.07,0.14,0.18,0.27,,
5/7/12,0.06,0.1,0.15,0.18,0.27,,
5/8/12,0.08,0.09,0.15,0.18,0.27,,
5/9/12,0.07,0.09,0.15,0.18,0.27,,
5/10/12,0.08,0.1,0.15,0.18,0.27,,
5/11/12,0.07,0.1,0.15,0.18,0.27,,
5/14/12,0.07,0.1,0.15,0.19,0.29,,
5/15/12,0.08,0.09,0.15,0.19,0.29,,
5/16/12,0.08,0.1,0.15,0.2,0.3,,
5/17/12,0.08,0.1,0.16,0.2,0.32,,
5/18/12,0.06,0.08,0.15,0.2,0.32,,
5/21/12,0.06,0.09,0.14,0.21,0.3,,
5/22/12,0.07,0.09,0.14,0.21,0.3,,
5/23/12,0.07,0.09,0.13,0.2,0.28,,
5/24/12,0.08,0.1,0.14,0.21,0.29,,
5/25/12,0.07,0.09,0.14,0.2,0.3,,
5/28/12,.,.,.,.,.,,
5/29/12,0.06,0.09,0.14,0.2,0.3,,
5/30/12,0.05,0.07,0.13,0.19,0.27,,
5/31/12,0.03,0.07,0.14,0.18,0.27,,
6/1/12,0.03,0.07,0.12,0.17,0.25,,
6/4/12,0.04,0.08,0.13,0.18,0.25,,
6/5/12,0.05,0.08,0.14,0.18,0.25,,
6/6/12,0.05,0.09,0.13,0.18,0.26,,
6/7/12,0.04,0.09,0.14,0.18,0.27,,
6/8/12,0.04,0.09,0.14,0.19,0.28,,
6/11/12,0.05,0.09,0.15,0.18,0.27,,
6/12/12,0.06,0.1,0.15,0.19,0.3,,
6/13/12,0.07,0.1,0.15,0.18,0.3,,
6/14/12,0.08,0.11,0.15,0.18,0.3,,
6/15/12,0.05,0.09,0.15,0.18,0.29,,
6/18/12,0.06,0.1,0.15,0.18,0.29,,
6/19/12,0.06,0.09,0.14,0.18,0.3,,
6/20/12,0.06,0.09,0.16,0.2,0.32,,
6/21/12,0.05,0.09,0.15,0.19,0.32,,
6/22/12,0.05,0.09,0.15,0.19,0.31,,
6/25/12,0.06,0.1,0.16,0.19,0.31,,
6/26/12,0.07,0.1,0.15,0.21,0.31,,
