,Unnamed: 0,Date,Price,4-Month,4-Month-Vol-Mean,4-Month-Vol-No-Mean,4-Month,90%-Spot-Vol-Mean-B-S-Call,90%-Spot-Vol-Mean-B-S-Put,90%-Spot-Vol-No-Mean-B-S-Call,90%-Spot-Vol-No-Mean-B-S-Put,95%-Spot-Vol-Mean-B-S-Call,95%-Spot-Vol-Mean-B-S-Put,95%-Spot-Vol-No-Mean-B-S-Call,95%-Spot-Vol-No-Mean-B-S-Put,100%-Spot-Vol-Mean-B-S-Call,100%-Spot-Vol-Mean-B-S-Put,100%-Spot-Vol-No-Mean-B-S-Call,100%-Spot-Vol-No-Mean-B-S-Put,105%-Spot-Vol-Mean-B-S-Call,105%-Spot-Vol-Mean-B-S-Put,105%-Spot-Vol-No-Mean-B-S-Call,105%-Spot-Vol-No-Mean-B-S-Put,110%-Spot-Vol-Mean-B-S-Call,110%-Spot-Vol-Mean-B-S-Put,110%-Spot-Vol-No-Mean-B-S-Call,110%-Spot-Vol-No-Mean-B-S-Put
0,0,1/1/18,13412.44,1.7418766666666667,,,,,,,,,,,,,,,,,,,,,,,
1,1,1/2/18,14740.7563,1.7444133333333331,,,,,,,,,,,,,,,,,,,,,,,
2,2,1/3/18,15134.6513,1.74485,,,,,,,,,,,,,,,,,,,,,,,
3,3,1/4/18,15155.2263,1.75531,,,,,,,,,,,,,,,,,,,,,,,
4,4,1/5/18,16937.1738,1.7576433333333332,,,,,,,,,,,,,,,,,,,,,,,
5,5,1/6/18,17135.8363,1.7604433333333334,,,,,,,,,,,,,,,,,,,,,,,
6,6,1/7/18,16178.495,1.7581099999999998,,,,,,,,,,,,,,,,,,,,,,,
7,7,1/8/18,14970.3575,1.76322,,,,,,,,,,,,,,,,,,,,,,,
8,8,1/9/18,14439.4738,1.7735500000000002,,,,,,,,,,,,,,,,,,,,,,,
9,9,1/10/18,14890.7225,1.7769100000000002,,,,,,,,,,,,,,,,,,,,,,,
10,10,1/11/18,13287.26,1.7871366666666666,,,,,,,,,,,,,,,,,,,,,,,
11,11,1/12/18,13812.715,1.7907399999999998,,,,,,,,,,,,,,,,,,,,,,,
12,12,1/13/18,14188.785,1.79712,,,,,,,,,,,,,,,,,,,,,,,
13,13,1/14/18,13619.0288,1.8049666666666664,,,,,,,,,,,,,,,,,,,,,,,
14,14,1/15/18,13585.9013,1.8068966666666664,,,,,,,,,,,,,,,,,,,,,,,
15,15,1/16/18,11348.02,1.8027,,,,,,,,,,,,,,,,,,,,,,,
16,16,1/17/18,11141.2488,1.8062799999999999,,,,,,,,,,,,,,,,,,,,,,,
17,17,1/18/18,11250.6475,1.8141,,,,,,,,,,,,,,,,,,,,,,,
18,18,1/19/18,11514.925,1.8234366666666664,,,,,,,,,,,,,,,,,,,,,,,
19,19,1/20/18,12759.6413,1.83115,,,,,,,,,,,,,,,,,,,,,,,
20,20,1/21/18,11522.8588,1.83723,,,,,,,,,,,,,,,,,,,,,,,
21,21,1/22/18,10772.15,1.8376833333333331,,,,,,,,,,,,,,,,,,,,,,,
22,22,1/23/18,10839.8263,1.8405966666666669,,,,,,,,,,,,,,,,,,,,,,,
23,23,1/24/18,11399.52,1.85232,,,,,,,,,,,,,,,,,,,,,,,
