,Unnamed: 0,Date,Price,11-Day,11-Day-Vol-Mean,11-Day-Vol-No-Mean,11-Day,90%-Spot-Vol-Mean-B-S-Call,90%-Spot-Vol-Mean-B-S-Put,90%-Spot-Vol-No-Mean-B-S-Call,90%-Spot-Vol-No-Mean-B-S-Put,95%-Spot-Vol-Mean-B-S-Call,95%-Spot-Vol-Mean-B-S-Put,95%-Spot-Vol-No-Mean-B-S-Call,95%-Spot-Vol-No-Mean-B-S-Put,100%-Spot-Vol-Mean-B-S-Call,100%-Spot-Vol-Mean-B-S-Put,100%-Spot-Vol-No-Mean-B-S-Call,100%-Spot-Vol-No-Mean-B-S-Put,105%-Spot-Vol-Mean-B-S-Call,105%-Spot-Vol-Mean-B-S-Put,105%-Spot-Vol-No-Mean-B-S-Call,105%-Spot-Vol-No-Mean-B-S-Put,110%-Spot-Vol-Mean-B-S-Call,110%-Spot-Vol-Mean-B-S-Put,110%-Spot-Vol-No-Mean-B-S-Call,110%-Spot-Vol-No-Mean-B-S-Put
0,0,1/1/18,13412.44,1.4949660869565218,,,,,,,,,,,,,,,,,,,,,,,
1,1,1/2/18,14740.7563,1.4945313043478259,,,,,,,,,,,,,,,,,,,,,,,
2,2,1/3/18,15134.6513,1.4866626086956518,,,,,,,,,,,,,,,,,,,,,,,
3,3,1/4/18,15155.2263,1.484543043478261,,,,,,,,,,,,,,,,,,,,,,,
4,4,1/5/18,16937.1738,1.4841,,,,,,,,,,,,,,,,,,,,,,,
5,5,1/6/18,17135.8363,1.4831773913043478,,,,,,,,,,,,,,,,,,,,,,,
6,6,1/7/18,16178.495,1.4799226086956525,,,,,,,,,,,,,,,,,,,,,,,
7,7,1/8/18,14970.3575,1.4801869565217392,,,,,,,,,,,,,,,,,,,,,,,
8,8,1/9/18,14439.4738,1.4809139130434783,,,,,,,,,,,,,,,,,,,,,,,
9,9,1/10/18,14890.7225,1.482098695652174,,,,,,,,,,,,,,,,,,,,,,,
10,10,1/11/18,13287.26,1.4816434782608694,,,,,,,,,,,,,,,,,,,,,,,
11,11,1/12/18,13812.715,1.4817243478260869,1.3050204478391008,0.0,,,,,,,,,,,,,,,,,,,,,
12,12,1/13/18,14188.785,1.4813678260869565,1.3249264369760094,0.0,,,,,,,,,,,,,,,,,,,,,
13,13,1/14/18,13619.0288,1.4819995652173914,1.2059470970684485,0.1622893180778565,,,,,,,,,,,,,,,,,,,,,
14,14,1/15/18,13585.9013,1.4825373913043478,1.2075270478856774,0.2960507773981751,12227.311169999999,13585.900299746423,1.108150862939905e-05,13585.900288664914,9.610758594766749e-64,13585.90024459236,1.2112727541766431e-05,13585.900232479633,2.491311085446058e-63,13585.900189472,1.3177650566581527e-05,13585.90017629435,6.132903583217284e-63,13585.900134384523,1.4275454783506211e-05,13585.900120109067,1.441184806596177e-62,13585.900079329156,1.5405371230508538e-05,13585.900063923786,3.247259264204766e-62
15,15,1/16/18,11348.02,1.4822565217391304,1.2064684734712152,0.2964161796737786,10213.218,11348.01916181086,9.171899685828908e-06,11348.01915263896,1.1999921749790473e-63,11348.019115589623,1.0026277094146734e-05,11348.019105563348,3.103064242936239e-63,11348.019069396385,1.0908650882021558e-05,11348.019058487733,7.621286430653577e-63,11348.01902323046,1.1818339725653338e-05,11348.01901141212,1.787033554617808e-62,11348.018977091213,1.2754706903475214e-05,11348.018964336507,4.018162589320016e-62
16,16,1/17/18,11141.2488,1.482276956521739,1.3017169195310871,1.1270856416868236,10027.12392,11141.247995986767,2.7721141893998986e-05,11141.247970975483,2.709857364885392e-06,11141.247952131725,3.007356638457831e-05,11141.24792504409,2.9859317231309547e-06,11141.247908336236,3.248554131659379e-05,11141.247879123921,3.273226886727817e-06,11141.24786459842,3.4955190115833835e-05,11141.247833214784,3.5715537017253633e-06,11141.247820916538,3.74807754596835e-05,11141.247787316497,3.880733314040364e-06
17,17,1/18/18,11250.6475,1.4817600000000002,1.2723943346484166,1.1325478562158822,10125.58275,11250.646675921938,2.0613042798739258e-05,11250.646658338856,3.029961639907367e-06,11250.646630791745,2.2410133724794283e-05,11250.64661171818,3.3365698435102534e-06,11250.646585710789,2.4256460647386636e-05,11250.646565109777,3.655449664353743e-06,11250.646540677615,2.6150571354904983e-05,11250.646518513431,3.986387022438839e-06,11250.646495690879,2.8091117976427902e-05,11250.64647192894,4.329179706646665e-06
18,18,1/19/18,11514.925,1.4853126086956518,1.2957610104738406,1.13408537733103,10363.432499999999,11514.924194202242,2.5601925219438655e-05,11514.924171567589,2.967273911783879e-06,11514.924150200084,2.7788638817841198e-05,11514.924125678874,3.2674279570295554e-06,11514.924106254368,3.0031796015363285e-05,11514.92407980216,3.5795863996450676e-06,11514.924062363349,3.232964588211369e-05,11514.92403393724,3.903539595432179e-06,11514.924018525397,3.468056643675279e-05,11514.92398808392,4.239089534504444e-06
19,19,1/20/18,12759.6413,1.4849382608695652,1.2992894631511205,1.1427276454469386,11483.677169999999,12759.640404548843,2.962088493563063e-05,12759.6403787458,3.817843153490707e-06,12759.640355677471,3.214240534882198e-05,12759.64032773512,4.200053746222059e-06,12759.64030687054,3.47283645517995e-05,12759.640276739365,4.597190071484697e-06,12759.64025812603,3.737674748061224e-05,12759.640225758261,5.008978136646411e-06,12759.640209442081,4.008568805297623e-05,12759.640174791552,5.435159551230007e-06
20,20,1/21/18,11522.8588,1.4859260869565218,1.4842105888315935,1.3001447751071835,10370.57292,11522.85809253771,0.00011891476339980986,11522.858000172106,2.654915818686385e-05,11522.85805538648,0.0001276733696748409,11522.857956521328,2.8808216021542545e-05,11522.85801836947,0.00013656619422213064,11522.857912928206,3.112493268347797e-05,11522.857981481115,0.00014558767567763046,11522.857869390942,3.349750347738933e-05,11522.857944716328,0.00015473272595397674,11522.85782590786,3.59242572005324e-05
21,21,1/22/18,10772.15,1.4871760869565218,1.5428317240213176,1.4386739869794272,9694.935,10772.14939107475,0.0001530640126403476,10772.149318603655,8.059291665803962e-05,10772.149359606252,0.0001639282517881089,10772.14928240044,8.672244009083465e-05,10772.14932827857,0.0001749333075521644,10772.149246304218,9.295895349883294e-05,10772.149297085527,0.00018607300011154273,10772.149210310783,9.929825598188404e-05,10772.149266021483,0.00019734169144631716,10772.149174416283,0.00010573649445224235
22,22,1/23/18,10839.8263,1.4891691304347827,1.4643193905973022,1.4951386348413829,9755.84367,10839.825643739623,9.388862469356603e-05,10839.825664038615,0.00011418761859834794,10839.825609080903,0.00010090485050624113,10839.825630720881,0.00012254483012650357,10839.825574536399,0.00010803529201141969,10839.825597527788,0.0001310266791097328,10839.825540101492,0.00011527532911608746,10839.825564454113,0.0001396279497056624,10839.825505771949,0.00012262073010604053,10839.825531495091,0.00014834387224098837
23,23,1/24/18,11399.52,1.4887308695652175,1.4289725222459475,1.495617329923672,10259.568000000001,11399.519285006743,7.770053395030723e-05,11399.519328500657,0.00012119444644627049,11399.51924692252,8.365485282358623e-05,11399.519293328269,0.00013006060241587097,11399.519208945283,8.971616089626778e-05,11399.519258287857,0.00013905873287364747,11399.519171070891,9.588031308646055e-05,11399.51922337389,0.0001481833108908872,11399.51913329554,0.0001021435051959371,11399.519188581318,0.00015742928249350466
24,24,1/25/18,11137.2375,1.4879734782608696,1.4642658427804538,1.5175784373059134,10023.51375,11137.236817202296,9.813680089091107e-05,11137.23685526515,0.0001361996540396234,11137.236781148473,0.00010546822618169544,11137.236821701541,0.00014602129663787952,11137.236745213837,0.00011291884228535753,11137.23678827506,0.00015598006618016685,11137.23670939357,0.00012048382488603535,11137.236754979835,0.0001660700885741391,11137.236673683252,0.000128158755333061,11137.236721810492,0.0001762859982950033
25,25,1/26/18,11090.0638,1.488076956521739,1.458500170195041,1.5038326039530905,9981.057420000001,11090.063117148802,9.389088427874928e-05,11090.063148283138,0.00012502521941131617,11090.063081039147,0.00010093356604221889,11090.063114226625,0.0001341210445510392,11090.063045045881,0.00010809263829476585,11090.063080302247,0.0001433490050823141,11090.063009164327,0.00011536342192902668,11090.063046504423,0.0001527035182451035,11090.062973390195,0.00012274162993156313,11090.063012828048,0.00016217948118853407
