Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,98-Calls,98-Calls-P,98-Calls-ROI,98-Puts,98-Puts-P,98-Puts-ROI,102-Calls,102-Calls-P,102-Calls-ROI,102-Puts,102-Puts-P,102-Puts-ROI,100-Butterfly-Spreads,100-Butterfly-Spreads-P,100-Butterfly-Spreads-ROI,100-Straps,100-Straps-P,100-Straps-ROI
2012-08-06,1344225600000,28.27,15.95,0.24375,54.17793550120701,1.7526500145511807,1.3173499854488195,75.16332265493216,1.7469869003444067,-1.7469869003444067,-100.0,2.032689095923088,1.602710904076913,78.8468294187945,1.4617392440004495,-1.4617392440004495,-100.0,1.5015283618798136,1.0030716381201863,66.80337605241151,2.061151985388907,-2.061151985388907,-100.0,0.028917428700540263,-0.028917428700540263,-100.0,5.252286929446768,0.8877130705532323,16.901458021577213
2012-08-07,1344312000000,30.25,15.99,0.24325,58.0177487091082,2.0078049802235505,-1.2078059802235508,-60.15554260100864,2.001757656686756,-2.001757656686756,-100.0,2.3050747855320743,-0.9000757855320742,-39.047574125640004,1.6941484084660148,-1.6941484084660148,-100.0,1.7394223783451108,-1.5444233783451118,-88.78943938932638,2.3382541083375816,-2.3382541083375816,-100.0,0.028887203430084437,-0.028887203430084437,-100.0,6.017367617133857,-4.417369617133858,-73.4103331921393
2012-08-08,1344398400000,29.09,15.32,0.24125,57.58288725726523,1.9163717936612483,-0.10637179366124982,-5.550686668061704,1.9106041771476023,-1.9106041771476023,-100.0,2.2024929880294195,0.1893070119705804,8.595124388566353,1.6150407238460431,-1.6150407238460431,-100.0,1.6582408081199187,-0.4300408081199212,-25.933555971734474,2.2341578392759978,-2.2341578392759978,-100.0,0.02799020882684156,-0.02799020882684156,-100.0,5.743347764470099,-2.1233477644701013,-36.9705588368809
2012-08-09,1344484800000,29.41,15.28,0.24025,57.58140917471055,1.9373916971852445,-1.327391697185245,-68.51436904131246,1.931584802727288,-1.931584802727288,-100.0,2.226660264678479,-1.028460264678479,-46.18846803856648,1.6327695081096874,-1.6327695081096874,-100.0,1.6764219819178263,-1.6546219819178276,-98.69961142032629,2.258698949570709,-2.258698949570709,-100.0,0.028298852225816518,-0.028298852225816518,-100.0,5.806368197097777,-4.586368197097778,-78.98858703776662
2012-08-10,1344571200000,29.940001,14.74,0.23925,57.71071749002949,1.97670657156778,-1.2567075715677785,-63.575828079078505,1.9708196337667625,-1.9708196337667625,-100.0,2.271109642013938,-0.952310622013938,-41.93151243765861,1.6665404229689391,-1.6665404229689391,-100.0,1.7110475095697009,-1.5898485295697018,-92.91667944214602,2.303842853012668,-2.303842853012668,-100.0,0.02874400844807878,-0.02874400844807878,-100.0,5.924232776902323,-4.48423477690232,-75.69308880612634
2012-08-13,1344830400000,31.17,13.7,0.23975,58.96370079701824,2.1024285531260425,-2.1024285531260425,-100.0,2.0962869603158643,1.4137130396841382,67.43890824332196,2.4081529321953763,-2.4081529321953763,-100.0,1.7787341712414015,1.1078658287585998,62.2839458908807,1.8259902365818803,-1.8259902365818803,-100.0,2.4431258119154986,1.6902741880845031,69.18490156506789,0.02928606252517163,-0.02928606252517163,-100.0,6.301144066567949,-2.7911440665679477,-44.295830044212956
2012-08-14,1344916800000,29.42,14.85,0.2395,60.757017306640726,2.0445024234364126,-2.0445024234364126,-100.0,2.038711686557093,-0.1587126865570916,-7.784950054665169,2.3320388768912768,-2.3320388768912768,-100.0,1.7379639547495458,-0.4463649547495443,-25.683211296166892,1.7837878282656394,-1.7837878282656394,-100.0,2.366281276648735,0.10211772335126668,4.315536126621926,0.02682185828409089,-0.02682185828409089,-100.0,6.127716533429918,-4.247717533429917,-69.31974594869692
2012-08-15,1345003200000,29.4,14.63,0.2385,60.6890626868052,2.040825140201761,-2.040825140201761,-100.0,2.0350624995584834,-1.1250624995584833,-55.28392861656932,2.328203545108796,-2.328203545108796,-100.0,1.7345561572783854,-1.4125561572783862,-81.43617324530818,1.7802805450203607,-1.7802805450203607,-100.0,2.3624026515642225,-0.8644026515642214,-36.58997973913857,0.026833809725633984,-0.026833809725633984,-100.0,6.116712779962006,-5.206712779962006,-85.12272796294921
2012-08-16,1345089600000,30.299999,14.29,0.238,61.11577442881024,2.118023544462309,-2.118023544462309,-100.0,2.1120969462646464,-1.092098946264645,-51.70685693173694,2.4139515787682746,-2.4139515787682746,-100.0,1.8021435325345705,-1.3881455125345727,-77.02746687342142,1.8495566327784843,-1.8495566327784843,-100.0,2.449511482616876,-0.8235135026168745,-33.619499580262996,0.027461122622140618,-0.027461122622140618,-100.0,6.348144035189264,-5.328146035189263,-83.93234314870755
2012-08-17,1345176000000,30.01,13.45,0.237,61.136399776716786,2.0984457711321305,-2.0984457711321305,-100.0,2.092600556896821,-1.2426005568968197,-59.38068556855918,2.3915288202173968,-2.3915288202173968,-100.0,1.7856005102667876,-1.5358005102667869,-86.01030865729996,1.832551801458278,-1.832551801458278,-100.0,2.426789682938262,-0.9765896829382594,-40.24204033024579,0.02718907941141424,-0.02718907941141424,-100.0,6.289492099161082,-5.439492099161081,-86.48539521794808
