Datetime,Timestamp,Price,VIX,5-Day-LIBOR,5-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls.1,100-Calls-P.1,100-Calls-ROI.1,100-Straddles,100-Straddles-P,100-Straddles-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,100-Bull-Spreads,100-Bull-Spreads-P,100-Bull-Spreads-ROI,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,100-Bear-Spreads,100-Bear-Spreads-P,100-Bear-Spreads-ROI
2014-04-28,1398657600000,206.919998,13.71,0.109133333,57.22638330396516,5.5294825159580085,-5.1694815159579965,-93.48942692266311,5.526389132362128,-5.526389132362128,-100.0,,,,11.055871648320137,-10.695870648320126,-96.74380264667136,1.9332301727106227,-1.9332301727106227,-100.0,12.275982019934931,-2.2899831199349308,-18.65417460058376,3.5962523432473863,1.4037476567526141,39.03362508441335,12.071612293101936,-1.3656113931019431,-11.312584930202675,1.722673678685844,-1.722673678685844,-100.0,3.8037154536762845,-3.8037154536762845,-100.0
2014-04-29,1398744000000,207.889999,13.41,0.109733333,45.82646778021734,4.449342661130772,-4.449342661130772,-100.0,4.446217689756736,2.0937753102432453,47.09115604184015,,,,8.895560350887509,-2.355567350887526,-26.48025821838769,1.1276543808953503,-1.1276543808953503,-100.0,11.518873110952626,5.415619839047366,47.01518791710596,3.3216882802354215,1.6783117197645785,50.52586450543245,11.380049763709168,-7.5255428137091664,-66.12926103107235,0.9825810909038636,-0.9825810909038636,-100.0,3.4636365988528723,-3.4636365988528723,-100.0
2014-04-30,1398830400000,207.729996,13.25,0.111166667,45.827635373655475,4.446051384965912,-4.446051384965912,-100.0,4.442888032163012,24.697111967836967,555.8796843190584,,,,8.888939417128924,20.251060582871066,227.8231365133101,1.1268706758631597,-1.1268706758631597,-100.0,11.510048955420132,28.01645084457991,243.40861583726658,3.3191807091027528,1.6808192908972472,50.639583626394646,11.371392830426116,-11.371392830426116,-100.0,0.9818878452633656,17.771612354736657,1809.9432069015875,3.4610001868996463,-3.4610001868996463,-99.99999999999999
2014-05-01,1398916800000,210.910004,12.91,0.1099,30.118840073528236,2.96750014593232,-2.96750014593232,-100.0,2.9643249630606903,25.685684036939286,866.493530804349,,,,5.931825108993009,22.71818389100697,382.9880934379676,0.2895443917103506,-0.2895443917103506,-100.0,10.831710649695168,28.36379855030486,261.85890177100595,2.677955754221969,2.322044245778031,86.70958219220684,10.78335960491478,-10.78335960491478,-100.0,0.2348429811867572,17.86966581881326,7609.197314950852,2.729481981873933,-2.729481981873933,-100.0
2014-05-02,1399003200000,216.610001,13.29,0.110366667,27.07086418558432,2.739476139986394,-2.739476139986394,-100.0,2.7362012984614807,29.20380170153853,1067.3118866641626,,,,5.475677438447875,26.464325561552144,483.30687588956437,0.18825685158495087,-0.18825685158495087,-100.0,11.01531831798377,31.75518473201623,288.28204338110004,2.5512192884014437,2.4487807115985567,95.98472082472094,10.982103795584862,-10.982103795584862,-100.0,0.14849264613616064,20.961010303863844,14115.857484715845,2.58770865232532,-2.58770865232532,-100.0
2014-05-05,1399262400000,207.279999,13.8,0.111,42.760076397166635,4.1396274885071875,-4.1396274885071875,-100.0,4.1364757207037135,12.983519279296305,313.8787740083119,,,,8.276103209210902,8.843891790789115,106.86057879203695,0.9291440465541,-0.9291440465541,-100.0,11.289834640360482,16.194160309639532,143.44019045014508,3.2104834419530874,1.7895165580469126,55.73978468981811,11.169565865895152,-11.169565865895152,-100.0,0.802571736481827,5.953423313518169,741.7932930974794,3.3339039842218865,-3.3339039842218865,-100.0
2014-05-06,1399348800000,201.350006,13.4,0.109166667,47.08568490343982,4.427705054706705,-4.427705054706705,-100.0,4.424694021185771,6.305316978814247,142.50289282431532,,,,8.852399075892476,1.8776119241075424,21.210204239671,1.1732670671349157,-1.1732670671349157,-100.0,11.237605781937956,9.559905518062068,85.0706609892613,3.2544379875717904,1.74556201242821,53.63635807762352,11.095928382822793,-11.095928382822793,-100.0,1.025567600977929,-0.3630569009778881,-35.40058213926566,3.3991264202078417,-3.3991264202078417,-100.0
2014-05-07,1399435200000,178.589996,13.43,0.109166667,92.36707070742538,7.699873106179581,2.300126893820419,29.872270128379625,7.697202430994906,-7.697202430994906,-100.0,,,,15.397075537174487,-5.397075537174487,-35.052601542051676,4.216472130654459,-3.1459719306544613,-74.6114721779546,13.143167721710524,-13.143167721710524,-100.0,3.4834009755251216,1.5165990244748784,43.53788252144161,12.800909732428694,6.1285900675713085,47.876207204599545,3.868872791003256,-3.868872791003256,-100.0,3.8283296399916504,-3.8283296399916504,-100.0
2014-05-08,1399521600000,182.259995,12.92,0.111833333,94.0198543298174,7.998581420193872,1.3014215798061315,16.270654900385914,7.995789285045094,-7.995789285045094,-100.0,,,,15.994370705238964,-6.694367705238963,-41.85452387349143,4.433361389707798,-4.2463581397077945,-95.78190827316406,13.543429397801606,-13.543429397801606,-100.0,3.5652200304860733,1.4347799695139258,40.24379862238997,13.186559238308618,5.226443511691387,39.63462657118247,4.070906959917295,-4.070906959917295,-100.0,3.9248823251277987,-3.9248823251277987,-100.0
2014-05-09,1399608000000,184.669998,12.23,0.109066667,89.32834159302625,7.700360510312066,3.7196374896879534,48.30471878176015,7.697601443090804,-7.697601443090804,-100.0,,,,15.39796195340287,-3.977963953402849,-25.834353698501896,4.11868969774477,-1.9321915977447761,-46.912774196190774,13.349292577162455,-13.349292577162455,-100.0,3.5816708125672965,1.418329187432704,39.59965227558318,13.009718340025175,7.643779559974817,58.754381610693855,3.773597326164968,-3.773597326164968,-100.0,3.9240041169258357,-3.9240041169258357,-100.0
