Datetime,Timestamp,Price,VIX,10-Day-LIBOR,10-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Straddles,100-Straddles-P,100-Straddles-ROI,98-Calls,98-Calls-P,98-Calls-ROI,98-Puts,98-Puts-P,98-Puts-ROI,102-Calls,102-Calls-P,102-Calls-ROI,102-Puts,102-Puts-P,102-Puts-ROI,100-Butterfly-Spreads,100-Butterfly-Spreads-P,100-Butterfly-Spreads-ROI
2016-05-17,1463457600000,9.4,15.95,0.408634783,122.31099616915505,0.7583906893469425,-0.5083906893469425,-67.03546028297403,0.7573383737442551,-0.7573383737442551,-100.0,1.5157290630911977,-1.2657290630911977,-83.50628710053584,0.8485628999086616,-0.410562899908661,-48.383319604575405,0.6595316306180266,-0.6595316306180266,-100.0,0.6755844562618263,-0.6135844562618269,-90.82276102930778,0.8625110943470853,-0.8625110943470853,-100.0,0.007365977476602836,-0.007365977476602836,-100.0
2016-05-18,1463544000000,9.6,16.33,0.409830435,125.55602231607868,0.7949899179384783,-0.7949899179384783,-100.0,0.7939120682661303,-0.6539120682661315,-82.36580528297641,1.5889019862046083,-1.4489019862046095,-91.18888381942206,0.8867760284020552,-0.8347760284020538,-94.13606160580323,0.6937197357231559,-0.6937197357231559,-100.0,0.7105303663205547,-0.7105303663205547,-100.0,0.9014309596547604,-0.5694309596547615,-63.16966968527997,0.007326558845653253,0.044673441154348126,609.7465685524695
2016-05-19,1463630400000,9.39,15.2,0.408058696,40.11662896907516,0.2492102156212645,-0.12921021562126533,-51.8478808339188,0.2481605013804593,-0.2481605013804593,-100.0,0.4973707170017238,-0.3773707170017246,-75.87312724733988,0.3520404998962361,-0.0442404998962358,-12.566877932872975,0.16321177994024616,-0.16321177994024616,-100.0,0.16876603304471294,-0.16876603304471294,-100.0,0.3554953245190937,-0.28769532451909186,-80.92801921045793,0.022386101698420036,0.2854138983015785,1274.9602505456428
2016-05-20,1463716800000,9.46,15.82,0.411695652,37.40634170736281,0.2341517879779272,-0.1241517879779277,-53.02192609762654,0.23308482325698954,-0.23308482325698954,-100.0,0.4672366112349167,-0.35723661123491723,-76.45732432883052,0.3387396965151419,-0.039539696515142886,-11.672590169358973,0.14849407108862334,-0.14849407108862334,-100.0,0.15372550788354467,-0.15372550788354467,-100.0,0.3418372038681881,-0.2626372038681879,-76.83107657569667,0.02416162844283215,0.27503837155716687,1138.3271297624829
2016-05-23,1463976000000,10.14,14.42,0.4109456520000001,52.1991398318794,0.3499570210252356,-0.3499570210252356,-100.0,0.3488154444926552,0.24118455550734466,69.14388663556527,0.6987724655178909,-0.108772465517891,-15.566220892415238,0.4573629497186076,-0.4573629497186076,-100.0,0.2534442047166787,0.13375579528332127,52.775243147833955,0.26117969149163045,-0.26117969149163045,-100.0,0.4628152834283972,0.3299847165716025,71.29944243136799,0.01862859915976678,-0.01862859915976678,-100.0
2016-05-24,1464062400000,10.0,13.9,0.41,49.583205759630715,0.32786641663534954,-0.32786641663534954,-100.0,0.3267431920505137,0.3332568079494864,101.99349705133741,0.6546096086858633,0.005390391314136878,0.8234512971720891,0.4344526325441905,-0.4344526325441905,-100.0,0.2333518724510508,0.22664812754894825,97.12719472456396,0.24061331240858985,-0.24061331240858985,-100.0,0.4394676233320585,0.4205323766679427,95.69132157665041,0.019333111682081183,-0.019333111682081183,-100.0
2016-05-25,1464148800000,9.75,13.43,0.4108956520000001,45.83229840647036,0.2955418208289302,-0.2955418208289302,-100.0,0.2944442846326707,0.31555571536732874,107.16992376367409,0.5899861054616009,0.020013894538398525,3.3922654030538224,0.4004847642658742,-0.4004847642658742,-100.0,0.20440917879354087,0.21059082120645825,103.02415109213902,0.2109767405207088,-0.2109767405207088,-100.0,0.4048572536005253,0.4001427463994745,98.83551371276586,0.020377863128722584,-0.020377863128722584,-100.0
2016-05-26,1464235200000,9.63,13.12,0.411265217,46.56836989119228,0.29658185780526125,-0.29658185780526125,-100.0,0.2954968548125141,0.4145031451874868,140.2732849561053,0.5920787126177753,0.11792128738222553,19.916488275833558,0.4000257433385128,-0.4000257433385128,-100.0,0.2063624404056208,0.3110375595943795,150.72392000356845,0.21295000927221566,-0.21295000927221566,-100.0,0.4044433062196156,0.4981566937803858,123.17095773860656,0.01981203700020595,-0.01981203700020595,-100.0
2016-05-27,1464321600000,9.53,14.19,0.4124065220000001,45.246384572575906,0.285190784198428,-0.285190784198428,-100.0,0.2841140685468666,0.3558859314531322,125.26163638194721,0.5693048527452946,0.07069514725470416,12.417801624876185,0.38793327870490657,-0.38793327870490657,-100.0,0.1962780973663772,0.2531219026336218,128.96084995216694,0.2026216112000161,-0.2026216112000161,-100.0,0.3921233612354227,0.43847663876457604,111.82109563253584,0.02017332150806661,-0.02017332150806661,-100.0
2016-05-31,1464667200000,9.6,14.2,0.4134760870000001,45.26332579499925,0.2873942533261173,-0.2873942533261173,-100.0,0.2863068161709581,0.25369318382904105,88.60885228717609,0.5737010694970754,-0.0337010694970763,-5.874325722735661,0.3908867669324243,-0.3908867669324243,-100.0,0.19782107852036912,0.15017892147962986,75.9165416561847,0.20421570867627328,-0.20421570867627328,-100.0,0.39510652277801217,0.33689347722198715,85.26649341379475,0.02031396895646298,-0.02031396895646298,-100.0
2016-06-01,1464753600000,9.65,13.63,0.4134760870000001,44.00033201377501,0.2808489745305112,-0.2808489745305112,-100.0,0.2797558736401706,0.32024412635982896,114.47270872022352,0.5606048481706818,0.039395151829317854,7.027258497294266,0.38525681215320695,-0.38525681215320695,-100.0,0.191185573280674,0.21581442671932605,112.88217150281271,0.1974406418696004,-0.1974406418696004,-100.0,0.3893256789614528,0.4036743210385465,103.68551134756113,0.02099950496178493,-0.02099950496178493,-100.0
2016-06-02,1464840000000,9.46,13.47,0.41611087,43.998752481618716,0.2753127648366869,-0.2753127648366869,-100.0,0.27423435813598385,0.14576564186401786,53.15367587592268,0.5495471229726707,-0.12954712297266902,-23.573433024616428,0.3776660435094748,-0.3776660435094748,-100.0,0.1874092049427878,0.043390795057214326,23.15296896460377,0.1935462520469464,-0.1935462520469464,-100.0,0.3816462772122282,0.2275537227877731,59.62424799475604,0.02058676588304742,-0.02058676588304742,-100.0
2016-06-03,1464926400000,9.51,13.65,0.41628913,42.52321201871564,0.26750854586644923,-0.26750854586644923,-100.0,0.2664239749419393,0.04357602505806124,16.355894797965387,0.5339325208083885,-0.223932520808388,-41.940228789463504,0.3708576386978733,-0.3708576386978733,-100.0,0.17959475919185275,-0.05979475919185305,-33.294267305415694,0.18556466800582605,-0.18556466800582605,-100.0,0.3746584056628253,0.12554159433717604,33.50828179473905,0.021405214970800834,-0.021405214970800834,-100.0
2016-06-06,1465185600000,9.57,14.05,0.415180435,42.48089827420285,0.2689276661907929,-0.2689276661907929,-100.0,0.2678391591236018,-0.04783915912360115,-17.86115192421301,0.5367668253143947,-0.31676682531439404,-59.0138604651764,0.3729419984480806,-0.3729419984480806,-100.0,0.18047526152223448,-0.15187526152223366,-84.15295273226279,0.18647479645570186,-0.18647479645570186,-100.0,0.3767645192471658,0.034635480752834624,9.192872200928505,0.021561462522196706,-0.021561462522196706,-100.0
2016-06-07,1465272000000,9.55,14.08,0.416408696,18.968006054621025,0.12014961456552074,-0.12014961456552074,-100.0,0.11906016902711247,0.6509398309728889,546.7318216427665,0.2392097835926333,0.5307902164073681,221.8931886629216,0.23840071820743525,-0.23840071820743525,-100.0,0.04633306157979344,0.5326669384202072,1149.647617183388,0.0488567826159696,-0.0488567826159696,-100.0,0.2387455481667944,0.7222544518332077,302.52059457402754,0.04695827169236336,-0.04695827169236336,-100.0
2016-06-08,1465358400000,9.34,14.64,0.412876087,20.351382129275947,0.1260334401142149,-0.1260334401142149,-100.0,0.12497698955068424,0.08502301044931483,68.03093173790512,0.2510104296648992,-0.041010429664900094,-16.338137709914815,0.2400997700018745,-0.2400997700018745,-100.0,0.05226444844961532,-0.029064448449616087,-55.61036098493452,0.05495275106892317,-0.05495275106892317,-100.0,0.24067517149412246,0.1561248285058765,64.86951999936116,0.042985640842367834,-0.042985640842367834,-100.0
2016-06-09,1465444800000,9.14,17.03,0.412930435,19.482194880001515,0.11808982059087825,-0.11808982059087825,-100.0,0.11705585601713685,0.2529441439828641,216.08841504335618,0.2351456766080151,0.1348543233919859,57.34926762731273,0.2306646454277619,-0.2306646454277619,-100.0,0.04685136014549585,0.14034863985450485,299.5615056183114,0.049344607615107616,-0.049344607615107616,-100.0,0.2310899637498922,0.3217100362501091,139.21419651019315,0.043829611861113005,-0.043829611861113005,-100.0
2016-06-10,1465531200000,8.92,20.97,0.412865217,21.3416332465129,0.1261974972726625,-0.1261974972726625,-100.0,0.1251885796128791,0.1748114203871216,139.63847255691482,0.2513860768855416,0.04861392311445911,19.338351477832035,0.23415681211750794,-0.23415681211750794,-100.0,0.05476807281092056,0.06683192718908026,122.02716611886007,0.05748594325422341,-0.05748594325422341,-100.0,0.2348568472412449,0.2435431527587557,103.69855323340359,0.03924776082640635,-0.03924776082640635,-100.0
2016-06-13,1465790400000,8.89,20.5,0.415484783,21.378845109101466,0.12599461888771035,-0.11599461888771055,-92.0631531026638,0.12498271491468847,-0.12498271491468847,-100.0,0.25097733380239884,-0.24097733380239905,-96.01557644728466,0.2335570377418588,-0.04575703774185946,-19.59137612989975,0.054765371848298106,-0.054765371848298106,-100.0,0.057483336306620725,-0.057483336306620725,-100.0,0.23425119425413765,-0.06645119425413792,-28.367494332620325,0.039051136273058784,0.14874886372694052,380.9079015955849
2016-06-14,1465876800000,9.06,20.14,0.416376087,24.165905102434465,0.14507500266761486,0.09492499733238537,65.43167023051552,0.14404153631452046,-0.14404153631452046,-100.0,0.2891165389821353,-0.04911653898213508,-16.98849161485363,0.25228902012469323,0.16891097987530745,66.95137972783105,0.07007622309866113,-0.07007622309866113,-100.0,0.07326530094653583,-0.014465300946536088,-19.743726920731422,0.2534111652663809,-0.2534111652663809,-100.0,0.03540431573599934,-0.03540431573599934,-100.0
2016-06-15,1465963200000,9.05,19.37,0.414832609,23.563594434406713,0.14131448803896962,-0.14131448803896962,-100.0,0.1402859889211836,-0.1402859889211836,-100.0,0.2816004769601532,,,0.2488870296159025,-0.06788702961590154,-27.276242446490244,0.06687910048046987,-0.06687910048046987,-100.0,0.06997352737603846,-0.06997352737603846,-100.0,0.2499244582758973,-0.06892445827589633,-27.578116504231478,0.03623158091400169,0.14476841908599924,399.5641797403698
2016-06-16,1466049600000,9.04,19.41,0.414658696,22.416486240554296,0.13431221649747638,0.09568778350252403,71.24279979723359,0.13328528452633392,-0.13328528452633392,-100.0,0.2675975010238103,-0.03759750102380988,-14.050019480736678,0.2427352610102513,0.16806473898974872,69.2378759848372,0.0609288676785309,-0.0609288676785309,-100.0,0.06384868424237844,-0.014648684242377641,-22.942813021438642,0.24360121363181264,-0.24360121363181264,-100.0,0.03795951225767702,-0.03795951225767702,-100.0
2016-06-17,1466136000000,9.2,18.37,0.41278913,24.655565067985762,0.15028625453199052,-0.15028625453199052,-100.0,0.14924585857037798,0.1107541414296218,74.20918911287234,0.2995321131023685,-0.039532113102368704,-13.197954867983773,0.25877587566412164,-0.25877587566412164,-100.0,0.07375628762174191,0.002243712378256824,3.0420625150816583,0.07706187611506188,-0.07706187611506188,-100.0,0.2600006722342201,0.1839993277657808,70.76878924375475,0.03526524271520248,-0.03526524271520248,-100.0
2016-06-20,1466395200000,9.35,18.48,0.415104348,26.18522104643827,0.1621811188532023,-0.1621811188532023,-100.0,0.1611178298226088,0.18888217017739084,117.23232021269816,0.3232989486758111,0.02670105132418854,8.25893540129111,0.2713165123170347,-0.2713165123170347,-100.0,0.08327448906705426,0.079725510932946,95.73821686104786,0.08686614379207391,-0.08686614379207391,-100.0,0.2727815889808678,0.264218411019133,96.86079328384022,0.033820418402704,-0.033820418402704,-100.0
2016-06-21,1466481600000,8.78,21.17,0.41678913,40.1186348769739,0.23304269864234065,0.06695730135766009,28.73177394002889,0.2320401781936807,-0.2320401781936807,-100.0,0.4650828768360213,-0.16508287683602066,-35.49536761256112,0.3291944699520384,0.14640553004796164,44.47387286587531,0.15261199991235275,-0.15261199991235275,-100.0,0.15782170699478515,-0.033421706994785534,-21.17687587543953,0.3323991361371537,-0.3323991361371537,-100.0,0.02093077966214224,-0.02093077966214224,-100.00000000000001
2016-06-22,1466568000000,9.13,17.25,0.42006087,45.632232484703856,0.2755542877427626,-0.10555428774276264,-38.30616776368236,0.27450362060117595,-0.27450362060117595,-100.0,0.5500579083439385,-0.3800579083439386,-69.09416310151425,0.3738804083401135,-0.0212804083401128,-5.6917687756332835,0.1902507545413581,-0.1902507545413581,-100.0,0.1963929940414446,-0.1963929940414446,-100.0,0.3779213135570272,-0.3653213135570264,-96.66597263821704,0.019164826896032938,0.33343517310396775,1739.8287754583782
2016-06-23,1466654400000,8.77,25.76,0.416919565,48.692053427349386,0.28239068381349064,0.18760931618651008,66.4360855156325,0.28138899182209803,-0.28138899182209803,-100.0,0.5637796756355886,-0.09377967563558798,-16.63410010832043,0.3760768514743127,0.2693231485256877,71.6138596326457,0.19969519332274865,-0.19969519332274865,-100.0,0.20596732744124505,0.08863267255875584,43.0323943413013,0.380345601610026,-0.380345601610026,-100.0,0.01726281128857643,-0.01726281128857643,-100.0
