Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,100-Bull-Spreads,100-Bull-Spreads-P,100-Bull-Spreads-ROI,97-Calls,97-Calls-P,97-Calls-ROI,97-Puts,97-Puts-P,97-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,100-Strangles,100-Strangles-P,100-Strangles-ROI,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,95-Calls.1,95-Calls-P.1,95-Calls-ROI.1,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI,90-Calls,90-Calls-P,90-Calls-ROI
2015-12-10,1449723600000,12.05,19.34,0.3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,1449810000000,11.95,24.39,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,1450069200000,12.33,22.73,0.3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,1450155600000,12.47,20.95,0.3445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,1450242000000,12.27,17.86,0.3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,1450328400000,12.32,18.94,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,1450414800000,12.34,20.7,0.4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,1450674000000,12.24,18.7,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,1450760400000,12.46,16.6,0.4195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,1450846800000,12.5,15.57,0.4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,1450933200000,12.6,15.74,0.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,1451278800000,12.83,16.91,0.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,1451365200000,12.74,16.08,0.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,1451451600000,12.78,17.29,0.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,1451538000000,13.09,18.21,0.4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,1451883600000,12.16,20.7,0.4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,1451970000000,11.51,19.34,0.4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,1452056400000,11.52,20.59,0.4225,37.41628656481199,0.494669870338833,-0.494669870338833,-100.0,0.4906701264989355,1.0593298735010634,215.8945116670684,0.26965730858704395,-0.26965730858704395,-100.0,0.8414575775551487,1.2845424224448507,152.65682509831134,0.22501256175178905,-0.22501256175178905,-100.0,0.6798733549794207,-0.6798733549794207,-100.0,0.3303936034547181,0.8740063965452816,264.5349024334449,0.3477246096854873,-0.3477246096854873,-100.0,0.6892048735303895,1.2063951264696091,175.04158383122842,0.6781182131402054,0.5262817868597925,77.60915083267058,0.8247971481197629,-0.8247971481197629,-100.0,0.2449973914718573,0.7290026085281429,297.5552532002705,,,,1.2559016123541813,-1.2559016123541813,-100.0,0.10030184289826982,0.2976981571017281,296.8022804961476,,,
2016-01-07,1452142800000,11.16,24.99,0.42200000000000004,34.71561161226418,0.4447899115546193,-0.4447899115546193,-100.0,0.4409197444196655,0.33908025558033383,76.90294205958683,0.2296301094330131,-0.2296301094330131,-100.0,0.7835664339413109,0.5544335660586883,70.75769737479789,0.21515980212160613,-0.21515980212160613,-100.0,0.6261990083128701,-0.6261990083128701,-100.0,0.2876449461919651,0.1575550538080348,54.774142877826755,0.3032929350879989,-0.3032929350879989,-100.0,0.6341066629389953,0.4806933370610036,75.80638481750964,0.590937881279964,-0.14573788127996426,-24.662132162571435,0.7694096830930937,-0.7694096830930937,-100.0,0.2077330243148872,0.014266975685112369,6.8679381779404105,,,,1.1972976700151057,-0.8612976700151052,-71.9368033184462,0.07781451959364483,-0.07781451959364483,-100.0,,,
2016-01-08,1452229200000,11.31,27.01,0.4235,34.98122791807105,0.4542059891304069,-0.4542059891304069,-100.0,0.4502698646285301,1.1497301353714695,255.34245697743728,0.2358467067978309,-0.2358467067978309,-100.0,0.7972137760708621,1.3682862239291378,171.6335398358087,0.21835928233257604,-0.21835928233257604,-100.0,0.6378460801231682,-0.6378460801231682,-100.0,0.2947280393563485,0.9659719606436514,327.7502753905672,0.3107111153568596,-0.3107111153568596,-100.0,0.6459569071199258,1.2933430928800735,200.22126532350188,0.6054391547132081,0.6552608452867918,108.2290169351838,0.7826861808605416,-0.7826861808605416,-100.0,0.2134468625837576,0.8210531374162421,384.66395217875686,,,,1.2152606848735523,-1.2152606848735523,-100.0,0.08071817282186156,0.38828182717813786,481.03396497223036,,,
2016-01-11,1452488400000,11.84,24.3,0.4235,37.52132941512733,0.5098355315957175,-0.5098355315957175,-100.0,0.5057149556361917,1.4442850443638076,285.5927095426494,0.2784654650241412,-0.2784654650241412,-100.0,0.8661388602666404,1.6758611397333594,193.4864277094606,0.2313700665715763,-0.2313700665715763,-100.0,0.7001066655361647,-0.7001066655361647,-100.0,0.34090970685542743,1.2538902931445737,367.80715477729757,0.3587763549652632,-0.3587763549652632,-100.0,0.7097321617269507,1.5954678382730485,224.79858238224514,0.6996860618206906,0.8951139381793087,127.93079454092378,0.8489474822576213,-0.8489474822576213,-100.0,0.2530329350960745,1.104967064903926,436.6890280446611,,,,1.2916251744663378,-1.2916251744663378,-100.0,0.10391665610276356,0.6620833438972347,637.1291847983426,,,
2016-01-12,1452574800000,12.09,22.47,0.4238,37.84437760385415,0.5250617774477986,-0.5250617774477986,-100.0,0.5208512160256875,1.3091487839743126,251.34793654964747,0.2884789729744295,-0.2884789729744295,-100.0,0.8885578834812105,1.5459421165187894,173.98327618928607,0.2365828044733691,-0.2365828044733691,-100.0,0.7191083465134307,-0.7191083465134307,-100.0,0.35232410193398245,1.1149758980660192,316.4631349219873,0.3707166824565986,-0.3707166824565986,-100.0,0.7290798041918229,1.4636201958081774,200.74896978261313,0.7230407843905811,0.7442592156094188,102.9346105609688,0.8707522756814425,-0.8707522756814425,-100.0,0.2622522423304363,0.963247757669564,367.2981969991614,,,,1.3215212191034222,-1.3215212191034222,-100.0,0.10873171382352176,0.5122682861764787,471.13051764080666,,,
