Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,100-Bull-Spreads,100-Bull-Spreads-P,100-Bull-Spreads-ROI,97-Calls,97-Calls-P,97-Calls-ROI,97-Puts,97-Puts-P,97-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,100-Strangles,100-Strangles-P,100-Strangles-ROI,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,95-Calls.1,95-Calls-P.1,95-Calls-ROI.1,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI,90-Calls,90-Calls-P,90-Calls-ROI
2016-09-19,1474257600000,11.66,15.92,0.53178,29.804541538839946,0.39981593469538,-0.39981593469538,-100.0,0.3947207018763201,0.19527929812367967,49.47277839632226,0.1818244438501555,-0.1818244438501555,-100.0,0.7594744493901455,0.4135255506098545,54.448908839779094,0.2179914908452245,-0.2179914908452245,-100.0,0.5939639376192032,-0.5939639376192032,-100.0,0.23922156178471754,0.0009784382152839832,0.4090092080263685,0.2541227982517231,-0.2541227982517231,-100.0,0.598674708448093,0.34112529155190696,56.98007394302403,0.4933443600364407,-0.2531443600364409,-51.311899059258025,0.7500846323668631,-0.7500846323668631,-100.0,0.16224416118875815,-0.1552441611887585,-95.68551499868416,,,,1.2195522757128447,-0.6435522757128442,-52.769552279887236,0.04896656617569106,-0.04896656617569106,-100.0,,,
2016-09-20,1474344000000,11.9,13.3,0.53617,30.31610486758257,0.4150207405528539,-0.4150207405528539,-100.0,0.4097777126189204,-0.2897777126189194,-70.71583048451515,0.19166776055846926,-0.19166776055846926,-100.0,0.7811625812278393,-0.06616258122783769,-8.469758129459128,0.22335297999438453,-0.22335297999438453,-100.0,0.6126386601528848,-0.3756386601528865,-61.31488013817889,0.25055292305696764,-0.25055292305696764,-100.0,0.2660354792249784,-0.2660354792249784,-100.0,0.6176351604530259,-0.1406351604530256,-22.769940809372287,0.516588402281946,-0.516588402281946,-100.0,0.7712136409862751,-0.2962136409862772,-38.4087657743529,0.17123276444903898,-0.17123276444903898,-100.0,,,,1.2477939813653212,-0.17779398136532087,-14.24866476521876,0.05307525622478049,-0.05307525622478049,-100.0,,,
2016-09-21,1474430400000,11.68,12.02,0.54306,30.199288039674787,0.4058214384734509,-0.09582143847345036,-23.6117241203163,0.4006092257973348,-0.4006092257973348,-100.0,0.1867758956188288,-0.1867758956188288,-100.0,0.7653030723089103,-0.4913030723089094,-64.19719064065089,0.21904554285462213,-0.21904554285462213,-100.0,0.5999117362293545,0.060488263770644764,10.082860547258784,0.2444558899335245,-0.2444558899335245,-100.0,0.2596458848697916,-0.2596458848697916,-100.0,0.6046773058133947,-0.5642773058133947,-93.31875041256012,0.5041017748033161,-0.5041017748033161,-100.0,0.7557287893277955,0.1382712106722046,18.296406412569496,0.16677718728548552,-0.16677718728548552,-100.0,,,,1.224075075933678,0.2539249240663235,20.744227952900623,0.05138408452517407,-0.05138408452517407,-100.0,,,
2016-09-22,1474516800000,11.83,12.29,0.54633,29.45832978369189,0.40103471726439377,-0.051034717264394125,-12.725760406111677,0.3957237860061298,-0.3957237860061298,-100.0,0.1804377868589353,-0.1804377868589353,-100.0,0.7663613090377588,-0.5248613090377585,-68.48744878532203,0.22059693040545847,-0.22059693040545847,-100.0,0.5983963208916165,0.106503679108382,17.79818414486413,0.23834471757110176,-0.23834471757110176,-100.0,0.253400949899274,-0.253400949899274,-100.0,0.6028306907032626,-0.5979306907032615,-99.187168126048,0.4917456674703757,-0.4917456674703757,-100.0,0.7573280421656108,0.1841719578343888,24.318650251975544,0.16078265747025974,-0.16078265747025974,-100.0,,,,1.235401944743618,0.2975980552563815,24.089168429967284,0.047622106611180604,-0.047622106611180604,-100.0,,,
2016-09-23,1474603200000,11.55,14.5,0.52528,29.44190383543744,0.3912291029953829,0.278770897004617,71.25515327726191,0.38624361709037197,-0.38624361709037197,-100.0,0.17592207363138002,-0.08342207363138067,-47.41990127184374,0.748187313431119,-0.748187313431119,-100.0,0.21530702936400287,-0.21530702936400287,-100.0,0.5839119806347073,0.4325880193652916,74.08445685513631,0.2325760593068473,-0.2325760593068473,-100.0,0.24712414808092745,0.07637585191907181,30.90586351523223,0.5884890975987664,-0.5884890975987664,-100.0,0.4797002073877748,-0.1562002073877755,-32.562047083191715,0.7390921826130956,0.5084078173869031,68.78814704674633,0.1568559710033357,-0.1568559710033357,-100.0,,,,1.2059084251646155,0.6190915748353856,51.33819135154272,0.046421487850103686,-0.046421487850103686,-100.0,,,
2016-09-26,1474862400000,11.78,13.1,0.52222,29.629545327642003,0.4015307283181695,0.158469271681831,39.46628751069365,0.39647557909442105,-0.39647557909442105,-100.0,0.1816151741647558,-0.1816151741647558,-100.0,0.7653072674798196,-0.7363072674798197,-96.2106723361588,0.21991555415341368,-0.21991555415341368,-100.0,0.5978487101863053,0.3155512898136941,52.78112747209241,0.2395452154392705,-0.2395452154392705,-100.0,0.2544502442658745,-0.04785024426587458,-18.80534420547696,0.6026434405654139,-0.6026434405654139,-100.0,0.49399545970514497,-0.2873954597051451,-58.17775326855941,0.7558323741098727,0.3931676258901264,52.01783349822127,0.1620299823473128,-0.1620299823473128,-100.0,,,,1.230996282638129,0.5070037173618722,41.186453973306925,0.048446648336754716,-0.048446648336754716,-100.0,,,
2016-09-27,1474948800000,11.83,12.39,0.52444,29.39370483626699,0.4000580628601922,-0.23005806286019226,-57.50616828352498,0.3949598807298021,-0.3949598807298021,-100.0,0.17961821549493795,-0.17961821549493795,-100.0,0.7657651242580297,-0.3442651242580297,-44.95701271216778,0.22043984736525424,-0.22043984736525424,-100.0,0.59746249732836,-0.07256249732836118,-12.145113317209844,0.2376172606618833,-0.2376172606618833,-100.0,0.2524892477237604,-0.2524892477237604,-100.0,0.6021381201294602,-0.4172381201294595,-69.2927596146467,0.4901065083856437,-0.4901065083856437,-100.0,0.7564779354303841,0.005022064569615736,0.6638745605658051,0.16013466240651253,-0.16013466240651253,-100.0,,,,1.2348546548507089,0.11814534514929065,9.56755069798673,0.04726629093335877,-0.04726629093335877,-100.0,,,
2016-09-28,1475035200000,11.64,14.02,0.52667,29.12995321644856,0.390135691056968,-0.3801356910569682,-97.4367892430176,0.3850980646561944,-0.3850980646561944,-100.0,0.1736954614771129,-0.1736954614771129,-100.0,0.7504059537562995,-0.17840595375629853,-23.77459198761066,0.2164402295798551,-0.2164402295798551,-100.0,0.5846516885459616,-0.2254516885459639,-38.561709982684896,0.23056519093721264,-0.23056519093721264,-100.0,0.2450902170367036,-0.2450902170367036,-100.0,0.5891014618439048,-0.24990146184390485,-42.42078453883071,0.4756554079739162,-0.4756554079739162,-100.0,0.7415159153668647,-0.14951591536686593,-20.163547709275125,0.154730170286129,-0.154730170286129,-100.0,,,,1.213536478309516,-0.03953647830951645,-3.2579554892813505,0.045002614548819375,-0.045002614548819375,-100.0,,,
2016-09-29,1475121600000,11.66,13.29,0.5243800000000001,27.756687345399126,0.3725010396957078,-0.15250103969570716,-40.93976216020327,0.3674766944582055,-0.3674766944582055,-100.0,0.15826573910046315,-0.15826573910046315,-100.0,0.7359901766010849,-0.3729901766010855,-50.67868953409282,0.21423530059524465,-0.21423530059524465,-100.0,0.5688729614653703,0.0009270385346287213,0.16296055489098055,0.2141993465849952,-0.2141993465849952,-100.0,0.2280846196398496,-0.2280846196398496,-100.0,0.5727095440452219,-0.4429095440452224,-77.33580636998248,0.4422839662248448,-0.4422839662248448,-100.0,0.7281945427163663,0.07480545728363452,10.272729730243453,0.14042141474073855,-0.14042141474073855,-100.0,,,,1.2081246138029105,0.17787538619709053,14.723264815967779,0.03760270308915825,-0.03760270308915825,-100.0,,,
2016-09-30,1475208000000,11.67,13.57,0.52722,27.72627805948599,0.3724282813884389,0.30757171861156074,82.58548933633924,0.3673723982193584,-0.3673723982193584,-100.0,0.15806349935082187,-0.06156349935082295,-38.94858686772636,0.7362548220232892,-0.7362548220232892,-100.0,0.21436478203761705,-0.21436478203761705,-100.0,0.5690073211172422,0.46109267888275707,81.03457754768506,0.21400311444323394,-0.21400311444323394,-100.0,0.2279050135083063,0.10199498649169404,44.75328774984439,0.5727974538441529,-0.5727974538441529,-100.0,0.4419081279515402,-0.11200812795154168,-25.34647381815628,0.7285180583100193,0.5349819416899795,73.43427326029564,0.14021496929939434,-0.14021496929939434,-100.0,,,,1.2090240284622062,0.6379759715377933,52.76784882011435,0.03747373361003537,-0.03747373361003537,-100.0,,,
2016-10-03,1475467200000,11.63,13.63,0.5311100000000001,27.73295012817329,0.3712584834716353,0.02874151652836332,7.741645728766012,0.3661827618398448,-0.3661827618398448,-100.0,0.15760731635439384,-0.15760731635439384,-100.0,0.7337778086410136,-0.5522778086410121,-75.26499195496973,0.21365116711724147,-0.21365116711724147,-100.0,0.5671609094177823,0.18173909058221493,32.04365596507325,0.213337459434948,-0.213337459434948,-100.0,0.2272210937303392,-0.17612109373034102,-77.51089075354841,0.5708931004495961,-0.5708931004495961,-100.0,0.4405585531652872,-0.38945855316528905,-88.40108774807359,0.7261166775905591,0.2553833224094397,35.17111371919827,0.13979474204035736,-0.13979474204035736,-100.0,,,,1.204944844775751,0.3580551552242479,29.71548090160795,0.03737669530714005,-0.03737669530714005,-100.0,,,
2016-10-04,1475553600000,11.69,12.99,0.52833,23.86706178288092,0.32152055484930564,0.028479445150694005,8.857737000373774,0.3164453464296875,-0.3164453464296875,-100.0,0.11572241712608422,-0.11572241712608422,-100.0,0.6948934482854838,-0.4603934482854832,-66.25381911736477,0.20579813772322145,-0.20579813772322145,-100.0,0.5234796871805925,0.1772203128194052,33.854286452621594,0.16785673501356335,-0.16785673501356335,-100.0,0.17990338242087134,-0.17990338242087134,-100.0,0.525375917748665,-0.5246759177486648,-99.86676206952923,0.3477601174344347,-0.3477601174344347,-100.0,0.6904751736465986,0.2440248263534013,35.341578621087244,0.1011537256479591,-0.1011537256479591,-100.0,,,,1.1935566671536721,0.3254433328463282,27.266684674673012,0.01998897957601531,-0.01998897957601531,-100.0,,,
2016-10-05,1475640000000,11.52,12.84,0.52722,23.64537031785936,0.3139211804094151,0.386078819590586,122.98590973921007,0.3089302828851803,-0.3089302828851803,-100.0,0.11171264593401098,0.012287354065989577,10.999071737364233,0.6824722035335675,-0.6824722035335675,-100.0,0.2022085344754041,-0.2022085344754041,-100.0,0.5132668096588562,0.5323331903411441,103.71471139833888,0.1628256390603502,-0.1628256390603502,-100.0,0.17458042384257455,0.17981957615742727,103.0009964459572,0.5150397993926124,-0.5150397993926124,-100.0,0.33740606290292474,0.01699393709707531,5.036642480833144,0.6782944338809163,0.5977055661190835,88.11889590472721,0.09755308123289597,-0.09755308123289597,-100.0,,,,1.175362115949012,0.6766378840509901,57.56846123159743,0.018870308177201256,-0.018870308177201256,-100.0,,,
2016-10-06,1475726400000,11.48,13.48,0.52567,23.26900339450179,0.30788627504852784,0.3721137249514719,120.86077071568741,0.30292732590818794,-0.30292732590818794,-100.0,0.1074142556051969,-0.0014142556051970345,-1.316636788319008,0.6762073590078383,-0.6762073590078383,-100.0,0.20047201944333093,-0.20047201944333093,-100.0,0.5070989729862845,0.5173010270137137,102.0118467145279,0.1578887923201564,-0.1578887923201564,-100.0,0.16940671776393668,0.16619328223606278,98.10312390778286,0.5086990001493881,-0.5086990001493881,-100.0,0.3272955100840931,0.008304489915906377,2.537306397442689,0.6723482086496055,0.581651791350394,86.51049915320324,0.0936372069662834,-0.0936372069662834,-100.0,,,,1.1699095172852498,0.6580904827147496,56.251400043469566,0.017446463058943706,-0.017446463058943706,-100.0,,,
2016-10-07,1475812800000,11.47,13.38,0.52956,22.496094413521785,0.29750441085507884,0.4524955891449212,152.0971026427376,0.29251312468134394,-0.29251312468134394,-100.0,0.09941747355549556,0.07708252644450342,77.53418356731362,0.6676766230730795,-0.6676766230730795,-100.0,0.19808693729958327,-0.19808693729958327,-100.0,0.4977499038839426,0.5963500961160566,119.80918358049627,0.1488083562954241,-0.1488083562954241,-100.0,0.1599537152215178,0.24594628477848304,153.76090792131663,0.4989126904625722,-0.4989126904625722,-100.0,0.3087620715169419,0.09713792848305712,31.460447199949282,0.6645532728897798,0.6589467271102194,99.15634366599676,0.08631155102473498,-0.08631155102473498,-100.0,,,,1.166303005783318,0.7306969942166823,62.650699740409934,0.014810848226957772,-0.014810848226957772,-100.0,,,
2016-10-10,1476072000000,11.18,15.36,0.529,23.54735797708669,0.3034118795452008,0.9765881204548004,321.86878177566985,0.2985519334210105,-0.2985519334210105,-100.0,0.10742556222691667,0.6135744377730834,571.1624170763199,0.6613226187965164,-0.6613226187965164,-100.0,0.1959863173182841,-0.1959863173182841,-100.0,0.4970176074093473,1.1183823925906522,225.01866652574023,0.15690345966888453,-0.15690345966888453,-100.0,0.16827484658967773,0.7763251534103235,461.3435514241288,0.4986691020817622,-0.4986691020817622,-100.0,0.32517830625856226,0.619421693741439,190.4867827341816,0.6573760719741397,1.1816239280258607,179.7485455284938,0.0937591231561603,-0.0937591231561603,-100.0,,,,1.140336659339935,1.2576633406600664,110.2887757189218,0.01796270782816256,-0.01796270782816256,-100.0,,,
2016-10-11,1476158400000,11.27,15.91,0.52956,23.646109776099216,0.3071287740198505,0.8528712259801496,277.691736536879,0.3022245198630964,-0.3022245198630964,-100.0,0.10930106810990113,0.4871989318900978,445.7403210371412,0.6676516012453106,-0.6676516012453106,-100.0,0.19782770590994936,-0.19782770590994936,-100.0,0.5021506044396453,0.9959493955603538,198.33679114490826,0.15929347790759565,-0.15929347790759565,-100.0,0.1708077743135874,0.6510922256864138,381.1841869042028,0.5038563925321302,-0.5038563925321302,-100.0,0.33010125222118303,0.4917987477788164,148.98421150165422,0.6635972287133871,1.0599027712866125,159.7207952995224,0.09543818726447162,-0.09543818726447162,-100.0,,,,1.1498760619053652,1.1371239380946356,98.89100014921615,0.01846223316428397,-0.01846223316428397,-100.0,,,
2016-10-12,1476244800000,11.19,16.69,0.53067,23.3975349528758,0.3017748309078696,1.258225169092131,416.9417195287108,0.2968951850461892,-0.2968951850461892,-100.0,0.10600871184590144,0.8944912881540992,843.7903570174194,0.6603850836911374,-0.6603850836911374,-100.0,0.1957661190619681,-0.1957661190619681,-100.0,0.4957737901570578,1.399926209842942,282.3719683526341,0.1553405336712279,-0.1553405336712279,-100.0,0.16665975196804528,1.057640248031956,634.6104776603436,0.4973337167305134,-0.4973337167305134,-100.0,0.3220002856392732,0.9022997143607264,280.21705402197824,0.6565855199610731,1.4629144800389269,222.80638782982285,0.09244985639247537,-0.09244985639247537,-100.0,,,,1.1408414064251655,1.5381585935748348,134.82668010750638,0.017449725149654042,-0.017449725149654042,-100.0,,,
2016-10-13,1476331200000,11.12,16.12,0.53456,23.105025662229448,0.2961871812437131,1.113812818756287,376.05031185998666,0.2913025224496364,-0.2913025224496364,-100.0,0.10242593022160752,0.7515740697783917,733.7732429203185,0.6532970384878283,-0.6532970384878283,-100.0,0.1937612510221056,-0.1937612510221056,-100.0,0.4894071562439102,1.2541928437560887,256.26777781137014,0.1510690372136576,-0.1510690372136576,-100.0,0.16219956602567098,0.9142004339743286,563.6269296982213,0.4907683674677728,-0.4907683674677728,-100.0,0.3132686032393286,0.7631313967606709,243.60289823798888,0.649823135259437,1.3161768647405625,202.5438605252317,0.08918270940506545,-0.08918270940506545,-100.0,,,,1.1327340364157037,1.3892659635842968,122.64714566009987,0.016337843501033844,-0.016337843501033844,-100.0,,,
2016-10-14,1476417600000,10.93,16.21,0.53456,23.396263230808593,0.2947642872445444,1.2352357127554567,419.05880943123617,0.2899630893471299,-0.2899630893471299,-100.0,0.10354130652690152,0.8799586934730996,849.862458751642,0.6450000487346159,-0.6450000487346159,-100.0,0.19122298071764288,-0.19122298071764288,-100.0,0.4842629437135759,1.3736370562864249,283.65520717994104,0.15170578175308205,-0.15170578175308205,-100.0,0.16278424885553466,1.0393157511444668,638.4621107087721,0.4857390150211964,-0.4857390150211964,-100.0,0.3144900306086167,0.8876099693913848,282.2378717931497,0.6413437748235875,1.4351562251764136,223.7733149543983,0.09028263682104454,-0.09028263682104454,-100.0,,,,1.1143590862410058,1.5086409137589951,135.381936790949,0.017038008133330673,-0.017038008133330673,-100.0,,,
2016-10-17,1476676800000,11.34,15.28,0.53567,25.653520911574425,0.3350777177596882,1.2649222822403114,377.5011632219279,0.3300860787737161,-0.3300860787737161,-100.0,0.131080469987781,0.9019195300122184,688.0655295913214,0.6928392490525077,-0.6928392490525077,-100.0,0.2039972477719072,-0.2039972477719072,-100.0,0.5285878173298544,1.4116121826701449,267.0534840929293,0.18354592751345988,-0.18354592751345988,-100.0,0.1961369223306728,1.0636630776693274,542.3063975053446,0.5311955341751196,-0.5311955341751196,-100.0,0.3796828498441327,0.8801171501558658,231.80324065655617,0.6871487039748025,1.4798512960251973,215.36114198644592,0.1154066469381263,-0.1154066469381263,-100.0,,,,1.1651089269687382,1.5688910730312615,134.65617134296986,0.02661645188136053,-0.02661645188136053,-100.0,,,
2016-10-18,1476763200000,11.3,14.41,0.52789,25.4889892994131,0.3317360522288784,1.0782639477711218,325.03670931345835,0.3268342469416643,-0.3268342469416643,-100.0,0.12884822919804995,0.7161517708019489,555.8103322484681,0.6887013336464776,-0.6887013336464776,-100.0,0.20288782303082847,-0.20288782303082847,-100.0,0.5247631665185848,1.224236833481414,233.2932095069323,0.18100841538998927,-0.18100841538998927,-100.0,0.1934277778638962,0.8775722221361035,453.6950337885801,0.5273789184180675,-0.5273789184180675,-100.0,0.37443619325388544,0.6965638067461143,186.0300417790572,0.6830591826153025,1.2919408173846971,189.14039226265928,0.11340246759245165,-0.11340246759245165,-100.0,,,,1.1602279343417408,1.3797720656582602,118.9225000379842,0.025816309583248542,-0.025816309583248542,-100.0,,,
2016-10-19,1476849600000,11.19,13.75,0.52456,25.396262245304683,0.3273061413576705,1.5426938586423304,471.33055684296494,0.3224826663921263,-0.3224826663921263,-100.0,0.1266108849687324,1.1838891150312687,935.0610852484283,0.6810462362549128,-0.6810462362549128,-100.0,0.2006952563889381,-0.2006952563889381,-100.0,0.5185679141294948,1.6871320858705054,325.3444804240629,0.1781891434129177,-0.1781891434129177,-100.0,0.19042324912599007,1.3438767508740117,705.7314466811035,0.5211550699114778,-0.5211550699114778,-100.0,0.36861239253890776,1.1656876074610922,316.23668413102837,0.6754893840742362,1.7540106159257651,259.6651638470456,0.11140708285697044,-0.11140708285697044,-100.0,,,,1.148515371394799,1.8404846286052017,160.24902012152,0.025174243925808804,-0.025174243925808804,-100.0,,,
2016-10-20,1476936000000,11.32,13.34,0.524,22.224697082292337,0.29007728776582464,1.5899227122341744,548.103136401943,0.28520298406109035,-0.28520298406109035,-100.0,0.09539862331885553,1.2186013766811428,1277.3783669897955,0.6562806044288827,-0.6562806044288827,-100.0,0.1946786644469692,-0.1946786644469692,-100.0,0.4881277010794776,1.7314722989205205,354.7170740548896,0.1437996264858854,-0.1437996264858854,-100.0,0.15463118020956654,1.3857688197904334,896.1768369822612,0.4892106473936879,-0.4892106473936879,-100.0,0.29843080669545197,1.2419691933045462,416.16655031595764,0.653352797776158,1.79264720222384,274.3766014817021,0.08272220925666174,-0.08272220925666174,-100.0,,,,1.150153047519856,1.8618469524801424,161.8781914715572,0.013766174185593116,-0.013766174185593116,-100.0,,,
2016-10-21,1477022400000,11.35,13.02,0.534,22.18431202752437,0.2903678762809099,1.6296321237190905,561.2301693258033,0.2853874076910934,-0.2853874076910934,-100.0,0.09527015501808167,1.2572298449819177,1319.6471074737974,0.657540662998775,-0.657540662998775,-100.0,0.1950977212628282,-0.1950977212628282,-100.0,0.4890237337114796,1.7714762662885188,362.24750337652875,0.14369267917935868,-0.14369267917935868,-100.0,0.15459213148574547,1.424907868514254,921.7208242229593,0.4899622488382347,-0.4899622488382347,-100.0,0.2982848106651041,1.2812151893348953,429.52746620858454,0.6547865849308714,1.8327134150691275,279.8947714029014,0.08255513977054507,-0.08255513977054507,-100.0,,,,1.1531558456797608,1.9018441543202391,164.9251626695039,0.013673423948925234,-0.013673423948925234,-100.0,,,
2016-10-24,1477281600000,11.07,13.46,0.534,23.21520740636024,0.29624683021150844,2.7537531697884905,929.546880829888,0.2913892278071666,-0.2913892278071666,-100.0,0.1030598919069785,2.393440108093019,2322.377856026988,0.6514594093824204,-0.6514594093824204,-100.0,0.19318693830453001,-0.19318693830453001,-100.0,0.4884352835390873,2.8936647164609104,592.4356437753833,0.15162340920687625,-0.15162340920687625,-100.0,0.1627535704422316,2.555146429557768,1569.9480033617456,0.4898502399657598,-0.4898502399657598,-100.0,0.3143769796491078,2.4035230203508906,764.5353114065747,0.6479005107638702,2.9555994892361284,456.18107103380686,0.08978578847974639,-0.08978578847974639,-100.0,,,,1.1280080622127038,3.0289919377872963,268.5257348112936,0.01663622004879406,-0.01663622004879406,-100.0,,,
2016-10-25,1477368000000,11.21,14.24,0.53589,23.48275370193286,0.30342944459281096,2.426570555407188,799.7149250507113,0.29849300286019004,-0.29849300286019004,-100.0,0.10707315385245007,2.0624268461475475,1926.1848296629346,0.6623898900332001,-0.6623898900332001,-100.0,0.19635629074036087,-0.19635629074036087,-100.0,0.4976583028742558,2.5686416971257424,516.1456530093833,0.15656995439361454,-0.15656995439361454,-100.0,0.1679821958436083,2.2257178041563908,1324.9724430489869,0.4991976608590081,-0.4991976608590081,-100.0,0.32455215023722284,2.069147849762776,637.5394056857695,0.658585404542082,2.631914595457916,399.63147942640785,0.09339578489609268,-0.09339578489609268,-100.0,,,,1.143220969534852,2.7077790304651472,236.8552626852948,0.017778171975492363,-0.017778171975492363,-100.0,,,
2016-10-26,1477454400000,11.15,15.36,0.53478,23.36830822204676,0.300342101435227,2.4396578985647728,812.293010838815,0.2954422493262694,-0.2954422493262694,-100.0,0.10534445772657276,2.0771555422734265,1971.774867990489,0.6576996130121701,-0.6576996130121701,-100.0,0.19499764370865424,-0.19499764370865424,-100.0,0.4936960528582333,2.5808039471417654,522.7515861632487,0.15444319631254766,-0.15444319631254766,-100.0,0.16573247326280294,2.2397675267371966,1351.4355289838609,0.4951856255905769,-0.4951856255905769,-100.0,0.3201756695753506,2.0853243304246494,651.306307312613,0.653996488455844,2.6435035115441554,404.2076002251559,0.0918416289523334,-0.0918416289523334,-100.0,,,,1.1366934468345988,2.7183065531654016,239.1415698520293,0.017283579936536952,-0.017283579936536952,-100.0,,,
2016-10-27,1477540800000,11.14,16.19,0.53433,23.36832220678504,0.30007089938563514,2.409929100614364,803.119897846959,0.29517956022696,-0.29517956022696,-100.0,0.10524914574424617,2.0477508542557525,1945.6223038919068,0.6571132396276358,-0.6571132396276358,-100.0,0.19482175364138896,-0.19482175364138896,-100.0,0.4932507749003658,2.5509492250996324,517.1708499829343,0.15430617591645124,-0.15430617591645124,-100.0,0.16558264191742555,2.2102173580825744,1334.812231818833,0.49474456258398897,-0.49474456258398897,-100.0,0.3198888178338768,2.0559111821661213,642.6955453109297,0.6534070608463765,2.613592939153621,399.9945969007683,0.09176028864563612,-0.09176028864563612,-100.0,,,,1.1356705591701424,2.688329440829857,236.71736659214577,0.017268353927332725,-0.017268353927332725,-100.0,,,
2016-10-28,1477627200000,11.2,17.06,0.53267,22.926275943446363,0.2960215620322959,2.573978437967705,869.5239699082747,0.2911191525351784,-0.2911191525351784,-100.0,0.10136629864297307,2.2086337013570274,2178.863913277684,0.6562187686709997,-0.6562187686709997,-100.0,0.1946552633893228,-0.1946552633893228,-100.0,0.4908973742080969,2.7151026257919018,553.0896615961406,0.15014203699589454,-0.15014203699589454,-100.0,0.16125418467799246,2.372745815322008,1471.4320872107169,0.4922047028959629,-0.4922047028959629,-100.0,0.31139622167388703,2.2226037783261137,713.7542537859558,0.6528453448998572,2.7771546551001425,425.3924266743669,0.08818805587759826,-0.08818805587759826,-100.0,,,,1.1402682452013426,2.84973175479866,249.9176633911671,0.01585607665393518,-0.01585607665393518,-100.0,,,
2016-10-31,1477886400000,11.07,18.56,0.53378,22.903803691327447,0.29230623795866784,2.467693762041332,844.215224168519,0.2874506363747749,-0.2874506363747749,-100.0,0.09996986221146552,2.1065301377885333,2107.1651907778014,0.6483714805483807,-0.6483714805483807,-100.0,0.1923363757472023,-0.1923363757472023,-100.0,0.4849553169680689,2.6071446830319296,537.6051342898448,0.14814538343169434,-0.14814538343169434,-100.0,0.15912423840017587,2.2687757615998234,1425.7889209148389,0.4862229687687672,-0.4862229687687672,-100.0,0.30726962183187023,2.120630378168129,690.1529560668648,0.6450718682578902,2.668428131742109,413.6636959457843,0.08695904675319266,-0.08695904675319266,-100.0,,,,1.1269678085997104,2.7400321914002905,243.13313747664702,0.015597767174206469,-0.015597767174206469,-100.0,,,
2016-11-01,1477972800000,11.78,19.32,0.5304399999999999,28.841453840454005,0.3909630105001965,1.959036989499805,501.07988144285605,0.38582830808216695,-0.38582830808216695,-100.0,0.17243579150991015,1.5885642084900908,921.2496979774603,0.7560443539709798,-0.7560443539709798,-100.0,0.21852721899028635,-0.21852721899028635,-100.0,0.5881370888783195,2.1152629111216807,359.6547388561837,0.2297564275328305,-0.2297564275328305,-100.0,0.2443452270657653,1.7522547729342357,717.1225703797427,0.5924564835751953,-0.5924564835751953,-100.0,0.4741016545985958,1.5224983454014052,321.13331194560953,0.7473415076819201,2.19165849231808,293.2606405224428,0.15346354038479504,-0.15346354038479504,-100.0,,,,1.2265235613334458,2.3014764386665565,187.64225256010968,0.043902329157218034,-0.043902329157218034,-100.0,,,
2016-11-02,1478059200000,11.99,22.08,0.532,28.75781731925573,0.3967944090104396,1.9932055909895607,502.3270352927579,0.3915528043817611,-0.3915528043817611,-100.0,0.17452506017193148,1.6159749398280685,925.9271638331528,0.7685213753118205,-0.7685213753118205,-100.0,0.22226934883850813,-0.22226934883850813,-100.0,0.5975790077473668,2.152120992252632,360.13999226064936,0.2327946512575503,-0.2327946512575503,-100.0,0.2476139723710053,1.782686027628995,719.9456519190112,0.6019151196034649,-0.6019151196034649,-100.0,0.4804086236285556,1.5498913763714448,322.61939110605886,0.7597570630752095,2.22974293692479,293.48104088689,0.15527753867796526,-0.15527753867796526,-100.0,,,,1.2479226679294175,2.341077332070583,187.59794915457007,0.044205223763605465,-0.044205223763605465,-100.0,,,
2016-11-03,1478145600000,12.18,22.51,0.53256,28.876762101631474,0.4047401286996761,1.7752598713003236,438.61721272950325,0.3994098590950763,-0.3994098590950763,-100.0,0.17872134816343976,1.39227865183656,779.0220173156529,0.7821245650786093,-0.7821245650786093,-100.0,0.2260187805362364,-0.2260187805362364,-100.0,0.6085720754825337,1.9368279245174653,318.2577713546525,0.2380017139660717,-0.2380017139660717,-100.0,0.25311846366917656,1.561481536330824,616.8975244617735,0.613028285976438,-0.613028285976438,-100.0,0.4911201776352483,1.3234798223647504,269.48186668634287,0.7731265185300469,2.0158734814699533,260.7430262905421,0.1590627624056742,-0.1590627624056742,-100.0,,,,1.2683940470317676,2.129605952968232,167.89781992053884,0.04559680438762559,-0.04559680438762559,-100.0,,,
