Datetime,Timestamp,Price,VIX,6-Month-LIBOR,6-Month-VM,110-Calls,110-Calls-P,110-Calls-ROI,110-Puts,110-Puts-P,110-Puts-ROI,110-Calls.1,110-Calls-P.1,110-Calls-ROI.1,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls,100-Calls-P,100-Calls-ROI
2015-12-18,1450414800000,12.34,20.7,0.795,,,,,,,,,,,,,,,,,,,
2015-12-21,1450674000000,12.24,18.7,0.807,,,,,,,,,,,,,,,,,,,
2015-12-22,1450760400000,12.46,16.6,0.8115,,,,,,,,,,,,,,,,,,,
2015-12-23,1450846800000,12.5,15.57,0.8195,,,,,,,,,,,,,,,,,,,
2015-12-24,1450933200000,12.6,15.74,0.8275,,,,,,,,,,,,,,,,,,,
2015-12-28,1451278800000,12.83,16.91,0.8273,,,,,,,,,,,,,,,,,,,
2015-12-29,1451365200000,12.74,16.08,0.8273,,,,,,,,,,,,,,,,,,,
2015-12-30,1451451600000,12.78,17.29,0.8273,,,,,,,,,,,,,,,,,,,
2015-12-31,1451538000000,13.09,18.21,0.8444,,,,,,,,,,,,,,,,,,,
2016-01-04,1451883600000,12.16,20.7,0.84615,,,,,,,,,,,,,,,,,,,
2016-01-05,1451970000000,11.51,19.34,0.84615,,,,,,,,,,,,,,,,,,,
2016-01-06,1452056400000,11.52,20.59,0.84225,,,,,,,,,,,,,,,,,,,
2016-01-07,1452142800000,11.16,24.99,0.8512,,,,,,,,,,,,,,,,,,,
2016-01-08,1452229200000,11.31,27.01,0.8513,,,,,,,,,,,,,,,,,,,
2016-01-11,1452488400000,11.84,24.3,0.8448,,,,,,,,,,,,,,,,,,,
2016-01-12,1452574800000,12.09,22.47,0.8508,,,,,,,,,,,,,,,,,,,
2016-01-13,1452661200000,11.61,25.22,0.8513,,,,,,,,,,,,,,,,,,,
2016-01-14,1452747600000,10.82,23.95,0.8548,,,,,,,,,,,,,,,,,,,
2016-01-15,1452834000000,10.27,27.02,0.8597,,,,,,,,,,,,,,,,,,,
2016-01-19,1453179600000,9.47,26.05,0.8573,,,,,,,,,,,,,,,,,,,
2016-01-20,1453266000000,9.49,27.59,0.84905,,,,,,,,,,,,,,,,,,,
2016-01-21,1453352400000,10.02,26.69,0.85325,,,,,,,,,,,,,,,,,,,
2016-01-22,1453438800000,9.85,22.34,0.85775,,,,,,,,,,,,,,,,,,,
2016-01-25,1453698000000,9.81,24.15,0.85325,,,,,,,,,,,,,,,,,,,
