Datetime,Timestamp,Price,VIX,6-Month-LIBOR,6-Month-VM,110-Calls,110-Calls-P,110-Calls-ROI,110-Puts,110-Puts-P,110-Puts-ROI,110-Calls.1,110-Calls-P.1,110-Calls-ROI.1,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls,100-Calls-P,100-Calls-ROI
2016-01-26,1453784400000,9.54,22.5,0.85775,,,,,,,,,,,,,,,,,,,
2016-01-27,1453870800000,9.05,23.11,0.865,,,,,,,,,,,,,,,,,,,
2016-01-28,1453957200000,8.74,22.42,0.8657,,,,,,,,,,,,,,,,,,,
2016-01-29,1454043600000,8.77,20.2,0.86425,,,,,,,,,,,,,,,,,,,
2016-02-01,1454302800000,8.76,19.98,0.865,,,,,,,,,,,,,,,,,,,
2016-02-02,1454389200000,8.47,21.98,0.86575,,,,,,,,,,,,,,,,,,,
2016-02-03,1454475600000,8.43,21.65,0.86025,,,,,,,,,,,,,,,,,,,
2016-02-04,1454562000000,8.9,21.84,0.865,,,,,,,,,,,,,,,,,,,
2016-02-05,1454648400000,8.63,23.38,0.86485,,,,,,,,,,,,,,,,,,,
2016-02-08,1454907600000,8.37,26.0,0.86265,,,,,,,,,,,,,,,,,,,
2016-02-09,1454994000000,8.62,26.54,0.8649,,,,,,,,,,,,,,,,,,,
2016-02-10,1455080400000,8.88,26.29,0.8672,,,,,,,,,,,,,,,,,,,
2016-02-11,1455166800000,8.62,28.14,0.8706,,,,,,,,,,,,,,,,,,,
2016-02-12,1455253200000,9.3,25.4,0.8655,,,,,,,,,,,,,,,,,,,
2016-02-16,1455598800000,9.93,24.11,0.85835,,,,,,,,,,,,,,,,,,,
2016-02-17,1455685200000,9.84,22.31,0.85785,,,,,,,,,,,,,,,,,,,
2016-02-18,1455771600000,9.98,21.64,0.8636,,,,,,,,,,,,,,,,,,,
2016-02-19,1455858000000,9.97,20.53,0.86585,,,,,,,,,,,,,,,,,,,
2016-02-22,1456117200000,10.38,19.38,0.8666,,,,,,,,,,,,,,,,,,,
2016-02-23,1456203600000,9.71,20.98,0.8704,,,,,,,,,,,,,,,,,,,
2016-02-24,1456290000000,9.89,20.72,0.8679,,,,,,,,,,,,,,,,,,,
2016-02-25,1456376400000,10.26,19.11,0.88155,,,,,,,,,,,,,,,,,,,
2016-02-26,1456462800000,10.32,19.81,0.88105,,,,,,,,,,,,,,,,,,,
2016-02-29,1456722000000,10.44,20.55,0.8783,,,,,,,,,,,,,,,,,,,
2016-03-01,1456808400000,10.72,17.7,0.88045,,,,,,,,,,,,,,,,,,,
2016-03-02,1456894800000,11.97,17.09,0.88065,,,,,,,,,,,,,,,,,,,
2016-03-03,1456981200000,12.25,16.7,0.8859,,,,,,,,,,,,,,,,,,,
2016-03-04,1457067600000,12.01,16.86,0.88265,,,,,,,,,,,,,,,,,,,
2016-03-07,1457326800000,12.26,17.35,0.889,,,,,,,,,,,,,,,,,,,
2016-03-08,1457413200000,11.48,18.67,0.8949,,,,,,,,,,,,,,,,,,,
2016-03-09,1457499600000,12.03,18.34,0.89205,,,,,,,,,,,,,,,,,,,
2016-03-10,1457586000000,11.3,18.05,0.90065,,,,,,,,,,,,,,,,,,,
2016-03-11,1457672400000,11.1,16.5,0.8977,,,,,,,,,,,,,,,,,,,
2016-03-14,1457928000000,11.61,16.92,0.8984,,,,,,,,,,,,,,,,,,,
2016-03-15,1458014400000,11.95,16.84,0.9005,,,,,,,,,,,,,,,,,,,
2016-03-16,1458100800000,11.87,14.99,0.9055,,,,,,,,,,,,,,,,,,,
2016-03-17,1458187200000,11.95,14.44,0.9104,,,,,,,,,,,,,,,,,,,
2016-03-18,1458273600000,12.04,14.02,0.9123,,,,,,,,,,,,,,,,,,,
2016-03-21,1458532800000,13.4,13.79,0.9174,,,,,,,,,,,,,,,,,,,
2016-03-22,1458619200000,13.06,14.17,0.8883,,,,,,,,,,,,,,,,,,,
2016-03-23,1458705600000,12.59,14.94,0.8912,,,,,,,,,,,,,,,,,,,
2016-03-24,1458792000000,12.88,14.74,0.89815,,,,,,,,,,,,,,,,,,,
2016-03-25,1458878400000,13.4,15.24,0.9131,,,,,,,,,,,,,,,,,,,
2016-03-28,1459137600000,13.74,13.82,0.9109,,,,,,,,,,,,,,,,,,,
2016-03-29,1459224000000,15.02,13.56,0.9109,,,,,,,,,,,,,,,,,,,
2016-03-30,1459310400000,15.28,13.95,0.9109,,,,,,,,,,,,,,,,,,,
2016-03-31,1459396800000,14.22,13.1,0.9139,,,,,,,,,,,,,,,,,,,
2016-04-01,1459483200000,14.28,14.12,0.8989,,,,,,,,,,,,,,,,,,,
2016-04-04,1459742400000,14.26,15.42,0.8997,,,,,,,,,,,,,,,,,,,
2016-04-05,1459828800000,14.97,14.09,0.9011,,,,,,,,,,,,,,,,,,,
2016-04-06,1459915200000,14.81,16.16,0.9041,,,,,,,,,,,,,,,,,,,
2016-04-07,1460001600000,15.13,15.36,0.8919,,,,,,,,,,,,,,,,,,,
2016-04-08,1460088000000,15.36,16.26,0.8972,,,,,,,,,,,,,,,,,,,
2016-04-11,1460347200000,15.48,14.85,0.89465,,,,,,,,,,,,,,,,,,,
2016-04-12,1460433600000,15.01,13.84,0.8949,,,,,,,,,,,,,,,,,,,
2016-04-13,1460520000000,14.82,13.72,0.8964,,,,,,,,,,,,,,,,,,,
2016-04-14,1460606400000,14.33,13.62,0.89415,,,,,,,,,,,,,,,,,,,
2016-04-15,1460692800000,14.51,13.35,0.89915,,,,,,,,,,,,,,,,,,,
2016-04-18,1460952000000,14.09,13.24,0.9024,,,,,,,,,,,,,,,,,,,
2016-04-19,1461038400000,13.63,13.28,0.9019,,,,,,,,,,,,,,,,,,,
2016-04-20,1461124800000,13.24,13.95,0.9009,,,,,,,,,,,,,,,,,,,
2016-04-21,1461211200000,13.34,13.22,0.90365,,,,,,,,,,,,,,,,,,,
2016-04-22,1461297600000,13.59,14.08,0.90415,,,,,,,,,,,,,,,,,,,
2016-04-25,1461556800000,14.18,13.96,0.91315,,,,,,,,,,,,,,,,,,,
2016-04-26,1461643200000,14.69,13.77,0.90865,,,,,,,,,,,,,,,,,,,
2016-04-27,1461729600000,15.35,15.22,0.9104,,,,,,,,,,,,,,,,,,,
2016-04-28,1461816000000,14.89,15.7,0.9119,,,,,,,,,,,,,,,,,,,
2016-04-29,1461902400000,14.0,14.68,0.9139,,,,,,,,,,,,,,,,,,,
2016-05-02,1462161600000,13.45,15.6,0.90465,,,,,,,,,,,,,,,,,,,
2016-05-03,1462248000000,13.39,16.05,0.90415,,,,,,,,,,,,,,,,,,,
2016-05-04,1462334400000,13.05,15.91,0.90415,,,,,,,,,,,,,,,,,,,
2016-05-05,1462420800000,10.22,14.72,0.9071,,,,,,,,,,,,,,,,,,,
2016-05-06,1462507200000,9.85,14.57,0.9083,,,,,,,,,,,,,,,,,,,
2016-05-09,1462766400000,10.0,13.63,0.9083,,,,,,,,,,,,,,,,,,,
2016-05-10,1462852800000,9.68,14.69,0.9054,,,,,,,,,,,,,,,,,,,
2016-05-11,1462939200000,9.28,14.41,0.9049,,,,,,,,,,,,,,,,,,,
2016-05-12,1463025600000,9.36,15.04,0.9049,,,,,,,,,,,,,,,,,,,
2016-05-13,1463112000000,9.16,14.68,0.90665,,,,,,,,,,,,,,,,,,,
2016-05-16,1463371200000,9.18,15.57,0.9069,,,,,,,,,,,,,,,,,,,
2016-05-17,1463457600000,9.4,15.95,0.9064,,,,,,,,,,,,,,,,,,,
2016-05-18,1463544000000,9.6,16.33,0.9116,,,,,,,,,,,,,,,,,,,
2016-05-19,1463630400000,9.39,15.2,0.93085,,,,,,,,,,,,,,,,,,,
2016-05-20,1463716800000,9.46,15.82,0.9571,,,,,,,,,,,,,,,,,,,
2016-05-23,1463976000000,10.14,14.42,0.9554,,,,,,,,,,,,,,,,,,,
2016-05-24,1464062400000,10.0,13.9,0.9579,,,,,,,,,,,,,,,,,,,
2016-05-25,1464148800000,9.75,13.43,0.96815,,,,,,,,,,,,,,,,,,,
2016-05-26,1464235200000,9.63,13.12,0.9756,,,,,,,,,,,,,,,,,,,
2016-05-27,1464321600000,9.53,14.19,0.9771,,,,,,,,,,,,,,,,,,,
2016-05-31,1464667200000,9.6,14.2,0.9781,,,,,,,,,,,,,,,,,,,
2016-06-01,1464753600000,9.65,13.63,0.9781,,,,,,,,,,,,,,,,,,,
2016-06-02,1464840000000,9.46,13.47,0.9931,,,,,,,,,,,,,,,,,,,
2016-06-03,1464926400000,9.51,13.65,0.9854,,,,,,,,,,,,,,,,,,,
2016-06-06,1465185600000,9.57,14.05,0.9839,,,,,,,,,,,,,,,,,,,
2016-06-07,1465272000000,9.55,14.08,0.9857,,,,,,,,,,,,,,,,,,,
2016-06-08,1465358400000,9.34,14.64,0.9542,,,,,,,,,,,,,,,,,,,
2016-06-09,1465444800000,9.14,17.03,0.9489,,,,,,,,,,,,,,,,,,,
2016-06-10,1465531200000,8.92,20.97,0.9470000000000001,,,,,,,,,,,,,,,,,,,
2016-06-13,1465790400000,8.89,20.5,0.9439,,,,,,,,,,,,,,,,,,,
2016-06-14,1465876800000,9.06,20.14,0.94415,,,,,,,,,,,,,,,,,,,
2016-06-15,1465963200000,9.05,19.37,0.9364,,,,,,,,,,,,,,,,,,,
2016-06-16,1466049600000,9.04,19.41,0.9429,,,,,,,,,,,,,,,,,,,
2016-06-17,1466136000000,9.2,18.37,0.9246,,,,,,,,,,,,,,,,,,,
2016-06-20,1466395200000,9.35,18.48,0.92465,,,,,,,,,,,,,,,,,,,
2016-06-21,1466481600000,8.78,21.17,0.93065,,,,,,,,,,,,,,,,,,,
2016-06-22,1466568000000,9.13,17.25,0.93115,,,,,,,,,,,,,,,,,,,
2016-06-23,1466654400000,8.77,25.76,0.92965,,,,,,,,,,,,,,,,,,,
2016-06-24,1466740800000,8.62,23.85,0.9289,,,,,,,,,,,,,,,,,,,
2016-06-27,1467000000000,8.9,18.75,0.8941,,,,,,,,,,,,,,,,,,,
2016-06-28,1467086400000,9.3,16.64,0.88685,,,,,,,,,,,,,,,,,,,
2016-06-29,1467172800000,9.05,15.63,0.89815,,,,,,,,,,,,,,,,,,,
2016-06-30,1467259200000,9.27,14.77,0.91365,,,,,,,,,,,,,,,,,,,
2016-07-01,1467345600000,8.94,15.58,0.92415,,,,,,,,,,,,,,,,,,,
2016-07-05,1467691200000,9.0,14.96,0.92365,,,,,,,,,,,,,,,,,,,
2016-07-06,1467777600000,9.08,14.76,0.92815,,,,,,,,,,,,,,,,,,,
2016-07-07,1467864000000,9.3,13.2,0.9274,,,,,,,,,,,,,,,,,,,
2016-07-08,1467950400000,9.24,13.54,0.92415,,,,,,,,,,,,,,,,,,,
2016-07-11,1468209600000,9.4,13.55,0.9349,,,,,,,,,,,,,,,,,,,
2016-07-12,1468296000000,9.29,13.04,0.9374,,,,,,,,,,,,,,,,,,,
2016-07-13,1468382400000,9.37,12.82,0.9514,,,,,,,,,,,,,,,,,,,
2016-07-14,1468468800000,9.17,12.67,0.966,,,,,,,,,,,,,,,,,,,
2016-07-15,1468555200000,9.27,12.44,0.9801,,,,,,,,,,,,,,,,,,,
2016-07-18,1468814400000,9.35,11.97,0.98335,,,,,,,,,,,,,,,,,,,
2016-07-19,1468900800000,9.58,11.77,0.9938,,,,,,,,,,,,,,,,,,,
2016-07-20,1468987200000,9.46,12.74,1.0028,,,,,,,,,,,,,,,,,,,
2016-07-21,1469073600000,9.73,12.02,1.0073,,,,,,,,,,,,,,,,,,,
2016-07-22,1469160000000,9.85,12.87,1.0202,,,,,,,,,,,,,,,,,,,
2016-07-25,1469419200000,10.1,13.05,1.0319,,,,,,,,,,,,,,,,,,,
2016-07-26,1469505600000,10.13,12.83,1.0444,,,,,,,,,,,,,,,,,,,
2016-07-27,1469592000000,10.12,12.72,1.0597,,,,,,,,,,,,,,,,,,,
2016-07-28,1469678400000,10.07,11.87,1.0867,,,,,,,,,,,,,,,,,,,
2016-07-29,1469764800000,10.19,12.44,1.0922,,,,,,,,,,,,,,,,,,,
2016-08-01,1470024000000,10.05,13.37,1.1117,,,,,,,,,,,,,,,,,,,
2016-08-02,1470110400000,10.44,12.86,1.1147,,,,,,,,,,,,,,,,,,,
2016-08-03,1470196800000,11.32,12.42,1.1272,,,,,,,,,,,,,,,,,,,
2016-08-04,1470283200000,11.15,11.39,1.1442,,,,,,,,,,,,,,,,,,,
2016-08-05,1470369600000,11.26,11.5,1.1582,,,,,,,,,,,,,,,,,,,
2016-08-08,1470628800000,11.3,11.66,1.1607,,,,,,,,,,,,,,,,,,,
2016-08-09,1470715200000,11.07,12.05,1.1852,59.432818488478965,1.4406997973487083,4.612300202651291,320.1430451464778,2.4767349912072474,-2.4767349912072474,-100.0,,,,1.8570155393293664,5.302984460670634,285.56489422731084,1.7925020792007658,-1.7925020792007658,-100.0,,,
2016-08-10,1470801600000,11.37,11.68,1.1962,59.12349885907108,1.4701171209873367,4.262882879012662,289.96892956050283,2.5335546596673666,-2.5335546596673666,-100.0,,,,1.897987950710484,4.972012049289514,261.9622557365717,1.831112985874148,-1.831112985874148,-100.0,,,
2016-08-11,1470888000000,11.66,11.55,1.2037,59.19289478715582,1.5100388900619102,4.27396210993809,283.0365587314683,2.6001285780557284,-2.6001285780557284,-100.0,,,,1.9487907070468509,5.001210292953148,256.6314727830296,1.8797813324957766,-1.8797813324957766,-100.0,,,
2016-08-12,1470974400000,11.48,11.81,1.20395,59.20946217521379,1.4872658552027105,4.694733144797291,315.6620000636948,2.5605119238859446,-2.5605119238859446,-100.0,,,,1.9192322661958272,5.410766733804174,281.9234976978076,1.851274146816949,-1.851274146816949,-100.0,,,
2016-08-15,1471233600000,11.64,12.64,1.2067,59.213644732872645,1.5081887245191412,3.9678122754808567,263.08460015479307,2.5962203123622283,-2.5962203123622283,-100.0,,,,1.9461806316661436,4.6938203683338555,241.18112635390025,1.8771184387962216,-1.8771184387962216,-100.0,,,
2016-08-16,1471320000000,11.4,12.19,1.19744,59.26396188696469,1.478507644634259,5.8814923553657374,397.7992522873057,2.544674855410859,-2.544674855410859,-100.0,,,,1.9074020067403976,6.5925979932595995,345.6323297324112,1.8402812892645777,-1.8402812892645777,-100.0,,,
2016-08-17,1471406400000,11.75,11.43,1.19456,59.360347640725365,1.5270118668716732,5.327989133128326,348.9160267001433,2.6260947723721912,-2.6260947723721912,-100.0,,,,1.9689877496177035,6.061013250382294,307.82381716489067,1.8999722091636257,-1.8999722091636257,-100.0,,,
2016-08-18,1471492800000,11.8,11.34,1.20678,59.36219336612718,1.533832230925439,5.046166769074562,328.9907896921655,2.6368144889335285,-2.6368144889335285,-100.0,,,,1.9777249642864383,5.782274035713563,292.36997763234484,1.9077088352028837,-1.9077088352028837,-100.0,,,
2016-08-19,1471579200000,11.82,12.27,1.21011,59.36248237859883,1.5365128815684097,5.2614861184315895,342.43032919196094,2.6411523519209017,-2.6411523519209017,-100.0,,,,1.9811680023813871,5.9988309976186125,302.79264506634206,1.91084024815638,-1.91084024815638,-100.0,,,
2016-08-22,1471838400000,12.39,12.38,1.21456,59.61258208632646,1.6193898348471685,4.701611165152831,290.33226366994893,2.777001412900579,-2.777001412900579,-100.0,,,,2.0852885993298926,5.474712400670106,262.5397943684824,2.011299124832992,-2.011299124832992,-100.0,,,
2016-08-23,1471924800000,12.16,13.45,1.229,59.573144568815096,1.5883034200787307,4.745695579921269,298.7902386866376,2.7234790445931347,-2.7234790445931347,-100.0,,,,2.045632183148718,5.504366816851282,269.0790095206042,1.9721554781618105,-1.9721554781618105,-100.0,,,
