DATE,USD2MTD156N
2014-01-24,0.20325
2014-01-27,0.2005
2014-01-28,0.19915
2014-01-29,0.19865
2014-01-30,0.2004
2014-01-31,0.19905
2014-02-03,0.19975
2014-02-04,0.2
2014-02-05,0.1985
2014-02-06,0.1991
2014-02-07,0.1966
2014-02-10,0.1955
2014-02-11,0.1976
2014-02-12,0.19735
2014-02-13,0.1971
2014-02-14,0.1988
2014-02-17,0.1945
2014-02-18,0.1942
2014-02-19,0.19425
2014-02-20,0.19695
2014-02-21,0.19595
2014-02-24,0.1947
2014-02-25,0.194
2014-02-26,0.1945
2014-02-27,0.1959
2014-02-28,0.1975
2014-03-03,0.19605
2014-03-04,0.1965
2014-03-05,0.1967
2014-03-06,0.1955
2014-03-07,0.19695
2014-03-10,0.19925
2014-03-11,0.19855
2014-03-12,0.19925
2014-03-13,0.19855
2014-03-14,0.20075
2014-03-17,0.2002
2014-03-18,0.2007
2014-03-19,0.2
2014-03-20,0.19675
2014-03-21,0.19675
2014-03-24,0.194
2014-03-25,0.193
2014-03-26,0.1936
2014-03-27,0.19675
2014-03-28,0.1964
2014-03-31,0.19325
2014-04-01,0.19075
2014-04-02,0.1915
2014-04-03,0.19275
2014-04-04,0.19125
2014-04-07,0.1925
2014-04-08,0.1903
2014-04-09,0.1903
2014-04-10,0.1919
2014-04-11,0.19185
2014-04-14,0.1923
2014-04-15,0.192
2014-04-16,0.193
2014-04-17,0.1929
2014-04-18,.
2014-04-21,.
2014-04-22,0.1935
2014-04-23,0.193
2014-04-24,0.1921
2014-04-25,0.1925
2014-04-28,0.1901
2014-04-29,0.1935
2014-04-30,0.18925
2014-05-01,0.189
2014-05-02,0.18975
2014-05-05,.
2014-05-06,0.18925
2014-05-07,0.19125
2014-05-08,0.19175
2014-05-09,0.19125
2014-05-12,0.19225
2014-05-13,0.19225
2014-05-14,0.19
2014-05-15,0.19025
2014-05-16,0.19075
2014-05-19,0.1912
2014-05-20,0.19095
2014-05-21,0.1935
2014-05-22,0.1925
2014-05-23,0.1925
2014-05-26,.
2014-05-27,0.1935
2014-05-28,0.1932
2014-05-29,0.1935
2014-05-30,0.19075
2014-06-02,0.1905
2014-06-03,0.1894
2014-06-04,0.19175
2014-06-05,0.19075
2014-06-06,0.19375
2014-06-09,0.19175
2014-06-10,0.19175
2014-06-11,0.19125
2014-06-12,0.19405
2014-06-13,0.1965
2014-06-16,0.19525
2014-06-17,0.19595
2014-06-18,0.19345
2014-06-19,0.192
2014-06-20,0.1965
2014-06-23,0.19625
2014-06-24,0.19725
2014-06-25,0.196
2014-06-26,0.19545
2014-06-27,0.19645
2014-06-30,0.19325
2014-07-01,0.193
2014-07-02,0.19725
2014-07-03,0.19555
2014-07-04,0.1925
2014-07-07,0.19275
2014-07-08,0.1925
2014-07-09,0.195
2014-07-10,0.19175
2014-07-11,0.1915
2014-07-14,0.19275
2014-07-15,0.19575
2014-07-16,0.19595
2014-07-17,0.19595
2014-07-18,0.19725
2014-07-21,0.19725
2014-07-22,0.1975
2014-07-23,0.19765
2014-07-24,0.1975
2014-07-25,0.19725
2014-07-28,0.19725
2014-07-29,0.197
2014-07-30,0.1985
2014-07-31,0.1985
2014-08-01,0.19775
2014-08-04,0.19625
2014-08-05,0.196
2014-08-06,0.1941
2014-08-07,0.193
2014-08-08,0.19475
2014-08-11,0.19625
2014-08-12,0.196
2014-08-13,0.1955
2014-08-14,0.19425
2014-08-15,0.1945
2014-08-18,0.19385
2014-08-19,0.19375
2014-08-20,0.19375
2014-08-21,0.194
2014-08-22,0.1951
2014-08-25,.
2014-08-26,0.19675
2014-08-27,0.1971
2014-08-28,0.1969
2014-08-29,0.1959
2014-09-01,0.19675
2014-09-02,0.197
2014-09-03,0.1966
2014-09-04,0.1966
2014-09-05,0.195
2014-09-08,0.1953
2014-09-09,0.195
2014-09-10,0.19525
2014-09-11,0.195
2014-09-12,0.195
2014-09-15,0.195
2014-09-16,0.195
2014-09-17,0.19525
2014-09-18,0.19595
2014-09-19,0.1995
2014-09-22,0.2
2014-09-23,0.2005
2014-09-24,0.1995
2014-09-25,0.1995
2014-09-26,0.1994
2014-09-29,0.1979
2014-09-30,0.199
2014-10-01,0.1981
2014-10-02,0.1974
2014-10-03,0.1965
2014-10-06,0.197
2014-10-07,0.1972
2014-10-08,0.196
2014-10-09,0.1954
2014-10-10,0.1945
2014-10-13,0.195
2014-10-14,0.195
2014-10-15,0.1954
2014-10-16,0.1963
2014-10-17,0.1975
2014-10-20,0.198
2014-10-21,0.199
2014-10-22,0.2
2014-10-23,0.2014
2014-10-24,0.1985
2014-10-27,0.1975
2014-10-28,0.1975
2014-10-29,0.1976
2014-10-30,0.2001
2014-10-31,0.1994
2014-11-03,0.1991
2014-11-04,0.1992
2014-11-05,0.199
2014-11-06,0.199
2014-11-07,0.202
2014-11-10,0.202
2014-11-11,0.202
2014-11-12,0.2035
2014-11-13,0.203
2014-11-14,0.203
2014-11-17,0.2035
2014-11-18,0.204
2014-11-19,0.2039
2014-11-20,0.2055
2014-11-21,0.2045
2014-11-24,0.2045
2014-11-25,0.2055
2014-11-26,0.204
2014-11-27,0.201
2014-11-28,0.201
2014-12-01,0.198
2014-12-02,0.199
2014-12-03,0.1973
2014-12-04,0.202
2014-12-05,0.1997
2014-12-08,0.203
2014-12-09,0.2012
2014-12-10,0.2075
2014-12-11,0.208
2014-12-12,0.209
2014-12-15,0.209
2014-12-16,0.2079
2014-12-17,0.209
2014-12-18,0.2095
2014-12-19,0.21
2014-12-22,0.21025
2014-12-23,0.21475
2014-12-24,0.21475
2014-12-25,.
2014-12-26,.
2014-12-29,0.21575
2014-12-30,0.21625
2014-12-31,0.21445
2015-01-01,.
2015-01-02,0.2142
2015-01-05,0.2156
2015-01-06,0.2162
2015-01-07,0.2148
2015-01-08,0.2142
2015-01-09,0.21475
2015-01-12,0.214
2015-01-13,0.2135
2015-01-14,0.216
2015-01-15,0.2142
2015-01-16,0.2137
2015-01-19,0.21405
2015-01-20,0.2138
2015-01-21,0.21575
2015-01-22,0.21325
2015-01-23,0.211
2015-01-26,0.213
2015-01-27,0.211
2015-01-28,0.2115
2015-01-29,0.2106
2015-01-30,0.2104
2015-02-02,0.2085
2015-02-03,0.2085
2015-02-04,0.2105
2015-02-05,0.21025
2015-02-06,0.2115
2015-02-09,0.2112
2015-02-10,0.2112
2015-02-11,0.2112
2015-02-12,0.2115
2015-02-13,0.212
2015-02-16,0.2135
2015-02-17,0.214
2015-02-18,0.2145
2015-02-19,0.2147
2015-02-20,0.2108
2015-02-23,0.213
2015-02-24,0.214
2015-02-25,0.214
2015-02-26,0.2145
2015-02-27,0.2145
2015-03-02,0.2145
2015-03-03,0.2155
2015-03-04,0.2147
2015-03-05,0.215
2015-03-06,0.2165
2015-03-09,0.217
2015-03-10,0.2185
2015-03-11,0.2195
2015-03-12,0.2202
2015-03-13,0.2212
2015-03-16,0.2215
2015-03-17,0.223
2015-03-18,0.2203
2015-03-19,0.2188
2015-03-20,0.2213
2015-03-23,0.2213
2015-03-24,0.2205
2015-03-25,0.2215
2015-03-26,0.2215
2015-03-27,0.2231
2015-03-30,0.2236
2015-03-31,0.2218
2015-04-01,0.2236
2015-04-02,0.2205
2015-04-03,.
2015-04-06,.
2015-04-07,0.2237
2015-04-08,0.2265
2015-04-09,0.2285
2015-04-10,0.2285
2015-04-13,0.22725
2015-04-14,0.22675
2015-04-15,0.22625
2015-04-16,0.226
2015-04-17,0.2285
2015-04-20,0.22745
2015-04-21,0.22945
2015-04-22,0.23025
2015-04-23,0.23125
2015-04-24,0.23225
2015-04-27,0.23175
2015-04-28,0.23275
2015-04-29,0.23275
2015-04-30,0.23225
2015-05-01,0.23275
2015-05-04,.
2015-05-05,0.2296
2015-05-06,0.2279
2015-05-07,0.228
2015-05-08,0.228
2015-05-11,0.22785
2015-05-12,0.22525
2015-05-13,0.22465
2015-05-14,0.22375
2015-05-15,0.22475
2015-05-18,0.22575
2015-05-19,0.23245
2015-05-20,0.23245
2015-05-21,0.231
2015-05-22,0.232
2015-05-25,.
2015-05-26,0.2346
2015-05-27,0.23065
2015-05-28,0.23425
2015-05-29,0.23675
2015-06-01,0.23705
2015-06-02,0.2352
2015-06-03,0.236
2015-06-04,0.2337
2015-06-05,0.23145
2015-06-08,0.235
2015-06-09,0.235
2015-06-10,0.2365
2015-06-11,0.2375
2015-06-12,0.23425
2015-06-15,0.23475
2015-06-16,0.23425
2015-06-17,0.2365
2015-06-18,0.2343
2015-06-19,0.2338
2015-06-22,0.23525
2015-06-23,0.233
2015-06-24,0.23425
2015-06-25,0.234
2015-06-26,0.2345
2015-06-29,0.2337
2015-06-30,0.2341
2015-07-01,0.23375
2015-07-02,0.2342
2015-07-03,0.2319
2015-07-06,0.2311
2015-07-07,0.235
2015-07-08,0.23385
2015-07-09,0.2363
2015-07-10,0.238
2015-07-13,0.24005
2015-07-14,0.24
2015-07-15,0.23875
2015-07-16,0.238
2015-07-17,0.24075
2015-07-20,0.2425
2015-07-21,0.24175
2015-07-22,0.2405
2015-07-23,0.2445
2015-07-24,0.243
2015-07-27,0.243
2015-07-28,0.24395
2015-07-29,0.24175
2015-07-30,0.24425
2015-07-31,0.2495
2015-08-03,0.24575
2015-08-04,0.24145
2015-08-05,0.2505
2015-08-06,0.25375
2015-08-07,0.2554
2015-08-10,0.2595
2015-08-11,0.2575
2015-08-12,0.2548
2015-08-13,0.2624
2015-08-14,0.2657
2015-08-17,0.27
2015-08-18,0.2695
2015-08-19,0.273
2015-08-20,0.2684
2015-08-21,0.2674
2015-08-24,0.2664
2015-08-25,0.2621
2015-08-26,0.2651
2015-08-27,0.2653
2015-08-28,0.26625
2015-08-31,.
2015-09-01,0.272
2015-09-02,0.271
2015-09-03,0.272
2015-09-04,0.26825
2015-09-07,0.269
2015-09-08,0.26855
2015-09-09,0.26855
2015-09-10,0.272
2015-09-11,0.27125
2015-09-14,0.27395
2015-09-15,0.27145
2015-09-16,0.2765
2015-09-17,0.27925
2015-09-18,0.254
2015-09-21,0.2554
2015-09-22,0.25475
2015-09-23,0.25675
2015-09-24,0.2576
2015-09-25,0.2598
2015-09-28,0.2591
2015-09-29,0.259
2015-09-30,0.2595
2015-10-01,0.2594
2015-10-02,0.2604
2015-10-05,0.2565
2015-10-06,0.2498
2015-10-07,0.251
2015-10-08,0.2484
2015-10-09,0.2501
2015-10-12,0.25025
2015-10-13,0.2495
2015-10-14,0.2516
2015-10-15,0.24975
2015-10-16,0.2495
2015-10-19,0.2495
2015-10-20,0.251
2015-10-21,0.251
2015-10-22,0.253
2015-10-23,0.2498
2015-10-26,0.24935
2015-10-27,0.2493
2015-10-28,0.24625
2015-10-29,0.2535
2015-10-30,0.25305
2015-11-02,0.25375
2015-11-03,0.25575
2015-11-04,0.25475
2015-11-05,0.261
2015-11-06,0.26
2015-11-09,0.2725
2015-11-10,0.276
2015-11-11,0.2785
2015-11-12,0.2805
2015-11-13,0.282
2015-11-16,0.282
2015-11-17,0.2825
2015-11-18,0.2845
2015-11-19,0.2915
2015-11-20,0.2955
2015-11-23,0.303
2015-11-24,0.311
2015-11-25,0.318
2015-11-26,0.325
2015-11-27,0.325
2015-11-30,0.328
2015-12-01,0.32975
2015-12-02,0.3374
2015-12-03,0.3535
2015-12-04,0.3607
2015-12-07,0.3813
2015-12-08,0.39
2015-12-09,0.4014
2015-12-10,0.4129
2015-12-11,0.424
2015-12-14,0.43
2015-12-15,0.43675
2015-12-16,0.4405
2015-12-17,0.483
2015-12-18,0.4966
2015-12-21,0.5052
2015-12-22,0.5097
2015-12-23,0.5138
2015-12-24,0.5128
2015-12-25,.
2015-12-28,.
2015-12-29,0.5104
2015-12-30,0.5149
2015-12-31,0.5149
2016-01-01,.
2016-01-04,0.5104
2016-01-05,0.5148
2016-01-06,0.5166
2016-01-07,0.51115
2016-01-08,0.51495
2016-01-11,0.51455
2016-01-12,0.51505
2016-01-13,0.5125
2016-01-14,0.514
2016-01-15,0.5133
2016-01-18,0.5133
2016-01-19,0.5138
2016-01-20,0.5148
2016-01-21,0.5168
2016-01-22,0.5185
2016-01-25,0.5223
2016-01-26,0.5256
2016-01-27,0.5215
2016-01-28,0.5234
2016-01-29,0.5206
2016-02-01,0.5241
2016-02-02,0.5196
2016-02-03,0.52085
2016-02-04,0.51675
2016-02-05,0.52095
2016-02-08,0.518
2016-02-09,0.51555
2016-02-10,0.51475
2016-02-11,0.5128
2016-02-12,0.51605
2016-02-15,0.5158
2016-02-16,0.51605
2016-02-17,0.51675
2016-02-18,0.51895
2016-02-19,0.5172
2016-02-22,0.51975
2016-02-23,0.5213
2016-02-24,0.5206
2016-02-25,0.521
2016-02-26,0.523
2016-02-29,0.52175
2016-03-01,0.5175
2016-03-02,0.5201
2016-03-03,0.52175
2016-03-04,0.52325
2016-03-07,0.5255
2016-03-08,0.52295
2016-03-09,0.521
2016-03-10,0.5206
2016-03-11,0.5204
2016-03-14,0.5235
2016-03-15,0.52495
2016-03-16,0.524
2016-03-17,0.5154
2016-03-18,0.5142
2016-03-21,0.5192
2016-03-22,0.5197
2016-03-23,0.521
2016-03-24,0.5195
2016-03-25,.
2016-03-28,.
2016-03-29,0.5194
2016-03-30,0.5155
2016-03-31,0.51975
2016-04-01,0.521
2016-04-04,0.5225
2016-04-05,0.52305
2016-04-06,0.5225
2016-04-07,0.5197
2016-04-08,0.5197
2016-04-11,0.521
2016-04-12,0.52075
2016-04-13,0.51985
2016-04-14,0.52275
2016-04-15,0.52375
2016-04-18,0.5255
2016-04-19,0.5265
2016-04-20,0.5275
2016-04-21,0.52575
2016-04-22,0.523
2016-04-25,0.523
2016-04-26,0.5225
2016-04-27,0.52425
2016-04-28,0.5243
2016-04-29,0.523
2016-05-02,.
2016-05-03,0.522
2016-05-04,0.5219
2016-05-05,0.52065
2016-05-06,.
2016-05-09,0.519
2016-05-10,0.519
2016-05-11,0.5174
2016-05-12,0.5164
2016-05-13,0.5164
2016-05-16,0.5194
2016-05-17,0.5209
2016-05-18,0.5234
2016-05-19,0.5414
2016-05-20,0.5439
2016-05-23,0.5469
2016-05-24,0.5461
2016-05-25,0.5531
2016-05-26,0.55735
2016-05-27,0.55795
2016-05-30,.
2016-05-31,0.56815
2016-06-01,0.5646
2016-06-02,0.55575
2016-06-03,0.5598
2016-06-06,0.537
2016-06-07,0.5361
2016-06-08,0.5373
2016-06-09,0.54015
2016-06-10,0.5397
2016-06-13,0.5372
2016-06-14,0.53805
2016-06-15,0.53815
2016-06-16,0.53375
2016-06-17,0.53575
2016-06-20,0.5362
2016-06-21,0.5339
2016-06-22,0.53265
2016-06-23,0.53315
2016-06-24,0.5244
2016-06-27,0.5294
2016-06-28,0.53365
2016-06-29,0.542
2016-06-30,0.549
2016-07-01,0.5475
2016-07-04,0.55
2016-07-05,0.55025
2016-07-06,0.55425
2016-07-07,0.55525
2016-07-08,0.5594
2016-07-11,0.56145
2016-07-12,0.56275
2016-07-13,0.56325
2016-07-14,0.56425
2016-07-15,0.5705
2016-07-18,0.57495
2016-07-19,0.5767
2016-07-20,0.577
2016-07-21,0.581
2016-07-22,0.587
2016-07-25,0.5945
2016-07-26,0.6012
2016-07-27,0.60265
2016-07-28,0.6014
2016-07-29,0.6074
2016-08-01,0.6069
2016-08-02,0.6084
2016-08-03,0.61105
2016-08-04,0.6123
2016-08-05,0.6148
2016-08-08,0.6268
2016-08-09,0.62955
2016-08-10,0.6328
2016-08-11,0.6288
2016-08-12,0.63255
2016-08-15,0.63206
2016-08-16,0.63183
2016-08-17,0.63567
2016-08-18,0.63928
2016-08-19,0.64678
2016-08-22,0.64733
2016-08-23,0.65511
2016-08-24,0.64956
2016-08-25,0.65122
2016-08-26,0.65367
2016-08-29,.
2016-08-30,0.66356
2016-08-31,0.663
2016-09-01,0.66522
2016-09-02,0.66189
2016-09-05,0.66189
2016-09-06,0.663
2016-09-07,0.65967
2016-09-08,0.66467
2016-09-09,0.66967
2016-09-12,0.67022
2016-09-13,0.66722
2016-09-14,0.66944
2016-09-15,0.66989
2016-09-16,0.66878
2016-09-19,0.67067
2016-09-20,0.67478
2016-09-21,0.67722
2016-09-22,0.66056
2016-09-23,0.65706
2016-09-26,0.65011
2016-09-27,0.65122
2016-09-28,0.64438
2016-09-29,0.649
2016-09-30,0.649
2016-10-03,0.649
2016-10-04,0.65011
2016-10-05,0.65122
2016-10-06,0.65589
2016-10-07,0.65589
2016-10-10,0.65278
2016-10-11,0.65389
2016-10-12,0.654
2016-10-13,0.65789
2016-10-14,0.65789
2016-10-17,0.66111
2016-10-18,0.66111
2016-10-19,0.66111
2016-10-20,0.66722
2016-10-21,0.66722
2016-10-24,0.66889
2016-10-25,0.66944
2016-10-26,0.67
2016-10-27,0.67278
2016-10-28,0.67222
2016-10-31,0.67111
2016-11-01,0.66833
2016-11-02,0.66556
2016-11-03,0.66644
2016-11-04,0.66811
2016-11-07,0.67061
2016-11-08,0.67617
2016-11-09,0.67617
2016-11-10,0.69194
2016-11-11,0.69489
2016-11-14,0.70167
2016-11-15,0.69389
2016-11-16,0.69889
2016-11-17,0.70333
2016-11-18,0.70667
2016-11-21,0.71056
2016-11-22,0.72028
2016-11-23,0.72583
2016-11-24,0.73389
2016-11-25,0.73194
2016-11-28,0.73194
2016-11-29,0.73444
2016-11-30,0.7425
2016-12-01,0.74389
2016-12-02,0.74861
2016-12-05,0.75139
2016-12-06,0.75361
2016-12-07,0.75639
2016-12-08,0.76583
2016-12-09,0.77139
2016-12-12,0.775
2016-12-13,0.7825
2016-12-14,0.78778
2016-12-15,0.80611
2016-12-16,0.80944
2016-12-19,0.81
2016-12-20,0.81056
2016-12-21,0.81139
2016-12-22,0.81333
2016-12-23,0.81444
2016-12-26,.
2016-12-27,.
2016-12-28,0.81611
2016-12-29,0.81944
2016-12-30,0.81944
2017-01-02,.
2017-01-03,0.82
2017-01-04,0.82278
2017-01-05,0.82444
2017-01-06,0.82778
2017-01-09,0.83167
2017-01-10,0.83167
2017-01-11,0.83333
2017-01-12,0.83444
2017-01-13,0.835
2017-01-16,0.83667
2017-01-17,0.83778
2017-01-18,0.84806
2017-01-19,0.85111
2017-01-20,0.85056
2017-01-23,0.84694
2017-01-24,0.845
2017-01-25,0.84556
2017-01-26,0.84222
2017-01-27,0.84222
2017-01-30,0.84111
2017-01-31,0.83944
2017-02-01,0.84167
2017-02-02,0.84111
2017-02-03,0.84111
2017-02-06,0.83944
2017-02-07,0.83778
2017-02-08,0.83833
2017-02-09,0.84
2017-02-10,0.84556
2017-02-13,0.84778
2017-02-14,0.84778
2017-02-15,0.85111
2017-02-16,0.85833
2017-02-17,0.85333
2017-02-20,0.85111
2017-02-21,0.85333
2017-02-22,0.85444
2017-02-23,0.85222
2017-02-24,0.85167
2017-02-27,0.85167
2017-02-28,0.86278
2017-03-01,0.89333
2017-03-02,0.905
2017-03-03,0.91333
2017-03-06,0.92556
2017-03-07,0.92889
2017-03-08,0.93222
2017-03-09,0.94833
2017-03-10,0.95833
2017-03-13,0.96944
2017-03-14,0.97722
2017-03-15,0.98722
2017-03-16,1.01556
2017-03-17,1.02167
2017-03-20,1.02
2017-03-21,1.02
2017-03-22,1.02389
2017-03-23,1.02
2017-03-24,1.02278
2017-03-27,1.02278
2017-03-28,1.02056
2017-03-29,1.02444
2017-03-30,1.02556
2017-03-31,1.025
2017-04-03,1.02556
2017-04-04,1.02833
2017-04-05,1.02722
2017-04-06,1.02667
2017-04-07,1.02611
2017-04-10,.
2017-04-11,1.02722
2017-04-12,1.03333
2017-04-13,1.035
2017-04-14,.
2017-04-17,.
2017-04-18,.
2017-04-19,1.03611
2017-04-20,1.04056
2017-04-21,1.04
2017-04-24,1.04611
2017-04-25,1.04056
2017-04-26,1.04
2017-04-27,1.03722
2017-04-28,1.03722
2017-05-01,.
2017-05-02,1.04361
2017-05-03,1.04611
2017-05-04,1.06028
2017-05-05,1.06
2017-05-08,1.06833
2017-05-09,1.07
2017-05-10,1.07028
2017-05-11,1.07833
2017-05-12,1.07778
2017-05-15,1.07556
2017-05-16,1.07833
2017-05-17,1.07833
2017-05-18,1.07639
2017-05-19,1.09611
2017-05-22,1.09889
2017-05-23,1.10139
2017-05-24,1.11056
2017-05-25,1.12028
2017-05-26,1.12083
2017-05-29,.
2017-05-30,1.11444
2017-05-31,1.12583
2017-06-01,1.13472
2017-06-02,1.14306
2017-06-05,1.14167
2017-06-06,1.145
2017-06-07,1.15167
2017-06-08,1.16278
2017-06-09,1.17278
2017-06-12,1.18167
2017-06-13,1.19167
2017-06-14,1.20111
2017-06-15,1.23833
2017-06-16,1.24389
2017-06-19,1.24611
2017-06-20,1.24944
2017-06-21,1.25056
2017-06-22,1.25111
2017-06-23,1.25111
2017-06-26,1.25222
2017-06-27,1.25222
2017-06-28,1.25444
2017-06-29,1.25444
2017-06-30,1.25333
2017-07-03,1.25389
2017-07-04,1.25389
2017-07-05,1.25556
2017-07-06,1.255
2017-07-07,1.255
2017-07-10,1.255
2017-07-11,1.255
2017-07-12,1.25778
2017-07-13,1.25722
2017-07-14,1.25667
2017-07-17,1.25667
2017-07-18,1.25667
2017-07-19,1.25722
2017-07-20,1.25833
2017-07-21,1.26056
2017-07-24,1.26
2017-07-25,1.25667
2017-07-26,1.25778
2017-07-27,1.25722
2017-07-28,1.25833
2017-07-31,1.25556
2017-08-01,1.25611
2017-08-02,1.25778
2017-08-03,1.25778
2017-08-04,1.25944
2017-08-07,1.25944
2017-08-08,1.25944
2017-08-09,1.26
2017-08-10,1.26222
2017-08-11,1.26111
2017-08-14,1.26222
2017-08-15,1.26222
2017-08-16,1.26278
2017-08-17,1.26389
2017-08-18,1.26389
2017-08-21,1.26389
2017-08-22,1.26389
2017-08-23,1.26833
2017-08-24,1.27
2017-08-25,1.27111
2017-08-28,.
2017-08-29,1.27556
2017-08-30,1.27556
2017-08-31,1.27556
2017-09-01,1.27389
2017-09-04,1.27389
2017-09-05,1.275
2017-09-06,1.275
2017-09-07,1.27389
2017-09-08,1.27178
2017-09-11,1.272
2017-09-12,1.27222
2017-09-13,1.27167
2017-09-14,1.27167
2017-09-15,1.27278
2017-09-18,1.26944
2017-09-19,1.27167
2017-09-20,1.27278
2017-09-21,1.27333
2017-09-22,1.27222
2017-09-25,1.26944
2017-09-26,1.27167
2017-09-27,1.27222
2017-09-28,1.26944
2017-09-29,1.26944
2017-10-02,1.26944
2017-10-03,1.27111
2017-10-04,1.27222
2017-10-05,1.27217
2017-10-06,1.27133
2017-10-09,1.27189
2017-10-10,1.27189
2017-10-11,1.273
2017-10-12,1.27744
2017-10-13,1.27744
2017-10-16,1.27689
2017-10-17,1.28044
2017-10-18,1.283
2017-10-19,1.29197
2017-10-20,1.29504
2017-10-23,1.29965
2017-10-24,1.30431
2017-10-25,1.30723
2017-10-26,1.31212
2017-10-27,1.31376
2017-10-30,1.3161
2017-10-31,1.31841
2017-11-01,1.32169
2017-11-02,1.33267
2017-11-03,1.33389
2017-11-06,1.33472
2017-11-07,1.33944
2017-11-08,1.34167
2017-11-09,1.35211
2017-11-10,1.35433
2017-11-13,1.356
2017-11-14,1.361
2017-11-15,1.36406
2017-11-16,1.37944
2017-11-17,1.38278
2017-11-20,1.38833
2017-11-21,1.39726
2017-11-22,1.40578
2017-11-23,1.40767
2017-11-24,1.41213
2017-11-27,1.41713
2017-11-28,1.42275
2017-11-29,1.427
2017-11-30,1.43538
2017-12-01,1.4415
2017-12-04,1.453
2017-12-05,1.459
2017-12-06,1.46409
2017-12-07,1.47638
2017-12-08,1.48849
2017-12-11,1.50218
2017-12-12,1.51217
2017-12-13,1.52182
2017-12-14,1.52997
2017-12-15,1.53863
2017-12-18,1.54905
2017-12-19,1.56025
2017-12-20,1.58629
2017-12-21,1.6067
2017-12-22,1.61674
2017-12-25,.
2017-12-26,.
2017-12-27,1.62347
2017-12-28,1.62189
2017-12-29,1.62186
2018-01-01,.
2018-01-02,1.62205
2018-01-03,1.62041
2018-01-04,1.62068
2018-01-05,1.62194
2018-01-08,1.62372
2018-01-09,1.625
2018-01-10,1.6271
2018-01-11,1.63063
2018-01-12,1.63065
2018-01-15,1.63255
2018-01-16,1.6328
2018-01-17,1.63478
2018-01-18,1.63482
2018-01-19,1.63475
2018-01-22,1.63934
2018-01-23,1.63934
2018-01-24,1.63954
2018-01-25,1.65006
2018-01-26,1.6514
2018-01-29,1.65363
2018-01-30,1.65761
2018-01-31,1.65894
2018-02-01,1.66724
2018-02-02,1.66899
2018-02-05,1.67333
2018-02-06,1.67149
2018-02-07,1.67244
2018-02-08,1.68324
2018-02-09,1.68886
2018-02-12,1.69879
2018-02-13,1.69949
2018-02-14,1.70593
2018-02-15,1.72266
2018-02-16,1.73006
2018-02-19,1.73311
2018-02-20,1.74219
2018-02-21,1.74914
2018-02-22,1.76399
2018-02-23,1.77781
2018-02-26,1.78893
2018-02-27,1.80214
2018-02-28,1.81399
2018-03-01,1.82349
2018-03-02,1.82686
2018-03-05,1.83064
2018-03-06,1.84193
2018-03-07,1.84861
2018-03-08,1.86058
2018-03-09,1.87145
