Datetime,Timestamp,Price,VIX,5-Day-LIBOR,5-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls.1,100-Calls-P.1,100-Calls-ROI.1,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,100-Bear-Spreads,100-Bear-Spreads-P,100-Bear-Spreads-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,100-Bull-Spreads,100-Bull-Spreads-P,100-Bull-Spreads-ROI,98-Calls,98-Calls-P,98-Calls-ROI,98-Puts,98-Puts-P,98-Puts-ROI,102-Calls,102-Calls-P,102-Calls-ROI,102-Puts,102-Puts-P,102-Puts-ROI,100-Butterfly-Spreads,100-Butterfly-Spreads-P,100-Butterfly-Spreads-ROI,100-Straddles,100-Straddles-P,100-Straddles-ROI,100-Straps,100-Straps-P,100-Straps-ROI,100-Strips,100-Strips-P,100-Strips-ROI,97-Calls,97-Calls-P,97-Calls-ROI,97-Puts,97-Puts-P,97-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,100-Strangles,100-Strangles-P,100-Strangles-ROI,110-Calls,110-Calls-P,110-Calls-ROI,110-Puts,110-Puts-P,110-Puts-ROI,107-Calls,107-Calls-P,107-Calls-ROI,107-Puts,107-Puts-P,107-Puts-ROI,113-Calls,113-Calls-P,113-Calls-ROI,113-Puts,113-Puts-P,113-Puts-ROI,110-Strangles,110-Strangles-P,110-Strangles-ROI
2012-10-22,1350878400000,90.5757,16.62,0.169833333,49.079887600161726,2.0764409745989525,-2.0764409745989525,-100.0,2.074333769930142,3.455666230069859,166.59161992943095,,,,5.046212131731637,-5.046212131731637,-100.0,0.5154252872962637,0.4857897127037383,94.25026762889671,1.5589084826338784,3.4410915173661216,220.73723734905656,0.5872659165775822,-0.5872659165775822,-100.0,5.113838351675327,4.944946648324674,96.69735936617307,1.4891750580213703,-1.4891750580213703,-100.0,3.0874451299176684,-3.0874451299176684,-100.0,1.2738660693422403,2.4446199306577583,191.90556915610725,1.3144662156442024,-1.3144662156442024,-100.0,3.1238308668820167,4.217683133117987,135.01637293595778,0.24902939636396584,-0.24902939636396584,-100.0,4.150774744529096,1.3792252554709066,33.22814029570713,6.227215719128049,-0.6972157191280459,-11.196267329978928,6.225108514459237,4.8348914855407665,77.6675856221723,3.6850617539286574,-3.6850617539286574,-100.0,0.9657467653999134,1.8469822346000904,191.24912459171014,1.0213376340329177,-1.0213376340329177,-100.0,3.7364382132240337,4.510832786775964,120.72547515468572,1.987084399432831,0.8256446005671734,41.55055521561313,0.11022871003808632,-0.11022871003808632,-100.0,9.165480784902384,5.422089215097613,59.1577173346871,0.3161058794830165,-0.3161058794830165,-100.0,6.654150170487384,5.216148829512619,78.38940654882398,0.03316448954793993,-0.03316448954793993,-100.0,11.80562434827216,5.499216651727835,46.58132843717568,6.687314660035324,5.182984339964679,77.50471756532093
2012-10-23,1350964800000,87.6222,18.83,0.169166667,48.338717255229035,1.9784173695610927,-1.9784173695610927,-100.0,1.9763868786319352,0.4258131213680727,21.545028757872682,,,,4.861956582496731,-2.883046582496746,-59.29807339036814,0.4789176161140336,-0.4789176161140336,-100.0,1.4974692625179016,3.502530737482098,233.8966698784061,0.5465723150519324,-0.5465723150519324,-100.0,4.925550299576315,1.8577597004236992,37.71679482358549,1.4318450545091603,-1.4318450545091603,-100.0,2.958588563211528,-2.958588563211528,-100.0,1.2041546821009526,-0.5543986821009419,-46.04048718505611,1.24277675538832,-1.24277675538832,-100.0,2.9931496546405683,1.1614943453594364,38.80508759589284,0.2445305794776625,-0.2445305794776625,-100.0,3.9548042481930286,-1.5526042481930205,-39.258687680999984,5.93322161775412,-3.5310216177541127,-59.512720832610604,5.931191126824963,-1.1267911268249478,-18.997720739917078,3.5390172877285977,-3.31255128772861,-93.60087895627836,0.9083817115273298,-0.9083817115273298,-100.0,0.961132646700488,-0.961132646700488,-100.0,3.5877072410434465,1.4431587589565569,40.22509814755201,1.8695143582278173,-1.8695143582278173,-100.0,0.09876952264163208,-0.09876952264163208,-100.0,8.858755982619556,2.3056640173804515,26.026950306612463,0.2902860299360928,-0.2902860299360928,-100.0,6.4216674046418944,2.114086595358117,32.92114745509791,0.028842736927209955,-0.028842736927209955,-100.0,11.417434282177267,2.3756517178227337,20.80722918222661,6.450510141569104,2.085243858430907,32.326805363702064
2012-10-24,1351051200000,88.1185,18.33,0.169633333,49.91412828905686,2.054418602522873,-2.054418602522873,-100.0,2.052370977703617,3.6661290222963743,178.62896435996086,,,,4.931901628127719,-4.931901628127719,-100.0,0.5240313845494278,0.7885436154505676,150.4764101349717,1.5283395931541892,3.4716604068458112,227.1524223017081,0.5960014820675711,-0.5960014820675711,-100.0,4.999776476007355,5.124648523992646,102.4975526122922,1.4584171204553018,-1.4584171204553018,-100.0,3.035642023055267,-3.035642023055267,-100.0,1.271265350732392,2.6848646492675954,211.1962422102365,1.3114948604214192,-1.3114948604214192,-100.0,3.071776283105777,4.409093716894219,143.5356390093722,0.23829967843094035,-0.23829967843094035,-100.0,4.106789580226491,1.6117104197735015,39.24502067341409,6.1612081827493625,-0.4427081827493709,-7.185411848099863,6.159160557930107,5.277839442069876,85.69088908186517,3.6145118937042815,-3.6145118937042815,-100.0,0.968970697629608,2.1059743023703916,217.341381687004,1.0242061391994994,-1.0242061391994994,-100.0,3.665652085635642,4.6964029143643415,128.11916692170098,1.9931768368291083,1.081768163170878,54.273566859819354,0.11654162569871572,-0.11654162569871572,-100.0,8.926139238397553,5.604210761602446,62.784263295992794,0.3254822081230486,-0.3254822081230486,-100.0,6.491586249566453,5.39520875043354,83.1107920778818,0.036208336450907375,-0.036208336450907375,-100.0,11.489299520405154,5.684605479594836,49.477389544061396,6.52779458601736,5.359000413982632,82.0951141057915
2012-10-25,1351137600000,87.0768,18.12,0.1693,49.28746736221166,2.004662134579476,-2.004662134579476,-100.0,2.002642691936515,1.5568573080634849,77.74014377762192,,,,4.856800756388765,-4.062460756388774,-83.64478923795473,0.5010422858779844,-0.5010422858779844,-100.0,1.5016004060585306,3.4983995939414694,232.97806658991448,0.5706169498458316,-0.5706169498458316,-100.0,4.922336535070755,2.99100346492925,60.7638962435602,1.4340451847336442,-1.4340451847336442,-100.0,2.9760261339561964,-2.9760261339561964,-100.0,1.2325110801660983,0.5854529198339051,47.500824070077094,1.271718483348934,-1.271718483348934,-100.0,3.011194651853131,2.28984134814688,76.0442818513137,0.23842034814617816,-0.23842034814617816,-100.0,4.007304826515991,-0.4478048265159913,-11.174713327344236,6.011966961095468,-2.4524669610954675,-40.79308780247509,6.009947518452506,1.1090524815474936,18.453613415796717,3.5499269973295067,-3.5499269973295067,-100.0,0.9356641379658476,0.01153186203415757,1.2324787887273378,0.9893878183768052,-0.9893878183768052,-100.0,3.5996117924545596,2.5721922075454344,71.45748919195165,1.9250519563426527,-0.977855956342662,-50.79634100891803,0.10821866998757734,-0.10821866998757734,-100.0,8.81367728308035,3.453502716919658,39.183448701365094,0.30827004999223817,-0.30827004999223817,-100.0,6.401485246364287,3.2533907536357134,50.82243617578391,0.03282566655141683,-0.03282566655141683,-100.0,11.350527696364866,3.528956303635127,31.09068052197534,6.434310912915704,3.2205650870842977,50.05299138746313
2012-10-26,1351224000000,86.2857,17.81,0.168966667,42.37552674726903,1.708075467437368,-1.708075467437368,-100.0,1.7060783114905504,1.3154216885094527,77.1020696793342,,,,4.64128893561076,-3.3485039356107653,-72.14599181531295,0.32510663746128365,-0.32510663746128365,-100.0,1.3809716740292668,3.619028325970733,262.06390717714567,0.3770648942829276,-0.3770648942829276,-100.0,4.689252880538787,2.6465321194612272,56.43824692084307,1.3310105731544404,-1.3310105731544404,-100.0,2.6924203660442667,-2.6924203660442667,-100.0,0.9647491532163992,0.3310368467836078,34.313256008565176,0.9975961189676958,-0.9975961189676958,-100.0,2.721273019901965,2.025940980098049,74.44828083332244,0.2738655501372267,-0.2738655501372267,-100.0,3.4141537789279184,-0.3926537789279152,-11.500764299234724,5.122229246365286,-2.100729246365283,-41.01201147636944,5.120232090418469,0.9227679095815376,18.02199379415477,3.284577645600038,-3.284577645600038,-100.0,0.6940694043316533,-0.26114040433163765,-37.62453764736972,0.7378075890242144,-0.7378075890242144,-100.0,3.324321518399003,2.2857494816010018,68.7583757753318,1.4318769933558677,-0.9989479933558664,-69.76493078603403,0.046932992436582666,-0.046932992436582666,-100.0,8.673306120895091,2.9767638791049222,34.320982536676766,0.17569885855018794,-0.17569885855018794,-100.0,6.213560901687102,2.8479380983128952,45.834234883569316,0.010192228126702394,-0.010192228126702394,-100.0,11.225076441906808,3.0135645580931936,26.84671746949171,6.2237531298138045,2.8377458701862075,45.595411819798585
2012-10-29,1351483200000,85.0457,18.6,0.1713,22.045606959429197,0.8763969134009457,-0.8763969134009457,-100.0,0.8744012753895873,4.456798724610408,509.69718938535317,,,,4.27289008092059,-4.27289008092059,-100.0,0.018709224809772,1.060205775190223,5666.754159886239,0.8556920505798153,4.144307949420185,484.3223618370662,0.025507483355692973,-0.025507483355692973,-100.0,4.275697063443759,5.307787936556238,124.13854063555212,0.8508894300452527,-0.8508894300452527,-100.0,1.9714812758860347,-1.9714812758860347,-100.0,0.2686115506349047,3.3616744493650934,1251.5003325133482,0.282450710653098,-0.282450710653098,-100.0,1.9813291598814968,5.050784840118496,254.9190181211779,0.5011381597372413,-0.5011381597372413,-100.0,1.7507981887905333,3.5804018112094624,204.50111464205003,2.627195102191479,2.7040048978085167,102.92364261614857,2.6251994641801204,8.03720053581987,306.1558043678018,2.679249928974912,-2.679249928974912,-100.0,0.12594316010391182,2.6538858398960947,2107.209186831945,0.1397892812359327,-0.1397892812359327,-100.0,2.689104774084228,5.1934662259157705,193.1299321605793,0.2657324413398445,2.5140965586601483,946.1007267249228,6.142954723814889e-05,-6.142954723814889e-05,-100.0,8.502436227734734,5.333333772265263,62.72712466655218,0.0031043798749118,-0.0031043798749118,-100.0,5.9541680472027565,5.330230952797237,89.52100294349867,4.976642023917146e-07,-4.976642023917146e-07,-100.0,11.053686426711351,5.333454573288634,48.25046023017519,5.954168544866959,5.330230455133049,89.52098710286255
2012-10-30,1351569600000,85.22,16.69,0.171466667,14.104849876941776,0.5622413865722393,-0.5622413865722393,-100.0,0.5602397129077232,7.838360287092277,1399.1082935570705,,,,4.263256903879636,-4.263256903879636,-100.0,0.00035531389834242416,4.137244686101663,1164391.4593271848,0.5598843990093808,4.44011560099062,793.0414937166745,0.0006473950373366566,-0.0006473950373366566,-100.0,4.259545637689627,8.400054362310385,197.20540820092185,0.5615939915349026,-0.5615939915349026,-100.0,1.780540064865875,-1.780540064865875,-100.0,0.0741784246746473,6.620021575325347,8924.456948716974,0.08001832207087213,-0.08001832207087213,-100.0,1.7823766149330709,8.320623385066938,466.827454722827,0.7360756137922684,-0.7360756137922684,-100.0,1.1224810994799626,7.276118900520037,648.2174981735561,1.684722486052202,6.7138775139478,398.5153382549301,1.6827208123876858,15.114479187612321,898.2166902758947,2.576121645095668,-2.576121645095668,-100.0,0.01758002164109973,5.824419978358913,33130.903347366766,0.020947818305725896,-0.020947818305725896,-100.0,2.5754860944312843,8.379713905568721,325.36436223388426,0.038527839946825626,5.803472160053174,15063.061329321505,9.486526887621929e-10,-9.486526887621929e-10,-100.0,8.519798159917697,8.400801840082307,98.6032964912805,6.735161389495635e-06,-6.735161389495635e-06,-100.0,5.963264944340367,8.400735055659638,140.87475793998775,1.3106174424010013e-14,-1.3106174424010013e-14,-100.0,11.076338108759117,8.40086189124088,75.84511964832056,5.963264944340381,8.400735055659624,140.8747579399872
2012-10-31,1351656000000,82.4,17.59,0.171133333,20.55125147149987,0.7916422206429701,-0.7916422206429701,-100.0,0.7897105464852032,3.4588894535148067,437.9945878789927,,,,4.133221986220107,-4.133221986220107,-100.0,0.011386895770228778,0.11721310422979125,1029.368377431247,0.7783236507149744,4.221676349285025,542.4062785972081,0.0160160192580725,-0.0160160192580725,-100.0,4.133987761392433,4.234612238607582,102.43407777243289,0.7756262013848976,-0.7756262013848976,-100.0,1.8692124242340071,-1.8692124242340071,-100.0,0.21931938355939096,2.381280616440624,1085.7593058097304,0.2312944667953545,-0.2312944667953545,-100.0,1.8773241591544547,4.019275840845566,214.09599515599083,0.5172224497434215,-0.5172224497434215,-100.0,1.5813527671281733,2.667247232871837,168.6687049415109,2.372994987771144,1.8756050122288668,79.03956906333569,2.3710633136133765,6.126136686386642,258.3708605001666,2.56910296206884,-2.56910296206884,-100.0,0.09522923813582017,1.681370761864196,1765.603500330592,0.10653526391135948,-0.10653526391135948,-100.0,2.5765456395288595,4.144054360471145,160.8376074110186,0.20176450204717966,1.5748354979528223,780.5315018122316,1.7606492140598545e-05,-1.7606492140598545e-05,-100.0,8.237892764918598,4.250707235081421,51.59944850439461,0.0014991940954357519,-0.0014991940954357519,-100.0,5.767432302746628,4.249167697253384,73.67520716679763,7.307676373762665e-08,-7.307676373762665e-08,-100.0,10.70981728127849,4.25078271872151,39.69052512363751,5.767432375823391,4.24916762417662,73.67520496623048
2012-11-01,1351742400000,83.5173,18.42,0.169466667,28.20119506834044,1.1006535012626983,-1.1006535012626983,-100.0,1.0987147020590982,4.871485297940907,443.3803687901208,,,,4.2471275319606585,-4.2471275319606585,-100.0,0.06942067271723751,1.7249143272827665,2484.7271853856023,1.0292940293418609,3.9707059706581393,385.76984393828087,0.08711930724645534,-0.08711930724645534,-100.0,4.260948568082682,5.885116431917325,138.1175186201667,1.013534194016243,-1.013534194016243,-100.0,2.123018611212892,-2.123018611212892,-100.0,0.4507725879933737,3.849081412006637,853.8854212810336,0.4701331264886122,-0.4701331264886122,-100.0,2.138501551300948,5.502044448699067,257.2850342498897,0.3918447351761074,-0.3918447351761074,-100.0,2.1993682033217965,3.7708317966782086,171.45068256342736,3.300021704584495,2.6701782954155107,80.91396161746495,3.2980829053808947,8.642317094619116,262.04062610187833,2.7684921988331297,-2.7684921988331297,-100.0,0.26109256360565425,3.2035884363943588,1226.9933667022992,0.2836225615582446,-0.2836225615582446,-100.0,2.787144598378532,5.688574401621466,204.10044046264733,0.5447151251638989,2.9199658748361004,536.0537535941404,0.0016382040798997026,-0.0016382040798997026,-100.0,8.351235524955941,5.970694475044072,71.49474418727486,0.02120178495760494,-0.02120178495760494,-100.0,5.865338269809741,5.951072730190263,101.46171382513123,7.529565671628331e-05,-7.529565671628331e-05,-100.0,10.855133452556643,5.972315547443357,55.01835213307982,5.865413565466458,5.950997434533559,101.45912761499017
2012-11-02,1351828800000,83.2642,17.58,0.170466667,28.42583133286377,1.1060557578187655,-1.1060557578187655,-100.0,1.104111428376008,4.603288571623999,416.92246392148905,,,,4.2368327535588435,-4.2368327535588435,-100.0,0.07177564058822483,1.4724143594117898,2051.412355702956,1.0323357877877832,3.9676642122122168,384.3385320114319,0.08988618248852731,-0.08988618248852731,-100.0,4.251054636573642,5.619555363426372,132.1920286575226,1.0161695753302382,-1.0161695753302382,-100.0,2.123768193206182,-2.123768193206182,-100.0,0.4565787503522821,3.585537249647725,785.3053272587117,0.4760916128363313,-0.4760916128363313,-100.0,2.1393923968047157,5.2332916031952905,244.61578955835583,0.3877482904049821,-0.3877482904049821,-100.0,2.2101671861947736,3.4972328138052333,158.2338583094426,3.3162229440135382,2.391177055986468,72.10543731093324,3.3142786145707817,8.100521385429232,244.4128067512603,2.765744704764856,-2.765744704764856,-100.0,0.2659327052054028,2.943541294794612,1106.8744976369344,0.2887223872966125,-0.2887223872966125,-100.0,2.7846457279705703,5.420680272029427,194.6631924334584,0.5546550925020153,2.654818907497985,478.64320428795827,0.0017799836045188921,-0.0017799836045188921,-100.0,8.3260612212175,5.707758778782504,68.55292829504168,0.022263052152558416,-0.022263052152558416,-100.0,5.848676619648828,5.687217380351187,97.2393885010634,8.54277001585621e-05,-8.54277001585621e-05,-100.0,10.82223433542984,5.709511664570157,52.75723559116027,5.848762047348986,5.687131952651027,97.23650759956598
2012-11-05,1352091600000,79.7145,19.08,0.171133333,38.77970173460804,1.4442061284490748,-1.4442061284490748,-100.0,1.4423374095213075,1.5750625904786872,109.2020896137908,,,,4.215152152978206,-3.2468271529781987,-77.02751965155423,0.2276518699968211,-0.2276518699968211,-100.0,1.2146855395244864,3.785314460475513,311.629169633266,0.2674798036315682,-0.2674798036315682,-100.0,4.251242648757412,2.7518823512425854,64.73124633445539,1.1767263248175066,-1.1767263248175066,-100.0,2.3664388838577466,-2.3664388838577466,-100.0,0.7703175393085218,0.6527924606914723,84.74329447015498,0.7977445889042833,-0.7977445889042833,-100.0,2.390128495597949,2.2215615044020467,92.94736699276363,0.2757712158638803,-0.2757712158638803,-100.0,2.8865435379703825,0.13085646202961246,4.533327154373068,4.330749666419457,-1.3133496664194624,-30.326150610901127,4.32888094749169,1.7059190525082997,39.407853281268245,2.9272430136490963,-2.9272430136490963,-100.0,0.5339953562891679,0.09196964371083992,17.222929493236407,0.5697462628217913,-0.5697462628217913,-100.0,2.9592564823261824,2.449578517673814,82.77682358064057,1.1037416191109592,-0.4777766191109656,-43.28699859083004,0.02458253199752325,-0.02458253199752325,-100.0,7.993976941176967,2.994873058823032,37.464119309582244,0.11214778198365938,-0.11214778198365938,-100.0,5.690163252730926,2.907251747269072,51.09258940635439,0.004181520667910278,-0.004181520667910278,-100.0,10.364954868279526,3.0153301317204613,29.091589592429887,5.694344773398837,2.9030702266011614,50.981637784962906
2012-11-06,1352178000000,76.8214,18.49,0.1703,39.16532063138108,1.4056152291215227,-1.4056152291215227,-100.0,1.4038231014749771,0.32907689852502386,23.441479070921933,,,,4.069321268028247,-1.961151268028246,-48.193571823305646,0.2265487467640241,-0.2265487467640241,-100.0,1.177274354710953,3.8227256452890472,324.7098376000564,0.2657720769511069,-0.2657720769511069,-100.0,4.104960342922226,1.4690096570777769,35.786208254377996,1.1398431521704158,-1.1398431521704158,-100.0,2.2929549679462298,-2.2929549679462298,-100.0,0.7547706828526124,-0.5582986828526124,-73.96931220785558,0.7815017013149159,-0.7815017013149159,-100.0,2.3161017311154453,0.9532262688845564,41.15649395182128,0.2632262110181003,-0.2632262110181003,-100.0,2.8094383305965,-1.0765383305964988,-38.318631837272896,4.215053559718021,-2.4821535597180207,-58.88782964561124,4.2132614320714765,-0.747461432071475,-17.740684838158284,2.831891277069154,-2.260149277069168,-79.81059496776632,0.5255109132520204,-0.5255109132520204,-100.0,0.5604461039011781,-0.5604461039011781,-100.0,2.863242212425249,1.1742997875747534,41.012939194553425,1.0859570171531985,-1.0859570171531985,-100.0,0.025326534544505286,-0.025326534544505286,-100.0,7.705495194133308,1.7095448058666989,22.18604726621965,0.11284162535519382,-0.11284162535519382,-100.0,5.4884220487734,1.6219759512266023,29.552682662024782,0.00443619169031062,-0.00443619169031062,-100.0,9.989193087449706,1.7304889125502854,17.32361059998379,5.492858240463711,1.6175397595362924,29.448052156535145
2012-11-07,1352264400000,78.1514,18.61,0.171633333,44.826252609168385,1.6364654662732292,-1.6364654662732292,-100.0,1.634628037837892,1.13427196216211,69.39021819681996,,,,4.256310052685413,-3.117640052685424,-73.24748465442326,0.3469944956718436,-0.3469944956718436,-100.0,1.2876335421660483,3.712366457833952,288.30923832482915,0.3995346377964193,-0.3995346377964193,-100.0,4.305175337939319,2.3712946620606914,55.080094907254534,1.23693082847681,-1.23693082847681,-100.0,2.520429850441289,-2.520429850441289,-100.0,0.9556011705746564,0.2502708294253431,26.189883094726767,0.9873114242027584,-0.9873114242027584,-100.0,2.5484652471987204,1.7834627528012843,69.98183533252696,0.2348103420975889,-0.2348103420975889,-100.0,3.2710935041111213,-0.5021935041111192,-15.35246557397276,4.907558970384351,-2.1386589703843484,-43.57887461547615,4.9057215419490126,0.6320784580509908,12.884515613983867,3.0486069497912074,-3.0486069497912074,-100.0,0.7022826442089354,-0.2779246442089232,-39.57447140417129,0.7449904868457367,-0.7449904868457367,-100.0,3.0876399355573336,2.0258020644426717,65.6100486690008,1.447273131054672,-1.022915131054674,-70.67878958750823,0.0589164269240765,-0.0589164269240765,-100.0,7.872035255645216,2.712004744354786,34.451125487655126,0.19754899877603727,-0.19754899877603727,-100.0,5.66618095035021,2.573317049649788,45.41537010904565,0.014648065410971745,-0.014648065410971745,-100.0,10.172253771279015,2.7563282287209745,27.096534265625237,5.680829015761182,2.55866898423883,45.040415353814176
2012-11-08,1352350800000,77.5471,16.68,0.1698,39.91309978491365,1.4459595109698498,1.8254404890301497,126.24423264837972,1.444155765155955,-1.444155765155955,-100.0,,,,4.122023987808788,3.026731012191206,73.42827264331801,0.24295542928558864,-0.24295542928558864,-100.0,1.2012003358703662,3.7987996641296338,316.25029986168784,0.28420058513547275,-0.28420058513547275,-100.0,4.1596616520309055,-3.5537066520308973,-85.43258921782356,1.161758925834377,-1.161758925834377,-100.0,2.33896754313512,2.483374456864887,106.17395970942832,0.7862578722375027,-0.7862578722375027,-100.0,0.8138338396790736,0.9066241603209201,111.40162968382307,2.362936018948915,-2.362936018948915,-100.0,0.2608823608744939,-0.2608823608744939,-100.0,2.8901152761258047,0.3812847238741952,13.192716810427955,4.336074787095654,2.2067252129043453,50.89223136721846,4.33427104128176,-1.0628710412817597,-24.522486737872313,2.880099166504764,2.7177138334952247,94.36181452020605,0.5519365330653017,-0.5519365330653017,-100.0,0.5881481725554671,0.35683882744453044,60.671586531347714,2.912703314367157,-2.912703314367157,-100.0,1.1400847056207688,-0.1950977056207712,-17.112562308652475,0.028974161513889207,-0.028974161513889207,-100.0,7.7817000411186115,-3.2983900411186085,-42.38649682832632,0.12353009402428496,-0.12353009402428496,-100.0,5.549897086003426,-3.3930000860034246,-61.13627033842498,0.00535951655125938,-0.00535951655125938,-100.0,10.08444428378155,-3.27472128378156,-32.47299694092391,5.555256602554685,-3.3983596025546845,-61.17376470048003
2012-11-09,1352437200000,77.5568,16.65,0.1708,40.5594475448916,1.4695452374566569,1.1041547625433452,75.13581306651754,1.4677306420494034,-1.4677306420494034,-100.0,,,,4.135143774087965,2.3163962259120296,56.01730804203845,0.2555799084510895,-0.2555799084510895,-100.0,1.212150733598314,3.787849266401686,312.4899537170032,0.2982638348209683,-0.2982638348209683,-100.0,4.174198509643362,-2.8700585096433566,-68.75711595921614,1.1712814026356886,-1.1712814026356886,-100.0,2.3603903842673475,1.7644456157326545,74.75227943196053,0.8074760807682324,-0.8074760807682324,-100.0,0.8355764148613716,0.18698758513863112,22.378274663204056,2.3848615275459717,-2.3848615275459717,-100.0,0.2568763242154053,-0.2568763242154053,-100.0,2.9372758795060605,-0.3635758795060582,-12.377995612969048,4.406821116962718,0.740578883037287,16.805285791761634,4.405006521555464,-1.8313065215554616,-41.57329875890408,2.899157038287136,2.0012469617128588,69.02858090416602,0.5706928807421079,-0.5706928807421079,-100.0,0.6077323931387113,-0.3607363931387013,-59.35776950700823,2.9325673598692323,-2.9325673598692323,-100.0,1.1784252738808192,-0.9314292738808234,-79.0401644063028,0.03214696732625755,-0.03214696732625755,-100.0,7.785830912378273,-2.6038509123782774,-33.443455704111884,0.13217583807027644,-0.13217583807027644,-100.0,5.559210220984527,-2.7039342209845216,-48.63881942758518,0.00621901336823516,-0.00621901336823516,-100.0,10.08655252055803,-2.5778685205580416,-25.55747878478725,5.565429234352762,-2.7101532343527586,-48.69621228178169
2012-11-13,1352782800000,76.6971,17.92,0.171133333,31.22882236206749,1.1191878828430075,2.426512117156989,216.81007758885502,1.1173898997599352,-1.1173898997599352,-100.0,,,,3.9358622875096216,3.4446927124903657,87.52066156943619,0.09929920358070632,-0.09929920358070632,-100.0,1.0180906961792289,3.981909303820772,391.11538085598806,0.12153287969833305,-0.12153287969833305,-100.0,3.9544999974611135,-3.665344997461105,-92.68795043151718,0.9976550031446744,-0.9976550031446744,-100.0,2.040246500900956,3.0393954990990366,148.97197459997432,0.5045424774795464,-0.5045424774795464,-100.0,0.5248487423175909,1.4869092576823952,283.3024332146828,2.056956799572866,-2.056956799572866,-100.0,0.32671947753253194,-0.32671947753253194,-100.0,2.236577782602944,1.3091222173970536,58.53238047788748,3.3557656654459502,3.735634334554043,111.31988067640032,3.3539676823628777,0.1917323176371184,5.716582143750489,2.615087439874316,3.2315255601256747,123.57237126575724,0.31243039628373914,-0.31243039628373914,-100.0,0.3371234099754652,0.9076635900245372,269.2377815265318,2.636184487399888,-2.636184487399888,-100.0,0.6495538062592043,0.5952331937407838,91.63724205832087,0.0042086501669385545,-0.0042086501669385545,-100.0,7.6719408687755655,-3.547930868775552,-46.245545025189934,0.0364167128428563,-0.0364167128428563,-100.0,5.403289870943952,-3.5801928709439466,-66.25950034989498,0.0003216005246683001,-0.0003216005246683001,-100.0,9.968912879640797,-3.5439898796407903,-35.55041479877482,5.40361147146862,-3.580514471468616,-66.26150844437907
2012-11-14,1352869200000,75.0885,17.99,0.1698,22.78871333176928,0.7998315759286285,5.754468424071369,719.4600209913266,0.7980850171592309,-0.7980850171592309,-100.0,,,,3.776353747086887,6.532371252913108,172.98091467072535,0.020269516255960074,-0.020269516255960074,-100.0,0.7778155009032708,4.222184499096729,542.8259650512931,0.02726601401472584,2.7726089859852743,10168.73601138708,3.7798571273068546,-3.7798571273068546,-100.0,0.7725655619139027,-0.7725655619139027,-100.0,1.7598062846727274,6.296263715327277,357.78163597695067,0.2563246570787001,-0.2563246570787001,-100.0,0.26917919111189903,4.783350808888091,1777.013590511768,1.7691677011671132,-1.7691677011671132,-100.0,0.42932232392736935,-0.42932232392736935,-100.0,1.5979165930878594,4.9563834069121375,310.1778546109395,2.3977481690164884,10.710851830983508,446.7046193336018,2.3960016102470902,4.158298389752908,173.5515690794581,2.3786125110645244,6.4283424889354635,270.25597734111483,0.12426334905821612,-0.12426334905821612,-100.0,0.13744989585902267,4.164195104140972,3029.609501059232,2.3883059403265463,-2.3883059403265463,-100.0,0.2617132449172388,4.039931755082755,1543.6481850050411,9.183040735736941e-05,-9.183040735736941e-05,-100.0,7.507020615761021,-6.552470615761024,-87.28456935370718,0.003713620928229133,1.2943913790717634,34855.23708767452,5.258039803044994,-5.258039803044994,-100.0,9.894309580716243e-07,-9.894309580716243e-07,-100.0,9.759532378021518,-6.552327378021517,-67.13771853226665,5.258040792475953,-5.258040792475953,-100.0
2012-11-15,1352955600000,75.3825,16.41,0.171633333,15.651321570400036,0.5517691594435448,8.284230840556468,1501.3943238348181,0.5499968310012235,-0.5499968310012235,-100.0,,,,3.7718283398830152,8.833296660117,234.19137522019278,0.0010196278628048503,-0.0010196278628048503,-100.0,0.5489772031384187,4.451022796861581,810.7846321150978,0.001696548129608011,5.065178451870402,298557.8990347133,3.768960603265172,-3.768960603265172,-100.0,0.5500726113139367,-0.5500726113139367,-100.0,1.6024214016032658,8.741228598396745,545.5012389157379,0.09303451972979104,-0.09303451972979104,-100.0,0.09959222687287728,7.228757773127137,7258.35539590269,1.6054344518617114,-1.6054344518617114,-100.0,0.5984753095890536,-0.5984753095890536,-100.0,1.1017659904447683,7.734234009555244,701.9851834810255,1.653535149888313,16.018464850111712,968.7405103661492,1.6517628214459918,7.184237178554021,434.9436302401317,2.2903286412440025,8.807146358756,384.5363586761225,0.027134482654956216,-0.027134482654956216,-100.0,0.03163662956410729,6.542888370435902,20681.36985698061,2.2912861312685067,-2.2912861312685067,-100.0,0.0587711122190635,6.515753887780945,11086.660847074185,2.5760900862918924e-08,1.2977499742391068,5037673104.4648,7.536300464474365,-7.536300464474365,-100.0,3.8247189192108094e-05,3.55918675281082,9305747.24049322,5.2749168557559045,-5.2749168557559045,-100.0,2.6903525664469917e-12,-2.6903525664469917e-12,-100.0,9.797722268862868,-8.833997268862886,-90.16378528035341,5.274916855758595,-5.274916855758595,-100.0
