Datetime,Price,Timestamp,VIX,10-Month-LIBOR,10-Month-VM,96-Calls,96-Calls-P,96-Calls-ROI,96-Puts,96-Puts-P,96-Puts-ROI,94-Calls,94-Calls-P,94-Calls-ROI,94-Puts,94-Puts-P,94-Puts-ROI,98-Calls,98-Calls-P,98-Calls-ROI,98-Puts,98-Puts-P,98-Puts-ROI,96-Butterfly-Spreads,96-Butterfly-Spreads-P,96-Butterfly-Spreads-ROI
2016-03-28,109.56,1459137600000,13.56,1.1186297297297296,27.32835317141373,13.423274696495561,35.84912530350443,267.0669126130871,8.078280951928747,-8.078280951928747,-100.0,14.612795175521267,36.850804824478715,252.18176523961415,7.0966554672996125,-7.0966554672996125,-100.0,12.30632661280211,34.77487338719789,282.5772018030307,9.132478831890142,-9.132478831890142,-100.0,0.07257239533225501,-0.07257239533225501,-100.0
2016-03-29,108.99,1459224000000,13.95,1.1033864864864866,27.23017237964094,13.309834293032507,37.4297657069675,281.21887082066377,8.005638228709039,-8.005638228709039,-100.0,14.494013843451505,38.42538615654851,265.1121116039872,7.029696863801447,-7.029696863801447,-100.0,12.198114844911153,36.36168515508886,298.09266118082445,9.054039695914275,-9.054039695914275,-100.0,0.07246010229764366,-0.07246010229764366,-100.0
2016-03-30,109.99,1459310400000,13.1,1.101235135135135,27.23909927828825,13.434339021842401,35.965260978157616,267.7114290452477,8.083326389239962,-8.083326389239962,-100.0,14.629238847786072,36.970161152213954,252.7141810785929,7.098247311696191,-7.098247311696191,-100.0,12.312542516310792,34.88725748368922,283.3473057045125,9.14150878719581,-9.14150878719581,-100.0,0.07310332041205925,-0.07310332041205925,-100.0
2016-03-31,111.12,1459396800000,14.12,1.1036729729729728,27.255292951835408,13.579656677651274,28.725143322348714,211.530703641596,8.17155138103945,-8.17155138103945,-100.0,14.7866884167193,29.74051158328068,201.13030548241687,7.17625198045355,-7.17625198045355,-100.0,12.446434644555936,27.635965355444053,222.03921158684602,9.240660487598014,-9.240660487598014,-100.0,0.07380970597268899,-0.07380970597268899,-100.0
2016-04-01,109.81,1459483200000,15.42,1.109981081081081,27.080214514658245,13.356505527731645,26.645894472268356,199.49749892997403,8.006740553379949,-8.006740553379949,-100.0,14.551471957783171,27.647128042216806,189.9954047427425,7.025452087063805,-7.025452087063805,-100.0,12.23493229728615,25.571267702713836,209.0021185355136,9.06142221930213,-9.06142221930213,-100.0,0.07339319960603063,-0.07339319960603063,-100.0
2016-04-04,110.96,1459742400000,14.09,1.0951864864864866,26.62187240754529,13.315153510700732,25.793246489299268,193.7134744152256,7.922198512530791,-7.922198512530791,-100.0,14.527837375432329,26.79976262456768,184.4717966755885,6.935568939724256,-6.935568939724256,-100.0,12.177883859715935,24.711316140284072,202.91962400814438,8.98424229908413,-8.98424229908413,-100.0,0.07541421374680013,-0.07541421374680013,-100.0
2016-04-05,108.54,1459828800000,16.16,1.101135135135135,26.546342026534404,12.999348529275348,29.392251470724663,226.10557294107082,7.718963256119302,-7.718963256119302,-100.0,14.186594980157855,30.375805019842137,214.11624891192986,6.754967733525922,-6.754967733525922,-100.0,11.886070277015511,28.334729722984484,238.38601878180282,8.756926977335404,-8.756926977335404,-100.0,0.07396819862266923,-0.07396819862266923,-100.0
2016-04-06,108.66,1459915200000,15.36,1.0963148648648648,26.513411044128752,12.999264567893356,27.847135432106647,214.22085293106326,7.717137001137836,-7.717137001137836,-100.0,14.188122680706366,28.831477319293644,203.2085425825924,6.752289438258245,-6.752289438258245,-100.0,11.884549658883836,26.78865034111617,225.40736595005401,8.756127767820892,-8.756127767820892,-100.0,0.07414320380349082,-0.07414320380349082,-100.0
2016-04-07,109.02,1460001600000,16.26,1.095754054054054,26.489652743611234,13.033197858169501,26.59760214183051,204.07579499116198,7.734048235057719,-7.734048235057719,-100.0,14.226268129792444,27.58493187020755,193.90139155636746,6.766267457162164,-6.766267457162164,-100.0,11.914581619204904,25.535818380795103,214.32408788600998,8.776283045611635,-8.776283045611635,-100.0,0.07445403265834472,-0.07445403265834472,-100.0
2016-04-08,110.44,1460088000000,14.85,1.098227027027027,26.517333232172852,13.214578227479315,23.033021772520705,174.30009021872704,7.844270827908522,-7.844270827908522,-100.0,14.422901556542385,24.033498443457628,166.63428193861432,6.863642227795986,-6.863642227795986,-100.0,12.081600242017204,21.957199757982806,181.74082338546842,8.900244771622043,-8.900244771622043,-100.0,0.0753453436009579,-0.0753453436009579,-100.0
