Datetime,Timestamp,Price,VIX,5-Day-LIBOR,5-Day-VM,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI,90-Calls.1,90-Calls-P.1,90-Calls-ROI.1,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Straps,100-Straps-P,100-Straps-ROI
2009-08-14,1250222400000,22.7986,27.89,0.25125,40.053429395871355,2.284880679017672,1.347779320982326,58.986857972897326,0.004314481112413615,-0.004314481112413615,-100.0,,,,0.42672577221803465,0.9260742277819638,217.0185838479866,0.42594110787885775,-0.42594110787885775,-100.0,1.279392652314927,1.4262073476850698,111.47534301564863
2009-08-17,1250481600000,23.4286,26.18,0.2525,45.91429057192525,2.3548298494925604,0.7594301505074412,32.24989485635618,0.011240526578523369,-0.011240526578523369,-100.0,,,,0.5026126585817359,0.268787341418264,53.47802862282134,0.5018022997883662,-0.5018022997883662,-100.0,1.507027616951838,0.03577238304816177,2.3737045456748915
2009-08-18,1250568000000,23.5143,26.26,0.24916666699999998,44.46001212392004,2.3613549577061366,0.3914750422938661,16.578407283340066,0.009202630063459838,-0.009202630063459838,-100.0,,,,0.4884845972030138,-0.08708459720301143,-17.82750115390417,0.4876820109333711,-0.4876820109333711,-100.0,1.4646512053393987,-0.6618512053393939,-45.18831534269795
2009-08-19,1250654400000,23.7614,25.09,0.24875,42.53647796649983,2.3837924641348813,0.4380475358651204,18.37607687983422,0.006923766492043682,-0.006923766492043682,-100.0,,,,0.4722831704723714,-0.02658317047236913,-5.628650804088784,0.4714735064247737,-0.4714735064247737,-100.0,1.4160398473695164,-0.524639847369512,-37.049794067878864
2009-08-20,1250740800000,24.1743,25.01,0.24625333300000002,43.92114651479603,2.426901633954799,0.1090283660452016,4.492492176847422,0.008737714586633472,-0.008737714586633472,-100.0,,,,0.4961102948018521,-0.3776102948018512,-76.1141824224127,0.4952948288372258,-0.4952948288372258,-100.0,1.48751541844093,-1.2505154184409282,-84.06739203762994
2009-08-21,1250827200000,24.1514,25.14,0.24583666699999998,17.726432818081264,2.415872000031253,-0.12213200003125026,-5.0554002873360115,1.6505667692930637e-08,-1.6505667692930637e-08,-100.0,,,,0.20029974037975865,-0.20029974037975865,-100.0,0.19948642535133487,-0.07808642535133714,-39.143728809522536,0.6000859061108521,-0.4786859061108544,-79.76956319691136
2009-08-24,1251086400000,24.2,24.92,0.24666999999999997,11.623509069133547,2.4207359427167177,-0.5867359427167145,-24.23791593139393,1.836043908224554e-16,-1.836043908224554e-16,-100.0,,,,0.13174731524357242,-0.13174731524357242,-100.0,0.13092960111389296,0.4550703988861056,347.5687659738986,0.3944242316010378,0.19157576839896073,48.57099362818577
2009-08-25,1251172800000,23.9157,24.95,0.24563000000000001,17.630061845184112,2.3922942445351545,-0.31932424453515296,-13.348033807488456,1.3972821152287817e-08,-1.3972821152287817e-08,-100.0,,,,0.19726853956595924,-0.19726853956595924,-100.0,0.19646383894114366,0.12213616105885627,62.16724752866384,0.5910009180730622,-0.2724009180730622,-46.09145430115673
2009-08-26,1251259200000,24.2071,24.68,0.24438000000000001,18.082094290597944,2.4214393534214054,-0.4149293534214067,-17.135649209431026,2.89184572800996e-08,-2.89184572800996e-08,-100.0,,,,0.2047790173399804,-0.2047790173399804,-100.0,0.2039686567811465,0.2102313432188545,103.07041608085291,0.6135266914611073,-0.19932669146110626,-32.48867477736166
2009-08-27,1251345600000,24.2928,24.76,0.242713333,13.724147133580852,2.4300069150143,0.03647308498570112,1.500945728192979,1.441573011565685e-12,-1.441573011565685e-12,-100.0,,,,0.15607229752902185,-0.11887229752902327,-76.16489243193129,0.15526461418140514,-0.15526461418140514,-100.0,0.46740920923944884,-0.3930092092394517,-84.08247023607898
2009-08-28,1251432000000,24.03,26.01,0.242293333,16.190542750954176,2.4037178079584973,0.6735821920415042,28.022515363963823,9.787157731256666e-10,-9.787157731256666e-10,-100.0,,,,0.1820552118118268,0.492244788188172,270.38214577287613,0.18125764850096185,-0.18125764850096185,-100.0,0.5453680721246155,0.8032319278753821,147.28253613127634
