Datetime,Timestamp,Price,VIX,1-Year-LIBOR,1-Year-VM,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,95-Bull-Spreads,95-Bull-Spreads-P,95-Bull-Spreads-ROI
2015-02-23,1424667600000,238.0845,13.84,0.6784,81.32001464379522,79.93522533813704,113.86549966186294,142.44721170197013,66.50178631138553,-66.50178631138553,-100.0,75.71608756658938,106.18041243341064,140.23494325433688,74.10638859106145,-74.10638859106145,-100.0,4.219137771547665,0.7808622284523352,18.507625745672183
2015-02-24,1424754000000,238.7601,13.84,0.67735,80.69343734649243,79.62846230219769,117.91144269780231,148.07700574490195,66.15926944646125,-66.15926944646125,-100.0,75.38213876984686,110.21976123015313,146.21469094512003,73.77036207959797,-73.77036207959797,-100.0,4.246323532350829,0.7536764676491714,17.748917667418638
2015-02-25,1424840400000,237.2513,13.91,0.6686,80.67565113525912,79.10297826864385,119.02528673135616,150.46878048906203,65.7384907085346,-65.7384907085346,-100.0,74.88316645631197,111.38253354368806,148.74175173758232,73.30219534040747,-73.30219534040747,-100.0,4.2198118123318835,0.7801881876681165,18.48869623493901
2015-02-26,1424926800000,236.0951,13.34,0.6686,80.29117429468334,78.39390179295756,129.37975320704246,165.0380326122065,65.09454357256953,-65.09454357256953,-100.0,74.18539721551086,121.78350278448916,164.16101733701626,72.61213066773392,-72.61213066773392,-100.0,4.208504577446703,0.7914954225532966,18.807046730919712
2015-02-27,1425013200000,252.5111,13.34,0.66935,80.59271471856714,84.11684350983245,108.13561149016752,128.5540528842211,69.8909764337021,-69.8909764337021,-100.0,79.62347275600867,100.00342724399135,125.59541022586805,77.93893372850305,-77.93893372850305,-100.0,4.493370753823783,0.5066292461762174,11.275037692918717
2015-02-28,1425099600000,253.5283,13.04,0.6796,80.39748509812162,84.28834988242956,107.4997651175704,127.53810611729557,69.98065484002164,-69.98065484002164,-100.0,79.77169398669687,99.34000601330312,124.53039549325548,78.05455709995168,-78.05455709995168,-100.0,4.516655895732683,0.4833441042673172,10.701371001585015
2015-03-01,1425186000000,258.7425,13.86,0.6796,80.33945000474866,85.968332406145,104.83429259385498,121.94524385861118,71.36637757699877,-71.36637757699877,-100.0,81.357252019602,96.50824798039801,118.62279708899895,79.60479956786914,-79.60479956786914,-100.0,4.611080386542994,0.38891961345700565,8.434457455828163
2015-03-02,1425272400000,271.3525,13.86,0.68185,80.49209573339448,90.30785966164804,85.54426533835189,94.72516086512992,74.98850735454413,-74.98850735454413,-100.0,85.4762494377391,76.80825056226085,89.85917265615167,83.63232595657705,-83.63232595657705,-100.0,4.831610223908939,0.1683897760910611,3.4851688834044228
2015-03-03,1425358800000,281.4497,14.23,0.6871,78.8178364557137,91.99115383347052,62.229631166529465,67.64740800966834,76.08781708336113,-76.08781708336113,-100.0,86.93143210670824,53.21686789329178,61.21706108323183,85.00421973817198,-85.00421973817198,-100.0,5.059721726762277,-0.05972172676227672,-1.1803361921346758
2015-03-04,1425445200000,271.9222,14.04,0.6886,78.88074634830731,88.93971975121956,72.20019024878049,81.1787921647802,73.57088678541177,-73.57088678541177,-100.0,84.0530119514021,63.490788048597935,75.53660074109794,82.1869877768676,-82.1869877768676,-100.0,4.886707799817458,0.11329220018254205,2.3183747591123427
