Datetime,Timestamp,Price,VIX,10-Month-LIBOR,10-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls,100-Calls-P,100-Calls-ROI
2015-11-19,1447909200000,13.07,16.99,0.831860811,,,,,,,,,,
2015-11-20,1447995600000,12.85,15.47,0.8460364859999999,,,,,,,,,,
2015-11-23,1448254800000,12.12,15.62,0.8521121620000001,,,,,,,,,,
2015-11-24,1448341200000,12.02,15.93,0.859266216,,,,,,,,,,
2015-11-25,1448427600000,11.9,15.19,0.864218919,,,,,,,,,,
2015-11-27,1448600400000,12.05,15.12,0.861435135,,,,,,,,,,
2015-11-30,1448859600000,12.04,16.13,0.867921622,,,,,,,,,,
2015-12-01,1448946000000,11.91,14.67,0.871583784,,,,,,,,,,
2015-12-02,1449032400000,11.93,15.91,0.877114865,,,,,,,,,,
2015-12-03,1449118800000,11.92,18.11,0.896466216,,,,,,,,,,
2015-12-04,1449205200000,12.04,14.81,0.903405405,,,,,,,,,,
2015-12-07,1449464400000,12.36,15.84,0.924939189,,,,,,,,,,
2015-12-08,1449550800000,12.12,17.6,0.9311824320000001,,,,,,,,,,
2015-12-09,1449637200000,11.99,19.61,0.939033784,,,,,,,,,,
2015-12-10,1449723600000,12.05,19.34,0.9426891890000001,,,,,,,,,,
2015-12-11,1449810000000,11.95,24.39,0.95422973,,,,,,,,,,
2015-12-14,1450069200000,12.33,22.73,0.9533108109999999,,,,,,,,,,
2015-12-15,1450155600000,12.47,20.95,0.961594595,,,,,,,,,,
2015-12-16,1450242000000,12.27,17.86,0.973316216,,,,,,,,,,
2015-12-17,1450328400000,12.32,18.94,0.998675676,,,,,,,,,,
2015-12-18,1450414800000,12.34,20.7,1.006297297,,,,,,,,,,
2015-12-21,1450674000000,12.24,18.7,1.015337838,,,,,,,,,,
2015-12-22,1450760400000,12.46,16.6,1.021554054,,,,,,,,,,
2015-12-23,1450846800000,12.5,15.57,1.0327972970000001,,,,,,,,,,
2015-12-24,1450933200000,12.6,15.74,1.034997297,,,,,,,,,,
2015-12-28,1451278800000,12.83,16.91,1.034997297,,,,,,,,,,
2015-12-29,1451365200000,12.74,16.08,1.034997297,,,,,,,,,,
2015-12-30,1451451600000,12.78,17.29,1.0449243240000001,,,,,,,,,,
2015-12-31,1451538000000,13.09,18.21,1.061404054,,,,,,,,,,
2016-01-04,1451883600000,12.16,20.7,1.061404054,,,,,,,,,,
2016-01-05,1451970000000,11.51,19.34,1.054358108,,,,,,,,,,
2016-01-06,1452056400000,11.52,20.59,1.06,,,,,,,,,,
2016-01-07,1452142800000,11.16,24.99,1.055008108,,,,,,,,,,
2016-01-08,1452229200000,11.31,27.01,1.040886486,,,,,,,,,,
2016-01-11,1452488400000,11.84,24.3,1.0481837840000001,,,,,,,,,,
2016-01-12,1452574800000,12.09,22.47,1.047386486,,,,,,,,,,
2016-01-13,1452661200000,11.61,25.22,1.050237838,,,,,,,,,,
2016-01-14,1452747600000,10.82,23.95,1.0565,,,,,,,,,,
2016-01-15,1452834000000,10.27,27.02,1.0527378379999999,,,,,,,,,,
2016-01-19,1453179600000,9.47,26.05,1.041082432,,,,,,,,,,
2016-01-20,1453266000000,9.49,27.59,1.0433364859999998,,,,,,,,,,
2016-01-21,1453352400000,10.02,26.69,1.047609459,,,,,,,,,,
2016-01-22,1453438800000,9.85,22.34,1.0395418920000001,,,,,,,,,,
2016-01-25,1453698000000,9.81,24.15,1.0432310809999998,,,,,,,,,,
2016-01-26,1453784400000,9.54,22.5,1.053724324,,,,,,,,,,
2016-01-27,1453870800000,9.05,23.11,1.051991892,,,,,,,,,,
2016-01-28,1453957200000,8.74,22.42,1.05037973,,,,,,,,,,
2016-01-29,1454043600000,8.77,20.2,1.050156757,,,,,,,,,,
2016-02-01,1454302800000,8.76,19.98,1.0508094590000001,,,,,,,,,,
2016-02-02,1454389200000,8.47,21.98,1.041547297,,,,,,,,,,
2016-02-03,1454475600000,8.43,21.65,1.043540541,,,,,,,,,,
2016-02-04,1454562000000,8.9,21.84,1.041931081,,,,,,,,,,
2016-02-05,1454648400000,8.63,23.38,1.036325676,,,,,,,,,,
2016-02-08,1454907600000,8.37,26.0,1.0358837840000001,,,,,,,,,,
2016-02-09,1454994000000,8.62,26.54,1.041232432,,,,,,,,,,
2016-02-10,1455080400000,8.88,26.29,1.045313514,,,,,,,,,,
2016-02-11,1455166800000,8.62,28.14,1.03937027,,,,,,,,,,
2016-02-12,1455253200000,9.3,25.4,1.0261229729999999,,,,,,,,,,
2016-02-16,1455598800000,9.93,24.11,1.0250391890000001,,,,,,,,,,
2016-02-17,1455685200000,9.84,22.31,1.035264865,,,,,,,,,,
