Datetime,Timestamp,Price,VIX,7-Day-LIBOR,7-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Straddles,100-Straddles-P,100-Straddles-ROI,99-Calls,99-Calls-P,99-Calls-ROI,99-Puts,99-Puts-P,99-Puts-ROI,99-Straps,99-Straps-P,99-Straps-ROI
2011-06-27,1309147200000,16.75,21.1,0.16075,48.988023523453855,0.4534973785170085,-0.4534973785170085,-100.0,0.4529810046273202,2.4370189953726804,537.9958476134518,0.9064783831443288,1.983521616855672,218.816207174778,0.5399466580930028,-0.5399466580930028,-100.0,0.3719354479422137,2.3505645520577865,631.9818573525655,1.4518287641282193,1.2706712358717809,87.52211467822666
2011-06-28,1309233600000,16.9498,21.1,0.16075,50.64185240274907,0.4743844244385915,-0.4743844244385915,-100.0,0.4738618910561758,3.569038108943824,753.1810800376683,0.9482463154947672,3.094653684505232,326.35546628942416,0.5616237190408421,-0.5616237190408421,-100.0,0.3916084109922533,3.4817935890077454,889.1008188985554,1.5148558490739374,2.3585461509260615,155.6944281112879
2011-06-29,1309320000000,16.845,20.56,0.16075,50.49359074498883,0.4700724011543134,-0.4700724011543134,-100.0,0.4695530985768919,1.5919469014231067,339.03447900736563,0.9396254997312052,1.1218745002687935,119.39591896875122,0.5567933534116687,-0.5567933534116687,-100.0,0.3878292438600228,1.5052207561399757,388.1143002932618,1.5014159506833602,0.3916340493166386,26.084313886394295
2011-06-30,1309406400000,16.101,19.17,0.16075,57.529236221372024,0.5118506214745553,-0.5118506214745553,-100.0,0.5113542551463226,0.8135457448536769,159.0963088047215,1.023204876620878,0.30169512337912163,29.485309371810878,0.5938628525027879,-0.5938628525027879,-100.0,0.4323614498378365,0.731528550162162,169.193749913766,1.6200871548434124,-0.45619715484341383,-28.158803276698226
2011-07-01,1309492800000,15.397,19.17,0.16075,60.827473642331704,0.5175028023592683,-0.5175028023592683,-100.0,0.5170281391485512,0.565971860851449,109.46635550310646,1.0345309415078194,0.04846905849218075,4.685124102865163,0.5955782268670973,-0.5955782268670973,-100.0,0.4411383102884861,0.4878916897115131,110.59834939124926,1.6322947640226806,-0.7032647640226797,-43.084421975938405
2011-07-02,1309579200000,15.4,17.27,0.16075,60.863420988090475,0.5179092023551402,-0.5179092023551402,-100.0,0.5174344466595464,0.5025655533404532,97.12641989432986,1.0353436490146866,-0.015343649014686987,-1.4819861047381897,0.5959961394494879,-0.5959961394494879,-100.0,0.4415261313108481,0.4244738686891498,96.13788144971814,1.633518410209824,-0.7675184102098243,-46.98559902433161
2011-07-03,1309665600000,15.4405,16.52,0.16075,49.19962329294897,0.4198473388148738,-0.4198473388148738,-100.0,0.419371334573456,0.12112866542654376,28.883391743916913,0.8392186733883298,-0.29871867338833,-35.594855412625535,0.4995094242517304,-0.4995094242517304,-100.0,0.34463318005272997,0.04146181994726916,12.030710432734704,1.3436520285561908,-0.9575570285561916,-71.26525381613318
2011-07-04,1309752000000,13.86,15.87,0.16075,80.91453935994683,0.6194673363144094,-0.27036733631440946,-43.64513194884339,0.619040056188374,-0.619040056188374,-100.0,1.2385073925027834,-0.8894073925027834,-71.812844871718,0.6881582312984484,-0.2004582312984482,-29.12967137226775,0.5491352239736731,-0.5491352239736731,-100.0,1.92545168657057,-0.9500516865705695,-49.34175670035691
2011-07-05,1309838400000,12.9069,15.87,0.16075,78.82693185737523,0.5620056933356796,0.5404943066643195,96.17238990166037,0.5616077956546751,-0.5616077956546751,-100.0,1.1236134889903546,-0.02111348899035548,-1.8790704452406872,0.6261087838343649,0.6054602161656355,96.70207986186121,0.4966458651301702,-0.4966458651301702,-100.0,1.7488634327988999,0.7142745672010973,40.84221522420219
2011-07-06,1309924800000,14.7835,16.06,0.16075,149.57473066356755,1.2196823670378851,-1.2196823670378851,-100.0,1.2192266169842592,-0.3867266169842596,-31.719010362554478,2.4389089840221443,-1.6064089840221432,-65.86588489140429,1.288931973688312,-1.288931973688312,-100.0,1.1406457811352224,-0.4559807811352234,-39.9756689304028,3.7185097285118465,-3.0338447285118457,-81.58765069914165
2011-07-07,1310011200000,14.7761,16.34,0.16075,148.22810356525818,1.2081371977900348,-1.2081371977900348,-100.0,1.2076816758657705,-0.4215816758657711,-34.90834416805612,2.4158188736558053,-1.629718873655806,-67.46030885956232,1.2774199460036773,-1.2774199460036773,-100.0,1.1292079792986538,-0.4908689792986554,-43.470201087627096,3.6840478713060083,-3.04570887130601,-82.6728907359799
2011-07-08,1310097600000,14.314,16.34,0.16075,146.79319602449596,1.1590663289638483,-1.1590663289638483,-100.0,1.1586250527932815,-0.654625052793282,-56.500163811845205,2.31769138175713,-1.8136913817571303,-78.2542229751962,1.2262526163793517,-1.2262526163793517,-100.0,1.0826757529704905,-0.7218157529704916,-66.66961470136161,3.535180985729194,-3.174320985729195,-89.7923189376522
2011-07-09,1310184000000,14.38,15.95,0.16075,147.0212678676526,1.1662131931477695,-1.1662131931477695,-100.0,1.1657698823099345,-0.5048698823099329,-43.30785088645024,2.3319830754577042,-1.6710830754577026,-71.6593140423935,1.2336980318118569,-1.2336980318118569,-100.0,1.0894591540824008,-0.5723591540823998,-52.53608195751684,3.5568552177061146,-3.0397552177061136,-85.46187661994607
