Datetime,Timestamp,Price,VIX,1-Year-LIBOR,1-Year-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,97-Calls,97-Calls-P,97-Calls-ROI,97-Puts,97-Puts-P,97-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,100-Strangles,100-Strangles-P,100-Strangles-ROI
2012-04-10,1334030400000,4.8367,18.81,1.0507,170.50325202458262,2.941390639272647,157.22190936072738,5345.15569817702,2.890837478478669,-2.890837478478669,-100.0,2.9702752494317233,157.33812575056828,5297.0890755215505,2.776137683461566,-2.776137683461566,-100.0,2.913210674494824,157.1049883255052,5392.846789316003,3.0062419188770284,-3.0062419188770284,-100.0,5.68934835795639,154.32885064204362,2712.592742299198
2012-04-11,1334116800000,4.9279,20.39,1.0507,170.1804056062682,2.9924600414838856,116.97963995851612,3909.1462655089913,2.9409536588104435,-2.9409536588104435,-100.0,3.021956859932064,117.09798014006796,3874.905750398449,2.8241586687388254,-2.8241586687388254,-100.0,2.963683506548927,116.86057949345108,3943.085664687922,3.0584689323952814,-3.0584689323952814,-100.0,5.787842175287752,114.03642082471225,1970.2752316158785
2012-04-12,1334203200000,4.9197,20.02,1.0507,170.05526483851062,2.9857790281193863,109.09452097188057,3653.8042482197534,2.934358351799141,-2.934358351799141,-100.0,3.0152529358873146,109.21263806411268,3622.005861076264,2.8177838798566777,-2.8177838798566777,-100.0,2.9570251175229116,108.97568388247707,3685.314786022704,3.0516528209130587,-3.0516528209130587,-100.0,5.774808997379589,106.15790000262041,1838.2928344606937
2012-04-13,1334289600000,4.94,20.02,1.0492,169.88405114838818,2.995745398815198,85.0642546011848,2839.5021364241193,2.944185873067984,-2.944185873067984,-100.0,3.025376982589516,85.18282301741048,2815.610203542297,2.8271642426147205,-2.8271642426147205,-100.0,2.966838043846441,84.94496195615356,2863.1479272129145,3.061931732326811,-3.061931732326811,-100.0,5.794002286461161,82.11779771353883,1417.2897015491935
2012-04-14,1334376000000,4.9597,17.2,1.0487,169.87781075550103,3.0076014686800585,82.03269853131994,2727.5122513928513,2.955860870794575,-2.955860870794575,-100.0,3.037352562683948,82.15173843731607,2704.715265741917,2.8383731827350287,-2.8383731827350287,-100.0,2.978577539411845,81.91293146058815,2750.0687954815776,3.074075723589797,-3.074075723589797,-100.0,5.816950722146874,79.07455827785313,1359.3816082503947
2012-04-15,1334462400000,4.9689,19.55,1.0487,169.790277095442,3.0119768355723484,74.40512316442765,2470.308612127453,2.960140261418029,-2.960140261418029,-100.0,3.0418016295356365,74.52436537046437,2450.0074116220835,2.8424531526059464,-2.8424531526059464,-100.0,2.982881201688285,74.28515179831174,2490.3825119239405,3.0785565303093363,-3.0785565303093363,-100.0,5.825334354294231,71.4426986457058,1226.41370092415
2012-04-16,1334548800000,4.9319999999999995,19.55,1.0502,169.70952128298111,2.9885214082715668,60.43517859172843,2022.243455390924,2.936996574736352,-2.936996574736352,-100.0,3.0181415972656858,60.553518402734305,2006.3180089891518,2.8202025087365286,-2.8202025087365286,-100.0,2.959625551555099,60.3161144484449,2037.9643775123016,3.0545149730138283,-3.0545149730138283,-100.0,5.779828060291628,57.49591193970837,994.7685526272791
2012-04-17,1334635200000,4.9759,19.55,1.0482,169.66368811392144,3.014471234756228,85.07962876524377,2822.3732170436165,2.9625862551935183,-2.9625862551935183,-100.0,3.0443648952320084,85.19901210476797,2798.5808218391985,2.8447594650561823,-2.8447594650561823,-100.0,2.9853087007796066,84.95951429922039,2845.9205668423297,3.081144171830017,-3.081144171830017,-100.0,5.8300681658357885,82.1147548341642,1408.4698926053186
2012-04-18,1334721600000,5.1178,18.46,1.0472,169.66023672420312,3.1003772436753785,100.79182275632462,3250.953507736361,3.0470632811951632,-3.0470632811951632,-100.0,3.1311242026358412,100.91460979736416,3222.95135122434,2.9258756590300337,-2.9258756590300337,-100.0,3.070382291173324,100.66828370882669,3278.6889110918187,3.169002909818703,-3.169002909818703,-100.0,5.996257950203358,97.74240804979665,1630.056759757672
2012-04-19,1334808000000,5.1377,18.46,1.0472,169.5810764047744,3.111306261141007,110.230993738859,3542.916848643312,3.057784993206621,-3.057784993206621,-100.0,3.1421901036039164,110.35424089639608,3512.016690836941,2.936143473707562,-2.936143473707562,-100.0,3.0811779551753773,110.10699104482462,3573.535597315328,3.1801820492029584,-3.1801820492029584,-100.0,6.017321428882939,107.17084757111706,1781.0391024933558
2012-04-20,1334894400000,5.35,18.64,1.0472,169.53511585407432,3.2391904065480883,118.02630959345191,3643.6978003781237,3.183457533190562,-3.183457533190562,-100.0,3.2713609098103875,118.15463909018965,3611.7885597966015,3.056800022653586,-3.056800022653586,-100.0,3.2078070266605336,117.89719297333949,3675.320616030807,3.3109021671022814,-3.3109021671022814,-100.0,6.26460704931412,114.84039295068588,1833.1619532825953
2012-04-21,1334980800000,5.2601,18.36,1.0477,168.8952365997521,3.1754266497510137,110.764473350249,3488.176096239983,3.1206042705599137,-3.1206042705599137,-100.0,3.207200198238659,110.89050280176134,3457.5485142044013,2.996219490423292,-2.996219490423292,-100.0,3.144432033456325,110.6376649665437,3518.5262008965087,3.245767982889492,-3.245767982889492,-100.0,6.140651523879617,107.6414454761204,1752.9319984618398
2012-04-22,1335067200000,5.2035,17.44,1.0477,167.88800922984933,3.1266662439144466,119.06983375608557,3808.204153156285,3.0724337673225777,-3.0724337673225777,-100.0,3.158322415935332,119.19428258406471,3773.974499331333,2.9496119136412187,-2.9496119136412187,-100.0,3.0957885388667465,118.94460646113328,3842.1424773629547,3.1960340879771216,-3.1960340879771216,-100.0,6.045400452507965,115.99499454749204,1918.7313637655043
2012-04-23,1335153600000,4.96,17.44,1.0477,167.90488075265492,2.980586035214446,135.53441396478553,4547.240454175788,2.9288913904761618,-2.9288913904761618,-100.0,3.010757250587389,135.65304274941258,4505.612092205279,2.8118134451912526,-2.8118134451912526,-100.0,2.9511567310244464,135.41504326897555,4588.541226746992,3.0467112469440116,-3.0467112469440116,-100.0,5.762970176215699,132.6032298237843,2300.95290742697
2012-04-24,1335240000000,5.0982,18.97,1.0477,167.85448812099432,3.0629169944159917,146.03888300558398,4767.967374624507,3.0097819867940707,-3.0097819867940707,-100.0,3.093939897745672,146.16080610225433,4724.0997218062,2.8894529403524087,-2.8894529403524087,-100.0,3.032657064336713,145.9161969356633,4811.496777911396,3.1308740064861347,-3.1308740064861347,-100.0,5.922110004689122,143.02674399531085,2415.13149674799
2012-04-25,1335326400000,5.1318,18.1,1.0472,167.28635535947845,3.0749528312462164,133.5032471687538,4341.635611842788,3.0214930257329176,-3.0214930257329176,-100.0,3.1063055672431363,133.62584843275687,4301.761225356544,2.9004955558952363,-2.9004955558952363,-100.0,3.0443725431622948,133.37987345683771,4381.1942055649815,3.1432629434835957,-3.1432629434835957,-100.0,5.9448680990575316,130.47937790094247,2194.8237660921022
2012-04-26,1335412800000,5.0976,18.1,1.0472,167.20126244215862,3.0532468246116533,128.74915317538836,4216.794794890654,3.0001432927934615,-3.0001432927934615,-100.0,3.084409291424025,128.87091870857594,4178.139362596662,2.879970865560379,-2.879970865560379,-100.0,3.02285232150563,128.62661967849436,4255.140708111989,3.121083683732893,-3.121083683732893,-100.0,5.902823187066009,125.746648812934,2130.2797801645866
2012-04-27,1335499200000,5.1095,16.82,1.0472,166.53501169074258,3.05083587678345,119.83976412321657,3928.096068201667,2.9976083783871355,-2.9976083783871355,-100.0,3.08221789874782,119.96166710125222,3892.0566631576494,2.8773022253033944,-2.8773022253033944,-100.0,3.020228841534905,119.71708615846512,3963.8415643241087,3.1186895181867023,-3.1186895181867023,-100.0,5.897531066838299,116.83978393316171,1981.1643653756994
2012-04-28,1335585600000,4.9794,16.24,1.0472,164.46873845440066,2.944161211988681,126.52083878801132,4297.3475186350515,2.8922890120641087,-2.8922890120641087,-100.0,2.9751905423724887,126.6391914576275,4256.506924650357,2.7754925084456543,-2.7754925084456543,-100.0,2.9139031889167217,126.40171481108328,4337.883128439646,3.009856822994411,-3.009856822994411,-100.0,5.689395697362376,123.62622230263763,2172.923608740225
2012-04-29,1335672000000,4.9044,16.24,1.0472,163.32849271120008,2.8839532114904074,136.21154678850957,4723.084488534971,2.83286231352879,-2.83286231352879,-100.0,2.9147594838351374,136.32787251616486,4677.156838230421,2.7180693128123687,-2.7180693128123687,-100.0,2.85391551458104,136.09445248541894,4768.692408380487,2.948423889680574,-2.948423889680574,-100.0,5.571984827393409,133.37638317260658,2393.696094018268
2012-04-30,1335758400000,4.9491,16.32,1.0472,162.68989212232495,2.901240620081638,131.37655937991838,4528.288983359868,2.8496840661500995,-2.8496840661500995,-100.0,2.9324662726532367,131.49380672734677,4484.068851996508,2.7339834153396447,-2.7339834153396447,-100.0,2.8707956209627064,131.2585313790373,4572.200487578438,2.9661653704132203,-2.9661653704132203,-100.0,5.604779036302351,128.52454796369764,2293.1242629056314
2012-05-01,1335844800000,5.0,17.15,1.0472,162.60809774949527,2.9299129832044364,108.45008701679556,3701.478086157496,2.8778261856740373,-2.8778261856740373,-100.0,2.9614777454744936,108.5685222545255,3666.025261220744,2.760953551870008,-2.760953551870008,-100.0,2.8991375623384066,108.33086243766157,3736.658233984707,2.9954881608820965,-2.9954881608820965,-100.0,5.660091114208415,105.56990888579158,1865.1627112641618
2012-05-02,1335931200000,5.0737,17.15,1.0472,162.49357782847892,2.9714426350621954,98.2048573649378,3304.9555191188233,2.9185880781361986,-2.9185880781361986,-100.0,3.0034981937230247,98.325012806277,3273.6831009842213,2.8000182735048083,-2.8000182735048083,-100.0,2.9401889902515683,98.08390000974843,3335.9726308394957,3.0379597966177925,-3.0379597966177925,-100.0,5.740207263756377,95.28388173624363,1659.9380015050206
2012-05-03,1336017600000,5.1344,16.6,1.0472,162.49701116689013,3.0070422427608205,89.95855775723919,2991.596076636641,2.9535553521128053,-2.9535553521128053,-100.0,3.0394805282966155,90.08015147170336,2963.669305760813,2.8335662443680407,-2.8335662443680407,-100.0,2.975415436433919,89.83615256356606,3019.2809872370663,3.074355939066462,-3.074355939066462,-100.0,5.80898168080196,87.00258631919803,1497.7252658022994
2012-05-04,1336104000000,5.067,16.88,1.0492,162.4872813795059,2.9674487916847148,104.86555120831528,3533.8622018403826,2.9145637477654573,-2.9145637477654573,-100.0,2.9994633196385596,104.98554668036144,3500.1443755949103,2.7961548270368795,-2.7961548270368795,-100.0,2.9362351620665867,104.74475483793344,3567.3149137077885,3.033773566829752,-3.033773566829752,-100.0,5.732389989103466,101.94860001089654,1778.4658790607002
2012-05-05,1336190400000,5.077,17.56,1.0492,162.45288242395532,2.97280692939082,107.9301930706092,3630.5819931846704,2.9198175139619518,-2.9198175139619518,-100.0,3.0048923165633465,108.05041768343666,3595.816631692559,2.8011825835973485,-2.8011825835973485,-100.0,2.9415243032299463,107.80916569677008,3665.078190188332,3.0392552053382142,-3.0392552053382142,-100.0,5.742706886827294,105.00798311317271,1828.545060414655
2012-05-06,1336276800000,5.0499,17.56,1.0492,162.36770778352582,2.955711182824415,104.2443888171756,3526.880076204261,2.9030046141865897,-2.9030046141865897,-100.0,2.9876442164813115,104.3639527835187,3493.185440481698,2.7850218449026225,-2.7850218449026225,-100.0,2.9245773203546577,104.12402567964534,3560.3102354297966,3.021786554657698,-3.021786554657698,-100.0,5.709599165257281,101.33900383474273,1774.8882347361118
2012-05-07,1336363200000,5.06,19.16,1.0492,162.25979034529325,2.9600637365339684,101.58003626346606,3431.6840887490252,2.907251752671437,-2.907251752671437,-100.0,2.9920846569059028,101.6998153430941,3398.9618277800096,2.7890570325592483,-2.7890570325592483,-100.0,2.9288444692302145,101.4594555307698,3464.146239128781,3.0262481258518066,-3.0262481258518066,-100.0,5.717901501789463,98.67039849821055,1725.6400528643394
2012-05-08,1336449600000,5.05,18.94,1.0492,162.25006363440926,2.954073539422207,105.1959264605778,3561.0462995160665,2.901365927069286,-2.901365927069286,-100.0,2.9860333385017714,105.31546666149823,3526.9353929698523,2.783406954519439,-2.783406954519439,-100.0,2.922913888643965,105.07558611135605,3594.891608664668,3.0201250479204558,-3.0201250479204558,-100.0,5.706320843163404,102.2921791568366,1792.6117715478656
2012-05-09,1336536000000,5.0437,18.94,1.0527,156.58589042524815,2.8679105460894885,104.88738945391053,3657.275489185976,2.8150940038096506,-2.8150940038096506,-100.0,2.9011025328027555,105.00550846719723,3619.5035259836686,2.6985594867913125,-2.6985594867913125,-100.0,2.835565504364832,104.76842349563519,3694.798209893704,2.932475465816597,-2.932475465816597,-100.0,5.534124991156144,102.06986400884385,1844.372220937501
2012-05-10,1336622400000,4.85,19.05,1.0527,156.53908671902457,2.757107231668201,110.0928927683318,3993.0580683914704,2.7063190741534378,-2.7063190741534378,-100.0,2.7890347328445078,110.2064652671555,3951.41960655173,2.5942702200551864,-2.5942702200551864,-100.0,2.7259945418427662,109.97850545815723,4034.436011152539,2.8191827396025584,-2.8191827396025584,-100.0,5.320264761897953,107.38423523810204,2018.4002120938385
2012-05-11,1336708800000,4.96,20.08,1.0547,155.95954121728494,2.8112539876890748,107.86874601231095,3837.033099274745,2.759215773600989,-2.759215773600989,-100.0,2.8440352527855373,107.98476474721448,3796.885592098439,2.6447581851200943,-2.6447581851200943,-100.0,2.779310997507259,107.75188900249277,3876.928098335685,2.8745116369965302,-2.8745116369965302,-100.0,5.4240691826273535,105.10713081737265,1937.7911173039286
2012-05-12,1336795200000,4.9462,20.08,1.0557,153.69708529165337,2.7705334692070465,107.10326653079294,3865.7994108783287,2.718591096038788,-2.718591096038788,-100.0,2.8037315046214726,107.21845449537851,3824.1341697180073,2.6049614026482617,-2.6049614026482617,-100.0,2.7381911369478837,106.9872228630521,3907.2225974080493,2.8330764925845764,-2.8330764925845764,-100.0,5.3431525395961454,104.38226146040384,1953.5706811075513
2012-05-13,1336881600000,4.93,18.83,1.0557,153.15411031081427,2.7535443910408155,110.29615560895918,4005.606590829945,2.70177214169394,-2.70177214169394,-100.0,2.7867559232133003,110.41084407678669,3961.9847277287295,2.5886368413468306,-2.5886368413468306,-100.0,2.7211905672728505,110.18060943272715,4048.9854241685493,2.8157651504455687,-2.8157651504455687,-100.0,5.309827408619681,107.59197259138031,2026.280033447442
2012-05-14,1336968000000,5.0059,19.89,1.05895,153.1357265228777,2.7957003478754596,103.59839965212456,3705.633178135569,2.7429700562895483,-2.7429700562895483,-100.0,2.829427250706132,103.71484974929388,3665.5775377652867,2.628101867867798,-2.628101867867798,-100.0,2.7628445098937573,103.48107849010626,3745.4542997095973,2.8587093095602683,-2.8587093095602683,-100.0,5.390946377761555,100.85297662223846,1870.784265973629
2012-05-15,1337054400000,5.035,19.89,1.06145,152.4876201130459,2.8023090082624638,106.38269099173752,3796.2512584470032,2.7491476405606177,-2.7491476405606177,-100.0,2.8363812381789137,106.49966876182108,3754.7727127894373,2.6337647115081237,-2.6337647115081237,-100.0,2.7691188001738665,106.26483119982612,3837.4962891860773,2.8654125914409643,-2.8654125914409643,-100.0,5.40288351168199,103.63106648831801,1918.0696060584928
2012-05-16,1337140800000,5.0887,21.87,1.06795,152.09476234869982,2.8263339045930014,110.294966095407,3902.4039557452693,2.7722782901704552,-2.7722782901704552,-100.0,2.8608609454804457,110.41310005451956,3859.4360983867055,2.6557659994905762,-2.6557659994905762,-100.0,2.7927019032807032,110.17593709671931,3945.1377523426704,2.8896856204254813,-2.8896856204254813,-100.0,5.448467902771279,107.52017109722871,1973.4019363964726
2012-05-17,1337227200000,5.0998,21.97,1.06795,152.03357124079903,2.831571544723925,115.56862845527607,4081.430634186709,2.7773980185911005,-2.7773980185911005,-100.0,2.8661882289802447,115.68700577101977,4036.2668648660174,2.6606459086314067,-2.6606459086314067,-100.0,2.7978524221491052,115.44935357785091,4126.356081682507,2.8950476902322952,-2.8950476902322952,-100.0,5.458498330780512,112.78870766921949,2066.295542002883
2012-05-18,1337313600000,5.118,21.97,1.06795,152.03079437720632,2.8416345216554864,115.25136547834451,4055.81240655822,2.7872676628085133,-2.7872676628085133,-100.0,2.8763753974832738,115.37016460251672,4010.956452466584,2.6700995444017117,-2.6700995444017117,-100.0,2.807794436655919,115.13166556334407,4100.4307174447495,2.905336572043536,-2.905336572043536,-100.0,5.477893981057631,112.46156601894236,2053.00734931765
2012-05-19,1337400000000,5.0995,22.27,1.06895,150.75771096436804,2.8120307458825917,114.58846925411741,4074.9365710847633,2.757809953508408,-2.757809953508408,-100.0,2.8469449226883863,114.70654007731164,4029.109912284274,2.6413657540854274,-2.6413657540854274,-100.0,2.778026049379071,114.46948895062091,4120.533318116528,2.8751636332336616,-2.8751636332336616,-100.0,5.419391803464499,111.8281231965355,2063.4810556610105
2012-05-20,1337486400000,5.09,24.49,1.06895,150.48309830970183,2.8026151938413166,114.1273848061587,4072.174626646962,2.748495410885224,-2.748495410885224,-100.0,2.8375288906091267,114.24517110939087,4026.2205430749327,2.632332701141716,-2.632332701141716,-100.0,2.7686118803780104,114.00868811962198,4117.900704235072,2.8655685039332357,-2.8655685039332357,-100.0,5.400944581519727,111.37635541848027,2062.1643813856913
2012-05-21,1337572800000,5.0998,25.1,1.0692,150.21476008689163,2.8039205307517308,114.98627946924827,4100.910785742578,2.7496839346821718,-2.7496839346821718,-100.0,2.838964716077928,115.10422928392208,4054.4438129875844,2.6333612178904566,-2.6333612178904566,-100.0,2.769791031684957,114.86741496831505,4147.150945840031,2.8669213377333103,-2.8669213377333103,-100.0,5.403152249575413,112.2340537504246,2077.1958398774364
2012-05-22,1337659200000,5.0988,25.1,1.0692,150.0635026377951,2.801061901033523,115.90013809896648,4137.721414018097,2.7468359400077054,-2.7468359400077054,-100.0,2.836134907020865,116.01802909297912,4090.709112806164,2.6305717248258214,-2.6305717248258214,-100.0,2.7669048434948635,115.78133115650513,4184.507155304347,2.8640161036382707,-2.8640161036382707,-100.0,5.397476568320685,113.15075943167932,2096.3640693837024
2012-05-23,1337745600000,5.1397,22.01,1.0692,150.01781123118974,2.8228273099319816,118.337472690068,4192.161251724586,2.7681663756171635,-2.7681663756171635,-100.0,2.858192526528793,118.45629847347121,4144.447841564178,2.65098042024342,-2.65098042024342,-100.0,2.788385828541971,118.21772317145802,4239.647252592491,2.886276066197707,-2.886276066197707,-100.0,5.439366248785391,115.5667427512146,2124.6361701975966
2012-05-24,1337832000000,5.119,22.48,1.0692,149.49330596624134,2.8034090299068173,125.1775909700932,4465.191830185907,2.7489682409974336,-2.7489682409974336,-100.0,2.8387562653399643,125.29581373466006,4413.757364958377,2.6323787000978625,-2.6323787000978625,-100.0,2.76898685163591,125.05844314836409,4516.397146287634,2.8664828390592456,-2.8664828390592456,-100.0,5.401365551733773,122.42606444826622,2266.5761699644445
2012-05-25,1337918400000,5.1455,22.48,1.0692,149.41829534643662,2.8167632740185304,124.02373672598145,4403.058569740694,2.7620406564500146,-2.7620406564500146,-100.0,2.8523114066081714,124.14255359339182,4352.349231776767,2.644865467566711,-2.644865467566711,-100.0,2.7821457149370716,123.90398928506292,4453.5406114724465,2.8801464188415022,-2.8801464188415022,-100.0,5.427011182503783,121.2591238174962,2234.362888516338
2012-05-26,1338004800000,5.1032,22.33,1.0692,149.38330879625926,2.7930713145592683,125.60372868544071,4496.9753557925305,2.73879855934099,-2.73879855934099,-100.0,2.8283355015655958,125.72156049843441,4445.0723907698575,2.6225949290038653,-2.6225949290038653,-100.0,2.758730387793355,125.48497361220664,4548.649413782664,2.85592544991853,-2.85592544991853,-100.0,5.38132531679722,122.86237868320279,2283.124907905145
2012-05-27,1338091200000,5.138999999999999,21.54,1.0692,149.36870552573973,2.812439978574785,121.81856002142523,4331.4190151413395,2.7577864887905847,-2.7577864887905847,-100.0,2.8479550349684937,121.93721496503152,4281.570933102194,2.6407711498778204,-2.6407711498778204,-100.0,2.7778548008776496,121.69897519912236,4381.041628261929,2.8757317063999226,-2.8757317063999226,-100.0,5.4186259507554695,119.05820404924454,2197.202854215197
2012-05-28,1338177600000,5.1358,21.54,1.0692,149.35918879097557,2.810541958033576,121.0536580419664,4307.128655238537,2.755922500389346,-2.755922500389346,-100.0,2.8460371686512853,121.17223683134873,4257.577454224582,2.6389822947363832,-2.6389822947363832,-100.0,2.775976139318753,120.93414986068123,4356.454947424709,2.8737920979451954,-2.8737920979451954,-100.0,5.414958434055136,118.29516756594487,2184.599734357635
2012-05-29,1338264000000,5.15,21.76,1.0692,149.29364488905875,2.8172992416087883,124.28270075839121,4411.412849684399,2.762528766343439,-2.762528766343439,-100.0,2.8529082662801954,124.40159173371978,4360.518464756758,2.6452809052728075,-2.6452809052728075,-100.0,2.78262281579296,124.16287718420703,4462.080756310644,2.8807092262696488,-2.8807092262696488,-100.0,5.427903721065768,121.51759627893423,2238.7574010814305
2012-05-30,1338350400000,5.135,21.03,1.0692,149.29278515147175,2.8090802574005638,120.85491974259944,4302.295010055528,2.7544693077913265,-2.7544693077913265,-100.0,2.844585771479246,120.97346422852077,4252.7620520864775,2.6375631503582864,-2.6375631503582864,-100.0,2.7745046342082618,120.73544536579176,4351.603665648408,2.8723053561107474,-2.8723053561107474,-100.0,5.412067784566548,118.09788221543346,2182.1212689207273
2012-05-31,1338436800000,5.1801,21.03,1.0692,149.0107409145221,2.82936202141222,120.80563797858778,4269.712997642135,2.774271431330272,-2.774271431330272,-100.0,2.8652472612607283,120.92515573873926,4220.409085585563,2.656406388881237,-2.656406388881237,-100.0,2.7944176038015036,120.68517939619848,4318.795416691453,2.8930772960170965,-2.8930772960170965,-100.0,5.450823992682741,118.02877300731726,2165.338179434167
2012-06-01,1338523200000,5.2748,24.14,1.0692,148.659621883482,2.875515380183073,121.14968461981694,4213.146813775824,2.8194176514588665,-2.8194176514588665,-100.0,2.912142822318561,121.27130117768145,4164.332197180112,2.699484025456081,-2.699484025456081,-100.0,2.8398494778055956,121.02710652219443,4261.743710998173,2.940312817219662,-2.940312817219662,-100.0,5.539333503261677,118.32762249673834,2136.134652789267
2012-06-02,1338609600000,5.249,24.06,1.0707,145.57144457509463,2.8123940076945577,114.43860599230543,4069.0815610902173,2.756492766033263,-2.756492766033263,-100.0,2.8496016010091205,114.55886839899088,4020.1713937282507,2.6379073965976643,-2.6379073965976643,-100.0,2.7761747010223816,114.31735529897762,4117.801205265575,2.8760664221112484,-2.8760664221112484,-100.0,5.414082097620046,111.67944790237996,2062.7586706059124
2012-06-03,1338696000000,5.2051,24.06,1.0707,142.803039273701,2.7447797123256517,112.78732028767435,4109.15745920133,2.689346000576518,-2.689346000576518,-100.0,2.78235904969392,112.90589395030607,4057.919626251205,2.5724353492972596,-2.5724353492972596,-100.0,2.7082094117511035,112.6677375882489,4160.229895789298,2.8072656886494958,-2.8072656886494958,-100.0,5.280644761048363,110.09530223895163,2084.8837068353464
2012-06-04,1338782400000,5.266,26.66,1.0707,142.30550805504691,2.7688297477607087,113.36517025223931,4094.3351733317436,2.7127474580696482,-2.7127474580696482,-100.0,2.806973734693088,113.48500626530694,4042.9664468419146,2.5945939136927594,-2.5945939136927594,-100.0,2.7317119900541407,113.24430800994587,4145.543469525916,2.8319272316723483,-2.8319272316723483,-100.0,5.3263059037469,110.6497140962531,2077.4194365820085
2012-06-05,1338868800000,5.44,26.12,1.0707,141.93674313128452,2.8541338415402944,113.60586615845972,3980.397292691429,2.7961984720151567,-2.7961984720151567,-100.0,2.8936340363336734,113.72956596366636,3930.336889034018,2.6742367278942893,-2.6742367278942893,-100.0,2.8156979323155986,113.4811020676844,4030.3010051351207,2.919224501704708,-2.919224501704708,-100.0,5.489934660209888,110.80686533979012,2018.3640097376644
2012-06-06,1338955200000,5.46,24.68,1.0707,139.56580580546688,2.8245276831765467,110.68537231682345,3918.7214547794206,2.766379315969332,-2.766379315969332,-100.0,2.8647949160964012,110.8089050839036,3867.9524478803855,2.644590999905404,-2.644590999905404,-100.0,2.7853558936988914,110.5607441063011,3969.357896289471,2.88926307547546,-2.88926307547546,-100.0,5.429946893604296,107.9161531063957,1987.42557194262
2012-06-07,1339041600000,5.591,24.68,1.0707,137.88881400124137,2.86304635392278,102.5459536460772,3581.7077675174464,2.803502851897956,-2.803502851897956,-100.0,2.9047336091626432,102.67199639083736,3534.644143165849,2.679246412198565,-2.679246412198565,-100.0,2.8225010878044188,102.41876891219559,3628.6529473710716,2.9289012807188497,-2.9289012807188497,-100.0,5.501747500002984,99.73952249999702,1812.869865437171
2012-06-08,1339128000000,5.632999999999999,22.16,1.0697,137.88127140700158,2.8844070315365995,99.3749929684634,3445.248603333342,2.8244719647500927,-2.8244719647500927,-100.0,2.9264095416994285,99.50198045830057,3400.1386012607672,2.699282526916518,-2.699282526916518,-100.0,2.8435551878690535,99.24685481213093,3490.238390150818,2.9508120690789523,-2.9508120690789523,-100.0,5.542837714785572,96.54757228521441,1741.843749595498
2012-06-09,1339214400000,5.56,21.72,1.0702,136.6433969394815,2.8254542593096765,92.05194574069031,3257.9520775247197,2.766268407694056,-2.766268407694056,-100.0,2.8672474941709827,92.176952505829,3214.8237183299184,2.64303721810383,-2.64303721810383,-100.0,2.7848119421990902,91.92578805780093,3300.969328119501,2.8906505150349995,-2.8906505150349995,-100.0,5.42784916030292,89.28275083969707,1644.901105444764
2012-06-10,1339300800000,5.4683,21.72,1.0702,127.61004937445362,2.6212818479021074,98.26041815209787,3748.5636361743673,2.563072137040649,-2.563072137040649,-100.0,2.6648376898280075,98.38091131017201,3691.816266547988,2.4443252702923948,-2.4443252702923948,-100.0,2.578974768188158,98.13867623181184,3805.336812223197,2.6830677660008577,-2.6830677660008577,-100.0,5.023300038480553,95.69435096151943,1905.009659555694
2012-06-11,1339387200000,5.5747,21.23,1.0702,125.3701786987122,2.6317202673257647,100.79357973267423,3829.9503554416942,2.5723779351312315,-2.5723779351312315,-100.0,2.6767564366468783,100.91578456335311,3770.077216654362,2.4519533744181814,-2.4519533744181814,-100.0,2.5879891095960565,100.67006989040395,3889.895421782394,2.694107507435688,-2.694107507435688,-100.0,5.039942484014238,98.21811651598577,1948.7943925454585
2012-06-12,1339473600000,5.7,23.56,1.0707,125.19588411798513,2.6876399951507723,100.38826000484924,3735.182546247887,2.6269356557586256,-2.6269356557586256,-100.0,2.7337389886452783,100.51316101135471,3676.765098235098,2.503855779434895,-2.503855779434895,-100.0,2.6428779289666,100.2620220710334,3793.6682951617513,2.751352459392689,-2.751352459392689,-100.0,5.146733708401495,97.7581662915985,1899.4214939082374
2012-06-13,1339560000000,5.928999999999999,23.56,1.0707,125.24328833114922,2.7965338507165347,95.22346614928348,3405.0532277621132,2.733390687864598,-2.733390687864598,-100.0,2.8444705808952246,95.3533994191048,3352.2371459751453,2.6053517129288464,-2.6053517129288464,-100.0,2.7499870269523603,95.09214297304764,3457.9124207153936,2.862819569214865,-2.862819569214865,-100.0,5.355338739881207,92.48679126011879,1727.0017033912284
2012-06-14,1339646400000,5.9541,22.09,1.0707,125.2375902910043,2.8082621255087696,91.23763787449123,3248.900344655747,2.744851650565825,-2.744851650565825,-100.0,2.8564035197280297,91.36811948027193,3198.7119063965965,2.616272359033376,-2.616272359033376,-100.0,2.7615166101716246,91.10576038982838,3299.120492495111,2.874826820980392,-2.874826820980392,-100.0,5.3777889692050005,88.489488030795,1645.4622622329566
2012-06-15,1339732800000,6.5,24.27,1.0712,124.84993082681689,3.0575221282713403,90.24247787172865,2951.490588974082,2.988265727797702,-2.988265727797702,-100.0,3.11020572731242,90.38479427268757,2906.071244064957,2.848027018852992,-2.848027018852992,-100.0,3.0063689693265143,90.09863103067349,2996.925259338921,3.130034876838668,-3.130034876838668,-100.0,5.8543959881795065,87.25060401182049,1490.3433964492056
