Datetime,Price,Timestamp,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls.1,100-Calls-P.1,100-Calls-ROI.1,100-Straddles,100-Straddles-P,100-Straddles-ROI
2017-05-28,172.86,1495944000000,9.81,1.04467,157.51796482096614,30.940541870169863,82.33945812983009,266.1215775578078,30.792182293421305,-30.792182293421305,-100.0,,,,61.73272416359117,51.5472758364088,83.50073082763848
2017-05-29,194.17,1496030400000,10.38,1.04467,158.53598351818442,34.97511782647578,86.71488217352423,247.93306659822608,34.80846863627985,-34.80846863627985,-100.0,,,,69.78358646275564,51.90641353724439,74.38198030269982
2017-05-30,228.58,1496116800000,10.41,1.0505,161.1655173041158,41.84305966814711,22.47694033185284,53.717248475888425,41.64578323885047,-41.64578323885047,-100.0,,,,83.48884290699758,-19.16884290699761,-22.959765927467398
2017-05-31,228.64,1496203200000,10.41,1.06033,160.0085774246155,41.56029499203886,10.479705007961158,25.215665600950647,41.36112109546347,-41.36112109546347,-100.0,,,,82.92141608750234,-30.881416087502316,-37.24178571059964
2017-06-01,220.7,1496289600000,9.89,1.06033,161.3753576194549,40.452852693988795,-0.1528526939887911,-0.3778539307105643,40.26059552562728,-40.26059552562728,-100.0,,,,80.71344821961608,-40.41344821961607,-50.07027838738061
2017-06-02,222.04,1496376000000,9.75,1.07589,161.6787660547109,40.774607580201504,21.17539241979852,51.93279267776553,40.57834591823442,-40.57834591823442,-100.0,,,,81.35295349843592,-19.402953498435906,-23.850336913470443
2017-06-03,224.3,1496462400000,10.07,1.08617,155.02146615842446,39.526730183431006,12.583269816568999,31.834836218867693,39.32657740409866,-39.32657740409866,-100.0,,,,78.85330758752966,-26.743307587529642,-33.91526418577145
2017-06-04,244.96,1496548800000,10.07,1.0842200000000002,154.27001628677704,42.96199639822992,-18.87199639822991,-43.92718677060235,42.743800047100244,-42.743800047100244,-100.0,,,,85.70579644533017,-61.61579644533016,-71.89221616373814
2017-06-05,247.75,1496635200000,10.45,1.0842200000000002,154.40541919180177,43.48874037234931,-25.23874037234931,-58.03511473603504,43.26805884886636,-43.26805884886636,-100.0,,,,86.75679922121567,-68.50679922121567,-78.96418475113924
2017-06-06,264.26,1496721600000,10.39,1.08867,152.10024375120628,45.707412814596125,-44.08741281459612,-96.45571713592443,45.47105945053739,-45.47105945053739,-100.0,,,,91.17847226513351,-89.5584722651335,-98.22326481267498
2017-06-07,255.77,1496808000000,10.39,1.096,152.59874907445064,44.38191648778735,-44.38191648778735,-100.0,44.1516170108514,-29.321617010851394,-66.41119622786374,,,,88.53353349863875,-73.70353349863873,-83.24928485969892
2017-06-08,259.41,1496894400000,10.16,1.096,151.29018385583515,44.634566191186096,-44.634566191186096,-100.0,44.400989198919795,-30.660989198919765,-69.05474349131323,,,,89.03555539010588,-75.29555539010585,-84.56796283260238
2017-06-09,279.11,1496980800000,10.7,1.11711,151.65485444918664,48.13984076525148,-48.13984076525148,-100.0,47.883687224678,-6.493687224677982,-13.561376746549517,,,,96.02352798992948,-54.63352798992946,-56.89598073886557
2017-06-10,335.95,1497067200000,10.7,1.12711,159.45559912740094,60.86689586078336,-60.86689586078336,-100.0,60.55581865394731,69.63418134605269,114.99172646642704,,,,121.42271451473067,8.767285485269326,7.220465726127135
