Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,97-Calls,97-Calls-P,97-Calls-ROI,97-Puts,97-Puts-P,97-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,100-Strangles,100-Strangles-P,100-Strangles-ROI,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI,90-Calls,90-Calls-P,90-Calls-ROI
2013-01-28,1359349200000,38.029999,13.57,0.2037,29.04855223390891,1.2662145823758202,-0.17621458237581678,-13.916644526805428,1.2598479557972233,-1.2598479557972233,-100.0,1.9007591092878684,0.33014086071212745,17.368895358645254,0.7536835115066385,-0.7536835115066385,-100.0,0.7937684446502864,-0.7937684446502864,-100.0,1.928110789274328,-1.877210819274332,-97.36011175897457,1.5474519561569249,-1.5474519561569249,-100.0,3.9552590711853566,0.9377408288146504,23.70870812600445,0.1465292072646167,-0.1465292072646167,-100.0,,,
2013-01-29,1359435600000,37.950001,13.31,0.2037,24.86886128554297,1.082284384893608,-0.05228538489361157,-4.831020905725382,1.075931150831611,-1.075931150831611,-100.0,1.7317882599899264,0.4367107700100661,25.217330553598188,0.5871255929497945,-0.5871255929497945,-100.0,0.621036527041408,-0.621036527041408,-100.0,1.7529927259575582,-1.6444916959575515,-93.81052594267106,1.2081621199912025,-1.2081621199912025,-100.0,3.8793772322549738,0.9456218677450252,24.37561008201725,0.07865922159917371,-0.07865922159917371,-100.0,,,
2013-01-30,1359522000000,37.52,14.32,0.2037,25.25880167110929,1.0867425199926863,-1.0867425199926863,-100.0,1.0804612726745084,-0.4104592726745047,-37.98926283201976,1.7272043218631443,-1.2716063218631497,-73.6222290418693,0.5955115119645153,-0.5955115119645153,-100.0,0.6296080017617633,-0.6296080017617633,-100.0,1.748738317024042,0.04686368297596033,2.6798568156104534,1.2251195137262787,-1.2251195137262787,-100.0,3.840816642562008,-0.7588186425620087,-19.756700545221566,0.08316351997564908,-0.08316351997564908,-100.0,,,
2013-01-31,1359608400000,37.509997999999996,14.28,0.2027,24.934067680677906,1.0725164944232972,-1.0725164944232972,-100.0,1.066267746533093,1.1537292534668993,108.20258393993272,1.7142010355993378,-1.7142010355993378,-100.0,0.5828398101458401,0.5118572498541472,87.82125739250179,0.6164321785690525,-0.6164321785690525,-100.0,1.7352959082421364,1.6100010317578537,92.77962473782313,1.1992719887148926,-0.10457492871490537,-8.719867527879563,3.8352623740815615,-2.3042595740815517,-60.08088493902214,0.0786387009803704,-0.0786387009803704,-100.0,,,
2013-02-01,1359694800000,38.299999,12.9,0.2017,25.46468022209693,1.1183158312963002,-1.1183158312963002,-100.0,1.1119669522583635,2.0380300477416355,183.2815304090173,1.7711934504087203,-1.7711934504087203,-100.0,0.6160350677419224,1.3849619622580782,224.81868886695992,0.6511038690662385,-0.6511038690662385,-100.0,1.7935644936571613,2.505432476342836,139.690124620729,1.267138936808161,0.7338580931918397,57.91457210212322,3.9235928920442187,-3.243589992044214,-82.66887216105341,0.08787900091006495,-0.08787900091006495,-100.0,,,
2013-02-04,1359954000000,37.740002000000004,14.67,0.2017,25.992872530333692,1.1247462459798214,-1.1247462459798214,-100.0,1.1184901960099651,1.5415098039900317,137.82059149817505,1.7658806009156116,-1.7658806009156116,-100.0,0.6276121724448505,0.900187767555158,143.4305781623857,0.662939933505049,-0.662939933505049,-100.0,1.788696262036094,2.003503797963905,112.00916782166769,1.2905521059498994,0.23724783405010186,18.38343705428908,3.8739918109177616,-2.759991610917755,-71.24412610113144,0.09436116594488286,-0.09436116594488286,-100.0,,,
2013-02-05,1360040400000,38.130001,13.72,0.1997,25.96120304605741,1.1349586826732363,-1.1349586826732363,-100.0,1.1287006528225518,1.051299347177448,93.1424416694058,1.7828406625281268,-1.7828406625281268,-100.0,0.6328703435729714,0.4032296264270308,63.714413311031905,0.6684735097619061,-0.6684735097619061,-100.0,1.8059277690157032,1.5179722609842938,84.05498198921016,1.3013438533348776,-0.26524388333487536,-20.382305772233085,3.91349355484552,-2.2804934548455162,-58.2725746928063,0.09486122797990326,-0.09486122797990326,-100.0,,,
2013-02-06,1360126800000,39.169998,13.41,0.1992,26.36902439249424,1.184162897715737,-1.184162897715737,-100.0,1.1777502745210209,1.9822497254789757,168.30815227660526,1.848000137314429,-1.848000137314429,-100.0,0.6666799528155654,1.3182201071844428,197.7290754907586,0.7038590962704028,-0.7038590962704028,-100.0,1.8723540343798497,2.4627459056201486,131.53206393660722,1.3705390490859681,0.614361010914033,44.8262317898756,4.026659663688527,-3.2696598636885237,-81.20030339721907,0.10388850281328477,-0.10388850281328477,-100.0,,,
2013-02-07,1360213200000,39.48,13.5,0.1982,26.36553064832863,1.1933612910430789,-1.1933612910430789,-100.0,1.1869303606232189,1.6730706393767782,140.9577760314685,1.862462446689154,-1.862462446689154,-100.0,0.6718244441818957,1.0037765558181049,149.41054385724811,0.7092701097558205,-0.7092701097558205,-100.0,1.887046251423364,2.15735474857663,114.3244235242977,1.3810945539377162,0.29450644606227705,21.3241334724399,4.058444644643656,-2.970445644643654,-73.19172502608981,0.1046568072657852,-0.1046568072657852,-100.0,,,
2013-02-08,1360299600000,39.240002000000004,13.02,0.1992,25.499202061661233,1.1472718061458491,-1.1472718061458491,-100.0,1.1408477224125342,0.5691552775874662,49.88880342276371,1.816009910748953,-1.816009910748953,-100.0,0.6325784895276421,-0.09977554952763157,-15.772833123386128,0.6685056413101851,-0.6685056413101851,-100.0,1.8390888950648647,1.0481141649351322,56.9909463184576,1.3010841308378271,-0.7682811908378238,-59.04930915905435,4.020340922863468,-1.8063437228634667,-44.93011308048243,0.09055904750348852,-0.09055904750348852,-100.0,,,
