Datetime,Price,Timestamp,VIX,1-Month-LIBOR,1-Month-VM,96-Calls,96-Calls-P,96-Calls-ROI,96-Puts,96-Puts-P,96-Puts-ROI,96-Calls,96-Calls-P,96-Calls-ROI
2008-09-12,21.2771,1221192000000,25.66,2.49688,32.41375225652616,1.2991106053416637,-1.2991106053416637,-100.0,0.4061507039185717,6.25126529608143,1539.1491965343812,,,
2008-09-15,20.0514,1221451200000,31.7,2.7475,36.27053636037893,1.305434223007257,-1.305434223007257,-100.0,0.459958029829397,5.633685970170604,1224.8260938634326,,,
2008-09-16,19.9829,1221537600000,30.3,3.03,35.84523115366489,1.2951256234984092,-1.2951256234984092,-100.0,0.4480940560214037,4.462589943978597,995.9047400899768,,,
2008-09-17,18.2614,1221624000000,36.22,3.1875,40.855492461576816,1.2795457963850954,-1.2795457963850954,-100.0,0.5032212355129335,2.092022764487064,415.72624858620384,,,
2008-09-18,19.1557,1221710400000,33.1,3.19,43.11257566459196,1.3874837019455004,-1.3874837019455004,-100.0,0.5731031713988157,1.9534688286011823,340.8581431914266,,,
2008-09-19,20.13,1221796800000,32.07,3.17625,46.1053935790606,1.5214325522228265,-1.5214325522228265,-100.0,0.6658487067376626,3.2889512932623344,493.9487394030708,,,
2008-09-22,18.7214,1222056000000,33.85,3.20688,48.40678714667064,1.4609369575731888,-1.4609369575731888,-100.0,0.6647714502126858,2.027772549787314,305.0330379167986,,,
2008-09-23,18.12,1222142400000,35.72,3.42875,47.91318912751757,1.4063950882963905,-1.4063950882963905,-100.0,0.6326418047654263,0.9068581952345722,143.34465228247458,,,
2008-09-24,18.3871,1222228800000,35.19,3.70875,47.744019828641854,1.4262519746484603,-1.4262519746484603,-100.0,0.6370426978692683,2.257473302130733,354.3676600770022,,,
2008-09-25,18.8471,1222315200000,32.82,3.70375,48.30102092309912,1.473027316603334,-1.473027316603334,-100.0,0.6641480951138572,3.2719679048861408,492.6563712157025,,,
2008-09-26,18.32,1222401600000,34.74,3.72,48.47627366680555,1.4353798189926152,-1.4353798189926152,-100.0,0.6488884760789535,2.9040115239210462,447.53630723559036,,,
2008-09-29,15.0371,1222660800000,46.72,3.92625,72.57931304768493,1.5702632967695018,-1.5702632967695018,-100.0,0.9222698575612158,-0.18375385756121695,-19.92408795047498,,,
2008-09-30,16.2371,1222747200000,39.39,4.0025,77.431193425969,1.7819066828362615,-1.7819066828362615,-100.0,1.0812279512668184,0.9677880487331816,89.50823437363736,,,
2008-10-01,15.5886,1222833600000,39.81,4.045,77.79338989917788,1.7171725031201115,-1.7171725031201115,-100.0,1.0439574323417622,1.0467985676582368,100.27215049469034,,,
2008-10-02,14.3,1222920000000,45.26,4.11,79.92127343044058,1.608800990057066,-1.5597009900570649,-96.94803768126353,0.9905049177224416,-0.9905049177224416,-100.0,,,
2008-10-03,13.8671,1223006400000,45.14,4.0925,79.93677943443325,1.5602314025024322,-1.5602314025024322,-100.0,0.9608436741242734,-0.5398276741242753,-56.18267452468603,,,
2008-10-06,14.02,1223265600000,52.05,4.14,79.82219301317146,1.5759603572979068,-1.5759603572979068,-100.0,0.9694400340723356,-0.10164003407233667,-10.484406513044076,,,
2008-10-07,12.7371,1223352000000,53.68,4.29375,82.83308296373534,1.4744159911332897,-0.8577319911332886,-58.17435488298012,0.9218554498824388,-0.9218554498824388,-100.0,,,
2008-10-08,12.8271,1223438400000,57.53,4.5125,82.85546979117929,1.4863107089447298,-1.473226708944729,-99.11969954052941,0.9276397953999505,-0.9276397953999505,-100.0,,,
2008-10-09,12.6771,1223524800000,63.92,4.5875,82.49592851771139,1.4643503773751148,-1.4643503773751148,-100.0,0.9114651506769152,-0.24004915067691626,-26.33662411542993,,,
2008-10-10,13.8286,1223611200000,69.95,4.56,88.30224487529007,1.6848768321080154,-1.6848768321080154,-100.0,1.0820702748484816,0.3962857251515164,36.622919450126,,,
2008-10-13,15.7514,1223870400000,54.99,4.46875,98.35028966577144,2.0916051181007203,-2.0916051181007203,-100.0,1.4061111228389276,0.4366328771610704,31.052515698724577,,,
2008-10-14,14.8686,1223956800000,55.13,4.35875,99.14214867594228,1.9866076685066307,-1.9866076685066307,-100.0,1.3408185805388824,-0.0383625805388812,-2.8611313339246136,,,
2008-10-15,13.9929,1224043200000,69.25,4.2775,99.78998589861595,1.8790702123150265,-1.7408542123150248,-92.6444472859948,1.2722093730392643,-1.2722093730392643,-100.0,,,
2008-10-16,14.5557,1224129600000,67.61,4.18125,100.998369426093,1.973336250352026,-1.973336250352026,-100.0,1.3431688264862762,-0.6082968264862769,-45.28818823748156,,,
2008-10-17,13.9143,1224216000000,70.33,3.75125,101.3242093204196,1.888976611058775,-1.888976611058775,-100.0,1.29128323359918,-0.6378552335991801,-49.39700423595628,,,
2008-10-20,14.0629,1224475200000,52.97,3.5275,101.62989633685926,1.912613384890058,-1.912613384890058,-100.0,1.3110122056322575,-1.0206282056322582,-77.8503969106865,,,
2008-10-21,13.07,1224561600000,53.11,3.275,102.76209177681874,1.7924763095362692,-0.6396763095362701,-35.68673717655775,1.2359474129717023,-1.2359474129717023,-100.0,,,
2008-10-22,13.8386,1224648000000,69.65,3.25875,104.89451094538649,1.9301112307129389,-1.9301112307129389,-100.0,1.3410318198502784,-1.1145758198502795,-83.11330151544934,,,
2008-10-23,14.0329,1224734400000,67.8,3.24,105.04283539930077,1.9593870296853284,-1.9593870296853284,-100.0,1.362243742402346,-1.3192597424023471,-96.84461754809051,,,
2008-10-24,13.7686,1224820800000,79.13,3.21875,105.00949679354812,1.9218661102165084,-0.8940221102165067,-46.51843879570728,1.3361998530567032,-1.3361998530567032,-100.0,,,
2008-10-27,13.1557,1225080000000,80.06,3.1175,104.5729606439088,1.829504609725454,-0.1646766097254524,-9.001158502145818,1.2709571744984318,-1.2709571744984318,-100.0,,,
2008-10-28,14.2729,1225166400000,66.96,2.85,108.15840879690857,2.0394266620111923,-1.7114106620111924,-83.91626401135088,1.4364517967934567,-1.4364517967934567,-100.0,,,
2008-10-29,14.9357,1225252800000,69.96,2.58125,106.69114556298284,2.1085648999284983,-2.1085648999284983,-100.0,1.4807494216600805,-0.7138774216600812,-48.2105487409036,,,
2008-10-30,15.8629,1225339200000,62.9,2.3575,107.3014398652007,2.2486883163062568,-2.2486883163062568,-100.0,1.5846932842658576,-0.3949092842658599,-24.920234608605032,,,
2008-10-31,15.37,1225425600000,59.89,2.1775,106.2003791270882,2.1591930802795947,-2.1591930802795947,-100.0,1.5180089320411785,-0.29850893204118023,-19.664504321446426,,,
2008-11-03,15.28,1225688400000,53.68,1.95625,104.47746708301136,2.11637411812647,-2.11637411812647,-100.0,1.4816074474363363,-0.4457074474363365,-30.082694860069424,,,
2008-11-04,15.8557,1225774800000,47.73,1.7675,104.92691348828123,2.202753929564559,-2.202753929564559,-100.0,1.5464291468247795,0.9379428531752207,60.65217117131172,,,
2008-11-05,14.7571,1225861200000,54.56,1.6225,106.53918393385577,2.0753814438849885,-2.0753814438849885,-100.0,1.4662177128926146,-0.07510171289261612,-5.122139245232034,,,
2008-11-06,14.1571,1225947600000,63.68,1.53875,106.53727758327169,1.9905085366713509,-1.9905085366713509,-100.0,1.4070467428337663,-0.6733307428337687,-47.85418439459182,,,
2008-11-07,14.0343,1226034000000,56.1,1.4775,106.38763555955411,1.9706051827816944,-1.9706051827816944,-100.0,1.3928818109193692,-0.16855381091936916,-12.101084930394453,,,
2008-11-10,13.6971,1226293200000,59.98,1.40875,90.34166811690548,1.6818827818314892,-1.6818827818314892,-100.0,1.1187824218741484,-0.3095664218741492,-27.669939732836827,,,
2008-11-11,13.5386,1226379600000,61.44,1.4225,87.1245669767532,1.6147633402135853,-1.6147633402135853,-100.0,1.0580323470851365,-0.20957634708513773,-19.808122848277513,,,
2008-11-12,12.8743,1226466000000,66.46,1.4775,87.49838039902096,1.541093125047165,-1.541093125047165,-100.0,1.0111212699231364,-0.9103932699231364,-90.03799019996313,,,
2008-11-13,13.7771,1226552400000,59.83,1.47375,86.66154760121253,1.6365085321916741,-1.6365085321916741,-100.0,1.0694135399191556,-0.2162975399191556,-20.225808992048762,,,
2008-11-14,12.8914,1226638800000,66.31,1.4525,88.31976272460123,1.5546115822887074,-1.5546115822887074,-100.0,1.0241897940372775,-0.975545794037278,-95.25048967650335,,,
2008-11-17,12.5914,1226898000000,69.15,1.41375,88.43117524090357,1.5197727503430052,-1.4146167503430045,-93.08080764204595,1.0020791147501518,-1.0020791147501518,-100.0,,,
2008-11-18,12.8443,1226984400000,67.64,1.39875,84.18680808184374,1.4904941244631198,-0.8567221244631193,-57.47906753887494,0.962554385631,-0.962554385631,-100.0,,,
2008-11-19,12.3271,1227070800000,74.26,1.395,85.00306931806753,1.4414781714391998,0.235905828560802,16.365549838695724,0.934833356225054,-0.934833356225054,-100.0,,,
2008-11-20,11.4986,1227157200000,80.86,1.41125,87.24183279210985,1.372875050003902,0.8770689499960991,63.885562636862424,0.9001343881766122,-0.9001343881766122,-100.0,,,
2008-11-21,11.7971,1227243600000,72.67,1.43625,83.46153500542864,1.359785989355187,0.3163980106448143,23.268221111386126,0.8745406924969163,-0.8745406924969163,-100.0,,,
2008-11-24,13.2786,1227502800000,64.7,1.43125,81.83963577564587,1.5069447443986448,-1.011500744398644,-67.12261668242449,0.9608138381308846,-0.9608138381308846,-100.0,,,
2008-11-25,12.9714,1227589200000,60.9,1.9,80.54041131591619,1.4561612563891808,-0.9687052563891791,-66.52458662382364,0.9178739941182776,-0.9178739941182776,-100.0,,,
2008-11-26,13.5714,1227675600000,54.92,1.90125,79.97191762035007,1.5150861471094412,-1.5150861471094412,-100.0,0.951886715381928,-0.5890427153819271,-61.88159849941639,,,
2008-11-28,13.2386,1227848400000,55.28,1.91125,79.31334927519892,1.4684546775936624,-1.4684546775936624,-100.0,0.9189618162307456,-0.7399058162307464,-80.51540370475641,,,
2008-12-01,12.7043,1228107600000,68.51,1.89875,79.14345398204216,1.4067628737475395,-1.4067628737475395,-100.0,0.8795722401625747,-0.8734442401625744,-99.30329770311216,,,
2008-12-02,13.21,1228194000000,62.98,1.89,79.99320625437485,1.4749858403464602,-1.4749858403464602,-100.0,0.9269012234525597,-0.15670122345256046,-16.905924761742497,,,
2008-12-03,13.7,1228280400000,60.72,1.87625,77.80250358263392,1.4968073024007689,-1.4968073024007689,-100.0,0.9285409275619774,0.4620590724380218,49.76184234024307,,,
2008-12-04,13.0586,1228366800000,63.64,1.8675,77.23953406088674,1.418648542392221,-1.418648542392221,-100.0,0.8770770083288371,0.4877789916711626,55.614157826410896,,,
2008-12-05,13.4286,1228453200000,59.93,1.825,77.59525771182669,1.4638254823167394,-1.4638254823167394,-100.0,0.9073587939560116,0.15119720604398612,16.663441964867992,,,
2008-12-08,14.2457,1228712400000,58.49,1.635,79.34133588575338,1.5789608578484096,-1.5789608578484096,-100.0,0.99076707702804,0.06220492297195879,6.278460842537495,,,
2008-12-09,14.2943,1228798800000,58.91,1.43875,78.09789378692551,1.56373908550486,-1.56373908550486,-100.0,0.9757493171184236,0.12387868288157565,12.695748867897072,,,
2008-12-10,14.03,1228885200000,55.73,1.04,74.64151874375506,1.4794645038311032,-1.4794645038311032,-100.0,0.9067563666397768,-0.24365636663977866,-26.87120549731689,,,
2008-12-11,13.5714,1228971600000,55.78,0.96125,73.90915153656455,1.4197929425191183,-1.4197929425191183,-100.0,0.8666475655845822,-0.7995035655845815,-92.25244463074101,,,
2008-12-12,14.0386,1229058000000,54.28,0.88375,72.32035529350603,1.4438444676071691,-1.4438444676071691,-100.0,0.8725146947621187,-0.85255869476212,-97.71281789065577,,,
2008-12-15,13.5357,1229317200000,56.76,0.58125,72.49651617780133,1.3929891037405142,-1.1015611037405124,-79.0789461871994,0.8453547064346232,-0.8453547064346232,-100.0,,,
2008-12-16,13.6329,1229403600000,52.37,0.5075,72.56925580370759,1.4036493233916962,-1.4036493233916962,-100.0,0.8528753257340433,-0.6409913257340456,-75.15650956162487,,,
2008-12-17,12.7371,1229490000000,49.84,0.47375,73.80788878580803,1.3284784532926135,-0.4831944532926125,-36.372020343651215,0.8142341474766823,-0.8142341474766823,-100.0,,,
2008-12-18,12.7757,1229576400000,47.34,0.46125,71.26773520928052,1.29697621340104,-0.2787482134010393,-21.492160806101626,0.7812994398923792,-0.7812994398923792,-100.0,,,
2008-12-19,12.8571,1229662800000,44.93,0.47125,70.47140814347955,1.2941147335905612,-0.2726307335905602,-21.066967751316604,0.7750509316236096,-0.7750509316236096,-100.0,,,
2008-12-22,12.2486,1229922000000,44.56,0.47125,71.67371565134428,1.2489489969688448,0.7723950030311562,61.84359849006898,0.7544514131612674,-0.7544514131612674,-100.0,,,
2008-12-23,12.34,1230008400000,45.02,0.47125,71.50274060577708,1.2559642206673391,1.1433357793326608,91.03251195525023,0.7577766576654046,-0.7577766576654046,-100.0,,,
2008-12-24,12.1486,1230094800000,44.21,0.47125,71.55169061638699,1.2371330787962762,1.7445109212037249,141.01238994442897,0.746672671350141,-0.746672671350141,-100.0,,,
2008-12-26,12.2586,1230267600000,43.38,0.46125,70.24088614799123,1.2307361366037428,0.9767078633962578,79.35964780326637,0.7359315234918782,-0.7359315234918782,-100.0,,,
2008-12-29,12.3729,1230526800000,43.9,0.4475,67.19820344801468,1.20107087595402,0.7523451240459824,62.63952770051049,0.7017868591570364,-0.7017868591570364,-100.0,,,
2008-12-30,12.3271,1230613200000,41.63,0.43625,64.50420866454719,1.1603934908854299,1.1869905091145716,102.29206889197964,0.6630670272931063,-0.6630670272931063,-100.0,,,
2008-12-31,12.1929,1230699600000,40.0,0.43625,64.23265592328386,1.144157631669759,1.3163583683302411,115.05043814716123,0.6522453540103871,-0.6522453540103871,-100.0,,,
2009-01-02,12.9643,1230872400000,39.19,0.43,66.49234564627666,1.2484087161878443,-0.18983671618784287,-15.206295320296269,0.7254388662317641,-0.7254388662317641,-100.0,,,
2009-01-05,13.5114,1231131600000,39.08,0.42875,66.32334598594728,1.2985969218450686,-0.7881409218450672,-60.691728787194656,0.7535708020124501,-0.7535708020124501,-100.0,,,
2009-01-06,13.2886,1231218000000,38.56,0.42063,62.97552065326768,1.2287148193721809,-1.0371708193721805,-84.41102874482536,0.6927611703339593,-0.6927611703339593,-100.0,,,
2009-01-07,13.0014,1231304400000,43.39,0.40625,63.11568697939879,1.2040588747355558,-0.6568028747355551,-54.54906637184222,0.6798359983880431,-0.6798359983880431,-100.0,,,
2009-01-08,13.2429,1231390800000,42.56,0.38625,53.14380369658975,1.0833166830528054,-1.0833166830528054,-100.0,0.5495653230940061,-0.25778132309400625,-46.9064026170209,,,
2009-01-09,12.94,1231477200000,42.82,0.36625,53.133622353989345,1.0582787009007806,-0.5877787009007793,-55.54101206047866,0.5369397809479572,-0.5369397809479572,-100.0,,,
2009-01-12,12.6657,1231736400000,45.84,0.3425,51.68752483112478,1.015995872323571,-0.15216787232356932,-14.97721363528408,0.5059454920086042,-0.5059454920086042,-100.0,,,
2009-01-13,12.53,1231822800000,43.27,0.33313000000000004,51.31442085496464,1.0000312995486755,-0.28743129954867364,-28.74223033602992,0.4955381990524961,-0.4955381990524961,-100.0,,,
2009-01-14,12.19,1231909200000,49.14,0.32875,50.54974052115689,0.9628588930671658,0.0933411069328347,9.694162623922878,0.4720972676279205,-0.4720972676279205,-100.0,,,
2009-01-15,11.9114,1231995600000,51.0,0.33375,49.429333765423614,0.926566198527328,0.20138980147267294,21.735068880427452,0.4469738512740751,-0.4469738512740751,-100.0,,,
2009-01-16,11.7614,1232082000000,46.11,0.35938000000000003,48.01594805689177,0.8972449992200167,0.4361110007799836,48.60556494147071,0.4234543634190464,-0.4234543634190464,-100.0,,,
2009-01-20,11.1714,1232427600000,56.65,0.355,48.29876385398,0.8555911496877986,1.4441648503122018,168.79146667648106,0.405606389903034,-0.405606389903034,-100.0,,,
2009-01-21,11.8329,1232514000000,46.42,0.3525,50.761446922688386,0.9374713191559464,0.3943446808440534,42.06471950513666,0.4608646287330913,-0.4608646287330913,-100.0,,,
2009-01-22,12.6229,1232600400000,47.29,0.35625,51.38558988595775,1.008545072031362,-0.9408290720313596,-93.28577354866131,0.5000813461432898,-0.5000813461432898,-100.0,,,
2009-01-23,12.6229,1232686800000,47.27,0.38938,51.35222631776242,1.0082842840985569,-1.0082842840985569,-100.0,0.4994906849424954,-0.25440668494249685,-50.933219099328305,,,
2009-01-26,12.8057,1232946000000,45.69,0.40875,51.433325263844154,1.0241157033791124,-0.6564877033791126,-64.10288419687386,0.5077582956927706,-0.5077582956927706,-100.0,,,
2009-01-27,12.9614,1233032400000,42.25,0.41125,50.794963991231,1.0276943639201956,-0.2306383639201943,-22.442310867640824,0.505033189140284,-0.505033189140284,-100.0,,,
2009-01-28,13.4571,1233118800000,39.66,0.40938,51.02869161412736,1.0703639988111575,-0.22487999881115692,-21.009675125558115,0.5277338493063493,-0.5277338493063493,-100.0,,,
2009-01-29,13.2857,1233205200000,42.63,0.4125,50.067370238059866,1.043041893691364,-0.0930138936913627,-8.917560670759164,0.5072904042969064,-0.5072904042969064,-100.0,,,
2009-01-30,12.8757,1233291600000,44.84,0.41938000000000003,50.78607301979086,1.020824543650818,0.2499034563491822,24.480549366048926,0.5015366050435439,-0.5015366050435439,-100.0,,,
2009-02-02,13.0729,1233550800000,45.52,0.4375,46.96145323423389,0.9830513467858591,0.7040646532141404,71.6203335172795,0.4556233213595977,-0.4556233213595977,-100.0,,,
2009-02-03,13.2829,1233637200000,43.06,0.445,47.16165455796165,1.0017269189998521,0.7495890810001491,74.82968329817439,0.4657478363032608,-0.4657478363032608,-100.0,,,
2009-02-04,13.3643,1233723600000,43.85,0.445,47.159455301478026,1.0078343157337306,0.6795376842662693,67.42553549305845,0.4685706568277634,-0.4685706568277634,-100.0,,,
2009-02-05,13.78,1233810000000,43.73,0.4475,45.446799675428,1.01405570912726,0.2700442908727423,26.630123812936677,0.4579909424628213,-0.4579909424628213,-100.0,,,
2009-02-06,14.2457,1233896400000,43.37,0.44875,46.22839652724458,1.0601859832815936,0.6439420167184089,60.73858991468792,0.4853147647186269,-0.4853147647186269,-100.0,,,
2009-02-09,14.6443,1234155600000,43.64,0.44688,46.26694154624037,1.0904388173427435,0.06543318265725695,6.000628519141407,0.4995040874564509,-0.4995040874564509,-100.0,,,
2009-02-10,13.9757,1234242000000,46.67,0.44688,48.730577652880754,1.0774195066248442,0.7188084933751568,66.71574896828416,0.5134644862775506,-0.5134644862775506,-100.0,,,
2009-02-11,13.8314,1234328400000,44.53,0.4525,48.89126054946443,1.0687098654054852,1.348846134594516,126.21256509901708,0.5105164054133482,-0.5105164054133482,-100.0,,,
2009-02-12,14.1814,1234414800000,41.25,0.455,49.21905167649086,1.1007469923206443,0.5494090076793565,49.9123787311985,0.5284006273427346,-0.5284006273427346,-100.0,,,
2009-02-13,14.1657,1234501200000,42.93,0.46125,49.03001489676046,1.096701924977288,0.2313260750227135,21.092884926549583,0.524919363513602,-0.524919363513602,-100.0,,,
2009-02-17,13.5043,1234846800000,48.66,0.465,48.33136598993432,1.0354247722941885,1.0175472277058102,98.27340961248522,0.4902989358451535,-0.4902989358451535,-100.0,,,
2009-02-18,13.4814,1234933200000,48.46,0.46625,46.82430450421692,1.0119792012217337,1.572976798778268,155.43568453573533,0.4677644736358708,-0.4677644736358708,-100.0,,,
2009-02-19,12.9486,1235019600000,47.08,0.47,48.04009773770673,0.9888152111270374,2.6819287888729653,271.22648991373643,0.466070159072137,-0.466070159072137,-100.0,,,
2009-02-20,13.0286,1235106000000,49.3,0.47313,47.66126691658153,0.9896698783002184,3.0728741216997824,310.49486188035917,0.4636629997830681,-0.4636629997830681,-100.0,,,
2009-02-23,12.4214,1235365200000,52.62,0.4725,49.27704508362052,0.9650097024673984,4.031846297532601,417.80370572686684,0.463523631414045,-0.463523631414045,-100.0,,,
2009-02-24,12.8929,1235451600000,45.49,0.47375,50.14138541315393,1.0135916203194402,3.0378243796805613,299.7089082803556,0.4930570865202055,-0.4930570865202055,-100.0,,,
2009-02-25,13.0229,1235538000000,44.67,0.47688,49.80775053204471,1.0191717800732087,3.095944219926793,303.77059887827807,0.4933565105895426,-0.4933565105895426,-100.0,,,
2009-02-26,12.7414,1235624400000,44.66,0.47875,50.13637414006285,1.0016421735201524,3.8480138264798467,384.17050801250315,0.4871740128734378,-0.4871740128734378,-100.0,,,
2009-02-27,12.7586,1235710800000,46.35,0.49688000000000004,49.4251174558149,0.9933742515543303,3.9326697484456714,395.8900426795069,0.4780291521979576,-0.4780291521979576,-100.0,,,
2009-03-02,12.5629,1235970000000,52.65,0.49625,49.14226118321354,0.9743276829034242,3.866688317096576,396.85707231207175,0.4668935361950188,-0.4668935361950188,-100.0,,,
2009-03-03,12.6243,1236056400000,50.93,0.4975,48.9567761528724,0.9765899866861876,3.709782013313815,379.8709861752757,0.466663356714844,-0.466663356714844,-100.0,,,
2009-03-04,13.0243,1236142800000,47.56,0.5075,46.8770380258618,0.9786515331179936,3.868020466882008,395.23981069732315,0.4524651914230829,-0.4524651914230829,-100.0,,,
2009-03-05,12.6914,1236229200000,50.17,0.51813,44.968286228081986,0.92791587544815,4.519740124551849,487.08511667277793,0.4150724075369494,-0.4150724075369494,-100.0,,,
2009-03-06,12.1857,1236315600000,49.33,0.53313,42.58487017929989,0.8602627022492273,4.655765297750775,541.2027379052812,0.36770977058551496,-0.36770977058551496,-100.0,,,
2009-03-09,11.8729,1236571200000,49.68,0.54625,43.18524274746665,0.8457895010129892,5.150526498987013,608.9607984987169,0.3657572670808982,-0.3657572670808982,-100.0,,,
2009-03-10,12.6611,1236657600000,44.37,0.56438,47.079710036620114,0.9544350981661164,4.249508901833884,445.2381214813907,0.4423541771133364,-0.4423541771133364,-100.0,,,
2009-03-11,13.24,1236744000000,43.61,0.55688,48.74999622289649,1.0216544658429196,4.182245534157081,409.3600795555183,0.4862381250813845,-0.4862381250813845,-100.0,,,
2009-03-12,13.7643,1236830400000,41.18,0.55625,48.83701251166463,1.0633892199049972,3.4228827800950024,321.8842843263731,0.5067773928542287,-0.5067773928542287,-100.0,,,
2009-03-13,13.7043,1236916800000,42.36,0.5556300000000001,48.694167960860355,1.0566553032163926,3.605816696783609,341.24815214646895,0.5024765055491622,-0.5024765055491622,-100.0,,,
2009-03-16,13.6314,1237176000000,43.74,0.5556300000000001,47.76583232005762,1.0375070451676764,3.576648954832323,344.7349077281961,0.486276200650182,-0.486276200650182,-100.0,,,
2009-03-17,14.2371,1237262400000,40.8,0.55625,49.13333069360947,1.1044318807241795,3.1050521192758196,281.1447381652752,0.5287005872399853,-0.5287005872399853,-100.0,,,
2009-03-18,14.5029,1237348800000,40.06,0.545,49.19820256431984,1.1259827839424368,2.926933216057563,259.9447573975692,0.5396315362316297,-0.5396315362316297,-100.0,,,
2009-03-19,14.5171,1237435200000,43.68,0.52313,49.19185365770192,1.1268393585103205,3.113844641489681,276.334387681149,0.5401644076883471,-0.5401644076883471,-100.0,,,
2009-03-20,14.5129,1237521600000,45.89,0.52188,48.4805570277891,1.1154576257063749,3.8192583742936272,342.39385578408167,0.5289667160974307,-0.5289667160974307,-100.0,,,
2009-03-23,15.38,1237780800000,43.23,0.52188,50.376289466796166,1.2133348814500131,2.980465118549988,245.64241613066798,0.5918029898373396,-0.5918029898373396,-100.0,,,
2009-03-24,15.2144,1237867200000,42.93,0.52094,49.945524229201276,1.1932353717354491,3.129540628264552,262.27353817989217,0.5784069367218052,-0.5784069367218052,-100.0,,,
2009-03-25,15.2129,1237953600000,42.25,0.52,47.83488374144246,1.1587465297541009,2.6739694702459023,230.76396792431808,0.5439899897343574,-0.5439899897343574,-100.0,,,
2009-03-26,15.6957,1238040000000,40.36,0.5225,48.354600069689766,1.2042576479311349,2.183570352068866,181.32086234371445,0.569960108617261,-0.569960108617261,-100.0,,,
2009-03-27,15.2643,1238126400000,41.04,0.51813,48.80598179675322,1.1784976479451927,2.6777743520548096,227.21932086362065,0.5616865359136654,-0.5616865359136654,-100.0,,,
2009-03-30,14.9271,1238385600000,45.54,0.50875,49.32569153986021,1.1607042155976082,2.2835797844023933,196.7408883086251,0.5576293622191413,-0.5576293622191413,-100.0,,,
2009-03-31,15.0171,1238472000000,44.14,0.50063,47.04012702096712,1.1309553207601688,1.5226286792398334,134.63208062157594,0.5243405215774803,-0.5243405215774803,-100.0,,,
2009-04-01,15.5271,1238558400000,42.28,0.495,47.794259833990964,1.1818236711476402,1.4764603288523603,124.93067831503201,0.5546764022496724,-0.5546764022496724,-100.0,,,
2009-04-02,16.1014,1238644800000,42.04,0.48938000000000004,46.66780648343358,1.2061370870411654,0.8251189129588354,68.41004408404152,0.5558649276937215,-0.5558649276937215,-100.0,,,
2009-04-03,16.57,1238731200000,39.7,0.47813,47.076440122251675,1.2483732738255036,0.9373267261744972,75.08385078624454,0.5793232338756367,-0.5793232338756367,-100.0,,,
2009-04-06,16.9214,1238990400000,40.93,0.47563,44.12642431049913,1.2217262651934515,0.7408297348065513,60.637947788512705,0.5385210467619768,-0.5385210467619768,-100.0,,,
2009-04-07,16.4286,1239076800000,40.39,0.46938,44.82368565385735,1.1982536731929943,1.011690326807008,84.4303964544628,0.5350263486203604,-0.5350263486203604,-100.0,,,
